,logPrior,time_stats,num_coal,theta_root,P_Z_M,P_Z_M0,E_ratio
0,32.291595,0.038086,150,0.00010063899999999998,1310.880279,1106.1259251325944,204.7543538674056
1,32.386831,0.036679,150,9.6264e-05,1316.568633,1110.2094005601193,206.35923243988077
2,32.267576,0.036255,150,9.2953e-05,1317.200903,1106.4487378626113,210.7521651373886
3,32.138492,0.039320999999999995,150,9.7024e-05,1304.3746,1084.7840443737132,219.5905556262869
4,32.236727,0.039962,150,9.356700000000001e-05,1303.827293,1068.4019743784122,235.42531862158785
5,32.259328000000004,0.037762000000000004,150,9.6478e-05,1313.2358199999999,1099.496115845489,213.73970415451095
6,32.325108,0.035526,150,9.1822e-05,1321.5676039999998,1111.4201299876288,210.14747401237105
7,32.427119,0.034643,150,8.7209e-05,1328.573976,1108.8114198530507,219.76255614694924
8,32.282395,0.037995,150,9.1328e-05,1314.168267,1083.1021042629159,231.06616273708414
9,32.17512,0.043977999999999996,150,8.7736e-05,1286.431183,1003.8950536760954,282.53612932390456
10,32.223596,0.039563,150,8.599600000000001e-05,1303.665946,1048.0972615595272,255.5686844404729
11,32.263518,0.038778,150,8.8419e-05,1302.272933,1065.414733581493,236.85819941850696
12,32.243596000000004,0.038263,150,9.1898e-05,1309.644157,1081.8329761858686,227.81118081413138
13,32.156835,0.041674,150,9.5398e-05,1294.526656,1055.7464790006993,238.7801769993007
14,32.095912,0.037295,150,9.829200000000001e-05,1313.6290960000001,1108.67658878527,204.95250721473008
15,31.939175,0.040422,150,0.000102757,1298.422231,1088.0689535350916,210.3532774649084
16,31.906503999999998,0.048394,150,0.00010678399999999999,1258.248421,1022.4822101520538,235.76621084794624
17,32.029933,0.043689,150,0.00010640399999999999,1281.345489,1065.6167189149003,215.72877008509977
18,31.961029999999997,0.048399,150,0.000109825,1264.664725,1030.773422283422,233.89130271657814
19,31.90883,0.04682,150,0.000113968,1268.057016,1055.093933234578,212.9630827654221
20,31.904946999999996,0.042460000000000005,150,0.00011706299999999999,1283.5886449999998,1099.1811459092146,184.40749909078522
21,31.957127000000003,0.042811,150,0.00011706299999999999,1285.2703880000001,1096.1827604244759,189.08762757552427
22,31.846384000000004,0.043317,150,0.000122759,1281.9184460000001,1101.9030862743502,180.0153597256499
23,31.878775,0.045854,150,0.000117107,1270.1000470000001,1070.2790139238725,199.8210330761276
24,31.797413,0.048289,150,0.00011724700000000001,1258.617143,1049.799217886051,208.81792511394883
25,31.762457,0.051661,150,0.000122311,1251.770356,1032.9395016717137,218.83085432828625
26,31.810837,0.046773,150,0.000126556,1269.8088970000001,1080.6125005659005,189.1963964340996
27,31.788012,0.043463,150,0.00012308700000000002,1283.707938,1101.2569831309945,182.4509548690055
28,31.750754999999998,0.046165,150,0.000120995,1272.545486,1075.3915854848792,197.15390051512077
29,31.682672999999998,0.046818,150,0.00012588600000000002,1271.435256,1079.084233766714,192.3510222332859
30,31.51393,0.047747000000000005,150,0.000133074,1269.078377,1083.8624893947065,185.21588760529357
31,31.324903999999997,0.050931,150,0.00014014599999999998,1256.574607,1071.482081931083,185.09252506891698
32,31.500276,0.055178,150,0.00013972599999999998,1235.9297900000001,1040.4447064911285,195.48508350887164
33,31.423484000000002,0.051687000000000004,150,0.00014640799999999997,1255.257299,1075.3050868383723,179.9522121616278
34,31.568818,0.043988,150,0.000139739,1285.6446449999999,1120.54534860349,165.09929639650977
35,31.548284999999996,0.043886,150,0.000139445,1272.994559,1120.9290571715285,152.0655018284715
36,31.470035,0.047964,150,0.000143497,1264.508016,1097.1006511574492,167.4073648425508
37,31.479496,0.05264099999999999,150,0.000142986,1243.5729279999998,1063.7317280149216,179.84119998507822
38,31.463219,0.050448,150,0.000143505,1252.0065029999998,1079.8014209820024,172.20508201799748
39,31.354728,0.057954,150,0.00014801,1218.947731,1035.1520602337473,183.79567076625267
40,31.349434999999996,0.05326,150,0.000143446,1237.267857,1060.1153176172977,177.15253938270234
41,31.414928000000003,0.048748,150,0.000138925,1259.33001,1085.314160439276,174.01584956072384
42,31.257894,0.049405000000000004,150,0.00014372499999999998,1254.333684,1087.3666594890012,166.96702451099873
43,31.190108000000002,0.051289,150,0.000147009,1257.123831,1078.84118767298,178.2826433270202
44,31.043512,0.053352,150,0.000156243,1246.3690199999999,1077.1186898659087,169.2503301340912
45,30.851708000000002,0.049497,150,0.000165953,1257.230432,1111.2838227563832,145.94660924361688
46,30.893549,0.051575,150,0.00016403599999999997,1254.513314,1096.8730834917867,157.64023050821334
47,30.794199,0.057648000000000005,150,0.000160906,1233.003467,1055.9043204197967,177.0991465802033
48,30.522129,0.054463,150,0.000168956,1237.649814,1084.502714194744,153.14709980525618
49,30.389884999999996,0.058365999999999994,150,0.000175603,1232.6263390000001,1068.6900643390204,163.93627466097973
50,30.32968,0.0567,150,0.00018121599999999997,1241.3435650000001,1083.4589279316926,157.88463706830748
51,30.235091999999998,0.053888,150,0.00017579099999999998,1247.24715,1094.3584509999882,152.88869900001168
52,30.206976,0.05783200000000001,150,0.00016931900000000002,1236.170443,1064.9745139987176,171.19592900128237
53,30.348055,0.057238,150,0.000165014,1237.150006,1063.5265744488493,173.62343155115082
54,30.388213,0.059213,150,0.000158134,1233.072432,1042.3339918022448,190.73844019775515
55,30.360903999999998,0.056628,150,0.000157589,1236.754289,1057.9603024377004,178.79398656229955
56,30.515831,0.06298,150,0.000157626,1218.611391,1017.7115168387188,200.8998741612811
57,30.424867,0.063992,150,0.00016135500000000002,1215.7157359999999,1017.1662579339329,198.54947806606697
58,30.492894,0.059570000000000005,150,0.000167684,1231.656918,1052.7349278352021,178.92199016479776
59,30.438135,0.058494000000000004,150,0.00017962900000000002,1231.479318,1072.026776421748,159.45254157825184
60,30.167412,0.058013,150,0.00018581599999999997,1235.479565,1080.3784211624502,155.1011438375499
61,30.084191999999998,0.062334,150,0.00019057299999999998,1219.3602529999998,1061.7061043879633,157.65414861203658
62,29.865321,0.067138,150,0.00019135200000000002,1205.7380130000001,1037.320221179992,168.41779182000823
63,29.876353,0.065285,150,0.00019192799999999998,1214.156089,1047.5770162575864,166.5790727424137
64,29.913854999999998,0.064498,150,0.00018575099999999998,1212.0897539999999,1045.4093219869067,166.6804320130932
65,29.875765,0.069145,150,0.000180181,1194.2567060000001,1013.4513716727845,180.80533432721563
66,29.581504,0.07283200000000001,150,0.000186159,1193.315166,1001.0730394236917,192.24212657630835
67,29.416674,0.077206,150,0.000186861,1174.329579,978.5704786587971,195.75910034120284
68,29.252237,0.079273,150,0.00017895299999999998,1174.270386,955.2479449899465,219.0224410100534
69,29.390603000000002,0.071898,150,0.000184507,1195.548996,1003.9692778626447,191.57971813735526
70,29.36174,0.070493,150,0.000183844,1206.424886,1010.7463047830622,195.6785812169378
71,29.273215000000004,0.077328,150,0.00019459500000000002,1182.6032289999998,988.2814172982455,194.3218117017543
72,29.088489000000003,0.079876,150,0.000205313,1177.023975,988.573295111988,188.45067988801202
73,28.989764,0.076426,150,0.00020007599999999996,1185.199849,999.5092208650728,185.69062813492724
74,28.871404,0.07741100000000001,150,0.000207647,1190.145016,1003.1217769231951,187.02323907680488
75,28.546857,0.070452,150,0.000221253,1205.351986,1047.9798332641456,157.37215273585434
76,28.616908000000002,0.08123999999999999,150,0.00022057,1179.578089,998.5479473966188,181.03014160338125
77,28.526021999999998,0.07474199999999999,150,0.000224985,1189.477412,1031.68478686039,157.79262513960998
78,28.680799,0.07697899999999999,150,0.000217964,1179.8489869999999,1015.4761730019346,164.37281399806523
79,28.813447999999998,0.067872,150,0.00022555,1203.974154,1062.5996246054824,141.3745293945176
80,28.928887,0.072285,150,0.000234669,1198.463626,1049.5426515251343,148.92097447486572
81,28.866834000000004,0.07627,150,0.000244165,1183.667692,1039.251293933419,144.416398066581
82,28.796916999999997,0.066527,150,0.000254205,1209.138355,1083.871403219825,125.26695178017508
83,28.832171999999996,0.07417,150,0.000255226,1188.4747550000002,1054.371057578302,134.10369742169814
84,28.980017,0.075572,150,0.000249401,1186.118009,1045.4253327537406,140.69267624625945
85,29.167911,0.062734,150,0.000248826,1218.946362,1096.6656269165721,122.28073508342777
86,29.417355,0.062002,150,0.00023717599999999997,1218.673785,1094.560607159439,124.11317784056087
87,29.507165999999998,0.061788,150,0.00022576099999999997,1224.359718,1089.6894622971577,134.67025570284227
88,29.31365,0.060444000000000005,150,0.000229847,1228.32227,1097.7116447515662,130.61062524843373
89,29.459587,0.062363999999999996,150,0.00022337099999999999,1223.745248,1085.7788478638467,137.9664001361532
90,29.155633,0.067551,150,0.00022862400000000003,1213.1757189999998,1066.019183433151,147.1565355668488
91,29.089344,0.066853,150,0.00022326200000000003,1210.732947,1065.609333067377,145.1236139326229
92,28.718006,0.068038,150,0.00023173499999999998,1205.640799,1065.8568827383717,139.7839162616283
93,28.747534,0.06907,150,0.00022778400000000003,1204.841799,1058.813125955814,146.028673044186
94,28.570531,0.079568,150,0.00023589799999999998,1182.423695,1019.4904106954523,162.93328430454767
95,28.88758,0.072554,150,0.00022432799999999998,1196.484777,1040.904076366789,155.58070063321088
96,28.969960999999998,0.072052,150,0.00023237099999999996,1195.8717279999998,1048.9752600916527,146.89646790834718
97,28.818076,0.07081900000000001,150,0.00024420999999999997,1195.819471,1061.6021643359456,134.21730666405438
98,28.706749,0.07450599999999999,150,0.00025786,1189.280419,1054.496405741448,134.78401325855202
99,28.51728,0.070438,150,0.000277333,1199.322156,1078.532339898711,120.78981610128903
100,28.51728,0.072357,150,0.000277333,1193.8044109999998,1071.6128604281828,122.19155057181706
101,28.51728,0.075488,150,0.000277333,1185.178515,1060.323183397321,124.85533160267914
102,28.51728,0.065677,150,0.000277333,1213.04632,1095.6994278399225,117.34689216007746
103,28.51728,0.06612,150,0.000277333,1213.001713,1094.1020701507905,118.89964284920961
104,28.51728,0.070287,150,0.000277333,1201.471078,1079.0768117069704,122.39426629302966
105,28.51728,0.071229,150,0.000277333,1195.689835,1075.6801730090874,120.00966199091249
106,28.51728,0.067552,150,0.000277333,1203.898937,1088.938602406238,114.9603345937619
107,28.51728,0.073383,150,0.000277333,1193.618874,1067.9133367508707,125.70553724912929
108,28.51728,0.07801,150,0.000277333,1180.164598,1051.2294224673199,128.9351755326802
109,28.51728,0.075669,150,0.000277333,1188.055043,1059.6705383821227,128.38450461787738
