,hypothesis,root,reference,E_ratio
76,1203.550075285,1203.5500908479964,1203.5500908479964,1.5562996395601658e-05
77,1219.5435563839999,1219.5435643747364,1219.5435643747364,7.990736548890709e-06
78,1193.0038036189999,1193.0038106976554,1193.0038106976554,7.078655471559614e-06
79,1192.78594994,1192.785980143254,1192.785980143254,3.020325402758317e-05
80,1177.3894163339999,1177.3894231965255,1177.3894231965255,6.862525651740725e-06
81,1193.287458496,1193.2874720471636,1193.2874720471636,1.3551163647207431e-05
82,1179.758025278,1179.7580080897244,1179.7580080897244,-1.7188275705848355e-05
83,1182.699857804,1182.6998947580546,1182.6998947580546,3.6954054621674004e-05
84,1186.296846949,1186.2968425825288,1186.2968425825288,-4.366471102912328e-06
85,1193.452179333,1193.4521822132858,1193.4521822132858,2.880285819628625e-06
86,1172.337090923,1172.3371257545364,1172.3371257545364,3.483153636807401e-05
87,1189.964857641,1189.964863410399,1189.964863410399,5.769398967458983e-06
88,1174.854559275,1174.8545591295554,1174.8545591295554,-1.4544457371812314e-07
89,1177.803150489,1177.8031588371218,1177.8031588371218,8.348121809831355e-06
90,1175.8944866660001,1175.894498655607,1175.894498655607,1.1989606946372078e-05
91,1151.88793106,1151.8879323380515,1151.8879323380515,1.2780515135091264e-06
92,1152.1101046610002,1152.1100801552466,1152.1100801552466,-2.450575357215712e-05
93,1166.218012575,1166.2180245303266,1166.2180245303266,1.1955326499446528e-05
94,1169.281814212,1169.2817974360726,1169.2817974360726,-1.6775927406342817e-05
95,1154.491545001,1154.4915446074633,1154.4915446074633,-3.9353676584141795e-07
96,1163.5808662260001,1163.5808536036934,1163.5808536036934,-1.262230671272846e-05
97,1164.360919336,1164.36091027873,1164.36091027873,-9.057270062839962e-06
98,1155.980595232,1155.9805904647678,1155.9805904647678,-4.767232212543604e-06
99,1156.360765489,1156.3608060851454,1156.3608060851454,4.059614548168611e-05
100,1163.7273942880001,1163.7273950885035,1163.7273950885035,8.005033578228904e-07
101,1149.815053263,1149.8150814984253,1149.8150814984253,2.8235425361344824e-05
102,1138.520586079,1138.520563125778,1138.520563125778,-2.2953222014621133e-05
103,1129.040455244,1129.040421704206,1129.040421704206,-3.353979400344542e-05
104,1138.580896664,1138.5809385252592,1138.5809385252592,4.186125920568884e-05
105,1135.2516145739999,1135.251661880171,1135.251661880171,4.7306171154559706e-05
106,1119.0653110619999,1119.0653670078887,1119.0653670078887,5.5945888789210585e-05
107,1115.39139887,1115.39142677362,1115.39142677362,2.7903619866265217e-05
108,1150.458844335,1150.4588572467676,1150.4588572467676,1.2911767498735571e-05
109,1135.647067486,1135.647055471853,1135.647055471853,-1.2014146932415315e-05
110,1149.399312887,1149.399318606333,1149.399318606333,5.719333103115787e-06
111,1137.855623157,1137.8556337609857,1137.8556337609857,1.0603985629131785e-05
112,1141.072219725,1141.0722039557024,1141.0722039557024,-1.5769297533552162e-05
113,1142.857592018,1142.8576144435367,1142.8576144435367,2.242553659925761e-05
114,1131.447767682,1131.4477827713426,1131.4477827713426,1.5089342696228414e-05
115,1126.237464438,1126.237515323822,1126.237515323822,5.088582202006364e-05
116,1140.8813163339998,1140.8813451251747,1140.8813451251747,2.8791174827347277e-05
117,1134.90228675,1134.9023119668736,1134.9023119668736,2.521687360967917e-05
118,1142.2069453489999,1142.2069477978214,1142.2069477978214,2.448821533107548e-06
119,1147.502455728,1147.5024507538517,1147.5024507538517,-4.974148396286182e-06
120,1138.5904825710002,1138.5905233326312,1138.5905233326312,4.076163099853147e-05
121,1136.961213088,1136.9612462262535,1136.9612462262535,3.313825345685473e-05
122,1130.273813097,1130.2738251242597,1130.2738251242597,1.2027259799651802e-05
123,1128.059411073,1128.0594473869094,1128.0594473869094,3.631390927694156e-05
124,1135.818708012,1135.8187064006866,1135.8187064006866,-1.611313336979947e-06
125,1146.295059867,1146.2950708787992,1146.2950708787992,1.1011799188054283e-05
126,1137.401770508,1137.4017671217653,1137.4017671217653,-3.3862347663671244e-06
127,1137.158269706,1137.15828099012,1137.15828099012,1.1284119864285458e-05
128,1146.02649851,1146.0265096673143,1146.0265096673143,1.1157314247611794e-05
129,1138.80864414,1138.8086576404037,1138.8086576404037,1.3500403611033107e-05
130,1114.054475551,1114.054435367688,1114.054435367688,-4.0183311966757174e-05
131,1129.866421185,1129.866418843228,1129.866418843228,-2.3417719603457954e-06
132,1138.411757762,1138.4117800038025,1138.4117800038025,2.2241802525968524e-05
133,1141.741395902,1141.741402468535,1141.741402468535,6.566534921148559e-06
134,1144.108080327,1144.1080992080845,1144.1080992080845,1.888108454295434e-05
135,1153.842689047,1153.8426962764088,1153.8426962764088,7.229408765851986e-06
136,1134.9620816919999,1134.96203987843,1134.96203987843,-4.1813569851001375e-05
137,1150.12772094,1150.1277302434041,1150.1277302434041,9.30340411287034e-06
138,1146.283390088,1146.283409520474,1146.283409520474,1.9432473891356494e-05
139,1145.003788428,1145.003787662903,1145.003787662903,-7.650969564565457e-07
140,1133.166948057,1133.1669602328118,1133.1669602328118,1.2175811889392207e-05
141,1115.974299171,1115.9743051096525,1115.9743051096525,5.938652520853793e-06
142,1135.683115801,1135.6831452534577,1135.6831452534577,2.9452457738443627e-05
143,1132.895832941,1132.8958432611,1132.8958432611,1.032010004564654e-05
144,1128.829051572,1128.8290909528741,1128.8290909528741,3.938087411370361e-05
145,1137.408384091,1137.4083744871466,1137.4083744871466,-9.603853413864272e-06
146,1122.575030556,1122.5750117316145,1122.5750117316145,-1.882438550637744e-05
147,1118.385171752,1118.3851656090176,1118.3851656090176,-6.142982329038205e-06
148,1133.338855794,1133.3388997032332,1133.3388997032332,4.390923322716844e-05
149,1129.239922741,1129.2399712647023,1129.2399712647023,4.852370216212876e-05
150,1112.991155045,1112.9911297884278,1112.9911297884278,-2.5256572143916856e-05
151,1127.609643307,1127.6096801942585,1127.6096801942585,3.6887258602291695e-05
152,1120.0335960539999,1120.033598028865,1120.033598028865,1.9748651993722888e-06
153,1120.58282252,1120.5828850690457,1120.5828850690457,6.254904565139441e-05
154,1113.4650198880001,1113.4650662729375,1113.4650662729375,4.638493737729732e-05
155,1129.792035037,1129.7920917679662,1129.7920917679662,5.6730966207396705e-05
156,1138.087269727,1138.087308246284,1138.087308246284,3.851928408948879e-05
157,1122.3851989060001,1122.3852494155826,1122.3852494155826,5.050958247920789e-05
158,1112.227751793,1112.2278242308305,1112.2278242308305,7.243783056765096e-05
159,1126.155020789,1126.155017199864,1126.155017199864,-3.589135985748726e-06
160,1110.949036891,1110.9490956927552,1110.9490956927552,5.880175513084396e-05
161,1129.991083785,1129.9911048171814,1129.9911048171814,2.1032181393820792e-05
162,1111.390216541,1111.3902305429187,1111.3902305429187,1.4001918771100463e-05
163,1102.5721974389999,1102.5722044070046,1102.5722044070046,6.968004754526191e-06
164,1107.576246378,1107.5762508635155,1107.5762508635155,4.485515546548413e-06
165,1084.363826681,1084.3638861885845,1084.3638861885845,5.950758441031212e-05
166,1083.135630717,1083.1357113512404,1083.1357113512404,8.063424047577428e-05
167,1087.139262591,1087.1392639632772,1087.1392639632772,1.3722772109758807e-06
168,1098.807484452,1098.8075107732868,1098.8075107732868,2.6321286895836238e-05
169,1086.460205009,1086.460212082033,1086.460212082033,7.073032975313254e-06
170,1092.361983731,1092.3620078427032,1092.3620078427032,2.4111703169182874e-05
171,1091.907627159,1091.9076606490582,1091.9076606490582,3.349005828567897e-05
172,1081.6463083039998,1081.6463754238798,1081.6463754238798,6.711987998642144e-05
173,1081.873087385,1081.8730942851016,1081.8730942851016,6.900101652718149e-06
174,1093.8797353789998,1093.8797627955555,1093.8797627955555,2.741655566751433e-05
175,1090.9361207010002,1090.9361320270427,1090.9361320270427,1.132604256781633e-05
176,1110.865855808,1110.865863563238,1110.865863563238,7.755237902529188e-06
177,1117.841229617,1117.841259512343,1117.841259512343,2.9895343004682218e-05
178,1097.635627925,1097.6356494855384,1097.6356494855384,2.1560538243647898e-05
179,1084.311896599,1084.3119450841189,1084.3119450841189,4.848511889576912e-05
180,1088.707602358,1088.70763778753,1088.70763778753,3.5429530043984414e-05
181,1072.134775074,1072.1348164995472,1072.1348164995472,4.142554735153681e-05
182,1082.197694956,1082.197721482047,1082.197721482047,2.6526046895014588e-05
183,1074.311595563,1074.3116378807288,1074.3116378807288,4.231772868479311e-05
184,1075.577860282,1075.577913688594,1075.577913688594,5.340659390640212e-05
185,1085.2896777610001,1085.2897289515051,1085.2897289515051,5.119050501889433e-05
186,1091.5872349019999,1091.5872726403152,1091.5872726403152,3.773831531361793e-05
187,1088.098151527,1088.0981924767002,1088.0981924767002,4.094970017831656e-05
188,1066.01639549,1066.016416808514,1066.016416808514,2.1318513972801156e-05
189,1061.8407960089999,1061.8408347707723,1061.8408347707723,3.876177243000711e-05
190,1072.913204211,1072.9132328840637,1072.9132328840637,2.8673063752648886e-05
191,1086.149862811,1086.149899746721,1086.149899746721,3.6935721027475665e-05
192,1077.629554314,1077.6295941741173,1077.6295941741173,3.986011734014028e-05
193,1051.200492807,1051.2005379555603,1051.2005379555603,4.514856027526548e-05
194,1065.040536395,1065.0405695997733,1065.0405695997733,3.320477344459505e-05
195,1071.254511427,1071.2545480340432,1071.2545480340432,3.6607043284675456e-05
196,1046.696843877,1046.6968798942924,1046.6968798942924,3.601729235924722e-05
197,1043.252359359,1043.2524069656092,1043.2524069656092,4.760660931424354e-05
198,1045.320789722,1045.320822373329,1045.320822373329,3.265132909291424e-05
199,1042.532011486,1042.5320574678924,1042.5320574678924,4.5981892299096216e-05
200,1018.31752902,1018.3175579630312,1018.3175579630312,2.8943031111339224e-05
201,1052.229884971,1052.229922121795,1052.229922121795,3.7150794923945796e-05
202,1056.363794868,1056.363831169971,1056.363831169971,3.630197102211241e-05
203,1031.058889511,1031.058934093106,1031.058934093106,4.458210605662316e-05
204,1035.538210187,1035.5382402013606,1035.5382402013606,3.00143606182246e-05
205,1042.290449535,1042.2904851371518,1042.2904851371518,3.5602151683633565e-05
206,1039.58286907,1039.5829155378735,1039.5829155378735,4.6467873517030966e-05
207,1042.49988862,1042.4999334321121,1042.4999334321121,4.4812112037107e-05
208,1049.218649042,1049.2186835551001,1049.2186835551001,3.451310021773679e-05
209,1057.197969248,1057.1980108779903,1057.1980108779903,4.162999039181159e-05
210,1040.9115719889999,1040.9116159243072,1040.9116159243072,4.3935307303399895e-05
211,1037.303102535,1037.3031493484993,1037.3031493484993,4.6813499238851364e-05
212,1022.729455917,1022.7294871625634,1022.7294871625634,3.124556337752438e-05
213,1033.5839104939998,1033.583959569944,1033.583959569944,4.907594416181382e-05
214,1018.047011188,1018.0470753731339,1018.0470753731339,6.418513385142433e-05
215,1022.242695058,1022.2427430723317,1022.2427430723317,4.801433169632219e-05
216,1030.05056876,1030.0506300121378,1030.0506300121378,6.12521378116071e-05
217,1036.180822931,1036.1808831643907,1036.1808831643907,6.0233390740904724e-05
218,1012.878540535,1012.8785864306319,1012.8785864306319,4.589563195622759e-05
219,1026.287955595,1026.2880098637029,1026.2880098637029,5.4268702797344304e-05
220,1036.483804582,1036.4838604755832,1036.4838604755832,5.589358329416427e-05
221,1028.1493862080001,1028.1494453883568,1028.1494453883568,5.918035662944021e-05
222,1030.594212209,1030.5942792422031,1030.5942792422031,6.70332030949794e-05
223,1020.184576333,1020.1846388307137,1020.1846388307137,6.24977136567395e-05
224,1015.721180639,1015.7212552130047,1015.7212552130047,7.457400477051124e-05
225,1030.8856649089998,1030.8857285013416,1030.8857285013416,6.359234180308704e-05
226,1015.624334681,1015.6244054327619,1015.6244054327619,7.075176188209298e-05
227,1018.65252567,1018.6525872700948,1018.6525872700948,6.160009479572182e-05
228,1011.434742544,1011.4348134569673,1011.4348134569673,7.09129673168718e-05
229,1034.505196645,1034.505263249761,1034.505263249761,6.660476083197864e-05
230,1037.984024857,1037.9840851191354,1037.9840851191354,6.026213554832793e-05
231,1027.272110285,1027.2721762377291,1027.2721762377291,6.595272907361505e-05
232,1029.448341367,1029.448403035238,1029.448403035238,6.166823800413113e-05
233,1024.01461599,1024.014675846969,1024.014675846969,5.9856969073734945e-05
234,1034.102797241,1034.1028605862089,1034.1028605862089,6.334520890050044e-05
235,1004.7790838569999,1004.7791558541578,1004.7791558541578,7.199715787464811e-05
236,1030.332822722,1030.332884023352,1030.332884023352,6.130135216153576e-05
237,1014.815997063,1014.8160584759784,1014.8160584759784,6.141297831163683e-05
238,1022.0415517289999,1022.0416177425102,1022.0416177425102,6.601351026347402e-05
239,1010.29133662,1010.2914022062519,1010.2914022062519,6.558625182151445e-05
240,997.3621776780001,997.3622301449942,997.3622301449942,5.2466994134192646e-05
241,1029.571172095,1029.5712307846982,1029.5712307846982,5.868969810762792e-05
242,1010.985007109,1010.9850752571007,1010.9850752571007,6.814810069499799e-05
243,1022.009444983,1022.0095039962343,1022.0095039962343,5.901323436319217e-05
244,1016.865494304,1016.8655544860692,1016.8655544860692,6.018206920543889e-05
245,1029.501540616,1029.5016100879445,1029.5016100879445,6.947194447093352e-05
246,999.569358762,999.5694252347475,999.5694252347475,6.647274756232946e-05
247,1011.887540163,1011.8876109152523,1011.8876109152523,7.075225221342407e-05
248,1019.628832347,1019.628904938576,1019.628904938576,7.259157609951217e-05
249,1009.7790929639999,1009.7791767540293,1009.7791767540293,8.379002940728242e-05
250,1024.905025708,1024.9051101852122,1024.9051101852122,8.4477212112688e-05
251,1009.319969978,1009.3200534073683,1009.3200534073683,8.342936826011282e-05
252,998.9948588310001,998.9949619574899,998.9949619574899,0.00010312648976196215
253,1040.48136317,1040.481444744757,1040.481444744757,8.157475713232998e-05
254,1016.281508626,1016.2815814749083,1016.2815814749083,7.284890830305812e-05
255,1008.0240921530001,1008.0241716541068,1008.0241716541068,7.950110671117727e-05
256,1021.9507967039999,1021.9508756844606,1021.9508756844606,7.898046067111864e-05
257,1021.96204984,1021.9621243293132,1021.9621243293132,7.448931319231633e-05
258,1010.4912099239999,1010.4912939645365,1010.4912939645365,8.40405365352126e-05
259,1005.444048271,1005.4441252119678,1005.4441252119678,7.69409678014199e-05
260,1006.157985206,1006.1580605598049,1006.1580605598049,7.535380484569032e-05
261,990.822702953,990.8227768655468,990.8227768655468,7.39125467816848e-05
262,991.918113902,991.9181930011966,991.9181930011966,7.909919668236398e-05
263,997.2184892619999,997.2185616006134,997.2185616006134,7.233861344957404e-05
264,1003.832969458,1003.8330405909319,1003.8330405909319,7.113293190741388e-05
265,997.9102614589999,997.910338502117,997.910338502117,7.704311713041534e-05
266,995.919911905,995.9199822808916,995.9199822808916,7.037589159608615e-05
267,1003.033372933,1003.0334542754267,1003.0334542754267,8.134242671076208e-05
268,1009.852248263,1009.8523323956938,1009.8523323956938,8.413269381435384e-05
269,1011.8424455439999,1011.8425265356219,1011.8425265356219,8.099162198504928e-05
270,1007.620082502,1007.6201617793622,1007.6201617793622,7.927736226065463e-05
271,1015.603453166,1015.6035365183386,1015.6035365183386,8.335233860634617e-05
272,1010.818172659,1010.8182575826854,1010.8182575826854,8.492368544921192e-05
273,985.08154154,985.0816220471886,985.0816220471886,8.050718861341011e-05
274,968.846403107,968.8464910008456,968.8464910008456,8.78938456025935e-05
275,979.01418233,979.0142620929557,979.0142620929557,7.976295569278591e-05
276,994.8020838030001,994.8021684695949,994.8021684695949,8.466659483019612e-05
277,993.864750837,993.8648332455597,993.8648332455597,8.240855970598204e-05
278,993.806012396,993.8060994551371,993.8060994551371,8.705913705853163e-05
279,1000.808534487,1000.8086114612893,1000.8086114612893,7.697428929986927e-05
280,1008.930228709,1008.9303178940545,1008.9303178940545,8.91850545485795e-05
281,992.307235105,992.3073133341461,992.3073133341461,7.822914608368592e-05
282,973.5137903010001,973.5138674661437,973.5138674661437,7.716514357980486e-05
283,965.851127179,965.8511967677043,965.8511967677043,6.958870437756559e-05
284,981.292649188,981.2927319735942,981.2927319735942,8.278559414520714e-05
285,1006.238700471,1006.2387821675997,1006.2387821675997,8.169659963641607e-05
286,986.879409471,986.879497408409,986.879497408409,8.793740892087953e-05
287,979.23189745,979.2319892210983,979.2319892210983,9.177109825486696e-05
288,990.042403258,990.0424978778444,990.0424978778444,9.461984438985382e-05
289,971.676637098,971.6767351888527,971.6767351888527,9.809085270262585e-05
290,974.863105643,974.8632060577453,974.8632060577453,0.00010041474524769001
291,962.7969429310001,962.7970497815315,962.7970497815315,0.00010685053143788537
292,971.9776988960001,971.9777964470377,971.9777964470377,9.755103758379846e-05
293,964.39697402,964.3970703947914,964.3970703947914,9.637479138291383e-05
294,979.322647334,979.3227379498899,979.3227379498899,9.061588991698954e-05
295,987.904512567,987.904602601865,987.904602601865,9.003486502479063e-05
296,979.881037087,979.8811189583234,979.8811189583234,8.187132345938153e-05
297,971.8831073539999,971.8831882805799,971.8831882805799,8.092658003988618e-05
298,985.454543439,985.4546183296669,985.4546183296669,7.489066695143265e-05
299,961.24481657,961.2448879686194,961.2448879686194,7.139861941141135e-05
300,971.2232725,971.2233477985296,971.2233477985296,7.529852962306904e-05
301,961.146363963,961.1464414208975,961.1464414208975,7.745789753244026e-05
302,946.3762174689999,946.3762990118853,946.3762990118853,8.154288536843524e-05
303,967.199880246,967.1999598910336,967.1999598910336,7.964503356561181e-05
304,957.00691917,957.0069948470596,957.0069948470596,7.567705961264437e-05
305,953.1233503010001,953.12343096574,953.12343096574,8.066473992585088e-05
306,946.153311037,946.1533958789212,946.1533958789212,8.48419211934015e-05
307,941.71956673,941.7196534570477,941.7196534570477,8.672704768741824e-05
308,953.340568902,953.3406490010927,953.3406490010927,8.009909277006955e-05
309,939.1920021430001,939.1920786516009,939.1920786516009,7.650860084140731e-05
310,930.7561627580001,930.7562411260232,930.7562411260232,7.83680230824757e-05
311,946.5251374410001,946.5252111376972,946.5252111376972,7.369669708623405e-05
312,953.218280869,953.2183575096351,953.2183575096351,7.664063514312147e-05
313,953.1495884689999,953.1496617977214,953.1496617977214,7.332872144161229e-05
314,961.712879695,961.7129492097549,961.7129492097549,6.951475495498016e-05
315,955.9541499,955.9542212274346,955.9542212274346,7.132743462534563e-05
316,957.946504397,957.9465705840115,957.9465705840115,6.618701149818662e-05
317,956.9784238039999,956.978489753401,956.978489753401,6.594940111881442e-05
318,969.462931937,969.4629945067552,969.4629945067552,6.256975518681429e-05
319,944.878585617,944.878647472776,944.878647472776,6.185577603901038e-05
320,946.233202625,946.2332648263937,946.2332648263937,6.22013936890653e-05
321,965.886950933,965.8870115580501,965.8870115580501,6.062505008230801e-05
322,966.122765565,966.1228243777697,966.1228243777697,5.881276968011662e-05
323,984.9743177439999,984.9743714116973,984.9743714116973,5.366769744341582e-05
324,967.94372606,967.9437849209576,967.9437849209576,5.886095755158749e-05
325,994.172180274,994.1722304726138,994.1722304726138,5.019861384880642e-05
326,982.523803845,982.5238624455807,982.5238624455807,5.860058070084051e-05
327,980.480774023,980.4808310028454,980.4808310028454,5.6979845453497546e-05
328,975.9136238410001,975.9136738810864,975.9136738810864,5.004008630749013e-05
329,982.988775662,982.9888325971066,982.9888325971066,5.693510661330947e-05
330,998.996726813,998.9967800576844,998.9967800576844,5.324468440903729e-05
331,998.922970758,998.9230245297845,998.9230245297845,5.377178445087338e-05
332,985.882863347,985.8829135943301,985.8829135943301,5.024733013669902e-05
333,979.706340117,979.7063922510663,979.7063922510663,5.213406632265105e-05
334,968.9705922960001,968.9706412568246,968.9706412568246,4.89608245288764e-05
335,971.055898005,971.0559628988356,971.0559628988356,6.489383554253436e-05
336,969.379055536,969.3791074325056,969.3791074325056,5.1896505624426936e-05
337,992.486773273,992.4868308112727,992.4868308112727,5.7538272699275694e-05
338,993.666842437,993.6668996161077,993.6668996161077,5.7179107670890517e-05
339,993.623428154,993.6234679843016,993.6234679843016,3.983030160270573e-05
340,995.564478893,995.5645316685657,995.5645316685657,5.277556567762076e-05
341,1005.211184527,1005.2112367622751,1005.2112367622751,5.223527512043802e-05
342,1009.390755185,1009.3908032941567,1009.3908032941567,4.810915675079741e-05
343,998.621855859,998.6219132015245,998.6219132015245,5.73425245420367e-05
344,1016.8409031269999,1016.8409603350545,1016.8409603350545,5.7208054613511194e-05
345,1019.922296728,1019.9223562523837,1019.9223562523837,5.952438368694857e-05
346,1023.5256213480001,1023.5256788831148,1023.5256788831148,5.753511470629746e-05
347,1009.068947615,1009.0690110243766,1009.0690110243766,6.340937659388146e-05
348,1029.309776117,1029.3098320182785,1029.3098320182785,5.5901278528835974e-05
349,1027.800818025,1027.8008728194197,1027.8008728194197,5.479441983879951e-05
350,1018.3267716060001,1018.3268369033358,1018.3268369033358,6.529733570914686e-05
351,1004.8080252410001,1004.8080964109643,1004.8080964109643,7.116996414424648e-05
352,1025.05204218,1025.0520951366386,1025.0520951366386,5.29566386830993e-05
353,1038.075798183,1038.075856194924,1038.075856194924,5.8011924011225346e-05
354,1018.9000361139999,1018.9000919141042,1018.9000919141042,5.5800104291847674e-05
355,1015.8244298330001,1015.8245094187664,1015.8245094187664,7.958576634337078e-05
356,1043.520633413,1043.5206900225553,1043.5206900225553,5.660955525854661e-05
357,1048.9983078310001,1048.9983664357787,1048.9983664357787,5.860477858732338e-05
358,1035.511292932,1035.5113548416687,1035.5113548416687,6.190966860231129e-05
359,1042.234029837,1042.2340945356905,1042.2340945356905,6.469869049396948e-05
360,1049.202782282,1049.2028467503399,1049.2028467503399,6.446833981499367e-05
361,1040.148880265,1040.1489449339545,1040.1489449339545,6.466895456469501e-05
362,1044.153439087,1044.1534980378622,1044.1534980378622,5.895086223972612e-05
363,1038.0105921069999,1038.0106510665917,1038.0106510665917,5.895959179724741e-05
364,1032.397445417,1032.3975107157187,1032.3975107157187,6.529871870952775e-05
365,1036.957293398,1036.9573588848943,1036.9573588848943,6.548689430019294e-05
366,1034.593129153,1034.5932061023486,1034.5932061023486,7.694934856772306e-05
367,1037.1191885160001,1037.1192644435578,1037.1192644435578,7.592755764562753e-05
