,logPrior,time_stats,num_coal,theta_root,P_Z_M,P_Z_M0
0,34.330602,0.109446,150,0.00010536399999999999,438.94242599999995,438.94362223674943
1,34.28481,0.356466,150,0.00011104700000000001,-1740.2294160000001,-1740.2405661444407
2,34.329138,0.8025800000000001,150,0.00011104700000000001,-5757.568615,-5757.584573636764
3,34.371503999999995,1.215686,150,0.000115117,-9095.993439,-9096.032199977828
4,34.394748,1.4460549999999999,150,0.000120925,-10501.259029,-10501.256842601426
5,34.412147,1.656698,150,0.000120925,-12243.195773000001,-12243.187791536719
6,34.334818,1.7511560000000002,150,0.00012614299999999997,-12431.636176,-12431.621940885425
7,34.326067,1.8690759999999997,150,0.00012637399999999998,-13339.681786,-13339.624128985324
8,34.333890999999994,2.077706,150,0.00013243100000000002,-14245.620013999998,-14245.580707668638
9,34.251567,2.225077,150,0.00013243100000000002,-15358.433969,-15358.394172793875
10,34.1671,2.2962290000000003,150,0.000132963,-15826.846033000002,-15826.896020767563
11,34.202953,2.270625,150,0.00013336299999999998,-15583.573543,-15583.561786694605
12,34.179666999999995,2.292555,150,0.000139754,-14968.852586,-14968.901309939145
13,34.051893,2.421755,150,0.00014650100000000003,-15102.414599000002,-15102.39419349998
14,33.894186,2.528028,150,0.00015316399999999999,-15083.792313999998,-15083.79452200863
15,33.817515,2.5940819999999998,150,0.000160059,-14792.055422,-14792.068869228395
16,33.643694,2.651698,150,0.00016801200000000002,-14375.12664,-14375.09597460699
17,33.668295,2.705273,150,0.000173202,-14216.017163999999,-14216.048883102183
18,33.546739,2.727061,150,0.00018000900000000002,-13752.262865,-13752.233776485802
19,33.480204,2.827081,150,0.000185883,-13816.357069,-13816.396076574383
20,33.413503999999996,2.895142,150,0.000185883,-14182.505029,-14182.545751369817
21,33.40863,3.037919,150,0.00018633900000000002,-14911.011932,-14911.020460424887
22,33.471804,3.1616020000000002,150,0.00018633900000000002,-15574.765315999999,-15574.773083332599
23,33.358252,3.287414,150,0.00019753799999999998,-15258.557001,-15258.523170055725
24,33.177977,3.376246,150,0.00020467499999999997,-15117.562476,-15117.559156667334
25,33.240185,3.4349269999999996,150,0.00020467499999999997,-15404.263144,-15404.262466793143
26,33.325577,3.507305,150,0.00020523099999999997,-15711.876087999999,-15711.86964064402
27,33.342341,3.4827690000000002,150,0.000205843,-15542.346561000002,-15542.309021329842
28,33.173463,3.5260260000000003,150,0.00021391299999999998,-15111.996475999998,-15111.99497611231
29,33.112491999999996,3.6299870000000003,150,0.00022858400000000002,-14518.827821,-14518.806610286476
30,33.061518,3.719818,150,0.000240117,-14137.552349000001,-14137.55975295523
31,32.969315,3.801607,150,0.00024110400000000004,-14413.999887,-14413.984268344651
32,32.959828,3.796726,150,0.000241588,-14362.516912000001,-14362.492486730773
33,32.868109000000004,3.917575,150,0.000254524,-14046.371921,-14046.381129994295
34,32.822084999999994,4.075923,150,0.000254524,-14668.50737,-14668.514995562968
35,32.780221999999995,4.101668,150,0.000258661,-14514.362078999999,-14514.34039490777
36,32.697859,4.1447389999999995,150,0.000258661,-14680.877687999999,-14680.855640731452
37,32.805488000000004,4.171474,150,0.000258661,-14784.234328,-14784.214863807216
38,32.797123,4.2123870000000005,150,0.000259564,-14886.251008000001,-14886.254581955336
39,32.587652,4.314929,150,0.000273541,-14439.733006,-14439.760025132477
40,32.485801,4.557039,150,0.000275179,-15226.563040000001,-15226.586286180534
41,32.327856,4.67189,150,0.00028536900000000005,-15043.184647,-15043.168637873287
42,32.315017,4.729526,150,0.00028536900000000005,-15245.155606999999,-15245.138718715985
43,32.22159,4.8645510000000005,150,0.000292324,-15316.310162,-15316.337365436075
44,32.251499,4.818427,150,0.000292324,-15158.526364,-15158.553536533896
45,32.104257000000004,4.890126,150,0.000303269,-14805.596659,-14805.60873178356
46,32.063894,4.951621,150,0.000308107,-14754.38927,-14754.37682164299
47,31.842284999999997,5.101296,150,0.00032113,-14574.913936,-14574.932731893108
48,31.754742999999998,5.218886,150,0.00032113,-14941.089606,-14941.108423980428
49,31.724541,5.2688180000000004,150,0.00032113,-15096.579278,-15096.596855456777
50,31.695790000000002,5.365104,150,0.00033585199999999993,-14670.803994999998,-14670.809790218826
51,31.578882,5.468598,150,0.00033615699999999996,-14964.327007,-14964.32596084494
52,31.436916999999998,5.622973,150,0.00034983,-14775.744813999998,-14775.762681898676
53,31.357570000000003,5.730731,150,0.000362709,-14507.544406,-14507.545167587235
54,31.162883,5.864222,150,0.000375689,-14322.278456,-14322.261535691652
55,31.073557,5.993925,150,0.000392424,-13993.641638,-13993.656802740963
56,30.942109000000002,6.171541,150,0.00041290399999999996,-13673.863904,-13673.856441647926
57,30.660073999999998,6.341334,150,0.000436819,-13252.693682,-13252.7037552693
58,30.454052,6.501021,150,0.00045556599999999997,-13012.141851999999,-13012.139161355422
59,30.339907,6.740421,150,0.00045556599999999997,-13537.641327000001,-13537.639308425223
60,30.303876000000002,6.838934,150,0.00045556599999999997,-13753.883078,-13753.882399437281
61,30.035688,7.175383999999999,150,0.00048042999999999995,-13685.230453999999,-13685.2406635072
62,30.024026,7.4839839999999995,150,0.000488145,-14083.767253,-14083.770540584708
63,29.753469,7.540829,150,0.000510387,-13533.698373,-13533.704533031882
64,29.767691999999997,7.710802,150,0.000510387,-13866.726553,-13866.732215947004
65,29.669256,7.877041999999999,150,0.000511387,-14162.570107,-14162.559820801911
66,29.492642,7.963733,150,0.00053465,-13661.156428,-13661.169972179072
67,29.325633000000003,8.113278,150,0.0005534359999999999,-13430.960335,-13430.95384251779
68,29.228357,8.211806,150,0.00057491,-13060.469131,-13060.470804145958
69,29.172721000000003,8.56669,150,0.00057491,-13677.755898,-13677.7569880704
70,29.138108000000003,8.801656,150,0.000576605,-14041.886128999999,-14041.894584679107
71,28.932610999999998,9.270439999999999,150,0.000578566,-14800.913341999998,-14800.917290021222
72,28.608065999999997,9.325175,150,0.000602022,-14273.512626,-14273.503287026022
73,28.349287,9.460141,150,0.0006294,-13820.832972,-13820.82788993466
74,28.12632,9.731351,150,0.0006640619999999999,-13452.73214,-13452.738442000955
