Sample	theta_A	theta_B	theta_C	theta_AB	theta_root	tau_AB	tau_root	Data-ld-ln	Full-ld-ln	Gene-ld-ln
0	0.96363523292522046403973945416510105	0.97784460817299179158368360731401481	0.88272417588950480293874534254427999	0.98523315177552306387553926469990984	1.11313027194097036165487679681973532	0.54230763229542333636601370017160662	2.77867727136305209256761372671462595	-1096.84665600925018225098028779029846191	-14976.53896636438730638474225997924804688	4008.07240627188548387493938207626342773
1	0.94190294593583401283609646270633675	1.03059971136055428253541776939528063	0.88846262287966626391977342791506089	0.94241448756102352835029023481183685	1.14987572525361492203899160813307390	0.54855597973496916797131461862591095	2.79292237992162606374790811969432980	-1068.56451855314935528440400958061218262	-14699.21273434728936990723013877868652344	4013.56754881579581706319004297256469727
2	0.90865693682308268375180659859324805	0.99462995931148912021058094978798181	0.89023588925159313767210278456332162	0.96995972688641329817471614660462365	1.11142064209558211196338106674375013	0.53868789258143789933086509336135350	2.82592262888920853214358430705033243	-1035.51501296888432079867925494909286499	-14430.87320629164059937465935945510864258	4075.72307660279693664051592350006103516
3	0.87255448099653376559103890031110495	0.99731638660857069300647026466322131	0.93678656553555128549959363226662390	0.93064545652505092920847573623177595	1.15544256392884014950084292649989948	0.54014285162996666933565848012221977	2.83355525207596992132152990961913019	-1032.04046241286437179951462894678115845	-14345.64130892356661206576973199844360352	4025.23668479492334881797432899475097656
4	0.83530141800797497175778971723048016	0.96532463096457143958417645990266465	0.90839201470953134798236305869068019	0.96511420420335247705168058018898591	1.15192856594833203942584987089503556	0.53850013831035381528522520966362208	2.82493768185283755656200810335576534	-1025.14734593440925891627557575702667236	-14245.63700482354215637315064668655395508	3994.16354547945047670509666204452514648
5	0.81135939307083204674597709527006373	0.99366594242358918798174727271543816	0.87550710577662860245595766173209995	0.94137235774623639894542748152161948	1.15467075363746807248332970630144700	0.53445877138654174220988579691038467	2.86181630128116104572200129041448236	-1023.07275271646449255058541893959045410	-14239.63296819151219096966087818145751953	4008.90544102686726546380668878555297852
6	0.83684585198848937537263736885506660	0.95814698576189194501040446994011290	0.91723173612469144355685557457036339	0.96314216664020657621136933812522329	1.11504780038044559731247318268287927	0.53177602319721639645422328612767160	2.88362001754208296944170797360129654	-1024.70213040695671224966645240783691406	-14220.98045374208413704764097929000854492	3973.95914967251701455097645521163940430
7	0.84052555636246095716046511370223016	0.96236006472504642683674092040746473	0.92126490618025624890208291617454961	0.99086464311761968115632726039621048	1.05325886891080289231581446074414998	0.54599984032616644125113225527456962	2.91076642176987121501952060498297215	-1023.72181953668064124940428882837295532	-14229.92396190273575484752655029296875000	3992.70576653592979710083454847335815430
8	0.80732812929904052001717218445264734	0.93017201052818310191838691025623120	0.93313528164777148621311653187149204	1.02199371269045635735039923019940034	1.09623499067889729197133874549763277	0.54519883385871203973493948069517501	2.92832076519451467433441393950488418	-1020.20423729531694334582425653934478760	-14227.27835831857373705133795738220214844	4025.23598536540521308779716491699218750
9	0.80522287471496778454849163608741947	0.90148780944586170971177807587082498	0.95705232343201152023226541132316925	0.96983151774519849031008789097541012	1.05336592153471908517303745611570776	0.54079970188232451278054213616997004	2.88575643504371059933077958703506738	-1020.32580695128604020283091813325881958	-14202.64528841447645390871912240982055664	3999.38721890161650662776082754135131836
10	0.76619901647806187838796176947653294	0.94051700774389090931038026610622182	0.91836246261647447308718028580187820	1.00881812809757764881624098052270710	1.09626781217794477818472387298243120	0.54929805797921948951056947407778352	2.87335654923045913378132354409899563	-1017.33440809341186650271993130445480347	-14196.19921682685162522830069065093994141	4022.85513589273250545375049114227294922
11	0.75689760265361194502276021012221463	0.91177736428190125916870556466164999	0.88828777721560647773202390453661792	1.03690298732819452531828119390411302	1.08174896214478111211576560890534893	0.54077941045273736353493632122990675	2.83136524157168478765811414632480592	-1014.54606829730698791536269709467887878	-14197.36605412553763017058372497558593750	4051.90537115246843313798308372497558594
