iteration	A_coal_stats_total	A_num_coals_total	B_coal_stats_total	B_num_coals_total	C_coal_stats_total	C_num_coals_total	AB_coal_stats_total	AB_num_coals_total	root_coal_stats_total	root_num_coals_total	A__pop_coal_stats_total	A__pop_num_coals_total	B__pop_coal_stats_total	B__pop_num_coals_total	C__pop_coal_stats_total	C__pop_num_coals_total	AB__pop_coal_stats_total	AB__pop_num_coals_total	root__pop_coal_stats_total	root__pop_num_coals_total	
62	6.53455106479868241819985996698960662	65561	5.88689763682047573212230417993851006	55273	16.63662921461857635563319490756839514	73481	35.01909725902520165163878118619322777	141789	108.57600722224957223716046428307890892	225000	6.53455106479855096779374434845522046	65561	5.88689763682050770654541338444687426	55273	16.63662921461925847665952460374683142	73481	8.76579978678115878665266791358590126	20955	1.49312574170949718954659601877210662	9730	
63	6.61035235517300101548698876285925508	65515	5.98289370046041746320497622946277261	54989	16.79913641310053051824979775119572878	73441	35.71758363018390269871815689839422703	141663	110.31856819187761686862359056249260902	225000	6.61035235517284469608512154081836343	65515	5.98289370046024959748365290579386055	54989	16.79913641310194449829396035056561232	73441	9.11413320059534193262607004726305604	21159	1.54899901884451063338588028273079544	9896	
64	6.69349522495946658295906672719866037	65343	6.00559460209293494159510373719967902	54993	17.16526210928719109460871550254523754	73412	36.38833921094543910612628678791224957	141496	112.59310833962454978518508141860365868	225000	6.69349522495936977151131941354833543	65343	6.00559460209280882025950631941668689	54993	17.16526210928875073591370892245322466	73412	9.57011667738188442910995945567265153	21160	1.70568618934374449658264438767218962	10092	
65	6.60645460930836492252637981437146664	65469	5.98912623306212843488083308329805732	54969	17.10170936372350780629858491010963917	73390	36.43285995677383226620804634876549244	141306	112.62151740108241426696622511371970177	225000	6.60645460930840933144736482063308358	65469	5.98912623306203517614676457014866173	54969	17.10170936372316319307174126151949167	73390	9.81837180071001469627844926435500383	20868	1.84029993254639512301196191401686519	10304	
66	6.51175663491889533673884216113947332	65382	5.90485168827874318253634555730968714	54910	17.03314505915166776617297728080302477	73400	36.06941029915041951880994020029902458	141250	111.86891931996741789134830469265580177	225000	6.51175663491890333034461946226656437	65382	5.90485168827866235830015284591354430	54910	17.03314505915090748544571397360414267	73400	9.82878645721871002649550064234063029	20958	1.92528692727486672175984949717530981	10350	
67	6.61256870891056358630066824844107032	65156	5.95419793155385601579610010958276689	54776	17.12911802643515812860641744919121265	73348	36.54996126828555702559242490679025650	141133	113.09731821348138680605188710615038872	225000	6.61256870891051296013074534130282700	65156	5.95419793155388443750553051359020174	54776	17.12911802643464653783667017705738544	73348	10.00779009772565153468804055592045188	21201	2.00748122477405210872802854282781482	10519	
68	6.53475284799158107063021816429682076	65339	5.94618008405233755553354058065451682	54854	17.49159727774936357036494882777333260	73310	36.54189572507468852791134850122034550	140998	113.95952091979287956746702548116445541	225000	6.53475284799160593962596976780332625	65339	5.94618008405246456504755769856274128	54854	17.49159727774802064459436223842203617	73310	10.18202146848554612290627119364216924	20805	2.01179031089265158982470893533900380	10692	
69	6.55853541855743937816214383929036558	65231	5.91058159078506406558517483063042164	54939	17.38449365053936190861350041814148426	73322	36.29851575289067255880581797100603580	141055	113.14745392749796337739098817110061646	225000	6.55853541855748556343996824580244720	65231	5.91058159078506761829885363113135099	54939	17.38449365053781292544954339973628521	73322	9.95668376643688723959257913520559669	20885	2.03063471838461362395378273504320532	10623	
70	6.55844064062019693750471560633741319	65273	5.96609899119706366121818064129911363	54733	17.40713828460395973252161638811230659	73335	36.43940769105157073681766632944345474	140923	113.50178298444507163367234170436859131	225000	6.55844064062015164040531089995056391	65273	5.96609899119708853021393224480561912	54733	17.40713828460418710619705962017178535	73335	9.99580534223731476117791316937655210	20917	2.05217262362271979370120789099019021	10742	
71	6.55741002463912270314949637395329773	65233	5.94878051978187905035611038329079747	54708	17.33771663009874686167677282355725765	73248	36.51096925740299070639593992382287979	140838	113.48670467940510775406437460333108902	225000	6.55741002463906319519537646556273103	65233	5.94878051978170496738584915874525905	54708	17.33771663009938279742527811322361231	73248	10.09884765829500707923216396011412144	20897	2.12258815916008325430652803333941847	10914	
72	6.55628738324478987919974315445870161	65350	5.93717504782096483495479333214461803	54772	17.38772585391041047842008993029594421	73221	36.70121069411185033004585420712828636	140681	114.06033476161580608732037944719195366	225000	6.55628738324462467801367893116548657	65350	5.93717504782091953785538862575776875	54772	17.38772585391012981403946469072252512	73221	10.32195578817248815539642237126827240	20559	2.24814322964248392011654686939436942	11098	
