iteration	A_coal_stats_total	A_num_coals_total	B_coal_stats_total	B_num_coals_total	C_coal_stats_total	C_num_coals_total	ANC_coal_stats_total	ANC_num_coals_total	ROOT_coal_stats_total	ROOT_num_coals_total	
2190	5.46442580609065675645297233131714165	4685	4.24390437346461801837449456797912717	5109	1.72310970931592066790472017601132393	3978	26.25906822748741831219376763328909874	16501	46.09442597359950610780288116075098515	22000	
2200	5.25687367980336173189925830229185522	4726	4.26434990927796420123740972485393286	5290	1.69367593416173467524288298591272905	4018	25.67294222482498255999416869599372149	16541	45.12099584326158208114065928384661674	22000	
2210	5.12508858524035382231431867694482207	4722	4.27966116852327527197985546081326902	5133	1.65906663166704282375008006056305021	4040	25.25911747455694111863522266503423452	16515	44.43097227683484362614763085730373859	22000	
2220	5.18961440783281435784601853811182082	4803	4.09696310860157453248575620818883181	5169	1.67327505076532823125035065459087491	3988	24.96456896598338559556395921390503645	16599	43.96426157507519860700995195657014847	22000	
2230	5.32647495747673893617957219248637557	4855	4.26738242467896800036442073178477585	5273	1.69841903398791838064596504409564659	3968	25.89738711808868742991762701421976089	16640	45.30059886122990064905025064945220947	22000	
2240	5.33059893129750861362481373362243176	4817	4.35763179917595699919274920830503106	5110	1.65888720517453913672056842187885195	3941	26.03545945750733281442990119103342295	16677	45.24921921659433365903169033117592335	22000	
2250	5.41970364792132208719976915745064616	4984	4.25323811598160794744671875378116965	5185	1.68554732351944158708079157804604620	3924	25.82298491221294867159485875163227320	16676	45.14656570456691042636521160602569580	22000	
2260	5.05249098863480661236735613783821464	4901	4.25697007563728302415029247640632093	5257	1.75039641676630086664090413250960410	3994	24.89848538382111442501809506211429834	16607	44.31823297366755554094197577796876431	22000	
2270	5.05233659837905602074670241563580930	4891	4.30312007884176317418223334243521094	5226	1.74020637506576969499860751966480166	4004	25.02901433565427069538600335363298655	16589	44.65406782446758882088033715263009071	22000	
2280	4.97973068646781147350566243403591216	4884	4.18466016840371057838865453959442675	5173	1.80262689229596451134796097903745249	4031	24.70716637892707367996081302408128977	16507	44.45329513419585509836906567215919495	22000	
2290	4.97294852604260739781238953582942486	4837	4.19430658419630830735513882245868444	5238	1.85132573243355147418753858801210299	4124	25.05648175798222965227068925742059946	16326	45.43399259114745092347220634110271931	22000	
2300	5.04472446550771280726621625944972038	4832	4.10739658762784110024313122266903520	5311	1.77080588992620557853285845339996740	4139	24.80612101671133018498949240893125534	16347	44.63339771516218945635046111419796944	22000	
2310	4.88948243562845608067846114863641560	4796	4.25617782848553183328021987108513713	5309	1.78158032632033780373603804036974907	4179	24.53012742070821516904288728255778551	16298	44.26720811666329069566927501000463963	22000	
2320	4.85940490407418046459042670903727412	4745	4.30273719207496174732341387425549328	5400	1.74772255009694443828038856736384332	4073	24.83385633132292369396054709795862436	16444	44.38877740266786275924459914676845074	22000	
2330	4.76455885622870578544052477809600532	4868	4.40584555862813509463649097597226501	5369	1.75266832985156306712326568231219426	4092	24.80917054335741056547703919932246208	16417	44.32429367793208285775108379311859608	22000	
2340	4.66567893077168616144945190171711147	5076	4.30542187876054516237900315900333226	5317	1.76999181842998254410304070916026831	4084	24.35223563721601536258276610169559717	16396	43.94742874394974307961092563346028328	22000	
2350	4.58470136536467975929554086178541183	4742	4.55924299592990855956031737150624394	5501	1.72187252751288455421274647960672155	4185	24.66203485314019161478427122347056866	16261	44.31569373206718154278860311023890972	22000	
2360	4.62075994581463245225450009456835687	4835	4.49137288821557234541614889167249203	5559	1.79961340709345818389408577786525711	4074	24.80370537424476751198199053760617971	16365	44.81368150559018914691478130407631397	22000	
2370	4.54116551110034993854469576035626233	4688	4.36764606200186999984680369379930198	5766	1.84931987811096698592905340774450451	4000	24.08474537992762520843825768679380417	16447	43.98550754702083764868802973069250584	22000	
2380	4.66649429414434102625364175764843822	4698	4.57541197622956818946704515838064253	5497	1.93483809291277597530722687224624678	4037	24.80798949640407968786348646972328424	16386	45.45896150508858113425958435982465744	22000	
2390	4.55977793108287254852939440752379596	4758	4.23360208276608407373942100093699992	5511	1.83000127594294581534484223084291443	4094	23.87495576763717863855163159314543009	16338	43.68612168187954836184871965087950230	22000	
2400	4.72070630880171560050939660868607461	4641	4.39612238344269279366471891989931464	5441	1.80152460314295814747254098620032892	4149	24.84252015606501018396556901279836893	16254	44.90903271978378796802644501440227032	22000	
2410	4.75589662866779772087966193794272840	4827	4.20373584250102894088740868028253317	5331	1.78461803232252269602042815677123144	4191	24.36161783484614673511714499909430742	16154	44.31109697435670824461340089328587055	22000	
2420	4.80250373719910683689704455900937319	4957	4.36466116498692890957045165123417974	5357	1.82316057088335692348834982112748548	4133	24.84278589521467139888954989146441221	16323	44.87365129336124880410352488979697227	22000	
2430	4.76683593135622185599231670494191349	5010	4.31391422049177375441786352894268930	5384	1.79628907221826072948545061080949381	4125	24.57765943894864690832946507725864649	16301	44.60394089914932180818141205236315727	22000	
2440	4.68965247964629838861583266407251358	4998	4.40928658162774311790599313098937273	5450	1.82108827418597885028361815784592181	4135	24.40642799042945654264258337207138538	16263	44.37879222382604638141856412403285503	22000	
2450	4.84401148303674755624115277896635234	4930	4.41986849158432892892278687213547528	5261	1.82904726793517435901037515577627346	4186	24.79936825547354573018310475163161755	16274	44.85899950190923135551201994530856609	22000	
2460	4.54301088510316386503973262733779848	4917	4.33492756979595039723562877043150365	5372	1.81722062282045127012963803281309083	4119	23.94654211855675285391953366342931986	16327	43.75371654706695778713765321299433708	22000	
2470	4.51665922668609898238401001435704529	4705	4.64235073756366034558595856651663780	5490	1.81898334336765366003874078160151839	4157	24.56927689437062056754257355351001024	16291	44.35311120440826471167383715510368347	22000	
2480	4.49706112381098943586721361498348415	4681	4.67009155060446534690754560870118439	5457	1.80193679940826534391362656606361270	4132	24.72853156840119837056590768042951822	16361	44.54843972389378592424691305495798588	22000	
2490	4.68477984407613146089488509460352361	4687	4.60940241881173040638941529323346913	5562	1.88142105774697454556587672414025292	4068	24.98401073875873024121574417222291231	16381	45.53610771385250899356833542697131634	22000	
2500	4.63689653161674186776508577167987823	4678	4.53968606708374977642961312085390091	5532	1.84369830248456079146990305162034929	4090	24.81202283781970763243407418485730886	16415	44.88976222854594766431546304374933243	22000	
2510	4.68271364836226400285568161052651703	4648	4.55609158090962829135150968795642257	5631	1.79222216362042940929200085520278662	4079	24.87498630696289225738837558310478926	16408	44.71071398770778415610038791783154011	22000	
2520	4.77936041067660166703490176587365568	4516	4.80095170860735276363584489445202053	5612	1.77715454286046758980432969110552222	4092	25.69495834445223536590674484614282846	16471	45.47881382735862132449256023392081261	22000	
2530	4.87342678760331882159562155720777810	4526	4.81995504154542064867428052821196616	5643	1.79174062163955993831621071876725182	4051	25.83445882039815089115109003614634275	16557	45.79253077288851159210025798529386520	22000	
2540	4.54737660966992596200952903018333018	4545	4.82856062814061282040256628533825278	5772	1.74715364635372760737652697571320459	4060	25.02222748699426091434361296705901623	16501	44.64138966868578961566527141258120537	22000	
2550	4.21739453704439970493922373862005770	4489	5.03970608875173553542481386102735996	5807	1.75740129748187268177161968196742237	4134	24.61293516682021476071895449422299862	16391	44.16451730094786398694850504398345947	22000	
2560	4.22377036938956162970271179801784456	4497	4.97081881317062279634910737513564527	5832	1.79908406645218055253110378544079140	4173	24.26283955836002093064962537027895451	16426	44.07021679577195527599542401731014252	22000	
2570	4.24362444023849150198657298460602760	4529	5.05500531914636663799456073320470750	5908	1.87040948739891788044076292862882838	4153	24.75076761531742874922201735898852348	16380	45.07383302373223443737515481188893318	22000	
2580	4.20850337637604443585814806283451617	4530	4.83432603256362636301446400466375053	5785	1.80188819456901327953346481081098318	4157	24.08239197399985798142552084755152464	16386	43.75249822218219009073436609469354153	22000	
2590	4.31446499540388472837548761162906885	4447	4.74979404300964525020845030667260289	5831	1.90323732083361663036669142456958070	4204	24.09915689920373083054982998874038458	16277	44.48528631947966971438290784135460854	22000	
2600	4.27329068530309452711435369565151632	4335	4.80892499013166307975097879534587264	6022	1.89072717350511920741951144009362906	4141	24.20819293877801570147312304470688105	16380	44.63491238102809433030415675602853298	22000	
2610	4.28577995328418381859592045657336712	4502	5.02901012995860341447951213922351599	5938	1.85101182493893223757197574741439894	4068	24.66939976981341331452313170302659273	16528	44.68390188242144489549900754354894161	22000	
2620	4.10454070196067366538272835896350443	4407	5.17179491218366393923133728094398975	5999	1.80754234803037805434655638237018138	4135	24.57458345300016944179333222564309835	16479	44.31950162052606145834943163208663464	22000	
2630	4.14086342766816084548509024898521602	4423	5.28377756487433369869677335373125970	6032	1.87618774986812386629253524006344378	4116	24.81030114321338686522722127847373486	16408	45.21338597493633670865165186114609241	22000	
2640	4.17597256424234508642712171422317624	4566	5.04773571757419059480298528796993196	6012	1.88253245009730485470811345294350758	4211	24.36533914210362183894176268950104713	16324	44.63023782523956128898134920746088028	22000	
2650	4.14236999446313447492684645112603903	4517	5.13804548207452338459688689908944070	6103	1.93256192370376900235839912056690082	4216	24.37728896098425224181482917629182339	16280	44.94852970641734657419874565675854683	22000	
2660	4.10883895571972068694321933435276151	4514	5.21413503385963039704620314296334982	6223	1.97613051701998454490194490063004196	4152	24.43242097192415940298815257847309113	16386	45.28134641555656259015449904836714268	22000	
2670	4.11999057695821147007109175319783390	4446	5.29758181633834634993718282203190029	6301	1.85551466867724057507871293637435883	4156	24.70136327013037913502557785250246525	16432	44.72353369973784964486185344867408276	22000	
2680	4.19645421119789663322308115311898291	4566	5.17453421691602954979316564276814461	6308	1.85172483380840824374047315359348431	4100	24.51260458329652891507066669873893261	16467	44.49231417721732384507049573585391045	22000	
2690	4.23189912205169704861873469781130552	4471	5.36071076950559000096063755336217582	6296	1.81228362795490061110115220799343660	4073	24.89283683172187622290039143990725279	16521	44.95381529985601076759849092923104763	22000	
2700	4.21619614677806620051114805391989648	4370	5.42760217692009394596652782638557255	6412	1.75629652677561476359358039189828560	4037	25.16613907500846636366986786015331745	16546	44.72890529752414323638731730170547962	22000	
2710	4.11350761596984781931496399920433760	4421	5.27993596969981204836130928015336394	6445	1.73118683982110166397205830435268581	4055	24.59302079964484732954588253051042557	16555	43.89123453608898017819228698499500751	22000	
2720	4.33429871591987492251973890233784914	4256	5.35916957282275507878921416704542935	6394	1.72113614210970733431338430818868801	4117	25.30391887595258637588813144247978926	16521	44.70854762968991025218201684765517712	22000	
2730	4.23849645368525873578846585587598383	4286	5.42116838032490910848082421580329537	6424	1.77138691518763646826073454576544464	4061	25.34287315204783652689002337865531445	16523	45.23388546612103056077103246934711933	22000	
2740	3.98771005555641888662421479239128530	4396	5.27968335327846993720868340460583568	6259	1.76693478588247021576762563199736178	4240	24.30937420770823820248551783151924610	16330	43.90481596796404772931055049411952496	22000	
2750	3.89294772250730636287130437267478555	4308	5.42092685213009861655564236571080983	6538	1.85649132648749248808428546908544376	4094	24.40005464518997868594851752277463675	16402	44.44222977065617641301287221722304821	22000	
2760	3.94489209012252839414713889709673822	4425	5.46072920894918834022746523260138929	6448	1.84567135812419413909424292796757072	4038	24.60101961157502259425200463738292456	16481	44.75323840706415978729637572541832924	22000	
2770	4.18033977474889439918115385808050632	4586	5.38814843196066028951918269740417600	6238	1.79304502286282008149953526299213991	4167	24.90087971053270621268893592059612274	16431	44.69797571599887930915429024025797844	22000	
2780	4.07893180306255054290431871777400374	4571	5.39628691671003313246046673157252371	6313	1.76702351969928428410128162795444950	4141	24.64769588093285079821725958026945591	16500	44.35875744592595282256297650747001171	22000	
2790	3.95461022050908361791243805782869458	4633	5.39481086997395564708313031587749720	6440	1.72965871870296705736791409435681999	4108	24.17395267850928419761658005882054567	16533	43.53593903928729247354567633010447025	22000	
2800	4.05350448584051914480141931562684476	4555	5.70177286819955586594232954666949809	6468	1.82242215449175981589746697864029557	4121	25.14630448880743074369092937558889389	16551	45.15169614051969659840324311517179012	22000	
2810	4.14798550048876979445822144043631852	4579	5.68746759987025640725732955615967512	6376	1.84441351637599293411540202214382589	4085	25.15521281111241336247985600493848324	16566	45.26080242405692644069858943112194538	22000	
2820	3.82709512852059896559353546763304621	4525	5.61932087544925096267434128094464540	6359	1.76153828479406548979113722452893853	4127	24.25292642764138406619167653843760490	16479	43.83174355938057686898901010863482952	22000	
2830	4.04172351591012724014717605314217508	4391	5.60402102463528439812989745405502617	6347	1.77765331540952464806082389259245247	4103	25.02296640224083645875907677691429853	16531	44.70123594532067556883703218773007393	22000	
2840	3.90839904146108363391931561636738479	4368	5.80851660192102858815133004100061953	6331	1.73423192640096313077435752347810194	4105	25.21650311910441999430076975841075182	16471	44.97092216715968504558986751362681389	22000	
2850	3.78052821736274813346767587063368410	4341	5.77053027368300242017085111001506448	6584	1.69192871972023373139393243036465719	4122	24.62643263177643504491243220400065184	16539	43.90380310266635177640637266449630260	22000	
2860	3.74880163835372659519862281740643084	4182	5.83903457015886395709003409137949347	6720	1.75156348994059496426700661686481908	4161	24.66408908370805264098635234404355288	16454	44.11471252177636159785834024660289288	22000	
2870	3.88707944442012154340204688196536154	4198	5.71842283912523274835848496877588332	6787	1.82312329494219027559154255868634209	4201	24.60552305119751181905485282186418772	16422	44.46575178524539495583667303435504436	22000	
2880	3.83580458897138321106012881500646472	4164	5.69169284315517742811607604380697012	6848	1.82600045946947675545857237011659890	4148	24.39875743060091295433267077896744013	16506	44.05456612092745416475736419670283794	22000	
2890	3.77400070213715288502953626448288560	4223	5.69323815383953846236408935510553420	6782	1.86644289846647737363127816934138536	4114	24.29433639465014493907801806926727295	16483	44.27565221352618607397744199261069298	22000	
2900	3.81251966056361757395620770694222301	4198	5.76989338014797414899703653645701706	6741	1.82156064433028541671433231385890394	4167	24.55100658859401363542929175309836864	16453	44.55017454430958423472475260496139526	22000	
2910	3.85335915320414645890423344098962843	4127	5.81996871611409716251728241331875324	6816	1.77962705160093226375295216712402180	4142	24.53646748091579965489472670014947653	16486	44.16910989411965005047022714279592037	22000	
2920	3.60207751982464641216097334108781070	4213	5.95676785165899769225461568566970527	6855	1.79056380891622657358652759285178035	4112	24.47350323867872745609020057599991560	16452	44.31674702246947106232255464419722557	22000	
2930	3.56815190312323116117454446793999523	4136	6.09532361591373561537920977571047843	6769	1.78517462478497868083593402843689546	4111	24.59091362477440512179782672319561243	16521	44.10415736729397906401572981849312782	22000	
2940	3.65745026406246420691559251281432807	4076	5.71852106514893510080810301587916911	6849	1.82446377243301438575429074262501672	4111	24.07799871759505094814812764525413513	16478	43.89633729351350410752274910919368267	22000	
2950	3.68650940536632454325172147946432233	4032	5.82252319928150452454929109080694616	6844	1.79641896662263311768015228153672069	4167	24.41207272741634426438395166769623756	16440	44.13591627422074736841750564053654671	22000	
2960	3.66696786235334126757834383170120418	3997	5.97361020758294092303231082041747868	6863	1.88854277577109486152551198756555095	4097	24.60713640805575508352376346010714769	16454	44.88800535702297622719925129786133766	22000	
2970	3.43553101245046077494293967902194709	4049	5.97883857243062522002219338901340961	6872	1.84102773508374983890689691179431975	4116	23.94404914540071516171337862033396959	16476	43.83751642977950524482366745360195637	22000	
2980	3.59424618919636618130653005209751427	4132	5.88086228491302076548663535504601896	6695	1.79343475124891549299377402348909527	4036	24.18794187810710738517627760302275419	16557	43.82345252051204198551204171963036060	22000	
2990	3.45117740820255747280498326290398836	3943	6.19328704445005850942607139586471021	6874	1.87402213313331844624087807460455224	4154	24.64098749340489646897367492783814669	16376	44.94137948781276037379939225502312183	22000	
3000	3.68171252944553684116613112564664334	4075	6.18682151499866517241343899513594806	6872	1.84409931045820663086942658992484212	4088	25.15369824306526069790379551704972982	16528	45.31236586326608772878898889757692814	22000	
3010	3.70987654838016434055703030026052147	4147	6.34121588111540823717859893804416060	6704	1.83626809238675736679624606040306389	4116	25.45380262945677429797797231003642082	16522	45.55835279840604812306992243975400925	22000	
3020	3.60830761280919354305751767242327332	4164	6.13756946297299599279995163669809699	6839	1.77880724132258039027476570481667295	4035	24.68847493909235879527841461822390556	16645	44.11303313327393738063619821332395077	22000	
3030	3.57298970546515493040828914672601968	4089	6.31290967906007693954961723648011684	6864	1.86493723970651337218384924199199304	4058	25.07859812697945045556480181403458118	16624	45.12870921938207402490661479532718658	22000	
3040	3.57684580785635564126323515665717423	4090	6.39041585516175558723261929117143154	6933	1.79400245936701496773935105011332780	4088	25.02697506017287309987295884639024734	16606	44.64247834726248242986912373453378677	22000	
3050	3.43964649794706156527013263257686049	4045	6.45731068893939674779858250985853374	7012	1.69235350485756708138751491787843406	4052	24.65668427993340472426098131109029055	16614	43.60969443237843989891189266927540302	22000	
3060	3.52850430110842250286395938019268215	4104	6.55315352166244213805157414753921330	7118	1.71258636332958147363569878507405519	4074	25.28731763625003026163540198467671871	16614	44.67117914916946830317101557739078999	22000	
3070	3.54102371027249951396242977352812886	4056	6.45000930007448758374266617465764284	7240	1.78233241021796651182285131653770804	3983	24.91907425129894804172181466128677130	16726	44.52111101193280973120636190287768841	22000	
3080	3.46938930717061966291225871827919036	4031	6.57425535340828393060519374557770789	7335	1.70978660010534677660132274468196556	3989	24.88066086222010397932535852305591106	16760	43.96924113516455179251352092251181602	22000	
3090	3.31674594916263698607394871942233294	3949	6.44085677490612606987951949122361839	7234	1.81369459218616668749746168032288551	4071	24.23377002991171380585910810623317957	16602	44.05443050837630636351605062372982502	22000	
3100	3.19660477371260665080399121507070959	3945	6.89877307051120247649578232085332274	7210	1.86472448192630424479432349471608177	4039	24.87193268892178465989672986324876547	16679	44.81183978844607906921737594529986382	22000	
3110	3.17331122391921072178888607595581561	3845	6.59570599910979815660994063364341855	7231	1.84407333188908184595788952719885856	4069	24.11005279045579641206131782382726669	16573	43.76920186987105410025833407416939735	22000	
3120	3.16766235696537279409312759526073933	3890	6.43913351953818136053087073378264904	7231	1.89689177402995468035840076481690630	4010	23.94079318929076904964858840685337782	16587	43.95611040297527694065138348378241062	22000	
3130	3.01308061560386786226217736839316785	3864	6.46897925765042192125520159606821835	7123	1.89978886422348480778055090922862291	4036	23.54526587414565241829222941305488348	16558	43.35557053819969297592251677997410297	22000	
3140	3.20115905636552744439882189908530563	4047	6.49084904054894629155114671448245645	6964	1.85491692713911082712741063005523756	3992	24.38979255703747739403297600802034140	16586	44.47111321908415249026802484877407551	22000	
3150	3.25557129569098036014906938362400979	3996	6.33109462518648236084572999970987439	6898	1.83260313626851401025419363577384502	4072	24.33676892709367933775865822099149227	16491	44.41230252044531567889862344600260258	22000	
3160	3.39335905505093782252856726699974388	3938	6.17808748672259344658641566638834774	6873	1.87801962407697065060574459494091570	4114	24.47119269707972222249736660160124302	16429	44.63207330418682516892658895812928677	22000	
3170	3.42799814066245467358839960070326924	3877	6.20727062013541530660631906357593834	7073	1.82613216605966321992582379607483745	4056	24.43571707801985581909320899285376072	16489	44.41904199408030251561285695061087608	22000	
3180	3.31695011827754759892172842228319496	3771	6.31847671807521393816386989783495665	7193	1.79777544747821793613695717795053497	4154	24.11973876174005582129211688879877329	16390	43.73514871428962180743837961927056313	22000	
3190	3.44401768253413465004086901899427176	3864	6.49159218510418778436132924980483949	7143	1.82943281854820427589913833799073473	4130	24.76449315555484531614638399332761765	16488	44.76793730443301200239147874526679516	22000	
3200	3.43314815191165978447429552034009248	3920	6.61304025597269617975371147622354329	6927	1.78659389567104809337649840017547831	4127	24.99262623737717348149089957587420940	16538	44.66880016390079788379807723686099052	22000	
3210	3.44023141203514848385225377569440752	4026	6.51930941369440386523592678713612258	6824	1.82689840683392001885465560917509720	4171	24.73306651943690326334035489708185196	16497	44.58645263067309372218005592003464699	22000	
3220	3.40341156596407579115748376352712512	3962	6.49237690732552419348166949930600822	6859	1.74369938859083384308235054049873725	4194	24.54788499429301751320053881499916315	16503	43.98997731727281745861546369269490242	22000	
3230	3.39051223975149307321430569572839886	3950	6.75307661292903915750684973318129778	6786	1.76661593986602993844314823945751414	4183	24.92155598078726086441747611388564110	16579	44.43080010769539711645848001353442669	22000	
3240	3.51688400754383989621487671684008092	3923	6.65663763688871412682601658161729574	6745	1.71142957798171635452888494910439476	4128	25.08501663661748892764080665074288845	16634	44.46997555701226900737310643307864666	22000	
3250	3.33414610173657655067813720961567014	3915	6.34726239865699870534854198922403157	6949	1.80558111568780987887805622449377552	4240	23.95452773167267679355063592083752155	16488	43.52723868371459303716619615443050861	22000	
3260	3.53407456659882024396779343078378588	3732	6.60082393683834922626374464016407728	6930	1.76642305982224345761721906455932185	4245	25.01678132153583433705534844193607569	16448	44.94345668166994300918304361402988434	22000	
3270	3.35291141990271990280803038331214339	3906	6.27529586811136486090845210128463805	6783	1.68473770898114305616388719499809667	4236	24.09920993941796396597965213004499674	16459	43.16354161760497021305127418600022793	22000	
3280	3.40532371264850697301085347135085613	3885	6.71524652342934036397537056473083794	6866	1.82966548660126115954938086360925809	4157	25.01982527459038863071327796205878258	16565	45.18197785418510648014489561319351196	22000	
3290	3.34052299024432652885252537089399993	3955	6.48952914922705037525929583352990448	6894	1.71506528533947344428156611684244126	4111	24.26378087979070485857846506405621767	16623	43.39709067148738341757052694447338581	22000	
3300	3.50421733443612870573247164429631084	3910	6.56674430207828052630247839260846376	6761	1.83564635850875723654951343633001670	4144	24.91346424126666292409026937093585730	16570	45.00146029029295391410414595156908035	22000	
3310	3.54818726685123442265989979205187410	3760	6.67953940681497559950230424874462187	6977	1.80928660889691572677406838920433074	4116	25.20297176054992149829558911733329296	16579	45.22358265854452952225983608514070511	22000	
3320	3.57802449069168648776440022629685700	3847	6.53248341914683461340018766350112855	6979	1.84782070189347003008606407092884183	4242	24.88760422201823629961836559232324362	16469	44.99189025288515608735906425863504410	22000	
3330	3.47624500353564247490112393279559910	3873	6.52992889386719888022980740061029792	6769	1.86049019055296160907175817555980757	4236	24.77684953266285461381812638137489557	16472	44.98457332486722037856452516280114651	22000	
3340	3.25512245301120017870744050014764071	3819	6.18040073166502601509364467347040772	6881	1.86694480078219471330669421149650589	4353	23.37653551398107154568606347311288118	16303	43.22352392713347768449239083565771580	22000	
3350	3.43034089160493094183834728028159589	3845	6.29771315963258881964748070458881557	6984	1.85076409405756425741174098220653832	4293	24.10955921730170459227338142227381468	16415	43.76331089207436519927796325646340847	22000	
3360	3.37073234704769619796138613310176879	3968	6.14982978057525286885720561258494854	7130	1.89792004973229255782030122645664960	4241	23.64461800297281257599024684168398380	16476	43.51831958508164177601429400965571404	22000	
3370	3.21253636845187795501033178879879415	3802	6.24749475906563400684490261483006179	7192	1.88299927463833260965486715576844290	4354	23.34068896032626483361127611715346575	16313	43.22725030391040235144828329794108868	22000	
3380	3.19321338520292430374070136167574674	3827	6.35058756981279604048040710040368140	7141	2.10213501121884860367572400718927383	4345	23.15224477807246117322392819914966822	16273	44.14466677657925686162343481555581093	22000	
3390	3.22516654804663271960407655569724739	3830	6.15543955815276788712253619451075792	6989	2.02102721525067563490551947325002402	4465	23.00915720148391230281958996783941984	16102	43.71144473838436539381291368044912815	22000	
3400	3.15385316705171359075166037655435503	3978	6.10019003568225581801698353956453502	7043	2.08301859111580522920803559827618301	4440	22.76292534508100118273432599380612373	16188	43.43027087712529521468241000548005104	22000	
3410	3.06153816065296613402324510389007628	4031	6.43732643791055547666246638982556760	6912	2.15424219316949550062645357684232295	4373	23.05507929432726754725990758743137121	16123	44.48926673332282888395639020018279552	22000	
3420	3.11078084078694327985203926800750196	4116	6.41171900576045583619588796864263713	6893	2.23830095862338751544484694022685289	4387	23.24588164246683774649682163726538420	16189	45.00509044341305298075894825160503387	22000	
3430	3.13064684362555123442461990634910762	3872	5.98112251480734080644197092624381185	7153	2.14072157422575370944173300813417882	4400	22.43031321971806235637814097572118044	16146	43.55507412198795691438135690987110138	22000	
3440	3.29011487799955348876324023876804858	3867	6.35931697319847089033828524406999350	6968	2.25022449805680535561691613111179322	4459	23.46136665956548483791266335174441338	16058	45.47054042766865222802152857184410095	22000	
3450	3.29503469314497499098592925292905420	3843	6.44501772712056730796348347212187946	6970	2.08271046683569815982650652586016804	4470	23.64210299222209599179223005194216967	16086	44.91511515556789646552715566940605640	22000	
3460	3.18587888481746484004020203428808600	3798	6.51757133303455393757985802949406207	6974	2.15010216250175911767428260645829141	4522	23.35624508220444894845968519803136587	16032	44.81807223552251429055104381404817104	22000	
3470	3.27064207647110904986220702994614840	3746	6.48850218389809452190775118651799858	7125	2.15956482964845397631847845332231373	4422	23.56623219825597104204462084453552961	16113	45.17646472404864965710657997988164425	22000	
3480	3.20995565350743872201633166696410626	3714	6.62202657084189283409614290576428175	7110	2.22600488337107105252243854920379817	4353	23.65707109633301286066853208467364311	16218	45.40125006239821914277854375541210175	22000	
3490	3.09117792172170968711952809826470912	3795	6.60378098925283030240507287089712918	6988	2.21796797047999394436601505731232464	4417	23.24979581022303776194348756689578295	16135	44.91681108866142579927327460609376431	22000	
3500	3.16213933684987580363667802885174751	3836	6.71734426483337365709758159937337041	6882	2.15995870217100760513062596146482974	4446	23.74106902776492233897442929446697235	16120	45.18040395852716528679593466222286224	22000	
3510	3.14150419579087580856935346673708409	3815	6.37672250850989197346052606008015573	6910	2.17018345461551609432149234635289758	4614	22.97935473037019704634076333604753017	15956	44.33007062182440449760179035365581512	22000	
3520	3.16092178789570654728890986007172614	3786	6.37801404426786877621680105221457779	6892	2.19417620947026570377147436374798417	4568	23.16961076901421634488542622420936823	15993	44.65213290612879148966385400854051113	22000	
3530	3.08966255798089672879314093734137714	3691	6.54394209111048841265301234670914710	7043	2.30202516178904748045397354871965945	4607	23.18833076686001248845059308223426342	15935	45.38155960580265002590749645605683327	22000	
3540	3.09838507604192958666544654988683760	3731	6.40266924112390967138708219863474369	7032	2.11792101777827390662878315197303891	4620	22.97012356360295370905078016221523285	15958	44.20809562026086325658980058506131172	22000	
3550	3.19842424839006556069875841785687953	3833	6.46792099504904882678602007217705250	6974	2.28337314934365087637502256256993860	4583	23.26142207550613960620466968975961208	15925	45.37010133157205871157202636823058128	22000	
3560	3.13324385522811121873587580921594054	3788	6.36669548524350759066692262422293425	6980	2.19570299105124977501191096962429583	4508	22.90338254311516408279203460551798344	16002	44.38154714194249805814251885749399662	22000	
3570	3.10089976911112730206809828814584762	3764	6.44459694861948850785893228021450341	7071	2.34197495364003271944852713204454631	4510	23.08861471001181442375127517152577639	16054	45.12935867349080609756128978915512562	22000	
3580	3.02989295955743553889760733000002801	3855	6.23930483597519813798726318054832518	7034	2.25561766680667918905101032578386366	4486	22.60841193158080386638175696134567261	16025	44.44414675539055537001331686042249203	22000	
3590	3.01533901133672399552665410737972707	3838	6.30594483468478284038383208098821342	7037	2.19551769420187214976181167003232986	4384	22.58942523158356863177687046118080616	16160	43.88347065865479379453972796909511089	22000	
3600	3.03529927051953984928900354134384543	3837	6.24464310967928604156895744381472468	7078	2.25924722112136899809797796478960663	4514	22.50664108312966860125925450120121241	16019	43.99847642169607553341847960837185383	22000	
3610	3.03674734376486687992269253300037235	3770	6.33019752637375621162618699599988759	6906	2.27446302920808918202055792789906263	4654	22.70520857460939367911123554222285748	15860	44.60280697189130449942240375094115734	22000	
3620	3.06130089689495310523170701344497502	3651	6.07006272517590250714647481800056994	6984	2.33840518717474754595286867697723210	4765	22.30675897513668104465978103689849377	15641	44.39649239980550987638707738369703293	22000	
3630	3.10752375973699024314100824994966388	3712	5.93712401629522368295965861761942506	7029	2.30677526158277279577646368124987930	4771	22.12423087256886944373945880215615034	15668	43.89430569178819752096387674100697041	22000	
3640	3.23209909742960288525637224665842950	3544	5.86546961472681971372367115691304207	7023	2.30381172562334990416843538696411997	4877	22.42957903492979454540545702911913395	15549	44.48640291658507095462482539005577564	22000	
3650	3.13418308630258524161149580322671682	3685	6.04246574019768978303090989356860518	6977	2.24464241073270409643214406969491392	4814	22.34195986601979200258938362821936607	15643	44.06222566981908528305211802944540977	22000	
