iteration	A_coal_stats_total	A_num_coals_total	B_coal_stats_total	B_num_coals_total	C_coal_stats_total	C_num_coals_total	ANC_coal_stats_total	ANC_num_coals_total	ROOT_coal_stats_total	ROOT_num_coals_total	
170	4.72340291293286362872549943858757615	4882	4.43944747885467538850434721098281443	5257	1.64936822045552222704145606257952750	4217	24.51869566139707856677887320984154940	16746	43.72951037075187485925198416225612164	22000	
180	4.84196061442192604573619973962195218	4821	4.42882274400541220416016585659235716	5202	1.67460616145946872279637318570166826	4234	24.69719550535626240161946043372154236	16697	44.35296183220433618998868041671812534	22000	
190	4.99099280643874720908570452593266964	4861	4.38706050954729498414508270798251033	5104	1.70818572241344845963340048911049962	4226	24.90519356920306393021746771410107613	16688	44.71090975213477491934099816717207432	22000	
200	4.86276783290917080648796400055289268	4908	4.35690876455527753563501391909085214	5161	1.68266721623086801251645283628022298	4266	24.50250663709225662501012266147881746	16625	44.24839015658430696475988952443003654	22000	
210	5.03694461424780559610780983348377049	4969	4.29111775205541690070276672486215830	5141	1.67597237669179821573095523490337655	4161	24.74628382284174321625869197305291891	16744	44.39643470800884017535281600430607796	22000	
220	4.88795335682185960735068874782882631	4764	4.41248643423463793311611880199052393	5268	1.68557150452241244487083804415306076	4228	24.70847185653836675101047148928046227	16690	44.27196773183901257198158418759703636	22000	
230	5.00978200286278330111144896363839507	4875	4.37300996872339098331394779961556196	5227	1.62217443350295331683241784048732370	4179	24.86523453402646310905765858478844166	16760	44.07275867041146710789689677767455578	22000	
240	5.01908987834231190561240509850904346	4933	4.40917074703804434676612800103612244	5220	1.63979119770977077585882852872600779	4135	24.89846152970828541128867072984576225	16808	44.24529391924018284498743014410138130	22000	
250	4.70837422662114857274673340725712478	4987	4.06206103462210688093136923271231353	5087	1.55726117496751426116929906129371375	4204	23.23486386630678879328115726821124554	16700	41.59344196478118504956000833772122860	22000	
260	4.87104308267749708249994000652804971	4935	4.02976678802740462259635023656301200	5100	1.54747406817587829230831175664206967	4146	23.44264541140382007711195910815149546	16717	41.99342912827515306162240449339151382	22000	
270	4.65581566647396805080916237784549594	4821	4.00281714269932553662556529161520302	5154	1.54396207521452666355799010489135981	4218	22.80963129018079271759233961347490549	16635	41.07658394546373870070965494960546494	22000	
280	4.70599825372958679992052566376514733	4859	4.17007586249278094925330151454545557	5108	1.52149219154196080339147556514944881	4129	23.33913504756764112357814155984669924	16740	41.45997389670729660338110988959670067	22000	
290	4.75861483609260549343389357090927660	4808	4.16156854123344910334481028257869184	5091	1.52655885027157545152931561460718513	4225	23.36891075058905187233904143795371056	16670	41.45574673072449911614967277273535728	22000	
300	4.73776309070106371734709682641550899	4960	4.12874321900442264876573972287587821	5066	1.53056414760209191783246751583646983	4091	23.27621902201051540259868488647043705	16778	41.56455659680290892765697208233177662	22000	
310	4.79659492639425888427240352029912174	4840	4.19842775143563429196547076571732759	4999	1.54198348151335973277298307948512957	4205	23.68287307783581496778424479998648167	16653	42.14347464159076395162628614343702793	22000	
320	4.72070389720222749474487500265240669	4946	4.13893453381371312360670344787649810	4936	1.56305485216476869325674670108128339	4285	23.14470866647526037240822915919125080	16602	41.48523182928714447825768729671835899	22000	
330	4.85919073094943509971699313609860837	5127	3.99376891065923089740863360930234194	4886	1.57642138730383818412406071729492396	4197	23.04303926615342135164610226638615131	16685	41.46469874981202963226678548380732536	22000	
340	4.94999534917306771575340462732128799	5059	3.99196675284572366493307526980061084	4875	1.56823423597005517926561424246756360	4230	23.29113830937027884715462278109043837	16660	41.61787863430309641898929839953780174	22000	
350	4.90500271062305603919639906962402165	5063	4.09030775712023775270154146710410714	4858	1.62429013647543829534924952895380557	4189	23.47794027015613593789566948544234037	16663	42.23844989785992964925753767602145672	22000	
360	4.94500284707538195760889720986597240	5082	4.08301974502908748831941920798271894	4796	1.59130749741966082133615145721705630	4210	23.50260203614232779045778443105518818	16645	42.07867875934287837935698917135596275	22000	
370	4.90421512125719516461685998365283012	5184	3.98558310937656701256059932347852737	4886	1.62131672282201311219296258059330285	4131	23.29986699860522847416177683044224977	16685	42.17522459542753665573400212451815605	22000	
380	4.88464479400197948422146509983576834	5095	3.94885232085737225560251317801885307	4822	1.69619355858759202071439631254179403	4270	23.37933031292500274389567493926733732	16532	42.76434791658197553942954982630908489	22000	
390	4.90403607972916955048958698171190917	5119	3.90229013791738665872799174394458532	4825	1.69961280603411735157237671955954283	4282	23.09457455249201274227743851952254772	16497	42.48892730577539822434118832461535931	22000	
400	4.72675110110757490389232771121896803	5046	3.71955709833799552654909348348155618	4791	1.69208833329451491245265515317441896	4294	22.31880574657578364394794334657490253	16418	41.57581701221876357976725557819008827	22000	
410	4.83842308253977471110829355893656611	5002	3.78960189551912574046355075552128255	4748	1.64930687505796735869978419941617176	4232	22.88915579055387539142429886851459742	16462	42.09624491840511240070554777048528194	22000	
420	4.72756507247475799005087537807412446	4985	3.57797248939817214008485279919113964	4779	1.66802926598462564200531232927460223	4242	22.26251644880131053128025087062269449	16455	41.25112539854035986763847176916897297	22000	
430	4.87815058779642463093750848202034831	5186	3.54619621490537451080626851762644947	4585	1.59422677057468997752209816098911688	4163	22.48814752563371044402629195246845484	16490	41.25010663191489612700024736113846302	22000	
440	4.82206993694210162004765152232721448	5197	3.59146502355159169539433605677913874	4519	1.60538506527538249457620622706599534	4203	22.63321909964783529289888974744826555	16480	41.39411157468081370325307943858206272	22000	
450	4.93850295659789573221587488660588861	5097	3.57807772055906347929976618615910411	4655	1.56669083575708323330388793692691252	4178	22.97585835763842254664268693886697292	16529	41.52849188213031084160320460796356201	22000	
460	4.85682150814230872981624997919425368	4965	3.51362505912771538874039833899587393	4556	1.62154441986620945215236133662983775	4229	22.89907429940700112069862370844930410	16371	41.90570144677476349670541821978986263	22000	
470	4.86633492726247141035855747759342194	4971	3.48231762027632996137072041165083647	4548	1.54696307332450810889667991432361305	4311	22.82124556017657468487414007540792227	16336	41.34430776817462316330420435406267643	22000	
480	4.81071680051923156185011976049281657	4754	3.55679801853748056572612767922692001	4574	1.59888262688253357524104103504214436	4344	23.04229852009049750449776183813810349	16252	42.09211573277401896575611317530274391	22000	
490	4.94787225329554125607955938903614879	4781	3.57651876228188125850238066050224006	4637	1.63347428910451419881155743496492505	4252	23.33995564259382504701534344349056482	16340	42.52705754757731426707323407754302025	22000	
500	4.99430257644807706896017407416366041	4654	3.50114017775685892885917382955085486	4580	1.73631290401235061082729771442245692	4336	23.28838477383634497641651250887662172	16258	43.08075650356858687928252038545906544	22000	
510	4.81678885648815491293817103723995388	4709	3.32236817803488282407897713710553944	4517	1.66910723086777545987047233211342245	4333	22.47545582164807242975257395301014185	16198	41.59808813767062929400708526372909546	22000	
520	4.66285568273078254719621327240020037	4670	3.27755996918054881561488400620874017	4582	1.66157791850982228254451911197975278	4290	22.26512749975945837377366842702031136	16184	41.36358612567283188354849698953330517	22000	
530	4.87570345634596336026334029156714678	4518	3.23455482699238316968148865271359682	4440	1.70213629367208008069667357631260529	4226	22.65880930247922719900088850408792496	16153	42.22615820158645760784565936774015427	22000	
540	4.78845479370714954825416498351842165	4385	3.22288387532241138444533135043457150	4429	1.80933026750186631836925243987934664	4327	22.51322008683570885523295146413147449	16079	42.42510186767845681288235937245190144	22000	
550	4.79674452158796071898905211128294468	4371	3.20794177890126608332366231479682028	4553	1.87303402724500345222224950703093782	4326	22.48071692206003291403249022550880909	15999	42.86505305131985466005062335170805454	22000	
560	4.70908216946463209495732371578924358	4326	3.40068222489767180150010972283780575	4290	1.80322544100622361717967123695416376	4346	22.92428290115599764931175741367042065	15981	43.24285726529854656519091804511845112	22000	
570	4.72382370695346587297080986900255084	4502	3.36966796930658052389162548934109509	4147	1.74647464936128504753298784635262564	4281	22.95905474042575988846692780498415232	16074	42.78750004564795261785548063926398754	22000	
580	4.95979222218457227455701286089606583	4310	3.30731063308389172661350130510982126	4257	1.77923285732724423269246472045779228	4201	23.50194905402423373175224696751683950	16174	43.44371155194800593335457961075007915	22000	
590	4.79820011744530017239185326616279781	4298	3.38413527978788009065169717359822243	4326	1.78007712892226632739323122223140672	4175	23.14913003864826279709632217418402433	16222	43.14373294785668377926413086242973804	22000	
600	4.67189577366906760858000779990106821	4217	3.30897947869309483337474375730380416	4512	1.83003260498777775566736636392306536	4271	22.86001391637097412967705167829990387	16084	42.93353402664111229114496381953358650	22000	
610	4.91410814344846702539371108287014067	4406	3.26343659677668940233274952333886176	4509	1.74355601551740835297721332608489320	4275	23.23521804400507662080599402543157339	16132	43.14082880045665291390832862816751003	22000	
620	4.76120581309883927900727940141223371	4224	3.28905060485831146621649168082512915	4505	1.78140669928932471322013952885754406	4305	22.63435065321464989551714097615331411	16091	42.47158625642072848904717830009758472	22000	
630	4.87062874805302126191008937894366682	4499	3.24127184154817049588359623157884926	4383	1.74336471946468374305538873159093782	4274	23.08706798760158207528547791298478842	16108	42.91429879673697200814785901457071304	22000	
640	5.10612418611433582782410667277872562	4648	3.38429377439381884329350214102305472	4120	1.67731829341880978034851068514399230	4255	23.92279775068444891417129838373512030	16186	43.37087024335826868082222063094377518	22000	
650	5.13279608814174803654850620659999549	4426	3.43869622448105705103671425604261458	4124	1.70647499037441430225214844540460035	4362	23.99318862628548387760929472278803587	16132	43.60621137816485060056947986595332623	22000	
660	5.01143519089839895030991101521067321	4459	3.39639482285089000512812162924092263	4287	1.73296962214544314484498954698210582	4312	23.42798960100307681386766489595174789	16159	43.14789322307729690919586573727428913	22000	
670	4.95984013787443966947421358781866729	4459	3.51760034857156433929503691615536809	4355	1.74764985428541086420750616525765508	4348	23.56806686552760154995667107868939638	16122	43.57208364233268582665914436802268028	22000	
680	4.93732567820817980219771925476379693	4548	3.41195412793329522216367877263110131	4360	1.81846052751977782513392867258517072	4338	23.12899308839626399958433466963469982	16155	43.17056785430698795380521914921700954	22000	
690	5.02008246693084725364997211727313697	4676	3.30777622917933245005883691192138940	4432	1.70960271731788604476776072260690853	4220	23.00849465590611231391449109651148319	16317	42.32965153997693619203346315771341324	22000	
700	5.02740880947548429702465000445954502	4676	3.35457613971405477215625978715252131	4519	1.69889686538443096530670572974486277	4210	23.09610042457331502419037860818207264	16361	42.27396470300907793671285617165267467	22000	
710	4.81967107136020622704108973266556859	4699	3.58853895286390134344856051029637456	4288	1.72127160255827704737896510778227821	4236	23.23366472241538360776758054271340370	16285	42.90286258623633131037422572262585163	22000	
720	4.85683008284614192717754121986217797	4550	3.42296739619012990729629564157221466	4303	1.67430226610973553746930519992019981	4328	22.93701342574111379235546337440609932	16183	42.25489524024838772220391547307372093	22000	
730	5.05985666033618652903669499210081995	4601	3.36922182606412290439834578137379140	4398	1.73245245747032261540709896507905796	4276	23.27089567365932509801496053114533424	16202	43.12247490284165962748375022783875465	22000	
740	5.02704044829355023438210992026142776	4778	3.32857942383801486130323610268533230	4257	1.78855978939828541562917507690144703	4222	23.07487705694755319996147591155022383	16256	43.06747819409790878353305743075907230	22000	
750	5.17776718312466055493814565124921501	4641	3.25445547425938608299134102708194405	4318	1.73459607463529397186619007698027417	4260	22.99557776193316627200147195253521204	16279	42.57895971749168495534831890836358070	22000	
760	5.12634172535271570581016931100748479	4650	3.21681106359148616391507857770193368	4396	1.65918172118260565106595549877965823	4256	22.78372344219081213623212534002959728	16300	41.90078825084046343363297637552022934	22000	
770	5.16072969783433421753215952776372433	4795	3.22536324590920564503448986215516925	4304	1.70125226538107621188089524366660044	4194	23.16673510623208187553245807066559792	16317	42.59990230892437779175452305935323238	22000	
780	5.01910991570140829765023227082565427	4661	3.29503477798448596303160229581408203	4403	1.69086057610641904425108350551454350	4229	23.02080637838075105605639691930264235	16266	42.26755915817698650016609462909400463	22000	
790	5.21778003782365917828656165511347353	4713	3.21286549899220608139671639946755022	4150	1.68183979922532444994942579796770588	4259	23.33840627609873763503856025636196136	16243	42.68593513456468002686960971914231777	22000	
800	5.05101232020804946643011135165579617	4657	3.18598639279050477313148803659714758	4296	1.67267100105348220928647151595214382	4268	22.78275157818455198821538942866027355	16186	42.06954773551128567987689166329801083	22000	
810	5.20614824058743863588460953906178474	4737	3.15054007124186785659958331962116063	4256	1.79497110326202036212350776622770354	4222	23.05668108711501673724342253990471363	16269	42.82075157585923363967594923451542854	22000	
820	5.34590272283759659899260441306978464	4587	3.20430363772525739207708284084219486	4233	1.68001875720466520292006862291600555	4227	23.60861438927785016517191252205520868	16248	43.13031590039619089793632156215608120	22000	
830	5.28786665824929613677340967115014791	4641	3.19060300180246381174242742417845875	4291	1.71042380326269705115294073038967326	4163	23.38881465544940496670278662350028753	16326	42.80345804393280673139088321477174759	22000	
840	5.29234431962344675781650948920287192	4666	3.24176099771778591929205504129640758	4253	1.59109040836592496859225320804398507	4131	23.61205290817305169071005366276949644	16371	42.61755218807296330396638950332999229	22000	
850	5.27289961372798110517123859608545899	4665	3.20549645515320102973078064678702503	4253	1.56997367828034972703221683332230896	4080	23.56889992277998402414596057496964931	16423	42.23151347886503259587698266841471195	22000	
860	5.45422089265362686205662612337619066	4589	3.27661346927401364581555753829888999	4252	1.61240114023428970924101122363936156	4165	24.20842820895112268431148550007492304	16384	43.33403754540903918268668348900973797	22000	
870	5.51288991148022144983542602858506143	4688	3.21327549960088898473031804314814508	4179	1.57016615711676843503141753899399191	4120	24.20793082000804830045126436743885279	16403	43.14829833220118615599858458153903484	22000	
880	5.45911375178473079472496465314179659	4473	3.27744061832033573011813132325187325	4362	1.61443567151935241099636186845600605	4144	24.47740137687745232142333406955003738	16363	43.72457258851658679077445412985980511	22000	
890	5.35484231676650246356530260527506471	4600	3.31237050718382519676197262015193701	4185	1.59530847339842307697210799233289436	4110	24.51134959005737101733757299371063709	16386	43.56477580153356399250696995295584202	22000	
900	5.35979951142099686478559306124225259	4707	3.19186405515626825390995691122952849	4212	1.54872098930786394888059476215858012	4004	24.23086167620785502663238730747252703	16481	42.82810280478504694201546953991055489	22000	
910	5.30112434401022625252153375186026096	4757	3.18558166681933840891360887326300144	4061	1.48177515957147742930999356758547947	4114	24.28898464265924417304631788283586502	16319	42.59602121633096061259493581019341946	22000	
920	5.01138650032775423426301131257787347	4674	3.40872924866119220155269431415945292	4298	1.56057402645772702598492287506815046	4118	24.14784151177491011708298174198716879	16301	43.04488911017489982668848824687302113	22000	
930	5.09490800402159127457935028360225260	4901	3.32912265936148976663844223367050290	4301	1.51949409819615000039050300983944908	3902	24.15313792620085564522014465183019638	16572	42.55599002557464416440780041739344597	22000	
940	5.15494374718934356138788643875159323	4794	3.29704081329084752738367569691035897	4081	1.57614203105297878693136226502247155	4037	24.21283730354582885979652928654104471	16358	43.28510348234187432581165921874344349	22000	
950	5.01331523855650917909088093438185751	4832	3.18697367234373274413883336819708347	4203	1.58041445138336289488734109909273684	3936	23.63127997299025295774299593176692724	16477	42.45341279326494543511216761544346809	22000	
960	5.43121755794184846166672286926768720	4679	3.21830679186639612154863243631552905	4351	1.59838450864828462982814016868360341	3880	24.52727454281266616931134194601327181	16546	43.77229959552666116451291600242257118	22000	
970	5.24766197238301579375274741323664784	4686	3.20926659800787072995831294974777848	4294	1.54067483935756133206496087950654328	3943	24.24541793783219389979421976022422314	16516	42.77595701027602359545198851265013218	22000	
980	5.21900752754967278690401144558563828	4723	3.20638937984788352508758180192671716	4271	1.51935942949451452399500794854247943	3945	24.01645120766942653744990820996463299	16523	42.53848743250070896237957640551030636	22000	
990	5.27495505567020739334793688612990081	4847	3.29491248889803500787820667028427124	4162	1.56779915734961350359810694499174133	3962	24.22113884189796806367667159065604210	16450	42.89192795642667732636255095712840557	22000	
1000	5.31297507782705746848250782932154834	4953	3.13421689052114960105654972721822560	4141	1.56219000572084154576657510915538296	4057	24.32488162803582909532451594714075327	16294	42.94877393368339113521869876421988010	22000	
1010	5.24336311425161571975195329287089407	4748	3.25337143090408753565156985132489353	4357	1.60289349979745887608828525117132813	4011	24.49558811022436444204686267767101526	16319	43.40548816451538272076504654251039028	22000	
1020	5.01605094578507770819442157517187297	4574	3.27942326937014216881038919382262975	4386	1.57985776617196349569383073685457930	4166	24.13013624724661809750614338554441929	16136	42.94048553886038632754207355901598930	22000	
1030	5.30986294821597670789969924953766167	4560	3.24860071470872924237482948228716850	4328	1.54519973901426466156294736720155925	4112	24.62462870041580131896807870361953974	16222	43.45913599458507547979024820961058140	22000	
1040	5.40320114770519133173820591764524579	4784	3.24715696375088436198552699352148920	4314	1.56234701655246643881014279031660408	4050	24.66218938926477122208780201617628336	16305	43.52872828494886192629564902745187283	22000	
1050	5.15677937718869294769774569431319833	4730	3.17494375439969100938242263509891927	4248	1.56994467429355455401207564136711881	4161	23.82003198832538970464156591333448887	16174	42.58399767192480567246093414723873138	22000	
1060	5.15432480933841574710640998091548681	4843	3.39992321858018353708530412404797971	4270	1.62236928334257579642496693850262091	4066	24.34460677771106418276758631691336632	16334	43.36102403224245449564477894455194473	22000	
1070	5.17930690240211433206241053994745016	4841	3.45365385957534831717907763959374279	4246	1.57795705452140078151046509447041899	3946	24.64018304648585200311572407372295856	16449	43.57479797436676705046920687891542912	22000	
1080	5.20609055533393494386018574004992843	4584	3.48078892292466379743132165458519012	4290	1.62134472136199114800092502264305949	3969	24.68605267568973360425843566190451384	16406	43.94884982424472497086753719486296177	22000	
1090	5.05936755202987775703604711452499032	4582	3.45727280121208968566293151525314897	4394	1.59508485110601760936788195976987481	4015	24.33755883850760071140939544420689344	16369	43.28643989029237104659841861575841904	22000	
1100	5.16509032192221884116634100791998208	4416	3.41148477879835132497987615352030843	4313	1.55062067520846236234888237959239632	4060	24.76456849497834156181852449662983418	16245	43.71759241401028361906355712562799454	22000	
1110	5.21631297759320666784788045333698392	4506	3.41416648974500214208660509029868990	4311	1.60835577361088355452523046551505104	4065	24.75391651205556442505439918022602797	16276	44.09544298226211367364157922565937042	22000	
1120	5.50134438630125366387346730334684253	4579	3.35583582710939065663069413858465850	4238	1.57101339818268392889422102598473430	4061	25.15169157271628108674121904186904430	16324	44.22342994665127235975887742824852467	22000	
1130	5.34063486770687578797378591843880713	4656	3.19485782220764624739217651949729770	4250	1.51483329451055337422360480559291318	4150	24.48465655883186187224964669439941645	16240	42.99963084123238843403669307008385658	22000	
1140	5.54431739851998361956475491751916707	4493	3.30236476719305516169811198778916150	4327	1.46565052159230968520375881780637428	4060	25.16569784764787698350119171664118767	16349	43.79041675482434925470442976802587509	22000	
1150	5.26047235898517584473665920086205006	4711	3.26573435381313359471278090495616198	4289	1.51507048133517097099343118316028267	4100	24.41632418304978102696622954681515694	16262	42.99415919830649102095776470378041267	22000	
1160	5.29957566695508575094208936206996441	4862	3.29016636107035997937941829150076956	4263	1.53646880653576034525542581832269207	4045	24.50868670126116555252338002901524305	16323	43.19695069698182265938157797791063786	22000	
1170	5.04487361372420384242332147550769150	4825	3.44949495248582094220068938739132136	4253	1.68347366883806626169928222225280479	4056	24.39584246839010361895816458854824305	16325	43.76953553366229243692941963672637939	22000	
1180	5.03012940486987591981460354872979224	4960	3.28107044952890358757713329396210611	4304	1.64400178894743165258773842651862651	4036	23.65321188226349491401379054877907038	16357	42.84503944200045566503831651061773300	22000	
1190	5.26996892876500488966939883539453149	4847	3.30499591291773553436428301210980862	4245	1.68962392909520553452296098839724436	4006	24.26117317180414900690266222227364779	16395	43.78462241688381340054547763429582119	22000	
1200	5.26676670231160048984975219354964793	4744	3.10153889198864041176761929818894714	4288	1.64399479924371827443962956749601290	4078	23.75073173776740631524262425955384970	16321	42.73911485543129629149916581809520721	22000	
1210	5.29192459719402830131684822845272720	4848	3.07210534719660932623241933470126241	4169	1.60688967744626198808077788271475583	4079	23.62185230069440677880265866406261921	16327	42.43729896919812460964749334380030632	22000	
1220	5.38172995717288582540049901581369340	4840	3.07552708546219655261211300967261195	4155	1.71213598063116867464827919320669025	4008	23.91621587920096914103851304389536381	16369	43.38011864883260670922027202323079109	22000	
1230	5.36788008589446530294253534520976245	4764	3.05939373266872705059427062224131078	4217	1.60184319082316672933075096807442605	4020	23.88764774576785754334196099080145359	16321	42.76738718158435403893236070871353149	22000	
1240	5.30890279544387500010316216503269970	4755	3.21594889255976035258299816632643342	4156	1.69776327553819328386452980339527130	4042	24.25984188576778066703809599857777357	16279	43.71766514072417209035847918130457401	22000	
1250	5.47313944365955329374173743417486548	4777	3.09287806149830180046933492121752352	4168	1.65352377638698944117834344069706276	4118	24.27544059976499113417958142235875130	16218	43.73148477867769656768359709531068802	22000	
1260	5.46614852297797426672332221642136574	4820	3.27948834960407875627197427093051374	4179	1.73429153679147707300955971732037142	4114	24.68574419432297517573715595062822104	16274	44.58783081574714657335789524950087070	22000	
1270	5.47361971220196608101105084642767906	4833	3.24743029815327810538860831002239138	4131	1.58574285398506198418999701971188188	4048	24.62275618095528173512320790905505419	16390	43.56745323220240351247412036173045635	22000	
1280	5.66100041439053036640416394220665097	4854	3.22815924222095418372191488742828369	4154	1.66207953253478302180212722305441275	4030	24.78106669491604918675875524058938026	16421	44.31027674181076747572660678997635841	22000	
1290	5.55706367458059524722102651139721274	4775	3.24147412680022339870333780709188432	4182	1.54477562099623777491785858728690073	4085	24.53540799937059446733655931893736124	16388	43.31799733106031879970032605342566967	22000	
1300	5.35796617491310467329412858816795051	4694	3.34592144194743124074875595397315919	4199	1.57267982847832299420076651585986838	4112	24.43864515849260499180672923102974892	16341	43.26902400396160430773306870833039284	22000	
1310	5.39418984793732558813417199417017400	4841	3.42457624262199855635913081641774625	4217	1.62203760867920632193772689788602293	3990	24.74668552126398068935486662667244673	16465	44.08666816206591931859293254092335701	22000	
1320	5.40907919298257500173576772795058787	4983	3.31113669103704255647357967973221093	4252	1.68591721257514270959632085578050464	3997	24.29683565426530478248423605691641569	16478	43.79415103868024061739561147987842560	22000	
1330	5.34284839911370745824115147115662694	4849	3.31265923002540674247029528487473726	4318	1.65950906401504916232170216972008348	3957	24.14967100848349446096108295023441315	16526	43.44139596356465915505395969375967979	22000	
1340	5.80654702733267491510105173802003264	4916	3.26265657453524093867258670798037201	4183	1.48790603545793831408161622675834224	3896	25.10019921478619409072052803821861744	16632	43.45995712556976542373377014882862568	22000	
1350	5.94668234287395502946083070128224790	4863	3.39721082720006384292332768382038921	4280	1.55324523457024121775305047776782885	3947	25.69612265582553689569067500997334719	16665	44.59297162133738368083868408575654030	22000	
1360	5.79281358158142278824698223615996540	4781	3.43541346479736375840730033814907074	4233	1.53558704373381060825920485513051972	4008	25.80120765099726654057121777441352606	16475	44.87376031158319733549433294683694839	22000	
1370	5.62508133453063319251441498636268079	4893	3.32682579712310655395413050428032875	4239	1.56661883184719630257575317955343053	3920	25.08163477400352903146085736807435751	16580	43.66096057585848910775894182734191418	22000	
1380	5.43977395576335620575036955415271223	4570	3.35675555155764460124601100687868893	4277	1.59879984406650299533225734194274992	4000	24.95686539969941719618873321451246738	16386	44.11409149143341323906497564166784286	22000	
1390	5.42910405856638256238966278033331037	4659	3.32435452226818028975685592740774155	4146	1.65408612979385516439378989161923528	3949	24.69480286092981202727969503030180931	16435	43.97507637340722652652402757667005062	22000	
1400	5.42421215914190124607330290018580854	4755	3.39108339806155223428163481003139168	4268	1.58328950460029882485457619623048231	3997	24.78275098672908072217069275211542845	16398	43.76785313173631664085405645892024040	22000	
1410	5.19687045199871988643280928954482079	4813	3.44487556758797097700153244659304619	4303	1.67264586987590346822685205552261323	4067	24.50420768837768648040764674078673124	16328	44.02335978957881934547913260757923126	22000	
1420	5.22475760382528697789439320331439376	4734	3.45546978293568063378415899933315814	4223	1.66785191244976060964688713283976540	4118	24.30560096443229767260163498576730490	16284	43.75869296025673804706457303836941719	22000	
1430	5.16594765558914570391380038927309215	4818	3.39366920383909187464155365887563676	4288	1.73751329499157325386704542324878275	4043	24.07185175613459549026629247236996889	16352	43.84911872234980023677053395658731461	22000	
1440	5.10373971613365107202753279125317931	4776	3.40775495953248963587611797265708447	4242	1.72240431451612829860664533043745905	4100	23.76704181823073014356850762851536274	16319	43.30364849560056939026253530755639076	22000	
1450	5.28512286601593750390293280361220241	4650	3.54284213027323069411522737937048078	4299	1.67030904626752296771030614763731137	4080	24.66422986673577710803328955080360174	16396	44.09717662231309986964333802461624146	22000	
1460	5.24997714152539352028270513983443379	4594	3.54860968475495663909669019631110132	4288	1.72179352540931307480320811009733006	4085	24.63411204241681673465791391208767891	16321	44.18692041019816230118522071279585361	22000	
