Sample	theta_A	theta_B	theta_C	theta_ANC	theta_ROOT	tau_ANC	tau_ROOT	m_A->B	m_B->A	m_A->C	m_C->A	m_B->C	m_C->B	Complete-ld-ln-avg	Data-ld-ln	Gene-ld-ln
2770	 9.13657	 8.67879	 4.33775	 6.46284	 0.53872	 3.82222	12.58333	 0.35991	 2.27438	 3.05888	 0.20760	 0.00287	 0.30254	-1321.150489	-2863479.835840	221178.857789
2780	 8.95121	 8.51593	 4.23811	 6.35427	 0.56673	 3.81710	13.07714	 0.32854	 2.26495	 3.28755	 0.24657	 0.00346	 0.33260	-1320.472877	-2863425.480365	222479.725734
2790	 8.64286	 8.49003	 4.34260	 6.34376	 0.52742	 3.81102	12.77588	 0.36820	 2.40355	 3.42313	 0.23513	 0.00308	 0.34039	-1318.607113	-2863268.519561	226054.293576
2800	 9.00080	 8.94754	 4.47808	 6.38553	 0.54546	 3.93727	13.20140	 0.36136	 2.32744	 3.18880	 0.21807	 0.00272	 0.30273	-1319.240225	-2863467.844251	224987.394287
2810	 9.05681	 8.81403	 4.50769	 6.34882	 0.50957	 3.89305	12.83183	 0.32743	 2.34684	 3.23245	 0.20210	 0.00219	 0.33985	-1319.690953	-2863497.803184	224115.897327
2820	 8.54745	 8.65902	 4.26639	 6.14551	 0.55915	 3.74698	12.55050	 0.34857	 2.43470	 3.21042	 0.19626	 0.00219	 0.33509	-1319.676560	-2863444.353742	224091.233741
2830	 9.54630	 8.74896	 4.40864	 6.25755	 0.54132	 3.78169	12.58177	 0.29318	 2.40967	 3.24454	 0.18561	 0.00175	 0.33543	-1320.547036	-2863427.310104	222333.237634
2840	 8.83996	 9.08930	 4.31583	 6.49861	 0.53813	 3.72326	12.75208	 0.25496	 2.48545	 3.29266	 0.19978	 0.00225	 0.32929	-1320.245812	-2863502.066208	223010.442028
2850	 8.75022	 8.75996	 4.12667	 6.61598	 0.59007	 3.74201	13.08984	 0.24829	 2.60315	 3.29132	 0.19798	 0.00242	 0.34378	-1319.394130	-2863374.417352	224586.158166
2860	 8.87437	 8.67388	 4.10691	 6.45656	 0.53521	 3.79510	12.73265	 0.21863	 2.61458	 3.22028	 0.19517	 0.00252	 0.33009	-1319.493784	-2863507.310777	224519.742892
2870	 9.27656	 8.40657	 4.29646	 6.48494	 0.56470	 3.89004	12.63935	 0.26314	 2.55714	 3.23773	 0.20346	 0.00243	 0.31507	-1319.060889	-2863443.654490	225321.876539
2880	 9.08086	 8.30661	 4.43469	 6.28791	 0.62482	 3.79336	12.54674	 0.26332	 2.62231	 3.15225	 0.22273	 0.00322	 0.34499	-1318.450675	-2863477.073511	226575.724389
2890	 8.92635	 8.35719	 4.53300	 6.32539	 0.62943	 3.79748	12.46786	 0.25713	 2.62953	 3.18996	 0.21693	 0.00298	 0.35274	-1319.086407	-2863599.385053	225426.570446
2900	 8.75246	 8.55053	 4.39484	 6.02628	 0.62757	 3.86199	12.65781	 0.23723	 2.62555	 3.17850	 0.20637	 0.00324	 0.34447	-1318.956245	-2863410.659711	225498.170006
2910	 9.35816	 8.66432	 4.44414	 6.18403	 0.62102	 3.78946	12.64353	 0.23736	 2.76800	 3.32870	 0.20998	 0.00357	 0.37827	-1317.908852	-2863470.297027	227652.592908
2920	 8.51599	 8.71585	 4.24897	 6.53156	 0.59632	 3.83163	12.50207	 0.22712	 2.73686	 3.14974	 0.19078	 0.00395	 0.32591	-1318.908967	-2863502.519838	225684.586757
2930	 8.69245	 8.73278	 4.28170	 6.41969	 0.56500	 3.75757	12.47393	 0.21380	 2.78325	 3.24297	 0.23466	 0.00391	 0.29894	-1318.717341	-2863479.962208	226045.280401
2940	 9.08628	 8.15914	 4.49210	 6.39655	 0.56711	 3.70053	12.59750	 0.19178	 2.72972	 3.29737	 0.23689	 0.00321	 0.34435	-1318.923138	-2863422.158224	225575.881676
2950	 9.09225	 8.42755	 4.37455	 6.32631	 0.52724	 3.70927	12.64367	 0.18067	 2.75771	 3.29469	 0.23728	 0.00251	 0.34792	-1318.926030	-2863474.262150	225622.201511
2960	 8.86012	 8.64740	 4.49023	 6.15958	 0.54148	 3.74466	12.58908	 0.13602	 2.83945	 3.08171	 0.20186	 0.00217	 0.31449	-1319.687337	-2863516.688591	224142.015234
2970	 8.61826	 8.63277	 4.54424	 6.13919	 0.50150	 3.67360	12.73872	 0.16023	 2.88092	 3.12672	 0.23736	 0.00270	 0.33342	-1319.013694	-2863477.865381	225450.476938
2980	 8.64822	 8.93852	 4.45649	 6.01463	 0.48293	 3.64592	12.34193	 0.11871	 2.76787	 3.27188	 0.21643	 0.00275	 0.33878	-1319.543366	-2863348.353722	224261.621075
2990	 8.68025	 8.96722	 4.74431	 6.63663	 0.53840	 3.72694	12.60879	 0.08951	 2.74654	 3.20263	 0.23024	 0.00171	 0.35210	-1320.040474	-2863446.252076	223365.305067
3000	 8.84459	 8.92532	 4.57597	 6.56696	 0.54305	 3.82673	12.79836	 0.07499	 2.67493	 3.22071	 0.19339	 0.00131	 0.32671	-1319.940251	-2863540.816346	223660.313829
3010	 9.10413	 9.41573	 4.47628	 6.14246	 0.50762	 3.89522	12.65761	 0.06431	 2.62921	 3.16567	 0.20406	 0.00103	 0.30998	-1320.964768	-2863458.657437	221529.120947
3020	 8.51765	 9.01046	 4.50143	 5.95322	 0.49145	 3.79339	12.57434	 0.07118	 2.70436	 3.28512	 0.17435	 0.00096	 0.33402	-1319.921250	-2863453.022815	223610.523208
3030	 8.92952	 9.23076	 4.55596	 6.19611	 0.52960	 3.84889	12.93820	 0.06663	 2.80825	 3.13716	 0.19476	 0.00077	 0.31904	-1319.387545	-2863477.915812	224702.825875
3040	 8.72470	 9.24231	 4.42849	 6.02460	 0.54188	 3.87892	12.62146	 0.06767	 2.80474	 3.38271	 0.17427	 0.00057	 0.33595	-1318.842917	-2863263.106058	225577.272564
3050	 8.48237	 9.21708	 4.17866	 5.99427	 0.54145	 3.83663	12.14624	 0.06808	 2.94799	 3.40719	 0.18128	 0.00048	 0.35730	-1317.919198	-2863419.985957	227581.590944
3060	 8.65940	 9.31100	 4.09664	 6.27384	 0.59553	 4.01813	12.82722	 0.06093	 2.81662	 3.42047	 0.19813	 0.00054	 0.33042	-1318.502014	-2863366.015406	226361.986825
3070	 8.99102	 8.86668	 4.36185	 6.11141	 0.53834	 3.95252	12.98985	 0.05470	 2.85544	 3.33982	 0.18404	 0.00069	 0.34258	-1317.593860	-2863556.249786	228368.529539
3080	 8.54816	 8.96138	 4.27513	 6.06462	 0.56388	 3.93797	12.89040	 0.04691	 3.03509	 3.42189	 0.18235	 0.00076	 0.30840	-1317.746094	-2863390.701277	227898.512834
3090	 8.38815	 8.88838	 4.47456	 5.99044	 0.54760	 3.85595	12.94186	 0.03891	 3.08719	 3.20492	 0.18110	 0.00091	 0.33465	-1318.433259	-2863582.537344	226716.019542
3100	 7.80468	 9.49712	 4.66835	 6.07783	 0.56149	 3.88080	12.74568	 0.03478	 3.17539	 3.18973	 0.17597	 0.00132	 0.29486	-1318.335273	-2863416.109345	226745.563245
3110	 8.15710	 9.16629	 4.58207	 5.87116	 0.52147	 3.78620	12.20544	 0.03498	 3.19443	 3.27537	 0.17842	 0.00098	 0.32325	-1317.809202	-2863492.111294	227873.707489
3120	 8.01062	 8.94035	 4.81118	 6.31058	 0.57599	 3.74804	12.46966	 0.03584	 3.22696	 3.23219	 0.21471	 0.00105	 0.32303	-1317.665381	-2863422.909962	228092.148567
3130	 7.64120	 9.08537	 4.86222	 6.14598	 0.58903	 3.62893	12.53827	 0.04332	 3.33288	 3.41336	 0.26015	 0.00094	 0.32490	-1317.358019	-2863336.557266	228620.519969
3140	 7.96621	 9.31610	 4.60580	 6.41270	 0.59817	 3.68961	12.81425	 0.03554	 3.10627	 3.36120	 0.26617	 0.00128	 0.33319	-1318.585358	-2863427.028621	226256.311964
3150	 8.17701	 9.19698	 4.52949	 6.61491	 0.62520	 3.69462	12.89020	 0.03705	 2.96131	 3.32392	 0.27682	 0.00099	 0.36698	-1318.366672	-2863466.537930	226733.193946
3160	 8.62395	 9.01294	 4.55328	 6.58287	 0.57054	 3.70291	12.58143	 0.03197	 2.78199	 3.32108	 0.27548	 0.00113	 0.32156	-1319.297032	-2863340.175701	224746.112690
3170	 8.83916	 8.76436	 4.41736	 6.48996	 0.59480	 3.75137	12.46635	 0.03592	 2.88167	 3.28604	 0.28484	 0.00142	 0.31988	-1318.543918	-2863312.416716	226224.580655
3180	 8.86981	 8.87924	 4.25588	 6.14504	 0.61445	 3.71916	12.23872	 0.02969	 3.05556	 3.42377	 0.30055	 0.00121	 0.34931	-1317.378780	-2863386.012108	228628.452344
3190	 8.89594	 8.96619	 4.45742	 5.96496	 0.59209	 3.87220	12.61810	 0.02737	 2.93480	 3.28846	 0.29803	 0.00091	 0.31598	-1317.841715	-2863416.101492	227732.671171
3200	 8.70053	 9.65613	 4.31444	 6.00408	 0.57783	 3.83052	12.66668	 0.03765	 2.88909	 3.45991	 0.30183	 0.00123	 0.32393	-1317.812482	-2863341.877193	227716.914097
3210	 8.46779	 9.63792	 4.38360	 5.85085	 0.58075	 3.81270	13.17915	 0.03740	 2.90139	 3.47464	 0.31835	 0.00139	 0.35581	-1317.284066	-2863240.946158	228672.813982
3220	 8.43678	 9.69300	 4.19431	 5.61956	 0.59833	 3.79925	13.13153	 0.03759	 2.91191	 3.48724	 0.35467	 0.00126	 0.37052	-1317.224467	-2863260.098166	228811.163834
3230	 8.65052	 9.92046	 4.18747	 5.42903	 0.62486	 3.78889	13.22604	 0.04072	 2.93380	 3.61828	 0.33951	 0.00098	 0.38506	-1316.330153	-2863355.194338	230694.889019
3240	 8.88519	 9.90653	 4.15144	 5.32157	 0.65070	 3.78690	13.34033	 0.04096	 2.93793	 3.62337	 0.35298	 0.00097	 0.38483	-1316.123089	-2863167.183575	230921.005562
3250	 8.67530	 9.17392	 4.34293	 5.51676	 0.62708	 3.76658	13.39383	 0.03698	 3.05448	 3.43616	 0.34690	 0.00082	 0.36927	-1316.702799	-2863303.266850	229897.668910
3260	 9.45283	 9.50100	 4.17001	 5.63323	 0.65231	 3.83171	13.40575	 0.03061	 2.90835	 3.34123	 0.28956	 0.00077	 0.36299	-1317.938288	-2863328.468679	227451.893565
3270	 8.66138	 9.24671	 3.93707	 5.83480	 0.74915	 3.66719	12.99573	 0.03062	 2.96816	 3.60367	 0.31207	 0.00060	 0.40134	-1317.342486	-2863314.467116	228629.494955
3280	 8.62357	 9.97109	 4.39771	 5.70848	 0.80387	 3.80175	13.59351	 0.02956	 2.94596	 3.32932	 0.31573	 0.00041	 0.36149	-1317.718268	-2863353.218269	227916.683092
3290	 8.46757	 9.54441	 4.17136	 5.46267	 0.75947	 3.72289	13.08548	 0.02199	 2.92289	 3.51683	 0.30688	 0.00033	 0.34508	-1316.845172	-2863394.808643	229704.465507
3300	 8.99726	 9.40617	 4.38151	 5.40668	 0.74685	 3.77636	13.03205	 0.01460	 2.74172	 3.44816	 0.33941	 0.00034	 0.34602	-1317.922884	-2863350.632271	227504.864819
3310	 9.36932	 9.58702	 4.39143	 5.41837	 0.62274	 3.79626	13.10073	 0.01303	 2.85458	 3.46195	 0.30705	 0.00026	 0.32763	-1317.521146	-2863424.871733	228382.579224
3320	 9.32612	 9.36123	 4.28143	 5.45167	 0.63060	 3.86804	13.10230	 0.01440	 2.73713	 3.30213	 0.32678	 0.00026	 0.33721	-1318.704353	-2863387.356007	225978.650595
3330	 8.95731	 9.41082	 4.48105	 5.54878	 0.68067	 3.80677	13.07053	 0.01518	 2.78119	 3.35528	 0.34851	 0.00033	 0.33716	-1318.399341	-2863412.436481	226613.755372
3340	 8.48077	 8.92777	 4.20631	 5.30300	 0.68524	 3.71981	12.61691	 0.01587	 2.84620	 3.28250	 0.39886	 0.00035	 0.36985	-1318.106630	-2863437.404190	227224.144277
3350	 8.75778	 8.97149	 4.25801	 5.37368	 0.72689	 3.84058	12.69244	 0.01882	 2.85220	 3.29137	 0.35146	 0.00026	 0.34983	-1317.582604	-2863365.083402	228199.876032
3360	 8.49917	 8.50017	 4.50033	 5.58130	 0.75389	 3.89560	13.06360	 0.01789	 2.80310	 3.27836	 0.37733	 0.00035	 0.34666	-1317.630215	-2863305.136442	228044.707034
3370	 8.27752	 8.68253	 4.32064	 5.38154	 0.76957	 3.83557	12.84841	 0.01683	 2.97370	 3.20381	 0.34017	 0.00028	 0.37239	-1317.421225	-2863238.777688	228396.327605
3380	 8.27859	 8.80447	 4.76061	 5.11391	 0.78765	 3.88554	12.61777	 0.01833	 2.94789	 3.01459	 0.34317	 0.00024	 0.36799	-1317.667735	-2863370.777030	228035.306217
3390	 8.43288	 8.83625	 4.41867	 5.08050	 0.81090	 3.90303	12.42806	 0.01417	 2.93729	 3.00375	 0.36371	 0.00019	 0.42804	-1317.871066	-2863431.252680	227689.120036
3400	 7.87356	 8.62930	 4.63226	 5.37252	 0.87034	 3.90472	12.63285	 0.01232	 2.92879	 3.00245	 0.34050	 0.00022	 0.44205	-1317.691167	-2863341.949587	227959.615740
3410	 7.56718	 9.35446	 4.76391	 5.40967	 0.85350	 3.85984	12.45645	 0.01253	 2.96185	 3.02505	 0.34929	 0.00036	 0.43224	-1318.221856	-2863493.792163	227050.079802
3420	 7.38178	 9.33824	 5.03198	 5.43682	 0.87112	 3.97520	12.82093	 0.01228	 2.85522	 2.98876	 0.36120	 0.00059	 0.43809	-1318.115167	-2863467.649166	227237.314526
3430	 8.05545	 8.41980	 4.89741	 5.21570	 0.84030	 3.85647	12.48658	 0.01458	 2.94189	 2.94489	 0.34174	 0.00076	 0.41806	-1318.505983	-2863472.788146	226460.821779
3440	 8.34782	 9.18093	 4.91642	 4.99831	 0.84865	 4.01662	12.66873	 0.01250	 2.82459	 2.82747	 0.31753	 0.00074	 0.44512	-1318.594160	-2863488.326271	226300.005613
3450	 8.55288	 9.34758	 4.45579	 4.96882	 0.80855	 3.97925	12.50777	 0.01074	 2.89549	 2.85232	 0.33370	 0.00083	 0.44075	-1318.014762	-2863418.676996	227389.153212
3460	 8.51857	 9.39089	 4.67405	 4.72411	 0.71150	 3.99769	12.25671	 0.01370	 2.92324	 2.83917	 0.38095	 0.00089	 0.40117	-1318.125071	-2863523.872502	227273.729744
3470	 8.77172	 9.05389	 4.96946	 5.01037	 0.75486	 3.99426	12.37740	 0.01489	 3.02544	 2.88280	 0.39647	 0.00058	 0.40555	-1317.816737	-2863492.989068	227859.514632
3480	 8.56762	 9.39596	 5.18827	 4.79182	 0.73202	 3.98657	12.38024	 0.01417	 3.02475	 2.83183	 0.29640	 0.00067	 0.39411	-1317.366597	-2863553.021278	228819.826929
3490	 7.96485	 9.41408	 5.01008	 4.85624	 0.71418	 3.92747	12.34395	 0.00874	 3.06850	 2.91018	 0.30928	 0.00093	 0.44154	-1317.218364	-2863361.076524	228924.347613
3500	 8.13902	 9.88065	 4.92582	 4.87903	 0.69960	 3.97511	12.27253	 0.00945	 2.90590	 2.87780	 0.33442	 0.00137	 0.42727	-1317.200712	-2863386.901127	228985.476444
3510	 8.13144	 9.33350	 4.64188	 4.72486	 0.65279	 3.99021	12.30135	 0.01182	 2.89909	 2.70494	 0.32947	 0.00248	 0.43553	-1318.112650	-2863438.968846	227213.669017
3520	 8.51353	 9.16898	 4.71017	 4.84308	 0.58749	 3.96072	12.42600	 0.01246	 2.91866	 2.72320	 0.36452	 0.00188	 0.43847	-1317.790938	-2863472.356772	227890.481352
3530	 8.22039	 9.31008	 5.07614	 4.92876	 0.49453	 4.01738	12.61723	 0.01142	 2.92917	 2.68192	 0.33920	 0.00202	 0.43355	-1317.739491	-2863443.001956	227964.019507
3540	 8.41811	 9.28740	 4.56227	 4.89425	 0.46976	 3.95855	12.53799	 0.01107	 2.97075	 2.72000	 0.34872	 0.00206	 0.41244	-1318.050184	-2863463.927157	227363.558834
3550	 8.30811	 9.12761	 5.00168	 4.95915	 0.52573	 4.03826	12.34695	 0.01798	 2.91973	 2.70385	 0.31816	 0.00165	 0.45266	-1318.005873	-2863463.358355	227451.611863
3560	 7.91212	 8.88983	 4.89038	 4.74098	 0.51916	 3.90824	11.95876	 0.00935	 3.01451	 2.79162	 0.34861	 0.00104	 0.45333	-1317.322905	-2863361.145118	228715.334596
3570	 8.25374	 9.06290	 5.14491	 4.92504	 0.54682	 3.97008	12.36763	 0.01014	 2.96676	 2.74740	 0.34837	 0.00115	 0.40162	-1317.846446	-2863418.383240	227725.491978
3580	 7.67645	 8.96292	 4.88296	 5.33930	 0.56902	 3.90925	12.64889	 0.00728	 3.01886	 2.79564	 0.32997	 0.00152	 0.41860	-1317.742491	-2863293.774635	227808.793008
3590	 7.69332	 8.83410	 5.08332	 5.01691	 0.58890	 3.84452	12.21786	 0.00717	 3.06288	 2.94791	 0.31368	 0.00096	 0.46617	-1317.072459	-2863480.294273	229335.376105
3600	 8.00035	 8.55385	 4.93020	 5.15967	 0.62393	 3.86687	12.27804	 0.00925	 3.04787	 2.93346	 0.32720	 0.00038	 0.49358	-1316.756167	-2863524.444611	230012.110266
3610	 8.09059	 9.15961	 4.96648	 5.08647	 0.72733	 3.89892	12.36839	 0.00558	 3.02560	 2.71869	 0.35866	 0.00025	 0.51826	-1317.561921	-2863313.890301	228190.048163
3620	 8.32410	 8.78923	 4.87737	 5.37960	 0.74582	 3.88872	12.21060	 0.00472	 3.03134	 2.72385	 0.39010	 0.00020	 0.53427	-1317.219744	-2863435.786997	228996.298130
3630	 8.45273	 8.32291	 4.84017	 5.22280	 0.81633	 3.87864	12.00593	 0.00710	 3.04078	 2.70301	 0.38441	 0.00029	 0.56798	-1317.187688	-2863447.477343	229072.101911
3640	 9.15253	 8.33593	 4.65577	 5.35374	 0.84054	 3.92049	12.13550	 0.00932	 3.00832	 2.67415	 0.40263	 0.00025	 0.56191	-1317.562492	-2863399.384434	228274.399456
3650	 8.51940	 8.62330	 4.58908	 5.09212	 0.90732	 3.90542	12.18471	 0.01103	 3.02060	 2.68507	 0.36789	 0.00020	 0.53429	-1317.580522	-2863372.475681	228211.431053
3660	 8.46444	 8.81202	 4.47028	 4.83655	 0.93569	 3.88181	12.26887	 0.01060	 3.04021	 2.74518	 0.40535	 0.00019	 0.53776	-1316.835050	-2863387.801617	229717.701565
3670	 8.60189	 8.42069	 4.57912	 4.79816	 0.90053	 3.90304	12.50247	 0.01112	 3.01945	 2.72643	 0.34791	 0.00020	 0.54911	-1317.705380	-2863440.953367	228030.193061
3680	 7.94833	 8.57687	 4.79244	 4.82852	 0.83177	 3.91830	12.30175	 0.00619	 2.98766	 2.60914	 0.39689	 0.00014	 0.54697	-1317.361373	-2863278.964914	228556.218027
3690	 7.89214	 8.51029	 4.81712	 4.80074	 0.71237	 4.00196	12.40943	 0.00310	 2.92520	 2.72975	 0.39829	 0.00017	 0.53554	-1316.493248	-2863375.294325	230388.798157
3700	 7.98354	 8.63424	 4.91691	 4.73497	 0.74526	 4.05849	12.85798	 0.00367	 2.88321	 2.69056	 0.38343	 0.00019	 0.49425	-1317.235423	-2863396.370757	228925.525113
3710	 7.78468	 8.56853	 4.67807	 4.35558	 0.76824	 4.02811	12.65153	 0.00525	 2.90532	 2.67782	 0.39421	 0.00019	 0.53420	-1317.712788	-2863384.064998	227958.489468
3720	 8.21542	 8.64661	 4.73503	 4.21217	 0.87165	 4.08154	12.65182	 0.00351	 2.87908	 2.65364	 0.35315	 0.00019	 0.56466	-1316.977046	-2863349.537788	229395.445221
3730	 8.42554	 8.40994	 4.80294	 4.15402	 0.98067	 4.10153	12.71358	 0.00383	 2.76476	 2.64075	 0.32252	 0.00031	 0.60156	-1316.758182	-2863459.466509	229943.102840
3740	 8.55248	 8.36994	 4.81085	 4.34043	 0.96527	 4.14464	12.61696	 0.00367	 2.73401	 2.56006	 0.34082	 0.00031	 0.52159	-1317.470725	-2863428.996717	228487.547137
3750	 8.31663	 8.52698	 5.01014	 3.90798	 0.98559	 4.12300	12.53099	 0.00502	 2.89431	 2.57303	 0.32951	 0.00023	 0.56282	-1317.411794	-2863441.359629	228617.771886
3760	 8.55059	 8.41782	 4.85953	 3.92028	 1.01223	 4.08726	12.12313	 0.00721	 2.91665	 2.48652	 0.34923	 0.00016	 0.53862	-1317.234410	-2863414.068516	228945.248064
3770	 8.61546	 8.79580	 5.18484	 3.91186	 1.03730	 4.20824	12.38779	 0.00548	 2.83355	 2.41567	 0.30918	 0.00009	 0.53497	-1317.905862	-2863374.999129	227563.274395
3780	 8.92928	 8.57909	 5.03362	 3.64046	 1.17752	 4.20353	12.57159	 0.00822	 2.83587	 2.41765	 0.31792	 0.00010	 0.55038	-1316.886820	-2863362.881238	229589.241697
3790	 8.34236	 8.72995	 5.00993	 3.51548	 1.12773	 4.20474	12.50875	 0.00886	 2.83448	 2.41646	 0.30320	 0.00008	 0.61403	-1316.963610	-2863338.774203	229411.553318
3800	 7.90818	 8.84976	 4.95154	 3.78430	 1.18354	 4.16032	12.74584	 0.01223	 2.85658	 2.43530	 0.28350	 0.00008	 0.61882	-1317.462682	-2863342.418316	228417.055083
3810	 8.48322	 8.53914	 5.22147	 3.81159	 1.06700	 4.10331	12.11060	 0.01101	 2.89154	 2.46511	 0.35250	 0.00009	 0.62639	-1317.062105	-2863437.538330	229313.327787
3820	 8.70203	 8.87679	 5.57414	 3.40446	 1.08849	 4.26556	12.23144	 0.01086	 2.78155	 2.37135	 0.34020	 0.00014	 0.60257	-1316.944784	-2863405.564821	229515.996122
3830	 8.32383	 8.56004	 5.25955	 3.51824	 1.09171	 4.12637	12.35372	 0.01120	 2.87538	 2.45133	 0.32820	 0.00014	 0.62289	-1316.993814	-2863234.031915	229246.403883
3840	 8.45608	 8.73258	 5.20843	 3.63794	 1.11795	 4.12221	12.54053	 0.00967	 2.87380	 2.44999	 0.30622	 0.00009	 0.63270	-1316.978349	-2863295.489050	229338.791840
3850	 8.48144	 8.78635	 5.01923	 3.40329	 1.19251	 4.06270	12.09990	 0.00995	 2.97092	 2.48587	 0.32759	 0.00019	 0.59871	-1317.005827	-2863357.220725	229345.566494
3860	 8.56378	 8.54179	 4.91561	 3.45784	 1.09855	 4.06390	12.30497	 0.00500	 2.97254	 2.48722	 0.29310	 0.00020	 0.61709	-1316.894643	-2863271.907294	229482.621924
3870	 8.85871	 8.49759	 5.35057	 3.43417	 1.08409	 4.17852	12.48657	 0.00559	 2.89100	 2.41900	 0.31236	 0.00014	 0.64378	-1317.112390	-2863392.542704	229167.762919
3880	 8.32158	 8.49402	 5.04849	 3.72323	 1.01062	 4.08750	12.56616	 0.00445	 2.95537	 2.47286	 0.33437	 0.00011	 0.65811	-1316.361930	-2863366.207355	230642.347762
3890	 7.98568	 8.92861	 5.44820	 4.07781	 1.09103	 4.10203	12.70884	 0.00454	 2.94491	 2.46411	 0.30917	 0.00008	 0.58634	-1317.477156	-2863410.955008	228456.642313
3900	 8.04895	 8.56551	 5.02540	 4.03859	 1.04105	 3.94116	12.21046	 0.00279	 3.06511	 2.56468	 0.32169	 0.00012	 0.61027	-1316.781638	-2863325.146446	229761.870768
3910	 7.57645	 8.56728	 5.26496	 3.76685	 0.99436	 3.98732	12.36772	 0.00356	 3.02614	 2.53207	 0.30438	 0.00012	 0.60251	-1317.364202	-2863356.837980	228628.434971
3920	 7.94598	 8.74654	 5.31498	 3.84900	 1.03636	 4.16558	12.43908	 0.00180	 2.89682	 2.42387	 0.28334	 0.00017	 0.57677	-1317.484991	-2863361.969333	228391.986510
3930	 8.25469	 8.72135	 5.19721	 3.74682	 1.07785	 4.16824	12.71860	 0.00158	 3.12020	 2.47228	 0.33087	 0.00024	 0.60921	-1316.778177	-2863282.457924	229726.103402
3940	 8.03105	 8.78108	 5.11099	 3.86573	 1.05391	 4.08379	12.05236	 0.00187	 3.18766	 2.39295	 0.34077	 0.00023	 0.62238	-1316.482422	-2863501.603061	230536.759367
3950	 8.11555	 8.92187	 5.08529	 3.97178	 1.09293	 4.15558	12.19917	 0.00142	 3.13736	 2.35519	 0.35993	 0.00027	 0.61867	-1316.531403	-2863452.494806	230389.689592
3960	 7.64778	 8.78816	 5.07760	 3.45046	 0.93583	 4.09275	11.82212	 0.00197	 3.18509	 2.31619	 0.34638	 0.00028	 0.59489	-1316.529381	-2863509.124028	230450.362409
3970	 7.52899	 8.91573	 5.41283	 3.33909	 1.08965	 4.24958	12.32655	 0.00157	 3.07222	 2.15357	 0.41671	 0.00026	 0.57380	-1316.893367	-2863483.422861	229696.689284
3980	 7.75472	 8.43257	 5.26645	 3.25405	 0.95272	 4.20397	11.76298	 0.00146	 3.10725	 2.17814	 0.39952	 0.00021	 0.64574	-1315.907710	-2863444.303826	231628.883184
3990	 7.79494	 8.94909	 5.37461	 3.23323	 0.95538	 4.23833	11.93787	 0.00127	 3.08206	 2.19005	 0.43723	 0.00015	 0.64050	-1316.434798	-2863385.245327	230515.650283
4000	 7.25549	 8.85694	 5.21433	 3.14930	 1.00761	 4.19234	12.46159	 0.00252	 3.11413	 2.21284	 0.44177	 0.00014	 0.60185	-1316.749283	-2863405.172779	229906.606083
4010	 7.46527	 8.63200	 5.47083	 3.11130	 0.95309	 4.08274	12.14616	 0.00230	 3.19500	 2.27030	 0.43984	 0.00022	 0.61748	-1315.598061	-2863377.056587	232180.933897
4020	 8.10494	 8.82349	 5.59220	 3.15631	 0.98615	 4.17331	12.41561	 0.00240	 2.97833	 2.22103	 0.42442	 0.00014	 0.60408	-1317.572078	-2863392.272670	228248.117592
4030	 7.85130	 8.18595	 5.30669	 3.08586	 0.89017	 4.11397	12.37065	 0.00324	 2.93663	 2.25510	 0.43891	 0.00017	 0.61334	-1316.666399	-2863378.339301	230045.541454
4040	 7.82559	 8.51912	 5.20118	 3.06952	 0.94133	 4.16059	12.21949	 0.00385	 2.90373	 2.22983	 0.47471	 0.00017	 0.62401	-1316.228212	-2863256.735439	230800.311101
4050	 7.67274	 8.46404	 5.47950	 3.00954	 1.01422	 4.16855	12.32634	 0.00187	 3.14475	 2.22557	 0.52790	 0.00012	 0.62845	-1315.810157	-2863261.881051	231641.566706
4060	 7.48320	 8.61425	 5.41313	 3.05789	 1.06733	 4.30958	12.26885	 0.00131	 2.93199	 2.15274	 0.45520	 0.00010	 0.60788	-1316.730560	-2863248.902507	229787.783273
4070	 7.18611	 8.75932	 5.33532	 2.99190	 1.01174	 4.11501	11.97196	 0.00157	 3.06497	 2.25038	 0.44999	 0.00009	 0.63545	-1316.580091	-2863517.157062	230356.975121
4080	 7.59073	 8.92552	 5.35297	 3.08891	 1.21221	 4.08978	12.19175	 0.00085	 3.08354	 2.26401	 0.47409	 0.00008	 0.63930	-1316.527372	-2863377.781804	230323.038756
4090	 8.38247	 8.76648	 5.38060	 3.06350	 1.13557	 4.17513	12.16526	 0.00059	 2.95567	 2.21773	 0.39266	 0.00009	 0.59118	-1317.085349	-2863436.681687	229265.984196
4100	 8.51977	 8.53148	 5.32634	 3.33038	 1.18938	 4.16398	12.08905	 0.00060	 2.94372	 2.33895	 0.41729	 0.00007	 0.61024	-1316.474829	-2863356.967616	230407.309615
4110	 8.41042	 8.61466	 5.17069	 3.40158	 1.31022	 4.14682	12.06249	 0.00047	 2.95802	 2.35031	 0.38114	 0.00003	 0.66747	-1316.469714	-2863224.572075	230285.144070
4120	 8.25775	 8.05364	 5.13603	 3.50242	 1.38254	 3.99490	12.34809	 0.00044	 3.11769	 2.43916	 0.41546	 0.00002	 0.66217	-1316.144865	-2863352.834814	231063.104618
4130	 7.92542	 8.38309	 5.20476	 3.51758	 1.38104	 4.03720	12.11404	 0.00052	 3.08256	 2.41168	 0.43703	 0.00002	 0.65725	-1315.923366	-2863331.177961	231484.446955
