iteration	P_A cs	P_A nc	P_B cs	P_B nc	P_C cs	P_C nc	P_ANC cs	P_ANC nc	P_ROOT cs	P_ROOT nc	MB_A->B ms	MB_A->B nm	MB_B->A ms	MB_B->A nm	MB_A->C ms	MB_A->C nm	MB_C->A ms	MB_C->A nm	MB_B->C ms	MB_B->C nm	MB_C->B ms	MB_C->B nm	
4870	2.45628866937680800930365876411087811	3131	6.14585417524820432078058729530312121	6554	3.41445033956482379977614982635714114	5444	1.78604627458993858724056735809426755	4421	1.83287612410818545605195595271652564	2450	2.37447768352939370117837825091555715	0	1.44113976462497017649866393185220659	4848	1.64740196047418452351962514512706548	2975	1.44113976462497017649866393185220659	1026	1.64740196047418452351962514512706548	0	2.37447768352939458935679795104078948	1402	
4880	2.26468435882612384446588293940294534	3181	5.87065829979551878636812034528702497	6658	3.45361644866674311060705804266035557	5370	1.80290951520681086428510297992033884	4147	1.89749462503394572543413687526481226	2644	2.29252591118115178758785077661741525	0	1.36017958336529010132665007404284552	4871	1.63501712346095140482304941542679444	2928	1.36017958336529010132665007404284552	986	1.63501712346095140482304941542679444	0	2.29252591118115178758785077661741525	1388	
4890	2.28425387351453146322910470189526677	3217	5.79600473686947914586653496371582150	6564	3.36369256733207100396043642831500620	5305	1.82895737116013701317740469676209614	4241	1.93875909608964325236968306853668764	2673	2.26686845468381781287803278246428818	3	1.36800668159076854735189954226370901	4847	1.60995230941596334517385002982337028	2965	1.36800668159076854735189954226370901	911	1.60995230941596334517385002982337028	0	2.26686845468381781287803278246428818	1400	
4900	2.24684416044184986915865920309443027	3151	5.84346207238361969871220935601741076	6399	3.46693189397098056048207581625320017	5472	1.82927855317407228596948698395863175	4204	1.94817200688159553045863958686823025	2774	2.25572103628367681693589474889449775	2	1.34221215433338070255331331281922758	4785	1.61282102676123706430644233478233218	2925	1.34221215433338070255331331281922758	982	1.61282102676123706430644233478233218	0	2.25572103628367681693589474889449775	1530	
4910	2.20091373002710932738068549952004105	3170	5.94496590173767991416298173135146499	6549	3.36990254163941793663639145961496979	5419	1.94584407589681207539911156345624477	4086	1.97368780374986729775343974324641749	2776	2.29023853119867926153574444469995797	0	1.33131334264422496183044586359756067	4825	1.59992372638242108529027518670773134	2859	1.33131334264422496183044586359756067	987	1.59992372638242108529027518670773134	0	2.29023853119867926153574444469995797	1358	
4920	2.33355567335366886894121307705063373	3130	5.81053393711888244155261418200097978	6603	3.46531879507218398828172212233766913	5514	1.86816551642501704755261471291305497	3971	2.00629130516195397504475295136217028	2782	2.30366259895572556004594844125676900	2	1.39554457663625197660905996599467471	4819	1.67023006187963241053751062281662598	2880	1.39554457663625197660905996599467471	1033	1.67023006187963241053751062281662598	0	2.30366259895572556004594844125676900	1406	
4930	2.23482347990985985575207450892776251	3126	5.94357504236371614325662449118681252	6559	3.49476934267147765211802834528498352	5589	1.90153476237075946819743421656312421	3918	2.07240849673513638506960887752939016	2808	2.32078550154558671536619840480852872	2	1.35389667083605758080011582933366299	4764	1.66966049910704428249630382197210565	2747	1.35389667083605758080011582933366299	1003	1.66966049910704428249630382197210565	0	2.32078550154558671536619840480852872	1402	
4940	2.27836773299679284932039990962948650	3096	5.60792545945736886636723284027539194	6655	3.45801259761179347052006960439030081	5483	1.90344273969465915818943813064834103	3788	2.28095922776639525864084134809672832	2978	2.23447737379223498876967823889572173	1	1.35537114831076577203816668770741671	4808	1.63446424009754864847820954310009256	2729	1.35537114831076577203816668770741671	919	1.63446424009754864847820954310009256	0	2.23447737379223498876967823889572173	1428	
4950	2.25328275023013535616200897493399680	3103	5.76220587204055334495933493599295616	6558	3.48683760479285398403703766234684736	5566	1.93191284747620040107562999764923006	3771	2.18510610989223641453804702905472368	3002	2.26257444231491522401711335987783968	4	1.34685424424480149063754197413800284	4715	1.64413238821637675002307332761120051	2666	1.34685424424480149063754197413800284	947	1.64413238821637675002307332761120051	0	2.26257444231491522401711335987783968	1421	
4960	2.27127926620856124273473142238799483	3109	5.72389150296151782981723954435437918	6507	3.43891438354460676762869297817815095	5525	2.00914066937517032940263561613392085	3797	2.39235068094190728160697290149983019	3062	2.25253519095801779670296127733308822	0	1.35768196261070461794417951750801876	4742	1.63284328937609002352360221266280860	2734	1.35768196261070461794417951750801876	972	1.63284328937609002352360221266280860	0	2.25253519095801779670296127733308822	1415	
4970	2.25209058162253628054827458981890231	3021	5.80944859642748578920645741163752973	6636	3.58409001518909020589376268617343158	5532	1.96649339834734071530419896589592099	3802	2.34834798865535798739756501163356006	3009	2.28213448860566892051338072633370757	4	1.36017844641161977925492010399466380	4783	1.67332377870182846812951993342721835	2661	1.36017844641161977925492010399466380	970	1.67332377870182846812951993342721835	0	2.28213448860566892051338072633370757	1376	
4980	2.21700991309922024186107591958716512	3071	5.86144834813681736562784863053821027	6466	3.58079001444182942748284403933212161	5570	1.97056022979052780641495701274834573	3830	2.37452684936242608415568611235357821	3063	2.28121692929383579340196774865034968	1	1.33739362172498976732981645909603685	4693	1.66885795025488881115904860052978620	2688	1.33739362172498976732981645909603685	1079	1.66885795025488881115904860052978620	0	2.28121692929383579340196774865034968	1348	
4990	2.19980811027254130607389015494845808	3033	5.70266646215481554094139937660656869	6468	3.62735879492249857491970033152028918	5666	1.85435563827777838419308409356744960	3718	2.28355166967425482482667575823143125	3115	2.24327883810834727285055123502388597	0	1.31151432589094252278982821735553443	4672	1.66802431011982044140040670754387975	2564	1.31151432589094252278982821735553443	1028	1.66802431011982044140040670754387975	0	2.24327883810834727285055123502388597	1415	
5000	2.15068738889846544637407532718498260	2918	5.62556006770307259756691564689390361	6514	3.42677472427157159273747311090119183	5636	1.93966697527694931224573338113259524	3886	2.36707704604064073095059939078055322	3046	2.19643305073183725539820443373173475	1	1.30637423078714887125784116506110877	4637	1.60363250147656399846596286806743592	2457	1.30637423078714887125784116506110877	960	1.60363250147656399846596286806743592	0	2.19643305073183725539820443373173475	1306	
5010	2.25100314826791647604409263294655830	2985	5.72655380415319115172678721137344837	6465	3.37539378289221048135004821233451366	5471	2.09478613306022509732429170981049538	3916	2.31813658196548866285979784152004868	3163	2.22592252244508603808981206384487450	1	1.33178369125556761431994345912244171	4713	1.59785447518618672901880017889197916	2545	1.33178369125556761431994345912244171	891	1.59785447518618672901880017889197916	0	2.22592252244508603808981206384487450	1318	
5020	2.12515134345469736132372418069280684	3121	5.69338807770040400413336101337336004	6430	3.50180964903707581115099856106098741	5475	2.01118724667385295745702933345455676	3701	2.40695644200592351324985429528169334	3273	2.21716961095611875265376511379145086	0	1.30074958609810953369390063016908243	4625	1.61965109893898295823078115063253790	2596	1.30074958609810953369390063016908243	974	1.61965109893898295823078115063253790	0	2.21716961095611875265376511379145086	1333	
5030	2.14981684539959827517918711237143725	3094	5.85454205875610789178153936518356204	6452	3.57934385974854496481611931812949479	5399	1.90331844423579421565762004320276901	3909	2.30432441576830537854903013794682920	3146	2.24915753595378653528769063996151090	1	1.30749983165621408431888994527980685	4647	1.64423022597490398055697369272820652	2522	1.30749983165621408431888994527980685	915	1.64423022597490398055697369272820652	0	2.24915753595378653528769063996151090	1247	
5040	2.19672115638980081087083817692473531	2912	5.96230640629119168494298719451762736	6465	3.71616750777940785255282207799609751	5377	2.04951885765208885459287557750940323	3961	2.46009935269692947557018669613171369	3285	2.26346747575892015547083246929105371	2	1.31053216604053424099163294158643112	4729	1.66843963896147751135856651671929285	2630	1.31053216604053424099163294158643112	1043	1.66843963896147751135856651671929285	0	2.26346747575892015547083246929105371	1246	
5050	2.13949316494773134067486353160347790	2927	5.81268802383937988054185552755370736	6379	3.56649913500936710519795269647147506	5390	1.95678228987894908819100692198844627	4016	2.44880193513679556005513404670637101	3288	2.19319431456262092794418094854336232	1	1.27129212364019550385307866235962138	4622	1.60095042432056566816811482567572966	2410	1.27129212364019550385307866235962138	916	1.60095042432056566816811482567572966	0	2.19319431456262092794418094854336232	1182	
5060	2.10063671371756166550426314643118531	2890	5.79522176788752219067646365147083998	6553	3.66994659403929412988532021699938923	5385	1.97748061520723861228532314271433279	3848	2.48613088571016183081496819795574993	3324	2.20711597028705286405170227226335555	0	1.26574935903986030005796692421426997	4692	1.63067985774290447054113428748678416	2418	1.26574935903986030005796692421426997	943	1.63067985774290447054113428748678416	0	2.20711597028705286405170227226335555	1191	
5070	2.15473476717442169459104661655146629	2941	5.59372306326578261348458909196779132	6403	3.62929565378902729833043849794194102	5469	1.96470403254686942773332702927291393	3840	2.55926003101557597574355895631015301	3347	2.15889320700382514317539062176365405	0	1.28068743109484395326091998867923394	4619	1.61984497052828890772957493027206510	2463	1.28068743109484395326091998867923394	960	1.61984497052828890772957493027206510	0	2.15889320700382514317539062176365405	1308	
5080	2.13007781430571085934388975147157907	2948	5.61791626466312088439281069440767169	6184	3.72714928750067509000132304208818823	5525	2.05987810272938443034718147828243673	3852	2.68676173306275645202845225867349654	3491	2.14178037434160950525097177887801081	0	1.26016747973371656676988550316309556	4475	1.60914665712731719260375484736869112	2376	1.26016747973371656676988550316309556	1035	1.60914665712731719260375484736869112	0	2.14178037434160950525097177887801081	1256	
5090	2.08470588172801152282431758067104965	2928	5.66749479341596718029450130416080356	6128	3.89362210458684687708341698453295976	5495	2.07493452652533472146956228243652731	3839	2.70120996073325914110796475142706186	3610	2.15863553152930931489095200959127396	2	1.24799923544211877057819037872832268	4512	1.65241602419331568007976329681696370	2381	1.24799923544211877057819037872832268	1064	1.65241602419331568007976329681696370	0	2.15863553152930931489095200959127396	1256	
5100	2.06549932574359207393399628926999867	2902	5.81722121496549071650861151283606887	6167	3.97903063813397839254548671306110919	5467	2.10318391320472830585686097037978470	3818	2.99663299261220927860449592117220163	3646	2.18569460229515044602521811611950397	1	1.24609942279771312989566922624362633	4510	1.67247173634121981677935764309950173	2390	1.24609942279771312989566922624362633	1127	1.67247173634121981677935764309950173	0	2.18569460229515044602521811611950397	1203	
5110	2.00350872327576379205993362120352685	2936	5.82732259415071407460118280141614377	6044	3.83975850367993354339546385745052248	5397	2.25077903279402136149656143970787525	3837	2.98473232335260973968615871854126453	3786	2.15883986870164834570573475502897054	0	1.21138835898070262864223423093790188	4475	1.61245919686979699569917556800646707	2448	1.21138835898070262864223423093790188	1159	1.61245919686979699569917556800646707	0	2.15883986870164834570573475502897054	1152	
5120	2.07909823434824891918992761929985136	2978	5.86991420266464025701225182274356484	6130	3.82025643978586959548238155548460782	5248	2.06118337606478041479363128019031137	3949	3.03209594941440485627026646398007870	3695	2.18320748591187818732350933714769781	0	1.23911953085280979180993199406657368	4508	1.62413472275789927401490331249078736	2458	1.23911953085280979180993199406657368	1076	1.62413472275789882992569346242817119	0	2.18320748591187818732350933714769781	1100	
5130	2.08479582661461382286915977601893246	2868	6.05395499094448918953048632829450071	6161	3.78036865775536545797308463079389185	5178	2.17556304951914025735959512530826032	4093	3.04292423975079451281544606899842620	3700	2.21364020406325545664572018722537905	0	1.23752308980897729462355982832377777	4532	1.61730784038558028647969422308960930	2423	1.23752308980897729462355982832377777	1091	1.61730784038558028647969422308960930	0	2.21364020406325545664572018722537905	993	
5140	2.02438022354489666199128805601503700	2929	5.95068259271054156300806425861082971	5921	3.59799483155913302212525195500347763	5236	2.20243538492979240572822163812816143	4141	3.01055759264574307465522906568367034	3773	2.15437710199648835285302084230352193	0	1.20022563960382977477081567485583946	4476	1.55882967367040259354382669698679820	2427	1.20022563960382977477081567485583946	1068	1.55882967367040259354382669698679820	0	2.15437710199648835285302084230352193	1011	
5150	2.01087720115616974680960993282496929	2934	5.86436263838236371270795643795281649	5920	3.73839207224926761696792709699366242	5356	2.21452798505159176301049228641204536	3927	3.22501413080453502857380954083055258	3863	2.13863963666066503321872005471959710	0	1.20195944741774507491527401725761592	4413	1.58142072300345071234062288567656651	2327	1.20195944741774507491527401725761592	1107	1.58142072300345071234062288567656651	0	2.13863963666066503321872005471959710	1050	
5160	1.94547159294840543708460245397873223	2881	6.05980318691981878487240464892238379	5838	3.79380988380943673377032610005699098	5299	2.30681963909422682590388831158634275	3997	3.29976506948244585615270807466004044	3985	2.16457154664635753604784440540242940	1	1.16765455629807579640555559308268130	4486	1.58640737312195412300752650480717421	2291	1.16765455629807579640555559308268130	1108	1.58640737312195456709673635486979038	0	2.16457154664635753604784440540242940	1032	
5170	1.97311622495893579376513571332907304	2866	5.73848597104880031594120737281627953	5979	3.64526690452781254592196091834921390	5256	2.19766112417841785742211868637241423	3890	3.34384143748723960953839196008630097	4009	2.09635546850618670333687987294979393	0	1.17630452209338964841833785612834617	4488	1.54443588065151971022714860737323761	2381	1.17630452209338964841833785612834617	1100	1.54443588065152015431635845743585378	0	2.09635546850618670333687987294979393	1057	
5180	1.88308678058801803878452574281254783	2862	5.61771691265180095342657295987010002	6042	3.64838242971665716041229643451515585	5257	2.19754536290906798967625945806503296	3777	3.39911848735525223830222785181831568	4062	2.05032613246671724382963475363794714	0	1.14086029728624871459885525837307796	4482	1.53622502773617330973365824320353568	2302	1.14086029728624871459885525837307796	1012	1.53622502773617375382286809326615185	0	2.05032613246671724382963475363794714	1062	
5190	1.96249120956374634161534231679979712	2795	5.86494242396480025547589320922270417	5953	3.47921303659221381465727063186932355	5184	2.26891538683938343012869154335930943	3891	3.51668305490576837968319523497484624	4177	2.09636565665071916697570486576296389	0	1.16405079747000295142811410187277943	4545	1.50348165305889991394394655799260363	2304	1.16405079747000295142811410187277943	1010	1.50348165305890035803315640805521980	0	2.09636565665071916697570486576296389	987	
5200	1.88642823534113657224509097432019189	2831	6.00242767334347959717888443265110254	5940	3.58608451552973983567085269896779209	5179	2.19443729389447694799741839233320206	3888	3.50534875636560583345158192969392985	4162	2.13242214177926570073395851068198681	0	1.14757066893234060955819586524739861	4572	1.53559361033876928814834172953851521	2316	1.14757066893234060955819586524739861	1045	1.53559361033876928814834172953851521	0	2.13242214177926570073395851068198681	999	
5210	1.90778743386344684651589886925648898	2990	5.96876383035978186342163098743185401	5755	3.58568456759069453809729566273745149	5113	2.27074894327471499266835053276736289	3703	3.79241105314738780052152833377476782	4439	2.11617499575862266780745812866371125	0	1.14833077636838543078567909105913714	4426	1.52606076395834122649830533191561699	2258	1.14833077636838543078567909105913714	984	1.52606076395834122649830533191561699	0	2.11617499575862266780745812866371125	1017	
5220	1.95219229337418376246660045580938458	2901	5.82614080427783864735147290048189461	6105	3.51749032942678052648943776148371398	5011	2.27497294973135932849572782288305461	3692	3.64834355979176283568676808499731123	4291	2.10497166898295562376119960390496999	0	1.16584607634656789443283742002677172	4508	1.52385318813501613455230199178913608	2283	1.16584607634656789443283742002677172	947	1.52385318813501613455230199178913608	0	2.10497166898295562376119960390496999	891	
5230	1.92956715282124791066564739594468847	2880	5.90654527791667760538985021412372589	6024	3.47336071865274353953623176494147629	5034	2.27377392176596027084656270744744688	3712	3.74322055274837550697952792688738555	4350	2.10466605455071453789628321828786284	0	1.15153609828867486974957046186318621	4573	1.51093722340247538227231416385620832	2290	1.15153609828867486974957046186318621	957	1.51093722340247538227231416385620832	0	2.10466605455071453789628321828786284	913	
5240	1.99220774646198517388029358698986471	2788	6.06900890567885653581470251083374023	6006	3.34844982564254811663317923375871032	5058	2.34307260773469971937288391927722842	3834	3.85644094504800882816653029294684529	4314	2.13377359224394558268045329896267503	0	1.17428550069451986814783595036715269	4624	1.48813871918675943994969657069304958	2318	1.17428550069451986814783595036715269	991	1.48813871918675943994969657069304958	0	2.13377359224394558268045329896267503	896	
5250	2.00518902250113661978048185119405389	2918	5.91482701651035114309706841595470905	5919	3.56468078590681614059576531872153282	5055	2.23719489872915122674612575792707503	3769	3.79988841170151037118785097845830023	4339	2.12197302438162438420476973988115788	0	1.18574638879685645420636319613549858	4407	1.53338401183883643597027912619523704	2333	1.18574638879685645420636319613549858	1032	1.53338401183883643597027912619523704	0	2.12197302438162438420476973988115788	912	
5260	1.95970315619553914210371203807881102	2821	5.64399709928004611469987139571458101	5989	3.43144737172066616182064535678364336	5114	2.26587192272982163032679636671673506	3667	3.84028745833679874266408660332672298	4409	2.05198088617921747811578825348988175	0	1.16349471082949285083429913356667385	4389	1.49176593989676375962005749897798523	2148	1.16349471082949285083429913356667385	942	1.49176593989676375962005749897798523	0	2.05198088617921747811578825348988175	866	
5270	1.89939745693308958962575161422137171	2920	5.53773193488528914230073496582917869	5844	3.48090502651319422255937752197496593	5103	2.22717228870474048818550727446563542	3597	3.97863562393666603256292546575423330	4536	1.99437304435034401528525904723210260	0	1.12017753675353359810173969890456647	4344	1.48084632139095528913230737089179456	2132	1.12017753675353359810173969890456647	953	1.48084632139095528913230737089179456	0	1.99437304435034401528525904723210260	884	
5280	1.98591898777305408962945421080803499	2751	5.65781049043255901409565922222100198	5824	3.54524799638338006246840450330637395	4982	2.42233973896157328553613297117408365	3670	3.98161709652003770187889131193514913	4773	2.02424690717835353837017464684322476	0	1.15409561691391870930090135516365990	4389	1.49222157147998579773684468818828464	2204	1.15409561691391870930090135516365990	993	1.49222157147998579773684468818828464	0	2.02424690717835353837017464684322476	890	
5290	1.93346567181260731160818977514281869	2736	5.58862189378265128425482544116675854	5832	3.51397026138189705335435064625926316	5125	2.33852341577435707264953634876292199	3622	3.99793789336457505712019155907910317	4685	2.00486714775242313990588627348188311	0	1.13214997000405781513165948126697913	4388	1.48414359121294170407168167002964765	2082	1.13214997000405781513165948126697913	992	1.48414359121294170407168167002964765	0	2.00486714775242313990588627348188311	859	
5300	1.94132883479789675185145370051031932	2756	5.85568122041129868193820584565401077	5751	3.55123065193419362728377564053516835	5029	2.38361418623393195304061009665019810	3821	4.00953871284026330812366722966544330	4643	2.04977999164905710927087056916207075	0	1.13544905539048568421378604398341849	4433	1.48664272196235391909624468098627403	2143	1.13544905539048568421378604398341849	997	1.48664272196235391909624468098627403	0	2.04977999164905710927087056916207075	835	
5310	1.84760541269256517438179798773489892	2740	5.68419918557319370222558063687756658	5824	3.64539322325201320396104165411088616	5042	2.31233010125508942067540374409873039	3614	4.06909539151523436117940946132875979	4780	2.01144341118561076342530213878490031	0	1.09807373619564763167488763428991660	4364	1.49597485676003305599124360014684498	2020	1.09807373619564763167488763428991660	1041	1.49597485676003305599124360014684498	0	2.01144341118561076342530213878490031	787	
5320	1.82946714981919011933086949284188449	2737	5.64479214401371720555289357434958220	5733	3.52843237478743887436394288670271635	5143	2.37723902869364644985239465313497931	3691	4.01934887580410560303789679892361164	4696	2.00186461618824163011254313460085541	0	1.09422738423109766614516047411598265	4336	1.47543733741561489125615480588749051	1956	1.09422738423109766614516047411598265	965	1.47543733741561489125615480588749051	0	2.00186461618824163011254313460085541	795	
5330	1.82190887234773257752351582894334570	2830	5.56908095518650725352927111089229584	5619	3.64371950604245187221863488957751542	4966	2.48196989505064680159307499707210809	3537	4.24219713989224178618542282492853701	5048	1.96534896765466360335494755418039858	0	1.08046931394364409406705362926004454	4299	1.47115416678088783974942543864017352	1972	1.08046931394364409406705362926004454	924	1.47115416678088783974942543864017352	0	1.96534896765466360335494755418039858	831	
5340	1.82398984959395327187792190670734271	2688	5.60325723763553718015373306116089225	5653	3.63159593279071346572095535520929843	4972	2.52832272071717012451586015231441706	3441	4.37283451968039038604274537647143006	5246	1.95142890119005762983306340174749494	0	1.07134334085737670250182418385520577	4354	1.45706749504145327556159372761612758	1892	1.07134334085737670250182418385520577	918	1.45706749504145327556159372761612758	0	1.95142890119005762983306340174749494	827	
5350	1.88852080588953197270996042789192870	2747	5.55737743812246165475698944646865129	5731	3.70013201496675536716907117806840688	4899	2.47532016466511040064801818516571075	3306	4.51649459305857625679436750942841172	5317	1.95741300424155495463196530181448907	0	1.09968214558222920906871422630501911	4227	1.48412414029560979500388384622056037	1897	1.09968214558222920906871422630501911	915	1.48412414029560979500388384622056037	0	1.95741300424155495463196530181448907	808	
5360	1.84134620867555343082244689867366105	2705	5.63671304383338789278923286474309862	5658	3.65821762425842234023320997948758304	4939	2.49243476838855215760304417926818132	3445	4.69998195060537327094607462640851736	5253	1.98052250916895644650139729492366314	0	1.09780157053579308090718313906108961	4245	1.48007235801165859534478386194678023	1858	1.09780157053579308090718313906108961	892	1.48007235801165859534478386194678023	0	1.98052250916895644650139729492366314	772	
5370	1.82362416688374340267841944296378642	2723	5.48239413485567084194372000638395548	5722	3.50462380866737976958802391891367733	4852	2.39515424519317132734386177617125213	3479	4.66854976251815489973751027719117701	5224	1.90875630901233406255812496965518221	0	1.06227932903271615749929424055153504	4330	1.41923616657055484679972323647234589	1932	1.06227932903271615749929424055153504	870	1.41923616657055506884432816150365397	0	1.90875630901233406255812496965518221	778	
5380	1.82619156626346357263912523194449022	2653	5.59063497059991210136331574176438153	5657	3.71958397166954801704719102417584509	4844	2.58119974425654064020818623248487711	3371	4.90331635615943817185780062573030591	5475	1.95533398802131852534103018115274608	0	1.08014051654874387864424534200225025	4257	1.48024040073829810104655280156293884	1775	1.08014051654874387864424534200225025	853	1.48024040073829810104655280156293884	0	1.95533398802131852534103018115274608	708	
5390	1.84588225614758516535118815227178857	2685	5.55879413865137816941341952770017087	5418	3.69504693072616419158293865621089935	4729	2.60454916578741491051118828181643039	3499	4.72041215718813766955008759396150708	5669	1.91616133900798324418701668037101626	0	1.07105971115667530924042694095987827	4133	1.44691375198516225530909196095308289	1819	1.07105971115667530924042694095987827	870	1.44691375198516225530909196095308289	0	1.91616133900798324418701668037101626	690	
5400	1.78911007319559600681202482519438490	2622	5.42104127926817724869579251389950514	5447	3.77264401175374608499168971320614219	4910	2.49571212333358172230646232492290437	3309	4.87682944661668926755737629719078541	5712	1.89083997819937099649223455344326794	0	1.04762632409367539843003669375320897	3983	1.45834801028010163648218622256536037	1675	1.04762632409367539843003669375320897	1029	1.45834801028010163648218622256536037	0	1.89083997819937099649223455344326794	618	
5410	1.86412581311873815081980865215882659	2701	5.41838896162309779924726171884685755	5569	3.80124330226078432914960103516932577	4810	2.59022233371250809597086117719300091	3222	4.90071864510750554444484805571846664	5698	1.91435477567448963931440175656462088	1	1.08716156867415247866404115484328941	4063	1.48435294791223837407301289204042405	1797	1.08716156867415247866404115484328941	991	1.48435294791223837407301289204042405	0	1.91435477567448963931440175656462088	594	
5420	1.90790269295629322243712522322311997	2590	5.24383688678593262721960854833014309	5573	3.83856392352812969548381261120084673	4807	2.67886935817809712645498620986472815	3104	5.05884270448084016891243663849309087	5926	1.86704568356210343083034786104690284	0	1.08354733344521725335596329387044534	4054	1.46446364006274443170241283951327205	1772	1.08354733344521725335596329387044534	986	1.46446364006274443170241283951327205	0	1.86704568356210343083034786104690284	671	
5430	1.87568526850645467263234422716777772	2657	5.29426212771307369564510736381635070	5545	3.75452114011749715771770752326119691	4720	2.53992836994460313704280451929662377	3291	4.91937151983679221700640482595190406	5787	1.85714532177782487565309565979987383	0	1.06881979555381012580994593008654192	4064	1.43744108788791469244472409627633169	1797	1.06881979555381012580994593008654192	950	1.43744108788791469244472409627633169	0	1.85714532177782487565309565979987383	667	
5440	1.83245637599935662365169264376163483	2622	5.23367478518785045338290728977881372	5393	3.95571169744940176471459380991291255	4787	2.52089832100023336636240856023505330	3396	5.19298480526818373448350030230358243	5802	1.85230415201887876897046680824132636	0	1.05816419746441403582082330103730783	3955	1.47941843209807344372563875367632136	1777	1.05816419746441403582082330103730783	1109	1.47941843209807344372563875367632136	0	1.85230415201887876897046680824132636	625	
5450	1.88371940780139035531703939341241494	2708	5.38063887514450467364213182008825243	5451	3.87845878687117950889273743086960167	4767	2.58652819901349584341687659616582096	3278	5.09177351532667454847569388221018016	5796	1.89840118302429461394353893410880119	0	1.08438610212056807391434176679467782	3966	1.48266989886874478443701264041010290	1702	1.08438610212056807391434176679467782	955	1.48266989886874478443701264041010290	0	1.89840118302429461394353893410880119	612	
5460	1.84650200806657194263493693142663687	2775	5.25083663238545828022552086622454226	5556	3.76832801225859403970730454602744430	4799	2.51223199320101198139809639542363584	3189	5.08388916130053836184288229560479522	5681	1.87190006589158408623063678533071652	0	1.07534558383845335605144555302103981	3902	1.46541216390579975836772064212709665	1665	1.07534558383845335605144555302103981	907	1.46541216390579975836772064212709665	0	1.87190006589158408623063678533071652	594	
5470	1.89943329812634176256835871754446998	2649	5.29367918954981586665553550119511783	5450	3.68636021346046760527315200306475163	4752	2.63036448199716099694001059106085449	3395	4.94462137061801509929637177265249193	5754	1.85432122416714162405071419925661758	0	1.07989855767266673680637723009567708	3954	1.43247493878885556739533058134838939	1672	1.07989855767266673680637723009567708	927	1.43247493878885556739533058134838939	0	1.85432122416714162405071419925661758	555	
5480	1.80080143399342440524435460247332230	2696	5.18498395127893996203738424810580909	5444	3.65558253100422936299196408072020859	4685	2.65327908791727873349941546621266752	3279	5.15579024555407361418701839284040034	5896	1.81230800467095232164638218819163740	0	1.03872564356400864937768346862867475	3895	1.39867777234524193197273689293069765	1698	1.03872564356400864937768346862867475	922	1.39867777234524193197273689293069765	0	1.81230800467095232164638218819163740	559	
5490	1.85631898730686439868975412537110969	2570	5.17267314465297189940429234411567450	5517	3.70811633301975662746485795651096851	4640	2.64503990131967636756371575756929815	3272	5.32764403698453037350191152654588223	6001	1.80393077642409749294927223672857508	0	1.04921488105236071497472494229441509	4058	1.40517931476637802923335129889892414	1693	1.04921488105236071497472494229441509	889	1.40517931476637802923335129889892414	0	1.80393077642409749294927223672857508	585	
5500	1.89739512471668825277504311088705435	2590	5.12992230929920367543672909960150719	5341	3.51881532704987742832258845737669617	4716	2.73039022645634288366522923752199858	3321	5.50665335287609547521014974336139858	6032	1.78545408029872731958676013164222240	0	1.05994633951713956854234766069566831	3928	1.36504373703922388116893671394791454	1643	1.05994633951713956854234766069566831	854	1.36504373703922388116893671394791454	0	1.78545408029872731958676013164222240	575	
5510	1.94601162583233877612087781017180532	2646	5.14361212365922693123820863547734916	5289	3.55364947248522522471603224403224885	4730	2.84691921702550976291945517004933208	3317	5.46957250286940421801773482002317905	6018	1.81269051015773197121916382457129657	0	1.08987425815880611956742995971580967	3895	1.39618612776499118055539838678669184	1589	1.08987425815880611956742995971580967	719	1.39618612776499118055539838678669184	0	1.81269051015773197121916382457129657	615	
5520	1.91477556548406990799549021176062524	2753	5.01537140697722172433259402168914676	5252	3.45783860428757172655878093792125583	4769	2.73951827792179880560752280871383846	3223	5.39025779481499878187378271832130849	6003	1.77358210003780669694606331177055836	0	1.07249454437843061427315660694148391	3725	1.36542269568516894118204163532936946	1658	1.07249454437843061427315660694148391	802	1.36542269568516894118204163532936946	0	1.77358210003780669694606331177055836	582	
5530	2.03874445946934290674334988580085337	2686	5.08024789539741039590126092662103474	5321	3.47317532974170806170377545640803874	4600	2.92667715248482807055552257224917412	3193	5.39835510025027609515291260322555900	6200	1.79643595950723478082977635494899005	0	1.11279360645306013566369074396789074	3778	1.37650836985355851105339297646423802	1697	1.11279360645306013566369074396789074	811	1.37650836985355851105339297646423802	0	1.79643595950723478082977635494899005	501	
5540	1.98314670884877219947384219267405570	2772	4.91294212739784441623669408727437258	5243	3.54868439253019607448891292733605951	4642	2.75485279833618124101235480338800699	3120	5.51886267382363993050375938764773309	6223	1.76478384983725100632057092298055068	0	1.09944036334559624989992698829155415	3627	1.38711251198624929692471141606802121	1657	1.09944036334559624989992698829155415	808	1.38711251198624929692471141606802121	0	1.76478384983725100632057092298055068	547	
5550	1.94401076431838992775169572269078344	2795	4.83546305224664862976169388275593519	5115	3.25742961256395213709424751868937165	4657	2.72723358914780789064025157131254673	3322	5.53744929980302735827990545658394694	6111	1.71430645958366456582666614849586040	1	1.07189922749941368707027322670910507	3621	1.30780937431983135255109118588734418	1652	1.07189922749941368707027322670910507	748	1.30780937431983135255109118588734418	0	1.71430645958366456582666614849586040	554	
