iteration	C_ANC cs	C_ANC nc	C_ANC_A cs	C_ANC_A nc	C_ANC_B cs	C_ANC_B nc	C_ANC_A->B ms	C_ANC_A->B nm	C_ANC_B->A ms	C_ANC_B->A nm	C_ROOT cs	C_ROOT nc	C_ROOT_A cs	C_ROOT_A nc	C_ROOT_B cs	C_ROOT_B nc	C_ROOT_C cs	C_ROOT_C nc	C_ROOT_A->B ms	C_ROOT_A->B nm	C_ROOT_B->A ms	C_ROOT_B->A nm	C_ROOT_A->C ms	C_ROOT_A->C nm	C_ROOT_C->A ms	C_ROOT_C->A nm	C_ROOT_B->C ms	C_ROOT_B->C nm	C_ROOT_C->B ms	C_ROOT_C->B nm	
5460	2.51223199320057588579402363393455744	3189	1.84650200806650288676280524668982252	2775	5.25083663238628606251268138294108212	5556	2.94724564972983538169160055986139923	5403	0.00000000000000000000000000000000000	0	11.87976117507384721250218717614188790	9706	1.84650200806650288676280524668982252	2775	5.25083663238628606251268138294108212	5556	3.11058693731749036359701676701661199	3963	8.82531562727085550079664244549348950	14136	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5470	2.63036448199664629754579436848871410	3395	1.89943329812630223862868206197163090	2649	5.29367918955061966812536411453038454	5450	2.93421978183949283547349295986350626	5436	0.00000000000000000000000000000000000	0	11.86125067338639027525459823664277792	9972	1.89943329812630223862868206197163090	2649	5.29367918955061966812536411453038454	5450	3.05087711628286584186753316316753626	3929	8.73338944125630689541139872744679451	14216	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5480	2.65327908791675692867784164263866842	3279	1.80080143399336845000391349458368495	2696	5.18498395127967270923363685142248869	5444	2.85103364823467231303766311611980200	5376	0.00000000000000000000000000000000000	0	12.14188556039980859679872082779183984	10001	1.80080143399336845000391349458368495	2696	5.18498395127967270923363685142248869	5444	2.98836676397619882550316106062382460	3859	8.49942284115948076816948741907253861	14148	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5490	2.64503990131916877359685713599901646	3272	1.85631898730678335240895648894365877	2570	5.17267314465393734934650638024322689	5517	2.85314565747618509305993939051404595	5532	0.00000000000000000000000000000000000	0	12.38737486231914353140837192768231034	10087	1.85631898730678335240895648894365877	2570	5.17267314465393734934650638024322689	5517	3.02237663548742663266466479399241507	3826	8.51664994448523948733509314479306340	14450	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5500	2.73039022645631135333132988307625055	3321	1.89739512471668203552610521001042798	2590	5.12992230929921788629144430160522461	5341	2.84540041981586266928161421674303710	5357	0.00000000000000000000000000000000000	0	12.53486906152226154631534882355481386	10188	1.89739512471668203552610521001042798	2590	5.12992230929921788629144430160522461	5341	2.89076651460426203854581217456143349	3881	8.42088831371042978446439519757404923	14000	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5510	2.84691921702520733816754727740772069	3317	1.94601162583232900615826110879424959	2646	5.14361212365914877153727502445690334	5289	2.90256476831657250770035716413985938	5229	0.00000000000000000000000000000000000	0	12.66169588934340417551993596134707332	10186	1.94601162583232900615826110879424959	2646	5.14361212365914877153727502445690334	5289	2.93267207895490855662501417100429535	3879	8.59750179216326770870182372163981199	13636	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5520	2.73951827792166913155824659042991698	3223	1.91477556548411786963015401852317154	2753	5.01537140697721728344049552106298506	5252	2.84607664441607433047920494573190808	5109	0.00000000000000000000000000000000000	0	12.29667558931658355447780195390805602	10075	1.91477556548411786963015401852317154	2753	5.01537140697721728344049552106298506	5252	2.87385809112592482961190398782491684	3920	8.42299868020262110235307773109525442	13534	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5530	2.92667715248465576394210074795410037	3193	2.03874445946943438912057899869978428	2686	5.08024789539738375054866992286406457	5321	2.90922956596005644058777761529199779	5090	0.00000000000000000000000000000000000	0	12.62954473030097446439867781009525061	10200	2.03874445946943438912057899869978428	2686	5.08024789539738375054866992286406457	5321	2.88294019364035314367811224656179547	3793	8.57147587162752522260689147515222430	13574	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5540	2.75485279833570650964702508645132184	3120	1.98314670884877708445515054336283356	2772	4.91294212739783286991723798564635217	5243	2.86422421318265163492355895868968219	4982	0.00000000000000000000000000000000000	0	12.44721608095393072801471134880557656	10177	1.98314670884877708445515054336283356	2772	4.91294212739783286991723798564635217	5243	2.94924375497550128599755225877743214	3808	8.50267345033795329811709962086752057	13278	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5550	2.72723358914747970871417237503919750	3322	1.94401076431841079994455867563374341	2795	4.83546305224667793964954398688860238	5115	2.78620568708280247349762248632032424	4924	0.00000000000000000000000000000000000	0	12.24094082991206633437286654952913523	10219	1.94401076431841079994455867563374341	2795	4.83546305224667793964954398688860238	5115	2.70781951898798922684363787993788719	3871	8.18803012280516817611442093038931489	13152	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5560	2.71300690032464064671557935071177781	3144	1.94322233675992817047983862721594051	2674	4.87069840415403110256420404766686261	5177	2.81214781654286882783821965858805925	4911	0.00000000000000000000000000000000000	0	12.83718697956372700730298674898222089	10333	1.94322233675992817047983862721594051	2674	4.87069840415403110256420404766686261	5177	2.97056826103316939935439222608692944	3816	8.38448683706946873428478284040465951	12814	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5570	2.73483301166868919551689032232388854	3144	1.95009779922709758359644638403551653	2637	4.75583722948743758962564243120141327	5161	2.77811813337136026547113942797295749	4957	0.00000000000000000000000000000000000	0	12.97001655620454307893396617146208882	10405	1.95009779922709758359644638403551653	2637	4.75583722948743758962564243120141327	5161	3.01993298534215082185028222738765180	3797	8.31804936176142462045390857383608818	12818	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5580	2.70816407561445737783856202440802008	3146	1.95454790013073775867269432637840509	2619	4.69561249346914078017789506702683866	4910	2.73527583569955856646060965431388468	4842	0.00000000000000000000000000000000000	0	12.73637488295324615705794712994247675	10559	1.95454790013073775867269432637840509	2619	4.69561249346914078017789506702683866	4910	2.90998771182219106989919055195059627	3912	8.14706441227766120505293656606227160	12628	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5590	2.75414048361548369214801823545712978	3155	2.00523307720554733180051698582246900	2630	4.84269297438111312459341206704266369	4922	2.81409927051799702013568094116635621	4773	0.00000000000000000000000000000000000	0	13.28546420815093220824110176181420684	10632	2.00523307720554733180051698582246900	2630	4.84269297438111312459341206704266369	4922	3.10243953665154448273710841021966189	3816	8.43295267118631564073893969180062413	12426	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5600	2.69912108469437450608552353514824063	3230	1.94669066697338477567313930194359273	2606	4.78084739885562282069031425635330379	4919	2.74217072301548236978874228952918202	4813	0.00000000000000000000000000000000000	0	13.22618117344591581741042318753898144	10645	1.94669066697338477567313930194359273	2606	4.78084739885562282069031425635330379	4919	2.98919248130232961813135261763818562	3830	8.19266243794784720932966592954471707	12460	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5610	2.75064088273049422994631640904117376	3338	1.92033956922986814852549741772236302	2728	4.77364345603218875879747429280541837	4814	2.72786040421842868042290319863241166	4620	0.00000000000000000000000000000000000	0	12.83720770500092456245511129964143038	10703	1.92033956922986814852549741772236302	2728	4.77364345603218875879747429280541837	4814	2.90426412633610775415604621230158955	3755	8.12044874405447814069702872075140476	12136	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5620	2.80704445361740928532867656031157821	3291	1.99026306843649036792953666008543223	2725	4.86801308111254460442296476685442030	4885	2.80984838897775190957872837316244841	4633	0.00000000000000000000000000000000000	0	13.05029447169887468760407500667497516	10609	1.99026306843649036792953666008543223	2725	4.86801308111254460442296476685442030	4885	3.00375443444052603325644668075256050	3781	8.36906895919668869510132935829460621	12136	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5630	2.75978634317329474257007859705481678	3399	1.91992474458658812785927239019656554	2707	4.99729228118037127615025383420288563	4800	2.81144980650226017360182595439255238	4720	0.00000000000000000000000000000000000	0	12.97790970092503570754161046352237463	10666	1.91992474458658812785927239019656554	2707	4.99729228118037127615025383420288563	4800	3.01870848366285704500455722154583782	3827	8.38290250086232191506496747024357319	12242	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5640	2.71043663628626640971219785569701344	3209	1.84030085242807595058422975853318349	2755	4.79876285449979089747785110375843942	4660	2.71601073405502946300771327514667064	4772	0.00000000000000000000000000000000000	0	13.09892212045640924600320431636646390	10759	1.84030085242807595058422975853318349	2755	4.79876285449979089747785110375843942	4660	3.04413630195144691015229909680783749	3826	8.15957321572199845149953034706413746	12382	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5650	2.73460178556734589960797165986150503	3287	1.87839734083746745518794796225847676	2728	5.01902670922650973039935706765390933	4654	2.78935866392815645653513456636574119	4768	0.00000000000000000000000000000000000	0	13.55781642933679798090906842844560742	10892	1.87839734083746745518794796225847676	2728	5.01902670922650973039935706765390933	4654	3.16102994083145594217398866021540016	3726	8.39472575923498887107143673347309232	12172	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5660	2.70051595727402604651956607995089144	3517	1.91498341391448367865280033583985642	2535	5.00054930833614008633958292193710804	4660	2.78546461704373848888849352078977972	4725	0.00000000000000000000000000000000000	0	13.43733670047517314571905444609001279	11068	1.91498341391448367865280033583985642	2535	5.00054930833614008633958292193710804	4660	3.17746726183899941275967648834921420	3737	8.38568123651870500623317639110609889	11978	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5670	2.64181277480796117274053358414676040	3320	1.91365824635272141485131669469410554	2552	4.82686492393386945565225687460042536	4721	2.73980495450116245947924653592053801	4669	0.00000000000000000000000000000000000	0	13.11277974543337343504845193820074201	10884	1.91365824635272141485131669469410554	2552	4.82686492393386945565225687460042536	4721	3.10385771534931631521203598822467029	3843	8.24412008150645547743806673679500818	11808	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5680	2.65973172300171700754845005576498806	3291	1.89472959377630223443134127592202276	2586	4.88128141763337897174324098159559071	4786	2.76296189314688067639735891134478152	4630	0.00000000000000000000000000000000000	0	13.18509995475602458725461474386975169	10831	1.89472959377630223443134127592202276	2586	4.88128141763337897174324098159559071	4786	3.15377406771764734472185409686062485	3797	8.32753041641108282533423334825783968	11664	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5690	2.63861295324598321698772451782133430	3312	1.83663108002268904428433415887411684	2705	4.83974535280331608078085992019623518	4640	2.73340870317885231699506221048068255	4569	0.00000000000000000000000000000000000	0	13.45850054494781566916117299115285277	10974	1.83663108002268904428433415887411684	2705	4.83974535280331608078085992019623518	4640	3.22296676429580974954092198458965868	3681	8.28738634563208442784798535285517573	11586	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5700	2.63072804963295592273198053590022027	3176	1.84994772730851275710506342875305563	2615	4.99872978243344423532334985793568194	4770	2.80501012700115648357268582913093269	4637	0.00000000000000000000000000000000000	0	13.54415416849616704553227464202791452	10858	1.84994772730851275710506342875305563	2615	4.99872978243344423532334985793568194	4770	3.36468665176640602254565237672068179	3757	8.53023788475276845133521419484168291	11554	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5710	2.63141118654064287696314750064630061	3186	1.88058391191443696754959091776981950	2579	4.71438224139674044721459722495637834	4741	2.72266123365883672136078530456870794	4605	0.00000000000000000000000000000000000	0	13.44746986085906748087381856748834252	10929	1.88058391191443696754959091776981950	2579	4.71438224139674044721459722495637834	4741	3.18813220037531763750848767813295126	3751	8.24838708462749181649087404366582632	11550	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5720	2.59653983700972013082264311378821731	3147	1.85429309383735163585527061513857916	2566	4.51193044679610189007235021563246846	4858	2.62951608572742046021630812902003527	4489	0.00000000000000000000000000000000000	0	13.03472113455758041311582928756251931	10737	1.85429309383735163585527061513857916	2566	4.51193044679610189007235021563246846	4858	2.94832307815429217612290813121944666	3839	7.90699901775647617796494159847497940	11254	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5730	2.60315102782847862528115001623518765	3283	1.93009857168179754793868596607353538	2662	4.48244828700344566385638245264999568	4801	2.65747766017741593458367788116447628	4349	0.00000000000000000000000000000000000	0	13.38503703507203113076684530824422836	10880	1.93009857168179754793868596607353538	2662	4.48244828700344566385638245264999568	4801	2.96131201090286033661413966910913587	3657	7.97933268647790061578461973113007843	11234	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5740	2.61323760500227386671667773043736815	3346	1.86622948653475395630607636121567339	2517	4.78107463714667435539240614161826670	4838	2.68767407606094810290642271866090596	4574	0.00000000000000000000000000000000000	0	13.18128573958060556492455361876636744	10904	1.86622948653475395630607636121567339	2517	4.78107463714667435539240614161826670	4838	2.99961716734157857189302376355044544	3741	8.05753487812449442628803808474913239	11628	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5750	2.71978395853558296835217333864420652	3337	1.91800381511104811593781960255000740	2542	4.67691594292155610190775405499152839	4724	2.66793227058925763728325364354532212	4434	0.00000000000000000000000000000000000	0	13.52499268092339157476544642122462392	11102	1.91800381511104811593781960255000740	2542	4.67691594292155610190775405499152839	4724	2.95746862670007271134409165824763477	3632	7.97160305937320234903609161847271025	11348	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5760	2.67048244080623486951253653387539089	3466	1.93350041941342642992651690292404965	2583	4.74870774348377278073485285858623683	4467	2.67676695965401778565251333930063993	4345	0.00000000000000000000000000000000000	0	13.63734580599310142190461192512884736	11313	1.93350041941342642992651690292404965	2583	4.74870774348377278073485285858623683	4467	3.00248929002832065648931347823236138	3637	8.00952625458494615884319500764831901	11048	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5770	2.57175180877264608625409891828894615	3438	1.87567227047860618505126240052049980	2564	4.66653909076807593692137743346393108	4611	2.64577813284404905758151471673045307	4374	0.00000000000000000000000000000000000	0	13.58153833028243084868336154613643885	11147	1.87567227047860618505126240052049980	2564	4.66653909076807593692137743346393108	4611	2.96035081962006163536216263310052454	3678	7.93053166524267005854653689311817288	11036	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5780	2.61293454475896869126927413162775338	3391	1.94039851732024093422523947083391249	2652	4.66036889399715459347817159141413867	4491	2.69018570282244429137108454597182572	4274	0.00000000000000000000000000000000000	0	13.98078348399787529388049733825027943	11207	1.94039851732024093422523947083391249	2652	4.66036889399715459347817159141413867	4491	3.03710333193005599383695880533196032	3650	8.07462613221835745491716807009652257	10940	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5790	2.58892554310030398312392208026722074	3124	1.89172597224023397721737183019286022	2635	4.42650595696332693762542476179078221	4697	2.60683135305974689188701631792355329	4298	0.00000000000000000000000000000000000	0	13.53191414894502564436606917297467589	10953	1.89172597224023397721737183019286022	2635	4.42650595696332693762542476179078221	4697	2.96803018916707017638145771343261003	3715	7.84607624162192074379618134116753936	10860	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5800	2.52836252418556783894132422574330121	3051	1.85921368003294240622835786780342460	2655	4.43691226559809237528497760649770498	4723	2.59883161682794527891360303328838199	4291	0.00000000000000000000000000000000000	0	13.65669595235560862533930048812180758	10963	1.85921368003294240622835786780342460	2655	4.43691226559809237528497760649770498	4723	3.01464242956691341746022771985735744	3659	7.85290240025307451077196674305014312	10882	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5810	2.45938316507181475856214092345908284	2972	1.80842543587382698078158682619687170	2544	4.38494725192670831148689103429205716	4745	2.57192515989148517974172136746346951	4386	0.00000000000000000000000000000000000	0	13.70673003663994293788164213765412569	10960	1.80842543587382698078158682619687170	2544	4.38494725192670831148689103429205716	4745	3.14536502968384645839705626713111997	3751	7.85081567869263174941352190217003226	10822	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5820	2.60121534457787895178171311272308230	2951	1.86135941402303761726955144695239142	2507	4.32122039175781758046923641813918948	4683	2.54898399653247986762494292634073645	4267	0.00000000000000000000000000000000000	0	14.34115816513979524415844934992492199	11270	1.86135941402303761726955144695239142	2507	4.32122039175781758046923641813918948	4683	3.12304265454137119917277232161723077	3540	7.77079282015148997686537768458947539	10612	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5830	2.62410733447973143483977764844894409	3033	1.88766676471384209357040617760503665	2536	4.53654726238514438563242947566322982	4656	2.63057483232862843181010248372331262	4127	0.00000000000000000000000000000000000	0	14.15169209871972633152381604304537177	11237	1.88766676471384209357040617760503665	2536	4.53654726238514438563242947566322982	4656	3.12224957544109260609843659040052444	3571	7.97093079360347456230329044046811759	10142	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5840	2.55075360042100474089465933502651751	2987	1.84220078035585599351975361059885472	2523	4.45255062027644843425377985113300383	4635	2.58204978223585257524064218159765005	4173	0.00000000000000000000000000000000000	0	13.97999566313201746936556446598842740	11251	1.84220078035585599351975361059885472	2523	4.45255062027644843425377985113300383	4635	3.15703575328837571234430470212828368	3591	7.86331533980924213267371669644489884	10222	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5850	2.62561941898179140864044711634051055	2991	1.85659046790106563307176656962838024	2566	4.39814805998044811019553890218958259	4575	2.59723609409325018049230493488721550	4064	0.00000000000000000000000000000000000	0	14.44652259749832623469956160988658667	11211	1.85659046790106563307176656962838024	2566	4.39814805998044811019553890218958259	4575	3.23965769725246088839298863604199141	3648	7.95039006329115149895869762985967100	9766	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5860	2.53428002727307610797424786142073572	2958	1.79140456469480024992435573949478567	2541	4.45262144483401289818402801756747067	4592	2.56781934163597913567400610190816224	4112	0.00000000000000000000000000000000000	0	14.00775978814472466638108016923069954	11273	1.79140456469480024992435573949478567	2541	4.45262144483401289818402801756747067	4592	3.19137727126915038411425484810024500	3594	7.84750048358565432948807938373647630	9878	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5870	2.60295391067456804989888041745871305	2941	1.79582315592445951324407360516488552	2528	4.57163776011043321290117091848514974	4537	2.59860361246313953387243600445799530	4031	0.00000000000000000000000000000000000	0	14.34778546016046263389398518484085798	11428	1.79582315592445951324407360516488552	2528	4.57163776011043321290117091848514974	4537	3.27010585512723039869342755991965532	3507	7.96316344826257171973793447250500321	9594	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5880	2.60395933079713470803540076303761452	2939	1.74217192271366760891737612837459892	2636	4.36846453194415573761943960562348366	4329	2.49623572500363088977337611140683293	3902	0.00000000000000000000000000000000000	0	14.39309780802690852397063281387090683	11440	1.74217192271366760891737612837459892	2636	4.36846453194415573761943960562348366	4329	3.06821443161717866132676135748624802	3595	7.61018595936302588711441785562783480	9346	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5890	2.69283813638443803029076661914587021	2733	1.84491141865744290306849961780244485	2524	4.36817708286688421992494113510474563	4643	2.55869624375524384873870076262392104	3958	0.00000000000000000000000000000000000	0	14.69013162293392937840508238878101110	11257	1.84491141865744290306849961780244485	2524	4.36817708286688421992494113510474563	4643	3.08570281514601640893147305177990347	3576	7.78691760296688695319744510925374925	9500	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5900	2.78744788256404563142609731585253030	2792	1.92087950508686056139140418963506818	2432	4.40959821375528537856780531001277268	4428	2.57341820291302170176095387432724237	3930	0.00000000000000000000000000000000000	0	15.17527947357093864866328658536076546	11551	1.92087950508686056139140418963506818	2432	4.40959821375528537856780531001277268	4428	3.07953904751918416948797130316961557	3589	7.78830138241570324453277862630784512	9416	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5910	2.75889075423287311039644009724725038	2852	1.87270716868346021044544613687321544	2380	4.25558576068389537994107740814797580	4494	2.49833113151805674689853731251787394	3866	0.00000000000000000000000000000000000	0	14.99173453175963466321718442486599088	11650	1.87270716868346021044544613687321544	2380	4.25558576068389537994107740814797580	4494	3.01609798891979741242153068014886230	3476	7.57972174579006185979324072832241654	9306	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5920	2.65636136339321238253319279465358704	2891	1.87943700130748814203229812846984714	2333	4.11252273229474862858978667645715177	4481	2.46667959163780192710646588238887489	3828	0.00000000000000000000000000000000000	0	14.48812893471504636977442714851349592	11689	1.87943700130748814203229812846984714	2333	4.11252273229474862858978667645715177	4481	3.03640073643402619296693956130184233	3497	7.51041546872501442067004973068833351	9078	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5930	2.72843247282322520774755503225605935	2788	1.99080425071369693235112663387553766	2442	4.31262365598190555715518712531775236	4404	2.58419203539929531743268853460904211	3759	0.00000000000000000000000000000000000	0	14.55190078894383987062610685825347900	11586	1.99080425071369693235112663387553766	2442	4.31262365598190555715518712531775236	4404	3.10380494208713786363773579068947583	3568	7.83286649392207134923182820784859359	8946	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5940	2.65923348773159640145991033932659775	2934	1.96290216641137615916079539601923898	2306	4.26934053515840705728123793960548937	4466	2.56988117572565233359682679292745888	3863	0.00000000000000000000000000000000000	0	14.66798467390070648264099872903898358	11693	1.96290216641137615916079539601923898	2306	4.26934053515840705728123793960548937	4466	3.23052876003686151307192631065845490	3535	7.85168611517879089234384082374162972	9074	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
5950	2.70679389051213670214224293886218220	3241	2.11079033702626439605865016346797347	2374	4.26353405450591171899077380658127367	4271	2.60808835524221249713150427851360291	3657	0.00000000000000000000000000000000000	0	14.82739273798472368071088567376136780	11864	2.11079033702626439605865016346797347	2374	4.26353405450591171899077380658127367	4271	3.15262413075485525837393652182072401	3491	7.89542795169177047398534341482445598	8778	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
