Sample	theta_A	theta_B	theta_root	tau_root	tau_A	tau_B	Data-ld-ln	Full-ld-ln	Gene-ld-ln
21	 1.24894	 0.86062	 1.62724	 0.00000	 0.00000	 0.00000	-1176.155556294	-14340.038619601	2578.483056661
22	 1.28822	 0.82253	 1.63037	 0.00000	 0.00000	 0.00000	-1175.133798116	-14334.639547686	2583.301566522
23	 1.33987	 0.85322	 1.64283	 0.00000	 0.00000	 0.00000	-1171.794267576	-14333.886068493	2615.943392733
24	 1.37780	 0.88024	 1.61952	 0.00000	 0.00000	 0.00000	-1174.474341416	-14330.979076450	2586.235662288
25	 1.40625	 0.90235	 1.67899	 0.00000	 0.00000	 0.00000	-1174.459625502	-14328.114461837	2583.518206819
26	 1.37565	 0.89300	 1.68764	 0.00000	 0.00000	 0.00000	-1175.776377431	-14324.277448645	2566.513674335
27	 1.32737	 0.86313	 1.69179	 0.00000	 0.00000	 0.00000	-1175.481133961	-14331.807450570	2576.996110963
28	 1.24385	 0.86191	 1.62589	 0.00000	 0.00000	 0.00000	-1176.338679160	-14332.826074747	2569.439283148
29	 1.19409	 0.81969	 1.67821	 0.00000	 0.00000	 0.00000	-1174.129615873	-14323.879129258	2582.582970526
30	 1.13025	 0.86356	 1.67540	 0.00000	 0.00000	 0.00000	-1174.956590120	-14330.993912248	2581.428011046
31	 1.13865	 0.88529	 1.71447	 0.00000	 0.00000	 0.00000	-1174.531128203	-14335.112057389	2589.800775356
32	 1.17548	 0.85302	 1.77797	 0.00000	 0.00000	 0.00000	-1175.334960130	-14338.714632345	2585.365031046
33	 1.22546	 0.82465	 1.73885	 0.00000	 0.00000	 0.00000	-1175.808264048	-14321.769186020	2563.686545537
34	 1.18647	 0.79307	 1.74465	 0.00000	 0.00000	 0.00000	-1174.976425840	-14318.743395736	2568.979137332
35	 1.22190	 0.75762	 1.70192	 0.00000	 0.00000	 0.00000	-1173.401399281	-14307.590496835	2573.576504029
36	 1.20021	 0.76790	 1.79991	 0.00000	 0.00000	 0.00000	-1173.234244627	-14314.928450769	2582.586004503
37	 1.13289	 0.79363	 1.86538	 0.00000	 0.00000	 0.00000	-1176.901908076	-14321.984192142	2552.965111384
38	 1.16229	 0.80724	 1.91716	 0.00000	 0.00000	 0.00000	-1178.271785623	-14321.013062037	2538.295205808
39	 1.10588	 0.84974	 1.91050	 0.00000	 0.00000	 0.00000	-1172.965629392	-14306.987759301	2577.331465386
40	 1.15735	 0.82111	 1.91645	 0.00000	 0.00000	 0.00000	-1175.365692919	-14298.816147727	2545.159218539
41	 1.11790	 0.80545	 1.95935	 0.00000	 0.00000	 0.00000	-1175.955025657	-14296.832165031	2537.281908457
42	 1.08428	 0.83693	 1.91197	 0.00000	 0.00000	 0.00000	-1172.515162202	-14304.637621271	2579.485999250
43	 1.12329	 0.87179	 1.96815	 0.00000	 0.00000	 0.00000	-1177.913714636	-14302.575047704	2523.437901344
44	 1.09020	 0.84715	 1.96338	 0.00000	 0.00000	 0.00000	-1174.291235198	-14295.323908719	2552.411556737
45	 1.05749	 0.82085	 1.92678	 0.00000	 0.00000	 0.00000	-1176.854746896	-14302.480163155	2533.932694191
46	 1.10271	 0.86234	 1.97996	 0.00000	 0.00000	 0.00000	-1177.564287065	-14303.988543830	2528.345673183
47	 1.13719	 0.90000	 2.07239	 0.00000	 0.00000	 0.00000	-1180.875427062	-14306.726807685	2497.972537064
48	 1.09925	 0.94683	 2.13876	 0.00000	 0.00000	 0.00000	-1180.043714182	-14299.702020742	2499.264878919
49	 1.13981	 0.90858	 2.13302	 0.00000	 0.00000	 0.00000	-1177.565669295	-14294.162699462	2518.506006515
50	 1.11979	 0.93668	 2.23336	 0.00000	 0.00000	 0.00000	-1180.392594125	-14298.287138059	2494.361196804
51	 1.14370	 0.96474	 2.31588	 0.00000	 0.00000	 0.00000	-1181.775070231	-14304.719611443	2486.968909131
52	 1.19489	 0.98952	 2.31843	 0.00000	 0.00000	 0.00000	-1181.336595961	-14284.846009008	2471.480049401
53	 1.15679	 1.02766	 2.41543	 0.00000	 0.00000	 0.00000	-1181.500814427	-14280.919707236	2465.911562967
54	 1.22428	 0.99802	 2.41543	 0.00000	 0.00000	 0.00000	-1180.691659137	-14284.590622300	2477.674030934
55	 1.19315	 1.03652	 2.50554	 0.00000	 0.00000	 0.00000	-1184.517974270	-14290.562982811	2445.383240106
56	 1.22616	 0.99151	 2.62635	 0.00000	 0.00000	 0.00000	-1185.578711073	-14295.711297529	2439.924186803
57	 1.19504	 1.04994	 2.76399	 0.00000	 0.00000	 0.00000	-1185.860371629	-14297.494497099	2438.890780811
58	 1.23568	 1.09311	 2.91931	 0.00000	 0.00000	 0.00000	-1185.805977193	-14295.736276725	2437.676504790
59	 1.18840	 1.06468	 2.93912	 0.00000	 0.00000	 0.00000	-1187.139550288	-14303.944427698	2432.548924819
60	 1.24591	 1.11349	 3.10872	 0.00000	 0.00000	 0.00000	-1185.923081483	-14285.452617447	2426.221802614
61	 1.17152	 1.16021	 2.96585	 0.00000	 0.00000	 0.00000	-1187.436645944	-14284.999326375	2410.632866939
62	 1.12004	 1.20103	 3.04101	 0.00000	 0.00000	 0.00000	-1189.909831887	-14292.818761528	2393.720442662
63	 1.08920	 1.26377	 3.15573	 0.00000	 0.00000	 0.00000	-1191.937033659	-14284.713340347	2365.343003752
64	 1.06198	 1.21250	 3.14839	 0.00000	 0.00000	 0.00000	-1192.094093180	-14287.684173991	2366.743242190
65	 1.03791	 1.19250	 3.21601	 0.00000	 0.00000	 0.00000	-1192.101046337	-14279.539372857	2358.528909483
66	 0.99846	 1.26846	 3.22666	 0.00000	 0.00000	 0.00000	-1192.483266934	-14286.408921309	2361.576251966
67	 0.93390	 1.26166	 3.35196	 0.00000	 0.00000	 0.00000	-1190.563109930	-14287.135801122	2381.504701820
68	 0.88365	 1.30563	 3.21724	 0.00000	 0.00000	 0.00000	-1191.845045750	-14290.541885562	2372.091428062
69	 0.91686	 1.24698	 3.34768	 0.00000	 0.00000	 0.00000	-1189.877352371	-14287.606409674	2388.832885961
70	 0.88367	 1.19041	 3.23917	 0.00000	 0.00000	 0.00000	-1189.927522422	-14279.085709805	2379.810485584
71	 0.91847	 1.14093	 3.24787	 0.00000	 0.00000	 0.00000	-1191.315577826	-14282.860890451	2369.705112189
72	 0.87168	 1.18146	 3.23680	 0.00000	 0.00000	 0.00000	-1193.339222940	-14293.757966906	2360.365737507
73	 0.88650	 1.20625	 3.15826	 0.00000	 0.00000	 0.00000	-1194.241158375	-14290.106821697	2347.695237951
74	 0.86423	 1.18450	 3.14937	 0.00000	 0.00000	 0.00000	-1192.267898896	-14296.326786713	2373.647797752
75	 0.82566	 1.12511	 3.22495	 0.00000	 0.00000	 0.00000	-1191.540396594	-14291.021734355	2375.617768418
76	 0.79614	 1.17990	 3.14378	 0.00000	 0.00000	 0.00000	-1190.015872449	-14292.833732910	2392.675008419
77	 0.83655	 1.19597	 3.01113	 0.00000	 0.00000	 0.00000	-1191.158971770	-14297.694174297	2386.104456598
78	 0.79453	 1.23293	 2.93055	 0.00000	 0.00000	 0.00000	-1185.709145964	-14290.325138374	2433.233678738
79	 0.83345	 1.27618	 2.93537	 0.00000	 0.00000	 0.00000	-1182.265443534	-14277.341549838	2454.687114500
80	 0.86151	 1.32541	 2.94173	 0.00000	 0.00000	 0.00000	-1185.083091739	-14283.146756259	2432.315838874
81	 0.90643	 1.26427	 2.84936	 0.00000	 0.00000	 0.00000	-1186.090030416	-14283.032056266	2422.131752109
82	 0.89091	 1.19528	 2.90425	 0.00000	 0.00000	 0.00000	-1187.391598989	-14281.400120894	2407.484130999
83	 0.84791	 1.13959	 2.78972	 0.00000	 0.00000	 0.00000	-1182.158848580	-14278.005927946	2456.417442149
84	 0.82061	 1.09753	 2.79640	 0.00000	 0.00000	 0.00000	-1186.485189761	-14282.615238128	2417.763340519
85	 0.83950	 1.05625	 2.88616	 0.00000	 0.00000	 0.00000	-1189.336856014	-14289.909208011	2396.540647867
86	 0.87371	 1.11102	 2.80183	 0.00000	 0.00000	 0.00000	-1187.902927315	-14279.364774545	2400.335501393
87	 0.82739	 1.06714	 2.91561	 0.00000	 0.00000	 0.00000	-1190.349940807	-14279.895302293	2376.395894219
88	 0.79514	 1.09837	 2.96595	 0.00000	 0.00000	 0.00000	-1186.547145644	-14282.164617443	2416.693161002
89	 0.75893	 1.13550	 3.05873	 0.00000	 0.00000	 0.00000	-1190.603854348	-14286.353456195	2380.314912718
90	 0.78902	 1.08306	 3.05378	 0.00000	 0.00000	 0.00000	-1191.010946848	-14279.181018045	2369.071549563
91	 0.75283	 1.05019	 3.04183	 0.00000	 0.00000	 0.00000	-1189.367914100	-14278.522267962	2384.843126964
92	 0.72011	 1.09855	 3.20336	 0.00000	 0.00000	 0.00000	-1190.633088951	-14282.316522499	2375.985632990
93	 0.70002	 1.16351	 3.31080	 0.00000	 0.00000	 0.00000	-1193.299896873	-14283.313988758	2350.315020030
94	 0.66558	 1.19272	 3.29636	 0.00000	 0.00000	 0.00000	-1192.102305878	-14281.014158557	2359.991099774
95	 0.63654	 1.21853	 3.29636	 0.00000	 0.00000	 0.00000	-1195.488095109	-14288.526843849	2333.645892763
96	 0.65968	 1.18872	 3.30563	 0.00000	 0.00000	 0.00000	-1192.900050201	-14286.676474886	2357.675972876
97	 0.62334	 1.24840	 3.31774	 0.00000	 0.00000	 0.00000	-1192.430119961	-14289.144301759	2364.843102146
98	 0.61896	 1.21131	 3.44284	 0.00000	 0.00000	 0.00000	-1193.258678572	-14285.575714601	2352.988928884
99	 0.59105	 1.15430	 3.42947	 0.00000	 0.00000	 0.00000	-1193.457069481	-14283.724709535	2349.154014725
100	 0.56471	 1.09316	 3.34864	 0.00000	 0.00000	 0.00000	-1192.771898812	-14287.271008585	2359.552020468
101	 0.54241	 1.04599	 3.23619	 0.00000	 0.00000	 0.00000	-1191.279782756	-14291.227462758	2378.429635197
102	 0.56083	 1.00668	 3.24370	 0.00000	 0.00000	 0.00000	-1190.788523582	-14282.794161737	2374.908925918
103	 0.58363	 1.01960	 3.25059	 0.00000	 0.00000	 0.00000	-1192.041737754	-14286.446768033	2366.029390496
104	 0.59161	 1.05582	 3.17955	 0.00000	 0.00000	 0.00000	-1192.551007003	-14286.868880537	2361.358810504
105	 0.57658	 1.01942	 3.33267	 0.00000	 0.00000	 0.00000	-1189.725735139	-14287.767760756	2390.510409362
106	 0.55688	 1.05377	 3.45276	 0.00000	 0.00000	 0.00000	-1191.499431187	-14293.676838694	2378.682526827
107	 0.57567	 1.01122	 3.54245	 0.00000	 0.00000	 0.00000	-1193.238063734	-14291.830014431	2359.449377092
108	 0.56618	 1.08024	 3.38689	 0.00000	 0.00000	 0.00000	-1195.368521823	-14304.907329044	2351.222110811
109	 0.59752	 1.12475	 3.26206	 0.00000	 0.00000	 0.00000	-1190.663175883	-14293.688087674	2387.056328848
110	 0.57813	 1.08941	 3.27221	 0.00000	 0.00000	 0.00000	-1190.092414124	-14291.667275720	2390.743134481
111	 0.55417	 1.11395	 3.25895	 0.00000	 0.00000	 0.00000	-1191.978310923	-14296.642864346	2376.859755115
112	 0.56942	 1.16023	 3.37075	 0.00000	 0.00000	 0.00000	-1195.317444465	-14290.918005498	2337.743560848
113	 0.54537	 1.19092	 3.52850	 0.00000	 0.00000	 0.00000	-1196.255721406	-14284.013075901	2321.455861844
114	 0.52496	 1.23673	 3.48627	 0.00000	 0.00000	 0.00000	-1192.260050234	-14278.532241774	2355.931739436
115	 0.51085	 1.19835	 3.66272	 0.00000	 0.00000	 0.00000	-1194.799913736	-14293.992212500	2345.993075140
116	 0.48292	 1.12966	 3.52402	 0.00000	 0.00000	 0.00000	-1194.825906826	-14288.086593042	2339.827524778
117	 0.46389	 1.08586	 3.37401	 0.00000	 0.00000	 0.00000	-1195.136249072	-14283.000225897	2331.637735175
118	 0.48835	 1.05363	 3.38163	 0.00000	 0.00000	 0.00000	-1193.502196211	-14273.189758529	2338.167796419
119	 0.46943	 1.02645	 3.38797	 0.00000	 0.00000	 0.00000	-1195.355899645	-14282.753607172	2329.194610726
120	 0.45102	 0.98558	 3.51514	 0.00000	 0.00000	 0.00000	-1192.707045872	-14290.691054230	2363.620595510
121	 0.43274	 1.02005	 3.51757	 0.00000	 0.00000	 0.00000	-1193.554443244	-14286.193016852	2350.648584408
122	 0.44158	 1.04038	 3.67033	 0.00000	 0.00000	 0.00000	-1195.390525807	-14292.368646885	2338.463388818
123	 0.46788	 1.01419	 3.54724	 0.00000	 0.00000	 0.00000	-1193.909381585	-14286.989364327	2347.895548475
124	 0.45257	 0.99221	 3.53727	 0.00000	 0.00000	 0.00000	-1190.365683456	-14283.407375809	2379.750541247
125	 0.43775	 1.04655	 3.67997	 0.00000	 0.00000	 0.00000	-1194.546959725	-14289.462812977	2343.993215728
126	 0.42153	 1.08815	 3.62342	 0.00000	 0.00000	 0.00000	-1194.017406508	-14284.721694513	2344.547629430
127	 0.40879	 1.14827	 3.64236	 0.00000	 0.00000	 0.00000	-1194.529694021	-14293.890323117	2348.593382910
128	 0.39553	 1.16764	 3.48836	 0.00000	 0.00000	 0.00000	-1193.626813499	-14302.107877583	2365.839742591
129	 0.38102	 1.10280	 3.58793	 0.00000	 0.00000	 0.00000	-1192.136813632	-14292.807968532	2371.439832207
130	 0.36910	 1.06415	 3.40493	 0.00000	 0.00000	 0.00000	-1192.049435782	-14288.389554553	2367.895196737
131	 0.38903	 1.10751	 3.39585	 0.00000	 0.00000	 0.00000	-1192.455877150	-14292.385550207	2367.826778711
132	 0.37398	 1.07498	 3.60872	 0.00000	 0.00000	 0.00000	-1195.377517430	-14295.368953868	2341.593779563
133	 0.35775	 1.12178	 3.51749	 0.00000	 0.00000	 0.00000	-1197.500496549	-14299.741013130	2324.736047644
134	 0.37286	 1.17113	 3.71734	 0.00000	 0.00000	 0.00000	-1193.905685494	-14288.270797598	2349.213942656
135	 0.38199	 1.20130	 3.70320	 0.00000	 0.00000	 0.00000	-1193.737753406	-14285.035108892	2347.657574837
136	 0.36698	 1.14026	 3.54906	 0.00000	 0.00000	 0.00000	-1192.352260841	-14283.138833491	2359.616225079
137	 0.38268	 1.18451	 3.62143	 0.00000	 0.00000	 0.00000	-1191.566754028	-14273.173342062	2357.505801780
138	 0.40328	 1.13307	 3.76763	 0.00000	 0.00000	 0.00000	-1192.925595580	-14277.784894984	2348.528939180
139	 0.38699	 1.15802	 3.65949	 0.00000	 0.00000	 0.00000	-1194.905352283	-14290.985907293	2341.932384464
140	 0.40511	 1.19393	 3.72896	 0.00000	 0.00000	 0.00000	-1194.667482429	-14284.742329306	2338.067505017
141	 0.38978	 1.15309	 3.90090	 0.00000	 0.00000	 0.00000	-1195.538735816	-14284.118949393	2328.731591229
142	 0.40245	 1.13540	 3.80943	 0.00000	 0.00000	 0.00000	-1193.435406354	-14279.976552776	2345.622489236
143	 0.38388	 1.07917	 3.81332	 0.00000	 0.00000	 0.00000	-1194.639733006	-14278.406892556	2332.009562499
144	 0.39557	 1.11495	 3.80057	 0.00000	 0.00000	 0.00000	-1195.240122136	-14275.749810650	2323.348589294
145	 0.38736	 1.15429	 3.95126	 0.00000	 0.00000	 0.00000	-1196.030340094	-14287.306088119	2327.002687182
146	 0.36674	 1.21198	 3.82372	 0.00000	 0.00000	 0.00000	-1196.446910319	-14287.182426727	2322.713323541
147	 0.36522	 1.15550	 3.83344	 0.00000	 0.00000	 0.00000	-1196.926070737	-14278.853201454	2309.592494088
148	 0.35468	 1.17861	 3.82585	 0.00000	 0.00000	 0.00000	-1197.645753172	-14275.074001807	2298.616470092
149	 0.33934	 1.22309	 4.01506	 0.00000	 0.00000	 0.00000	-1196.473287273	-14278.645832617	2313.912959883
150	 0.34453	 1.28236	 4.19984	 0.00000	 0.00000	 0.00000	-1195.909233050	-14281.173716732	2322.081386236
151	 0.32975	 1.24521	 4.33737	 0.00000	 0.00000	 0.00000	-1198.053804894	-14285.709139469	2305.171090533
152	 0.32023	 1.18994	 4.19373	 0.00000	 0.00000	 0.00000	-1199.501218714	-14279.507678554	2284.495491410
153	 0.32684	 1.17349	 4.41380	 0.00000	 0.00000	 0.00000	-1197.681109810	-14274.051416970	2297.240318871
154	 0.34054	 1.23747	 4.25816	 0.00000	 0.00000	 0.00000	-1200.429190532	-14281.437207200	2277.145301880
155	 0.34909	 1.30160	 4.42302	 0.00000	 0.00000	 0.00000	-1195.642463635	-14274.663838210	2318.239201859
156	 0.33281	 1.36585	 4.24139	 0.00000	 0.00000	 0.00000	-1197.360489866	-14279.033887406	2305.428988745
157	 0.34765	 1.35451	 4.45665	 0.00000	 0.00000	 0.00000	-1198.245823644	-14276.203887071	2293.745650629
158	 0.34021	 1.38643	 4.47176	 0.00000	 0.00000	 0.00000	-1201.244703669	-14284.105794616	2271.658757925
159	 0.34755	 1.34910	 4.45617	 0.00000	 0.00000	 0.00000	-1200.190447212	-14286.918743397	2285.014271272
160	 0.36019	 1.37362	 4.46817	 0.00000	 0.00000	 0.00000	-1196.052575739	-14284.763519441	2324.237762046
161	 0.37792	 1.31259	 4.48628	 0.00000	 0.00000	 0.00000	-1195.389690289	-14275.374744274	2321.477841380
162	 0.36550	 1.25072	 4.44239	 0.00000	 0.00000	 0.00000	-1196.986290251	-14278.416988345	2308.554085838
163	 0.37896	 1.30424	 4.29674	 0.00000	 0.00000	 0.00000	-1200.679010407	-14274.417405103	2267.627301031
164	 0.39984	 1.24853	 4.19993	 0.00000	 0.00000	 0.00000	-1195.769268442	-14272.654064733	2314.961380315
165	 0.38547	 1.19992	 4.35390	 0.00000	 0.00000	 0.00000	-1196.868639165	-14273.508375154	2304.821983509
166	 0.37113	 1.14921	 4.34205	 0.00000	 0.00000	 0.00000	-1201.120979638	-14269.785312123	2258.575515738
167	 0.36199	 1.21618	 4.35664	 0.00000	 0.00000	 0.00000	-1201.481156374	-14268.115051216	2253.303487475
168	 0.35543	 1.17603	 4.67998	 0.00000	 0.00000	 0.00000	-1199.528810390	-14271.837838612	2276.549734716
169	 0.34853	 1.13770	 4.60870	 0.00000	 0.00000	 0.00000	-1200.225876037	-14274.456434770	2272.197674401
170	 0.33854	 1.20876	 4.82537	 0.00000	 0.00000	 0.00000	-1202.141812670	-14271.850005604	2250.431878900
171	 0.32537	 1.14460	 4.97577	 0.00000	 0.00000	 0.00000	-1203.097197309	-14272.867468442	2241.895495355
172	 0.30901	 1.09718	 4.95915	 0.00000	 0.00000	 0.00000	-1202.348081763	-14265.358631461	2241.877813831
173	 0.32521	 1.11710	 5.17173	 0.00000	 0.00000	 0.00000	-1203.929430248	-14261.234700533	2221.940398050
174	 0.31479	 1.07727	 5.45373	 0.00000	 0.00000	 0.00000	-1204.785672358	-14268.085619127	2220.228895544
175	 0.30424	 1.04827	 5.20104	 0.00000	 0.00000	 0.00000	-1203.001835368	-14261.243296028	2231.224942351
176	 0.29454	 1.07195	 5.19483	 0.00000	 0.00000	 0.00000	-1204.648205374	-14275.999003911	2229.516950166
177	 0.28722	 1.03643	 5.20768	 0.00000	 0.00000	 0.00000	-1205.424759892	-14272.079445781	2217.831846861
178	 0.27068	 1.00106	 5.32729	 0.00000	 0.00000	 0.00000	-1206.737670178	-14270.693178957	2203.316477181
179	 0.26384	 0.95854	 5.34497	 0.00000	 0.00000	 0.00000	-1204.216443540	-14262.606202639	2220.441767242
180	 0.25723	 1.00074	 5.17757	 0.00000	 0.00000	 0.00000	-1206.341110293	-14272.859356094	2209.448253161
181	 0.26652	 0.96622	 5.48263	 0.00000	 0.00000	 0.00000	-1207.300469598	-14270.995733912	2197.991037927
182	 0.28034	 0.99406	 5.22509	 0.00000	 0.00000	 0.00000	-1202.908149452	-14264.257943030	2235.176448506
183	 0.29747	 0.96305	 5.20430	 0.00000	 0.00000	 0.00000	-1204.541645240	-14272.940519885	2227.524067480
184	 0.28907	 1.00651	 5.42036	 0.00000	 0.00000	 0.00000	-1203.312249382	-14274.854479135	2241.731985316
185	 0.30562	 0.96567	 5.22402	 0.00000	 0.00000	 0.00000	-1206.367349596	-14265.686955822	2202.013459865
186	 0.29529	 1.00109	 5.27675	 0.00000	 0.00000	 0.00000	-1205.920006284	-14266.070084434	2206.870021590
187	 0.28766	 1.03567	 5.42263	 0.00000	 0.00000	 0.00000	-1207.734593233	-14270.648213599	2193.302281266
188	 0.28073	 1.07123	 5.59229	 0.00000	 0.00000	 0.00000	-1206.982293405	-14274.210074005	2204.387139959
189	 0.26943	 1.13995	 5.85734	 0.00000	 0.00000	 0.00000	-1207.464114711	-14275.309526839	2200.668379731
190	 0.28097	 1.17634	 5.57524	 0.00000	 0.00000	 0.00000	-1207.092520093	-14279.149075065	2208.223874130
191	 0.29270	 1.21802	 5.58059	 0.00000	 0.00000	 0.00000	-1208.083694889	-14281.655018218	2200.818069329
192	 0.31114	 1.26229	 5.80378	 0.00000	 0.00000	 0.00000	-1206.847699155	-14272.513920829	2204.036929281
193	 0.29778	 1.28716	 5.89121	 0.00000	 0.00000	 0.00000	-1206.200433269	-14279.597970828	2217.593638141
194	 0.29067	 1.24909	 5.82602	 0.00000	 0.00000	 0.00000	-1208.956255435	-14280.664218944	2191.101664597
195	 0.27864	 1.28851	 5.72117	 0.00000	 0.00000	 0.00000	-1208.158837365	-14279.778316071	2198.189942424
196	 0.27209	 1.24691	 5.74357	 0.00000	 0.00000	 0.00000	-1204.126831536	-14285.566204810	2244.297889451
197	 0.26228	 1.21237	 5.54298	 0.00000	 0.00000	 0.00000	-1205.317661220	-14282.462548988	2229.285936786
198	 0.25210	 1.26548	 5.71536	 0.00000	 0.00000	 0.00000	-1204.079114601	-14275.080560217	2234.289414206
199	 0.24376	 1.21548	 6.03452	 0.00000	 0.00000	 0.00000	-1208.383751198	-14282.938291011	2199.100779028
200	 0.23350	 1.15615	 6.02013	 0.00000	 0.00000	 0.00000	-1206.460613702	-14273.269764484	2208.663627464
201	 0.24295	 1.12075	 6.17398	 0.00000	 0.00000	 0.00000	-1211.019669786	-14276.324100236	2166.127402379
202	 0.23772	 1.16036	 6.49190	 0.00000	 0.00000	 0.00000	-1210.356521715	-14281.983462832	2178.418245685
203	 0.23441	 1.23621	 6.51167	 0.00000	 0.00000	 0.00000	-1206.907268530	-14271.886068876	2202.813383573
204	 0.24284	 1.29449	 6.53530	 0.00000	 0.00000	 0.00000	-1209.529007726	-14278.843823037	2183.553745780
205	 0.23412	 1.32039	 6.81916	 0.00000	 0.00000	 0.00000	-1211.663604305	-14279.011726774	2162.375683721
206	 0.22929	 1.38386	 6.83687	 0.00000	 0.00000	 0.00000	-1211.543922709	-14278.788327419	2163.349100328
207	 0.23980	 1.39569	 6.45776	 0.00000	 0.00000	 0.00000	-1209.479765016	-14278.092406998	2183.294756839
208	 0.24734	 1.33122	 6.48154	 0.00000	 0.00000	 0.00000	-1209.523348162	-14275.583570840	2180.350089221
209	 0.26243	 1.40401	 6.50248	 0.00000	 0.00000	 0.00000	-1207.822285363	-14269.462573731	2191.239720099
210	 0.27520	 1.36076	 6.17429	 0.00000	 0.00000	 0.00000	-1208.195415352	-14275.236670765	2193.282517250
211	 0.27791	 1.29477	 6.18850	 0.00000	 0.00000	 0.00000	-1209.371604645	-14277.918002997	2184.201956552
212	 0.26267	 1.19861	 6.37128	 0.00000	 0.00000	 0.00000	-1207.084959760	-14270.993808181	2200.144210582
213	 0.25340	 1.23353	 6.19095	 0.00000	 0.00000	 0.00000	-1209.996553390	-14287.397500965	2187.431967065
214	 0.24795	 1.18299	 6.47408	 0.00000	 0.00000	 0.00000	-1210.047079064	-14277.162412544	2176.691621902
215	 0.23875	 1.11797	 6.49784	 0.00000	 0.00000	 0.00000	-1213.064921938	-14283.306317371	2152.657097987
216	 0.24859	 1.06429	 6.51609	 0.00000	 0.00000	 0.00000	-1209.393051138	-14276.748930879	2182.818419501
217	 0.23389	 1.04228	 6.25794	 0.00000	 0.00000	 0.00000	-1208.062373481	-14275.470651093	2194.846916285
218	 0.22258	 1.09139	 6.05916	 0.00000	 0.00000	 0.00000	-1208.120302122	-14281.678444638	2200.475423413
219	 0.22341	 1.15415	 6.36205	 0.00000	 0.00000	 0.00000	-1209.355389296	-14275.526253416	2181.972360457
220	 0.22648	 1.11753	 6.16538	 0.00000	 0.00000	 0.00000	-1207.662121956	-14275.818712370	2199.197492805
221	 0.23878	 1.09986	 6.17915	 0.00000	 0.00000	 0.00000	-1210.938170312	-14284.217474716	2174.835771594
222	 0.24277	 1.13326	 6.17255	 0.00000	 0.00000	 0.00000	-1210.106666240	-14273.900086437	2172.833424041
223	 0.23411	 1.11225	 6.08452	 0.00000	 0.00000	 0.00000	-1209.104101563	-14278.032825317	2186.991809687
224	 0.22074	 1.17185	 5.81488	 0.00000	 0.00000	 0.00000	-1209.470885144	-14284.157150863	2189.448299427
225	 0.22948	 1.23798	 5.65174	 0.00000	 0.00000	 0.00000	-1206.777241771	-14276.742912438	2208.970494725
226	 0.22198	 1.27585	 5.42688	 0.00000	 0.00000	 0.00000	-1204.432550617	-14278.032593956	2233.707087790
227	 0.21057	 1.22186	 5.41240	 0.00000	 0.00000	 0.00000	-1204.489397354	-14276.575714360	2231.681740824
228	 0.20569	 1.17281	 5.42367	 0.00000	 0.00000	 0.00000	-1203.526600840	-14280.364244446	2245.098236045
229	 0.21255	 1.11233	 5.43663	 0.00000	 0.00000	 0.00000	-1203.411682075	-14276.670986610	2242.554165865
230	 0.20034	 1.17588	 5.68109	 0.00000	 0.00000	 0.00000	-1206.868726458	-14279.092373414	2210.405108835
231	 0.21002	 1.19755	 5.84165	 0.00000	 0.00000	 0.00000	-1204.743541680	-14273.798225601	2226.362808801
232	 0.22119	 1.25751	 6.03055	 0.00000	 0.00000	 0.00000	-1208.147348332	-14286.570597359	2205.097114042
233	 0.22593	 1.31836	 6.22651	 0.00000	 0.00000	 0.00000	-1210.768785368	-14278.478332963	2170.790479279
234	 0.23871	 1.26882	 6.23562	 0.00000	 0.00000	 0.00000	-1207.003983619	-14271.251914157	2201.212077970
235	 0.24847	 1.29989	 6.50673	 0.00000	 0.00000	 0.00000	-1209.812204215	-14280.428128880	2182.306086729
236	 0.25962	 1.36536	 6.48555	 0.00000	 0.00000	 0.00000	-1212.026901664	-14280.485060981	2160.216044336
237	 0.25171	 1.28175	 6.46284	 0.00000	 0.00000	 0.00000	-1208.523684505	-14272.760354887	2187.523509834
238	 0.24584	 1.24974	 6.45664	 0.00000	 0.00000	 0.00000	-1211.834801848	-14269.357186167	2151.009167687
239	 0.25721	 1.33111	 6.71125	 0.00000	 0.00000	 0.00000	-1212.269602923	-14270.180888080	2147.484858851
240	 0.24865	 1.26998	 6.82192	 0.00000	 0.00000	 0.00000	-1211.694836752	-14274.724910313	2157.776542797
241	 0.25273	 1.31960	 6.53041	 0.00000	 0.00000	 0.00000	-1211.018769377	-14275.310093435	2165.122399667
242	 0.25736	 1.36228	 6.30770	 0.00000	 0.00000	 0.00000	-1212.543012894	-14272.822088642	2147.391959699
243	 0.26727	 1.31405	 6.33671	 0.00000	 0.00000	 0.00000	-1210.234927489	-14272.144946599	2169.795671705
244	 0.25497	 1.26153	 6.59695	 0.00000	 0.00000	 0.00000	-1209.526808957	-14264.843788697	2169.575699122
245	 0.24394	 1.26523	 6.38671	 0.00000	 0.00000	 0.00000	-1212.868491919	-14267.849672377	2139.164753191
246	 0.25741	 1.26101	 6.32729	 0.00000	 0.00000	 0.00000	-1209.946867624	-14268.412061108	2168.943384869
247	 0.24581	 1.32054	 6.31355	 0.00000	 0.00000	 0.00000	-1212.092831607	-14266.811032637	2145.882716567
248	 0.23542	 1.37223	 6.32046	 0.00000	 0.00000	 0.00000	-1211.549135961	-14273.525555977	2158.034196372
