,hm_data_likelihood,hyp_gene_likelihood,root,ref_gene_likelihood,rbf_ratio
0,14077.262536165135,610.5610532626467,512.4613599390958,512.4613599390958,-98.09969332355092
1,14037.02759401468,604.2743725230321,505.6435431873772,505.6435431873772,-98.63082933565488
2,14041.349611949498,622.146277602491,533.9678843360075,533.9678843360075,-88.17839326648345
3,14042.026443527919,616.3223074456927,529.6402578080219,529.6402578080219,-86.68204963767073
4,14037.624734800622,615.8275822019224,535.3114046293673,535.3114046293673,-80.51617757255508
5,14036.822897741082,610.5439570202416,529.13966624888,529.13966624888,-81.40429077136162
6,14028.553798484823,608.8852502826887,522.4661812796858,522.4661812796858,-86.41906900300296
7,14031.331814033507,615.7523079482779,523.9822809199336,523.9822809199336,-91.77002702834432
8,14028.95775619589,625.6100161605355,544.7349588959928,544.7349588959928,-80.87505726454265
9,14031.16280181663,624.0414758374862,543.9573631772543,543.9573631772543,-80.084112660232
10,14034.032348487302,618.7089035725693,536.5646328719088,536.5646328719088,-82.14427070066051
11,14030.0919259972,606.3522142406543,524.2325329060552,524.2325329060552,-82.11968133459914
12,14035.138760701697,614.6433681356175,531.5094211087131,531.5094211087131,-83.13394702690437
13,14036.881452730337,617.354547216253,544.1394334437691,544.1394334437691,-73.21511377248385
14,14036.769335341367,617.2059662340561,527.3616710842787,527.3616710842787,-89.8442951497774
15,14036.06323472207,632.6926879917576,551.1254899821358,551.1254899821358,-81.56719800962173
16,14032.685989383766,609.2017314508429,533.5874142443042,533.5874142443042,-75.61431720653866
17,14032.157099585575,620.7625938790277,544.0499644438646,544.0499644438646,-76.71262943516308
18,14028.821015227777,596.471277754661,509.65617963613073,509.65617963613073,-86.81509811853022
19,14025.749779903439,601.1847465153803,509.1126894149599,509.1126894149599,-92.07205710042041
20,14028.225951937038,611.6272593922731,525.8847732679163,525.8847732679163,-85.74248612435679
21,14030.559367816573,617.0882459878757,529.7879541653069,529.7879541653069,-87.30029182256874
22,14032.04734812757,612.1142126028135,519.1312576389412,519.1312576389412,-92.98295496387232
23,14030.197583604022,606.7975855558161,513.480501894712,513.480501894712,-93.3170836611041
24,14028.876439837872,603.0338816534221,509.7347669563005,509.7347669563005,-93.29911469712158
25,14036.36834781476,616.7569128622089,521.0754911814913,521.0754911814913,-95.68142168071756
26,14031.337885766774,617.1226736997669,524.8217495234384,524.8217495234384,-92.30092417632852
27,14029.818382366648,618.7685999530422,526.1842468862045,526.1842468862045,-92.5843530668377
28,14028.786846588415,612.8519086410926,532.7707447436615,532.7707447436615,-80.08116389743111
29,14032.175772627063,613.9254699018892,528.2715745722386,528.2715745722386,-85.6538953296506
30,14034.756752653735,609.8494474742439,531.9554744956041,531.9554744956041,-77.8939729786398
31,14028.256764170263,597.8492152979198,517.5014014756628,517.5014014756628,-80.34781382225708
32,14026.413726419372,588.0159935704124,507.8393054369796,507.8393054369796,-80.17668813343283
33,14029.565724424949,613.6741138027247,545.1087748149574,545.1087748149574,-68.56533898776729
34,14034.48031885954,593.9488597846814,520.4925135995818,520.4925135995818,-73.45634618509962
35,14034.186976864152,612.6080417736594,536.6527948360331,536.6527948360331,-75.95524693762627
36,14032.760169399186,608.8869863864455,539.064799964467,539.064799964467,-69.82218642197847
37,14029.765417421624,600.6329935603987,528.1582465938504,528.1582465938504,-72.47474696654831
38,14028.475102033053,609.5763813994541,543.8500726148166,543.8500726148166,-65.72630878463758
39,14033.85035024007,600.0595099657403,537.5827562830293,537.5827562830293,-62.47675368271098
40,14034.667694241965,619.0130147156252,555.6957924807807,555.6957924807807,-63.31722223484451
41,14032.398879903187,597.5975339113264,534.5908540126954,534.5908540126954,-63.00667989863098
42,14029.23105264216,605.6538446285485,542.6182939597315,542.6182939597315,-63.035550668816995
43,14030.86773539783,610.3189156891713,548.4416635409359,548.4416635409359,-61.87725214823536
44,14025.644520302765,603.7717614135324,539.9656584724448,539.9656584724448,-63.8061029410876
45,14029.727485913641,606.820593293998,543.9106545037678,543.9106545037678,-62.90993879023017
46,14028.628877113459,591.7202396864473,524.5488255731516,524.5488255731516,-67.17141411329567
47,14028.804608347014,594.3807514226045,527.8159415499257,527.8159415499257,-66.56480987267878
48,14031.254195199504,594.2700274711495,524.5296726408837,524.5296726408837,-69.7403548302658
49,14031.00201340448,611.6291698122075,544.0260428948562,544.0260428948562,-67.60312691735123
50,14032.779821450778,616.9362763360512,546.8809117488079,546.8809117488079,-70.05536458724328
51,14028.696127026611,617.6301928452685,539.1972507792807,539.1972507792807,-78.43294206598785
52,14032.066608847828,588.2204479968677,511.936993826217,511.936993826217,-76.28345417065071
53,14028.583729573675,601.5218442936658,533.2130079093263,533.2130079093263,-68.30883638433954
54,14031.670679458259,604.550204510593,539.4375020925436,539.4375020925436,-65.11270241804937
55,14024.794667129385,596.7046981508829,527.1130565523639,527.1130565523639,-69.591641598519
56,14027.896738730138,594.8111317646488,523.5738052871618,523.5738052871618,-71.23732647748704
57,14024.722242748006,597.1297912476002,530.6049649396294,530.6049649396294,-66.52482630797078
58,14026.918948024124,599.1063582413753,519.2995629593407,519.2995629593407,-79.80679528203461
59,14026.24054480909,601.8449145452648,526.6240820991347,526.6240820991347,-75.22083244613009
60,14032.082217993562,614.2143964474743,545.053511155962,545.053511155962,-69.16088529151227
61,14028.978497017082,597.8079440027943,522.782662755894,522.782662755894,-75.02528124690036
62,14026.974160315756,595.277582109962,517.8631134749733,517.8631134749733,-77.4144686349888
63,14031.365192777725,587.7312084527201,508.1857434689435,508.1857434689435,-79.54546498377664
