,logPrior,time_stats,num_coal,theta_root,P_Z_M,P_Z_M0,E_ratio
0,34.603325,0.191148,150,9.442000000000001e-05,-530.308746,-530.3082502234665,-0.0004957765335120712
1,34.600955,0.5504939999999999,150,9.442000000000001e-05,-4336.133407,-4336.133287291883,-0.00011970811738137854
2,34.699475,0.7026060000000001,150,9.442000000000001e-05,-5947.146111,-5947.147902839438,0.0017918394378284574
3,34.763582,0.963966,150,9.796299999999998e-05,-8351.486599,-8351.492713666688,0.0061146666885179
4,34.774302,1.278645,150,9.796299999999998e-05,-11563.710053,-11563.715695813007,0.005642813006488723
5,34.73376,1.358754,150,0.00010234299999999998,-11794.41078,-11794.423081834999,0.012301834998652339
6,34.641077,1.508126,150,0.000107419,-12564.814466,-12564.869689157818,0.05522315781854559
7,34.67116,1.776671,150,0.00011021299999999998,-14649.38844,-14649.403273627693,0.01483362769249652
8,34.577391,2.009825,150,0.00011574299999999999,-15900.925365000001,-15900.95621562038,0.03085062037825992
9,34.476248,2.166143,150,0.000116045,-17203.131751,-17203.20332007482,0.0715690748183988
10,34.3953,2.282049,150,0.00012365700000000003,-17000.932816999997,-17000.997043128744,0.06422612874666811
11,34.401899,2.275703,150,0.000127564,-16390.700087,-16390.69022165728,-0.009865342719422188
12,34.377795,2.418287,150,0.000127828,-17469.6115,-17469.592818620185,-0.018681379813642707
13,34.28134,2.3455630000000003,150,0.000135923,-15817.120772999999,-15817.071642815104,-0.04913018489423848
14,34.274918,2.283775,150,0.000135923,-15362.533809999999,-15362.490740392406,-0.0430696075927699
15,34.338507,2.310196,150,0.000135923,-15556.918963,-15556.87285379485,-0.046109205150060006
16,34.384515,2.3509849999999997,150,0.000135923,-15857.006738999999,-15856.96187478467,-0.044864215327834245
17,34.433985,2.3767169999999997,150,0.000136549,-15966.780797,-15966.801858371546,0.02106137154623866
18,34.486298,2.405574,150,0.000136549,-16178.11158,-16178.132589464414,0.021009464413509704
19,34.39597,2.436954,150,0.000139767,-16000.490497,-16000.5303444348,0.039847434798502945
20,34.336864,2.5003189999999997,150,0.000144312,-15895.235883000001,-15895.285165907188,0.04928290718635253
21,34.261416,2.5379709999999998,150,0.000154842,-14970.73095,-14970.776531201338,0.04558120133879129
22,34.118293,2.577673,150,0.00015926799999999998,-14768.742438999998,-14768.789925956358,0.04748695636044431
23,34.055884999999996,2.659092,150,0.000165193,-14686.673087000001,-14686.649130745673,-0.02395625432836823
24,34.098983000000004,2.7299450000000003,150,0.00016921299999999998,-14726.571399,-14726.56224714783,-0.009151852171271457
25,34.147779,2.833885,150,0.00016946000000000002,-15316.586731,-15316.625859785927,0.03912878592745983
26,34.119855,2.817991,150,0.000178582,-14381.286890000001,-14381.273956070938,-0.012933929063365213
27,34.200182,2.898342,150,0.000178919,-14800.91849,-14800.926423749675,0.00793374967543059
28,34.254837,2.908753,150,0.000178919,-14859.109037,-14859.114765960396,0.005728960395572358
29,34.268815999999994,2.940193,150,0.000178919,-15034.829596000001,-15034.836740708746,0.007144708744817763
30,34.222578999999996,3.0144830000000002,150,0.000179393,-15405.958783000002,-15405.932083709942,-0.026699290059696068
31,34.187523,3.074226,150,0.000188375,-14929.219352000002,-14929.179875520498,-0.03947647950371902
32,34.160689,3.172143,150,0.000195745,-14820.694303999999,-14820.709988170127,0.01568417012822465
33,34.037974,3.178982,150,0.000205835,-14067.106516,-14067.084479091081,-0.022036908918380504
34,33.985064,3.219112,150,0.000211415,-13853.254478,-13853.281900064485,0.027422064484198927
35,33.883827000000004,3.344119,150,0.00022201,-13697.002781000001,-13697.030292269443,0.027511269441674813
36,33.854413,3.3983209999999997,150,0.00022201,-13941.143602000002,-13941.17244802819,0.028846028188127093
37,33.783963,3.490886,150,0.000233353,-13601.231238999999,-13601.263301262525,0.0320622625258693
38,33.830323,3.6236870000000003,150,0.000234021,-14126.484075999999,-14126.46521747123,-0.018858528768760152
39,33.643489,3.7551010000000002,150,0.000246534,-13881.421659,-13881.40087602724,-0.020782972758752294
40,33.652688,3.916675,150,0.000246534,-14536.805841,-14536.78309511264,-0.022745887359633343
41,33.632568,3.935576,150,0.000247251,-14567.570212,-14567.59291283006,0.02270083005896595
42,33.592888,4.0267349999999995,150,0.000251464,-14665.983122,-14665.963209607362,-0.019912392637706944
43,33.603204,4.07275,150,0.000251642,-14837.580137,-14837.601353241507,0.02121624150640855
44,33.654001,4.183779,150,0.000251642,-15278.795587999999,-15278.81943289435,0.02384489435098658
45,33.440719,4.315024,150,0.000268198,-14751.436211000002,-14751.409375442463,-0.02683555753901601
46,33.377808,4.440171,150,0.000269238,-15154.67753,-15154.661497711135,-0.016032288865972077
47,33.286695,4.417967,150,0.00028317399999999997,-14272.212396,-14272.208882255032,-0.003513744968586252
48,33.294789,4.556972,150,0.00028421500000000004,-14704.707290999999,-14704.698978927485,-0.008312072513945168
49,33.166163,4.586107,150,0.00029813999999999996,-14060.709505,-14060.729992679886,0.020487679885263788
50,33.12919,4.676876,150,0.000309628,-13788.852656000001,-13788.829637023837,-0.023018976164166816
51,33.173501,4.685606,150,0.000309628,-13817.047325,-13817.024761495784,-0.02256350421521347
52,33.020604,4.81504,150,0.000326509,-13438.990235,-13439.006035684335,0.01580068433577253
53,32.990318,5.003601000000001,150,0.000332179,-13757.513418999999,-13757.518487695035,0.005068695036243298
54,32.942758000000005,5.206656,150,0.00033312,-14324.963843000001,-14324.947938591553,-0.015904408448477625
55,32.701128000000004,5.2390099999999995,150,0.000354362,-13488.595606,-13488.59401017335,-0.0015958266503730556
56,32.526575,5.401072,150,0.00037140199999999995,-13253.695983,-13253.682126686052,-0.013856313948053867
57,32.264475,5.724349,150,0.00039185300000000006,-13327.756438,-13327.743630567875,-0.012807432125555351
58,32.253485,6.003322,150,0.00039185300000000006,-14039.688565,-14039.676421691076,-0.012143308924351004
59,32.201053,6.1238269999999995,150,0.00039185300000000006,-14347.216511,-14347.202458240496,-0.014052759504920687
60,32.188381,6.237437,150,0.00039185300000000006,-14637.145717,-14637.132610619068,-0.013106380931276362
61,32.069074,6.331186,150,0.00040266699999999994,-14446.532515,-14446.54885076566,0.016335765658368473
62,32.003316,6.4580839999999995,150,0.000403719,-14720.273452000001,-14720.291905009306,0.01845300930472149
63,31.880840999999997,6.501372,150,0.000418457,-14265.739371000001,-14265.722874362993,-0.016496637008458492
64,31.602940000000004,6.658848,150,0.000443537,-13750.978005,-13750.979440181825,0.001435181824490428
65,31.271726,6.861324000000001,150,0.000476342,-13152.805503,-13152.818736286576,0.013233286575996317
66,31.290335,7.047362,150,0.000476342,-13543.359549,-13543.374261518446,0.014712518444866873
67,31.046056,7.184885,150,0.000502291,-13060.795655,-13060.806311353283,0.010656353282683995
68,30.903081,7.453053,150,0.00052138,-13057.028196,-13057.031087768111,0.002891768112021964
69,30.717258,7.811386,150,0.000538682,-13267.987868,-13267.992773776608,0.004905776608211454
70,30.697045000000003,8.307115,150,0.000541053,-14121.322380000001,-14121.335688446052,0.013308446050359635
71,30.642934999999998,8.478039,150,0.000541053,-14437.23156,-14437.245590063825,0.014030063824975514
72,30.573859999999996,8.605526,150,0.000541053,-14672.857974,-14672.873153352446,0.015179352445557015
73,30.610666,8.687982,150,0.000541053,-14825.257988,-14825.272271368613,0.014283368613178027
74,30.549976,8.710869,150,0.000543055,-14808.788644,-14808.774224432465,-0.014419567534787348
75,30.218934,8.886448,150,0.000569677,-14374.570428,-14374.56090788792,-0.009520112080281251
76,30.239390999999998,9.010874000000001,150,0.000569677,-14592.985612,-14592.975904456154,-0.00970754384616157
77,30.168537,9.012697,150,0.000569677,-14596.184802000002,-14596.175963436941,-0.008838563060635352
78,30.082774,9.182241000000001,150,0.000573132,-14797.533168,-14797.531411821185,-0.001756178815412568
79,29.975274,9.278231,150,0.000593303,-14419.817937,-14419.824585666942,0.00664866694205557
80,29.659846,9.344548,150,0.000619728,-13866.555596,-13866.56012219377,0.004526193770288955
81,29.638317999999998,9.588359,150,0.000621138,-14225.207558000002,-14225.195566165025,-0.011991834977379767
82,29.5378,9.714558,150,0.0006238890000000001,-14360.05829,-14360.068968810478,0.010678810476747458
83,29.526569,9.859516000000001,150,0.000625864,-14543.017532,-14543.019336925126,0.001804925126634771
84,29.435877,9.977603,150,0.000625864,-14731.695409,-14731.697707945028,0.0022989450280874735
85,29.428125,10.098208999999999,150,0.000625864,-14924.399372,-14924.400915031549,0.0015430315488629276
86,29.465931,10.148813,150,0.000627458,-14964.443365000001,-14964.442616341348,-0.0007486586528102634
87,29.166719,10.21601,150,0.0006526500000000001,-14448.984582,-14448.979376585241,-0.005205414758165716
88,28.957603999999996,10.233545,150,0.000673788,-13988.718331999999,-13988.717113467002,-0.0012185329960630042
89,28.725594,10.332545,150,0.0006879230000000001,-13823.664078999998,-13823.66789574004,0.0038167400416568853
90,28.711696000000003,10.665996,150,0.00068976,-14267.49412,-14267.496667617886,0.002547617887103115
91,28.704499,10.877243,150,0.000692212,-14518.435275,-14518.430390288242,-0.0048847117577679455
92,28.657306,11.057265,150,0.0006946239999999999,-14723.545252000002,-14723.5526955396,0.007443539598170901
93,28.646712,11.151458,150,0.0006946239999999999,-14859.147891,-14859.1555540645,0.007663064499865868
94,28.233938000000002,11.26488,150,0.000723894,-14372.896072,-14372.902946354396,0.006874354396131821
95,27.925134000000003,11.367252,150,0.000755927,-13855.396118999999,-13855.392713566216,-0.0034054337829729775
96,27.735981,11.492321,150,0.0007756460000000001,-13638.199921000001,-13638.206835238974,0.006914238972967723
97,27.676479999999998,11.664757,150,0.00077758,-13823.483369999998,-13823.488664781176,0.005294781178236008
98,27.687826,11.772832000000001,150,0.000780055,-13914.910305000001,-13914.916161341194,0.005856341193066328
99,27.736665000000002,11.874444,150,0.000780055,-14045.172642,-14045.178771028972,0.006129028972281958
100,27.622059000000004,12.136621,150,0.000783717,-14309.273349000001,-14309.28242817668,0.009079176679733791
101,27.626822999999998,12.158228,150,0.000783717,-14336.843549000001,-14336.852329046511,0.00878004650985531
