Sample	theta_A	theta_B	theta_C	theta_AB	theta_root	tau_AB	tau_root	Data-ld-ln	Full-ld-ln	Gene-ld-ln
0	1.09836259820132609021925418346654624	1.02544176674131448656623888382455334	1.03639622163401678989202991942875087	0.99846513296776728818571200463338755	1.02571947358505166647546502645127475	0.54649489810398488298659458450856619	3.09354495428736919748757827619556338	-1092.31285849269193022337276488542556763	-14898.35903106160549214109778404235839844	3975.23044613468664465472102165222167969
1	1.10086665274814987647289399319561198	0.98054263846242084579074571593082510	0.98589676805580206409018728663795628	1.02643543955422922309139721619430929	0.99243990683922966855590175327961333	0.55866629694513580961512388967094012	3.14618952081983138668874744325876236	-1055.80177524028317748161498457193374634	-14529.82215590378655178938060998916625977	3971.80440350095523172058165073394775391
2	1.17597037105806445644873292621923611	0.98276881564567508675622775626834482	1.02830777601077705263321604434167966	0.98059807641914875642186188997584395	0.93056978109295795942301765535376035	0.55369885859232848002164928402635269	3.13264390137679127334990880626719445	-1036.41991185467986724688671529293060303	-14318.14756982796461670659482479095458984	3953.94845128116503474302589893341064453
3	1.24096242885185170656825448531890288	0.93862769010890301224492304754676297	1.06410909834692257724952924036188051	0.98247820647256833836991063435561955	0.90153878586342772738504436347284354	0.56395717332230910212587104979320429	3.11676646277712965371620157384313643	-1024.19925082368126822984777390956878662	-14206.58118435686446900945156812667846680	3964.58867612005087721627205610275268555
4	1.23673497625248463016589539620326832	0.94698509601340097319166488887276500	1.09380409885919749335414508095709607	1.01723465258673595457139526843093336	0.96025567335082195885576084037893452	0.56830391484070452712273890938377008	3.11026326964124555374269220919813961	-1025.75016708443013158102985471487045288	-14202.04312322225814568810164928436279297	3944.54145237795637513045221567153930664
5	1.29286300106133000831221124826697633	0.90426603886553258426772572420304641	1.11448300838575242721617541974410415	1.09503098324477199376758562721079215	0.92445980055041676592963995062746108	0.57052726515681284613634716151864268	3.10603785832709311520716255472507328	-1020.33821335591699153155786916613578796	-14199.82861611994667327962815761566162109	3996.44648256077744008507579565048217773
6	1.36305914192772870130454521131468937	0.90664893143951763576637858932372183	1.14089992397766359921718049008632079	1.14907180884907855755727723590098321	0.96987343689409299951620369029114954	0.56753302162049079626626735262107104	3.14143559669742877815679094055667520	-1025.02478772803647188993636518716812134	-14178.76836660417211533058434724807739258	3928.52048932380785117857158184051513672
7	1.33768630015561429402737303462345153	0.89053837125019641440815121313789859	1.11199111108777670686720284720649943	1.23381571469536188700999446155037731	1.00938727895852320415315261925570667	0.56036268859905047357017338072182611	3.12372519147189331434333325887564570	-1021.57030539153413428721250966191291809	-14180.38839577868020569439977407455444336	3964.68534186333818070124834775924682617
8	1.38733893585414880256223568721907213	0.89285595597610545315347962969099171	1.07546461657602798744903793703997508	1.15581501071279357795162923139287159	1.04487250473443116227656446426408365	0.56561801890592677821700817730743438	3.09270647985581348393679945729672909	-1025.47772644451470114290714263916015625	-14190.97649128805642249062657356262207031	3936.19922684290941106155514717102050781
9	1.38104838939833185484928890218725428	0.92430013884352080211215252347756177	1.03518693392822425103361183573724702	1.17961387712531307059293794736731797	0.98894209250818387868520176198217086	0.55401617504565681127104426195728593	3.10091194248767099139740821556188166	-1021.55565883430097073869546875357627869	-14183.41766076553176390007138252258300781	3967.86107242252182913944125175476074219
10	1.37733923288004556084729301801417023	0.96960059948426668974263975542271510	1.06277393188595592476985984831117094	1.21859730101632135479405860678525642	1.03256884059667641828639261802891269	0.56016774594031182310516214784001932	3.05802631292796212036932956834789366	-1019.76823200206604269624222069978713989	-14166.52854705798199574928730726242065430	3968.84622703732202353421598672866821289
11	1.43213701260096204492811011732555926	0.97109916191264866736077010500594042	1.03053288468758941220926317328121513	1.16706980921565306452691856975434348	1.00021677737816183650920720538124442	0.55355926908443098266587867328780703	3.03832218139729759442957401915919036	-1018.43127462188419940503081306815147400	-14158.49438907481453497894108295440673828	3974.18164285597231355495750904083251953
12	1.39820223832677181796668719471199438	0.99788530759315807738829562367754988	1.03171051647385292326930539275053889	1.14275476387520580345835696789436042	0.96491169949931576699242441463866271	0.56443088204127345175464824933442287	3.01134177383555146079174846818204969	-1024.01910949619218627049122005701065063	-14156.21834970907184469979256391525268555	3916.02725474715043674223124980926513672
13	1.43899245110131035474410055030602962	0.99489416145024422988285550673026592	1.05361469111883088167758160125231370	1.19367387582860873251888733648229390	1.00357412551182800797278105164878070	0.55108532009711186372413749268162064	3.03122360598498374884002259932458401	-1019.44844782666325500031234696507453918	-14151.11146895223464525770395994186401367	3956.62699068560141313355416059494018555
14	1.50956431942772706378264047089032829	0.96816386358061090611215604440076277	1.10300915255354281541144700895529240	1.16159782118225063385352768818847835	0.97238457984480775042612776815076359	0.56214029011063926244418098576716147	3.01851874602546299541927510290406644	-1020.94117430974665694520808756351470947	-14151.14025666024463134817779064178466797	3941.72851356277897139079868793487548828
15	1.52198895220806540429236974887317047	1.00573440056971596945345481799449772	1.15676904191346729966483053431147709	1.22667657608763658316775035928003490	0.93130602761588221483179950155317783	0.56998979173604191750257541571045294	3.00763946063301590427840892516542226	-1025.64157958647069790458772331476211548	-14153.57585921813915774691849946975708008	3897.16006335343263344839215278625488281
16	1.56308690944661199395682160684373230	1.04449329399913093396889962605200708	1.12822762790162878232536058931145817	1.20571537562627018047578530968166888	0.95623687388267519793316751020029187	0.56514577833147494612120453894021921	2.97624916282828388958137111330870539	-1022.49878082944871948711806908249855042	-14150.98434164299033000133931636810302734	3925.99653334850336250383406877517700195
