,ref_gene_likelihood,hyp_gene_likelihood,hm_data_likelihood,rbf_ratio
63147,5593.007175456343,5618.734031947853,140073.30983529607,-25.726856491509352
63149,5585.707897663487,5602.722425709158,140085.0108043997,-17.014528045671796
63151,5584.630514595549,5598.785630412604,140054.78555121965,-14.155115817055048
63153,5611.676481666413,5643.057896186917,140062.6666688401,-31.381414520504222
63155,5666.142316087433,5688.7708482777525,140073.1062884311,-22.628532190319675
63157,5640.750327813101,5654.520733811312,140074.77651596878,-13.770405998211572
63159,5615.659609147908,5629.961504545091,140060.44028250102,-14.301895397183216
63161,5654.053040293278,5677.619198681814,140081.0759459541,-23.56615838853577
63163,5647.48283441071,5663.568907749634,140076.54185272072,-16.086073338923597
63165,5626.877754900748,5648.465718373481,140089.76885073207,-21.587963472732554
63167,5613.716214842561,5638.8317911677605,140069.97668602996,-25.115576325199072
63169,5663.581722460243,5673.29492527523,140074.0557750171,-9.713202814986289
63171,5679.173748992818,5686.806513911082,140090.66581048636,-7.632764918264002
63173,5689.648312262857,5692.749589532933,140069.89480131277,-3.101277270076025
63175,5623.877557436721,5634.035672200058,140061.66305053522,-10.158114763336926
63177,5559.801024673264,5564.0270191093705,140087.45797115983,-4.225994436106703
63179,5546.777177440117,5568.477981119299,140076.62001787333,-21.700803679182172
63181,5564.381338652807,5583.093031819445,140064.70420359692,-18.711693166637815
63183,5575.243019712651,5576.92800363645,140072.89126459265,-1.684983923798427
63185,5501.625772328337,5519.360857638677,140072.72380370574,-17.735085310339855
63187,5611.445788706695,5624.714404603494,140091.75329855666,-13.26861589679902
63189,5599.823061508731,5615.573933792794,140071.45338733625,-15.750872284063007
63191,5551.193396130653,5564.116277991386,140088.5019429694,-12.92288186073256
63193,5587.136941369572,5600.847200632941,140082.66228206316,-13.710259263369153
63195,5607.788578623489,5624.1373350618815,140093.5773934684,-16.34875643839223
63197,5525.96078401562,5528.755157874577,140086.56054313673,-2.794373858956533
63199,5533.164041335714,5543.545333637859,140075.88771858934,-10.381292302145084
63201,5544.057286169162,5557.777150835842,140060.2940422324,-13.719864666680223
63203,5549.886433390523,5575.7460631426375,140072.07866684333,-25.859629752114415
63205,5580.901912007335,5590.44658729146,140062.00725671233,-9.544675284124423
63207,5531.400999230251,5537.786318888043,140081.13149699164,-6.385319657792024
63209,5578.055746623953,5585.806679181375,140092.1646614364,-7.750932557421947
63211,5574.397665967003,5581.955003732494,140078.75040110614,-7.557337765490956
63213,5633.654145079343,5638.8097952139215,140076.65665423893,-5.155650134578536
63215,5585.576529256046,5600.233238127313,140080.88270964116,-14.656708871266346
63217,5506.313887963077,5508.7188185010455,140062.78700178946,-2.4049305379685393
63219,5628.889304424134,5631.3856724399375,140073.3885587377,-2.496368015803455
63221,5537.414328022076,5550.242451507683,140085.9107449597,-12.828123485606739
63223,5700.172192245143,5708.05887202022,140099.34511367514,-7.886679775077027
63225,5580.117602989572,5604.744692740292,140092.61560649655,-24.62708975071928
63227,5667.068488960156,5686.976091834048,140089.52071394774,-19.907602873891847
63229,5668.398067041871,5694.020784041871,140080.72609722186,-25.622716999999284
63231,5562.9374967561025,5596.14638427037,140078.64610965358,-33.20888751426719
63233,5579.467301012477,5614.487071942886,140087.60821888794,-35.01977093040932
63235,5588.506541152083,5623.312094785563,140088.1499649495,-34.805553633480486
63237,5619.632271534427,5643.9614462308255,140089.70716276136,-24.329174696398695
63239,5510.181364096816,5544.036830767814,140090.11215626617,-33.855466670997885
63241,5545.516394026996,5581.621047040449,140089.51738363056,-36.10465301345357
63243,5473.420531629872,5497.400331947951,140083.23241525347,-23.97980031807856
63245,5434.066950131968,5452.337935817193,140087.30636648083,-18.27098568522524
63247,5479.483319591225,5492.371069167772,140081.22513877347,-12.887749576546412
63249,5472.666740383091,5485.625682939571,140065.27699943527,-12.958942556479997
63251,5496.496480214642,5509.662096882559,140075.7851845208,-13.165616667916765
63253,5492.459581810132,5502.678295878575,140065.042100432,-10.21871406844366
63255,5522.246003495386,5528.000278923543,140071.92041507878,-5.754275428157598
63257,5556.260168102232,5558.118970338544,140087.7243607129,-1.8588022363128403
63259,5515.173931000469,5518.357509755732,140087.29042628582,-3.1835787552636248
63261,5530.848606233481,5538.3992536410215,140079.89307910606,-7.550647407540055
63263,5532.005026018454,5543.2223096374055,140061.6815885711,-11.217283618951114
63265,5534.89952875166,5549.83341165955,140075.1704083436,-14.93388290788971
63267,5575.612714383002,5607.076677568318,140077.41258176524,-31.46396318531606
63269,5565.960433677823,5583.280480718209,140084.55244496724,-17.32004704038627
63271,5543.989063035214,5563.790223748161,140065.0255801045,-19.80116071294742
63273,5551.280247143495,5563.0583817193965,140068.1356539731,-11.778134575901277
63275,5520.393940588073,5534.800046916324,140064.04019617254,-14.406106328251553
63277,5547.851403341208,5571.448252180471,140077.0957026337,-23.596848839262748
63279,5563.387154181188,5585.554684035597,140070.2915712393,-22.167529854409622
63281,5538.771008048239,5566.96336189704,140082.93487520894,-28.19235384880085
63283,5566.9734123166945,5593.182718068739,140084.6981429322,-26.2093057520442
63285,5597.095113458796,5611.056389993753,140075.97840328887,-13.961276534957506
63287,5563.693721154874,5585.97611988973,140095.373569963,-22.282398734856542
63289,5579.730462647724,5600.593115399794,140088.5119866197,-20.862652752070062
63291,5524.420416821625,5548.209261836541,140064.59251516327,-23.78884501491666
63293,5618.610179935526,5638.637322283031,140067.47353496088,-20.027142347505105
63295,5525.868269106995,5551.963638270273,140085.39292166193,-26.09536916327761
63297,5546.491348835887,5570.850737901433,140093.4492741982,-24.359389065545656
63299,5486.645574790141,5504.4125866982195,140097.9552747353,-17.76701190807853
63301,5494.379050044281,5511.325981962465,140086.5564644124,-16.94693191818442
63303,5504.898955572446,5534.319922502183,140080.4207777198,-29.420966929737006
63305,5390.108818177356,5420.00783395671,140066.73264862725,-29.89901577935416
63307,5452.623167450489,5470.802640680662,140086.23029045778,-18.179473230173244
63309,5447.975731200147,5475.084414500741,140067.9347951379,-27.10868330059475
63311,5530.732793566627,5557.953120766905,140062.81330115805,-27.220327200278007
63313,5489.8378426923355,5509.140084631449,140099.35437082697,-19.302241939113628
63315,5441.037466130778,5467.26782611804,140086.82760681043,-26.23035998726209
63317,5525.93167497379,5547.083988713507,140077.65057745235,-21.1523137397171
63319,5431.2733735256625,5453.6475125201705,140076.18169367546,-22.37413899450803
63321,5493.0567097048315,5510.5461544493155,140087.76007824746,-17.48944474448399
63323,5420.066667474989,5437.2171162701,140068.02966169338,-17.150448795110606
63325,5497.518020759198,5521.9080419985985,140074.7444320573,-24.390021239400085
63327,5463.734720664099,5487.918409562059,140085.09300824144,-24.183688897960565
63329,5530.921223037112,5556.225916179071,140087.88832395483,-25.304693141958523
63331,5531.454305207099,5559.4793985035785,140099.42277417867,-28.0250932964791
63333,5497.4086655911415,5527.801580798201,140084.98519618844,-30.39291520705956
63335,5557.565448670746,5587.659379257443,140087.5179994035,-30.093930586696843
63337,5511.160663807044,5539.134863414043,140086.38418073952,-27.97419960699881
63339,5539.179432882562,5571.796220018354,140077.2217349157,-32.61678713579204
63341,5537.350979426437,5568.939487459342,140069.77410515814,-31.58850803290443
63343,5557.177552000554,5591.878152410502,140092.35571656234,-34.70060040994758
63345,5459.69631801554,5494.429741926841,140073.73129060765,-34.73342391130154
63347,5465.538232229384,5508.781328505342,140075.26521257623,-43.243096275957214
63349,5506.674483034207,5548.5427504053205,140069.64769339183,-41.86826737111369
63351,5488.118315143338,5534.72118235976,140064.3785623987,-46.602867216422055
63353,5464.73909117264,5509.31137726427,140075.91642644035,-44.5722860916303
63355,5451.581475227569,5495.187695923931,140069.72038843884,-43.60622069636156
63357,5391.694346389933,5434.578547204757,140086.1635837283,-42.884200814824
63359,5406.215586153281,5456.829257960898,140072.42859784936,-50.61367180761681
63361,5449.648444066464,5495.719664008852,140071.71188363837,-46.07121994238787
63363,5498.8683618137,5540.642579654843,140080.76553516972,-41.77421784114267
63365,5394.406031501359,5435.718471581465,140084.05207216906,-41.31244008010526
63367,5384.654789532231,5427.783779078657,140085.98682111813,-43.128989546426055
63369,5433.036379704263,5477.042690025235,140093.21566907092,-44.00631032097226
63371,5472.333242966244,5517.9932772029715,140083.88518562407,-45.66003423672737
63373,5406.564838484125,5448.96162544546,140090.95483527015,-42.39678696133524
63375,5458.799675850674,5506.362301390151,140078.6127182199,-47.56262553947636
63377,5496.687365670916,5544.606136090648,140079.1221214605,-47.91877041973203
63379,5386.432284112116,5439.327628336466,140096.75676221334,-52.89534422435008
63381,5463.077495758331,5516.734318415953,140080.35691898715,-53.65682265762189
63383,5474.9284869599505,5527.423099737412,140070.32830938805,-52.49461277746104
63385,5431.044715152735,5479.256247524579,140078.26816518925,-48.21153237184353
63387,5422.207774240725,5473.221237099991,140086.166536086,-51.01346285926684
63389,5459.471374597102,5513.332649298655,140066.25571192434,-53.86127470155316
63391,5330.216975812926,5381.378070242965,140105.15407196406,-51.16109443003916
63393,5389.736246745,5443.93375207117,140098.0910113439,-54.19750532616945
63395,5426.613518290912,5486.893026173172,140068.85166276814,-60.27950788226008
63397,5394.020801039753,5457.163150114648,140097.3173770511,-63.14234907489481
63399,5473.591182869509,5540.534961088937,140084.40301705498,-66.94377821942817
63401,5437.8257662006135,5491.606451196679,140089.92141332023,-53.78068499606525
63403,5460.3190352031725,5516.2382637189,140068.03971799006,-55.91922851572781
63405,5485.316768169974,5542.6659595152305,140079.75492224228,-57.34919134525626
63407,5475.987887733753,5535.376214569871,140073.92792602233,-59.38832683611781
63409,5492.206944257057,5553.468584776538,140083.8831015129,-61.26164051948035
63411,5509.901617014219,5566.904455623416,140078.14581055794,-57.00283860919717
63413,5492.1124786698765,5554.050789863076,140092.73612547826,-61.9383111931993
63415,5509.066931281958,5572.522415065846,140070.90980813123,-63.45548378388776
63417,5514.738125864076,5574.194949495226,140075.18007209667,-59.456823631149746
63419,5468.022100856515,5535.057921727684,140064.60841395846,-67.03582087116865
63421,5456.8159791100115,5517.957291104365,140077.0994689319,-61.1413119943536
63423,5505.1694864758665,5568.361657066794,140077.81723104243,-63.19217059092716
63425,5516.843909010488,5580.841522305184,140075.80881413652,-63.99761329469675
63427,5458.5627652712255,5525.769023100786,140079.3883336649,-67.20625782956085
63429,5505.495193762272,5575.168706706901,140086.93938246917,-69.67351294462878
63431,5552.339701064569,5618.335944436319,140093.0532147558,-65.99624337174919
63433,5544.943797437503,5612.528970492453,140094.70627625022,-67.58517305494934
63435,5513.905581786788,5577.293955282715,140098.37685858516,-63.38837349592632
63437,5451.600398681611,5513.629942536121,140092.16944726685,-62.02954385450994
63439,5519.107964614739,5584.860209698179,140075.93504008433,-65.75224508343945
63441,5473.0673511481,5540.283337153786,140090.3297729917,-67.21598600568632
63443,5453.785007682525,5515.501474442222,140080.2144524433,-61.71646675969714
63445,5438.2973223354475,5505.634119825844,140093.4721654956,-67.33679749039675
63447,5464.574036306403,5534.889686782931,140092.62152703895,-70.31565047652748
63449,5519.342871325826,5591.955946802073,140085.3673805315,-72.6130754762471
63451,5447.933929583933,5522.859489767344,140094.17051413722,-74.92556018341111
63453,5428.832910998531,5501.802550633233,140114.59096051188,-72.96963963470262
63455,5443.255641758784,5510.355588015515,140095.41537526916,-67.09994625673153
63457,5443.320746385778,5508.401350930945,140078.42133661924,-65.08060454516726
63459,5378.054111809803,5450.987135827336,140073.12836882958,-72.93302401753317
63461,5437.093497600716,5507.121077235294,140084.302239263,-70.02757963457861
63463,5455.173318868847,5523.429332635772,140077.04192700214,-68.25601376692521
63465,5424.67339833547,5491.981648943008,140072.3200638075,-67.30825060753796
63467,5423.289935241255,5497.9832509094,140083.89751479807,-74.69331566814526
63469,5406.4392523885945,5474.867018596681,140086.51888242248,-68.42776620808672
63471,5353.763719190845,5431.659278817534,140083.60259816312,-77.89555962668874
63473,5439.015866561889,5512.306495841653,140080.4738985474,-73.29062927976338
63475,5423.008740110094,5495.01398605629,140075.67886679393,-72.00524594619674
63477,5473.664670930111,5552.640718047655,140079.92196120374,-78.97604711754411
63479,5425.8700039498335,5507.247152059134,140074.19349188684,-81.37714810930083
63481,5424.745168451677,5501.597385839267,140084.88663138443,-76.85221738758992
63483,5455.597935723583,5525.576746558275,140093.09948182417,-69.97881083469201
63485,5482.862585015893,5552.968400480747,140102.3709068205,-70.10581546485355
63487,5470.015612100661,5537.771114585778,140083.75768618958,-67.75550248511718
63489,5483.548038059819,5549.608425527374,140079.14479578775,-66.06038746755439
63491,5527.67130660962,5591.942738328418,140088.33475836035,-64.27143171879834
63493,5488.095828096817,5553.799749020397,140098.18405198172,-65.70392092357997
63495,5453.124280174913,5524.928264891378,140087.56956947848,-71.80398471646458
63497,5415.818983274428,5483.952218554711,140080.0741451909,-68.13323528028286
63499,5439.286855108878,5509.271933259618,140087.09290597084,-69.98507815074026
63501,5490.830476862562,5556.352033732223,140093.51841322318,-65.52155686966125
63503,5397.869005515381,5462.212632509063,140080.37324861044,-64.34362699368194
63505,5486.351854799197,5541.87053601534,140098.63171970303,-55.518681216142795
63507,5449.750338880887,5501.256747478851,140085.58380475012,-51.506408597963855
63509,5447.800570338972,5497.649450831289,140085.12415794446,-49.84888049231722
63511,5505.753930574094,5551.7186690734525,140065.16158772883,-45.964738499358646
63513,5510.474907194028,5547.1479145402545,140083.8697613388,-36.67300734622677
63515,5496.08041000323,5528.056429345014,140093.75192108218,-31.976019341784195
63517,5483.298940305262,5513.587336024211,140081.05387924277,-30.288395718949687
63519,5454.968776386395,5486.41534931201,140091.49208245648,-31.446572925615328
63521,5465.635651221635,5497.516389733356,140076.12778657366,-31.880738511720665
63523,5483.740888621976,5514.108321518899,140080.91731842485,-30.367432896922764
63525,5423.103471532626,5445.621636435387,140089.55492483138,-22.518164902760873
63527,5423.1117158866255,5447.058264756574,140070.1777425969,-23.946548869948856
63529,5411.188406498231,5430.551583977676,140076.2557560243,-19.363177479444857
63531,5406.933663569413,5424.245764631195,140076.23415027745,-17.312101061782414
63533,5364.73466723067,5387.806254132708,140082.7450728248,-23.07158690203778
63535,5375.906247603437,5402.016732470829,140081.92620364737,-26.110484867392188
63537,5386.487132617194,5412.543440507258,140102.1574688262,-26.05630789006409
63539,5370.725083528252,5390.057497593866,140073.9505646537,-19.332414065614103
63541,5381.956962964427,5406.490186938142,140079.1699760128,-24.533223973715394
63543,5387.917779705969,5420.934951440113,140072.96926158914,-33.01717173414363
63545,5346.737928461183,5381.204978814466,140079.06930600613,-34.4670503532825
63547,5361.992333080254,5391.117947909777,140085.62554253582,-29.12561482952333
63549,5443.821912677867,5474.811734029209,140083.19478162518,-30.98982135134247
63551,5402.576549587883,5433.60677092895,140088.73080398844,-31.030221341066863
63553,5399.697605788546,5435.3230944861425,140079.31291572738,-35.625488697596666
63555,5373.305406598387,5403.353933976961,140077.21009908375,-30.048527378574363
63557,5447.88588030875,5472.134218570367,140070.133653178,-24.24833826161739
63559,5422.827969293677,5452.505666051321,140081.56186818593,-29.6776967576443
63561,5411.372062037046,5437.206699713512,140088.3677497309,-25.834637676465718
63563,5402.419741683,5432.30338332415,140095.94387032345,-29.883641641149552
63565,5406.9317022165815,5440.317347135191,140097.70260311972,-33.385644918609614
63567,5423.714104705856,5462.112400344514,140094.91628429177,-38.398295638658055
63569,5438.576916451875,5474.141169671902,140079.90094216575,-35.56425322002724
63571,5462.6980145919115,5502.325078708935,140079.64539548513,-39.62706411702311
63573,5436.44560737774,5476.335854031902,140084.62463082757,-39.89024665416218
63575,5366.9369577302095,5406.594058091607,140093.95142466555,-39.65710036139717
63577,5415.22165597772,5447.608919600317,140085.26512138228,-32.38726362259695
63579,5425.430294464261,5460.46730410913,140072.66907545945,-35.037009644868704
63581,5378.9666952715725,5416.266874523454,140074.28186307612,-37.30017925188167
63583,5482.597387502967,5513.315037733439,140072.76016227974,-30.717650230471918
63585,5418.732271407901,5454.465793276468,140095.0790890806,-35.73352186856664
63587,5435.208879011278,5465.586684184441,140088.9194015246,-30.377805173162415
63589,5464.722295366765,5495.008034955066,140067.44080839306,-30.285739588301112
63591,5463.54112464861,5497.131697541102,140073.4675131113,-33.590572892491764
63593,5433.738306618907,5462.234201322164,140070.60354904554,-28.495894703257363
63595,5441.175949687393,5468.62571661052,140088.04980498852,-27.449766923126845
63597,5417.022396532513,5443.870566727156,140102.83695871613,-26.84817019464299
63599,5486.79046962883,5511.678573338024,140075.81279088516,-24.888103709194183
63601,5430.1865216327205,5467.595843292044,140076.57115915528,-37.40932165932372
63603,5483.0935548233465,5513.4934881418285,140091.35048140108,-30.399933318482
63605,5413.8091674776515,5441.825974489271,140090.54786674978,-28.016807011619676
63607,5414.199102362825,5444.846096423163,140085.6819268466,-30.64699406033742
63609,5405.659999849053,5437.1720021445035,140082.96570868252,-31.512002295450657
63611,5358.587875580531,5389.271357763555,140070.80510688,-30.683482183024353
63613,5421.3888108151605,5450.273863113921,140082.94430476386,-28.885052298760456
63615,5410.316111379852,5439.2792367625225,140077.46610242157,-28.963125382670114
63617,5390.664510506587,5416.303307068621,140061.4533759229,-25.63879656203335
63619,5445.814594613263,5476.802877254929,140071.02117196596,-30.988282641666046
63621,5476.173450848605,5509.052340610884,140088.6251362048,-32.87888976227896
63623,5469.629774954,5502.053328042298,140085.48541219826,-32.42355308829792
63625,5417.436329470043,5453.1063957776905,140077.21133406358,-35.670066307647176
63627,5430.070234618537,5470.4309704786265,140077.39584666642,-40.360735860089335
63629,5428.184577690275,5473.8132409675145,140074.53283454973,-45.628663277239866
63631,5410.611315018911,5458.124528003509,140088.63532769764,-47.513212984597885
63633,5443.036039997656,5483.1870625885795,140082.8162161266,-40.151022590923276
63635,5323.444887910526,5366.158965333627,140083.52859257607,-42.714077423101116
63637,5379.099727917419,5426.2006985773605,140092.51052656,-47.100970659941595
63639,5379.288163388407,5417.758847712508,140106.7368872817,-38.47068432410106
63641,5429.652234599731,5462.736383959999,140088.84677814064,-33.084149360268384
63643,5432.631688486302,5464.142807372292,140058.60359098105,-31.511118885990072
63645,5436.76711776405,5468.510458335718,140075.2262460284,-31.74334057166743
63647,5484.499518734256,5506.376088795892,140073.90984854192,-21.876570061636812
63649,5402.575478685107,5425.6042784202145,140082.7274596752,-23.028799735107896
63651,5480.485804903954,5499.571384071662,140073.53766416226,-19.085579167707692
63653,5437.605802971364,5451.83940961104,140081.2576002616,-14.2336066396756
63655,5453.432152890136,5475.039028326167,140085.32132565646,-21.60687543603035
63657,5445.600098000985,5460.7830752514155,140086.7834181432,-15.182977250430667
63659,5479.455864145677,5494.396411091873,140103.5229930958,-14.940546946196264
63661,5409.169682880856,5428.061149219256,140082.76307323333,-18.89146633839937
63663,5445.469124110128,5461.362543767493,140082.9220969389,-15.893419657364575
63665,5435.971324832113,5444.239569582391,140063.4695739159,-8.268244750277518
63667,5423.250723458812,5434.58691332818,140056.85502022348,-11.336189869368354
63669,5503.104075015832,5519.814029562753,140079.4862938215,-16.709954546920926
63671,5399.744263262188,5417.373644217645,140085.17872086063,-17.629380955457236
63673,5460.993183532824,5477.938038213877,140074.4712381272,-16.944854681052675
63675,5430.559185064303,5458.10109602785,140071.5027206852,-27.541910963546798
63677,5433.077667424752,5460.66888182328,140067.68662319393,-27.59121439852788
63679,5364.2704941961965,5394.49054348172,140072.4872838896,-30.2200492855236
63681,5443.184855125421,5466.214632131421,140070.22337554567,-23.029777006000586
63683,5414.817936807089,5438.619561017693,140101.4392879128,-23.801624210604132
63685,5430.969379719196,5461.82568562194,140072.0088441267,-30.85630590274377
63687,5371.927469742736,5415.983918609766,140085.31812480153,-44.05644886702976
63689,5406.380769455702,5458.281792589809,140077.57597462757,-51.90102313410716
63691,5414.3926411346465,5460.960795210847,140085.43764063145,-46.5681540762007
63693,5461.1399001491545,5508.785420443657,140092.56062425484,-47.6455202945026
63695,5366.219516830566,5423.858118765289,140077.46744294753,-57.63860193472283
63697,5389.33721118862,5462.07402500423,140075.3777125499,-72.73681381560982
63699,5372.258259919653,5442.736087700875,140078.39572067352,-70.477827781222
63701,5314.835800311187,5395.392720549367,140070.58980733133,-80.55692023818028
63703,5369.1864794804205,5447.333792643156,140092.44135518654,-78.14731316273537
63705,5303.695934099136,5384.558149907825,140090.36065267515,-80.86221580868914
63707,5369.4988204059755,5461.333448534219,140093.91174167162,-91.83462812824382
63709,5278.515183368827,5385.532045653323,140093.96908030685,-107.0168622844958
63711,5293.643435359763,5398.560511393906,140074.20222504856,-104.91707603414307
63713,5371.777837086525,5474.166615510796,140084.68802696237,-102.38877842427064
63715,5261.406644256793,5387.914167068841,140085.35873448313,-126.50752281204859
63717,5224.382473434495,5349.462906352913,140073.6623684449,-125.0804329184175
63719,5237.7685147609145,5357.203212195018,140086.11550407886,-119.43469743410333
63721,5147.289477450115,5272.130314744805,140082.20142205147,-124.84083729469057
63723,5248.656904863099,5364.858422740973,140079.22253453592,-116.20151787787381
63725,5219.255914773916,5348.125008954143,140086.44455144904,-128.86909418022697
63727,5222.534747367113,5338.64120846556,140081.18552741467,-116.10646109844765
63729,5161.204137969503,5277.101605786301,140095.70748549077,-115.89746781679787
63731,5261.525609091888,5372.275751337176,140065.994752341,-110.75014224528786
63733,5270.164487942484,5375.627567748013,140089.09830069935,-105.46307980552865
63735,5368.9541028207095,5470.1787043729,140091.53082059557,-101.2246015521905
63737,5342.108998541851,5431.096933418214,140071.10706221862,-88.98793487636249
63739,5307.426148937939,5395.7348209978045,140069.15364983273,-88.30867205986578
63741,5301.97600212954,5375.067885173395,140073.37082510392,-73.09188304385498
63743,5315.491863508114,5394.901582382766,140081.4963146357,-79.40971887465184
63745,5282.6008212778215,5361.360514661647,140084.19194421585,-78.75969338382583
63747,5306.946876380552,5390.021776614186,140071.004864275,-83.07490023363425
63749,5308.446422841818,5398.055083855255,140067.85325715426,-89.60866101343709
63751,5290.91517561659,5388.919013971316,140058.9259273473,-98.00383835472621
63753,5272.887716661827,5352.485884093855,140075.05537149817,-79.59816743202828
63755,5227.574563633514,5308.216045241221,140072.13614795383,-80.64148160770674
63757,5364.514739150912,5426.580227611702,140067.13903106813,-62.06548846079022
63759,5273.506651647598,5340.058027135265,140072.28240527996,-66.55137548766652
63761,5303.88664631744,5380.107230325023,140059.48777597377,-76.22058400758306
63763,5235.155553169627,5310.8777100862635,140074.71371557564,-75.72215691663678
63765,5324.564818851359,5400.615206857559,140068.1133422504,-76.05038800620059
63767,5296.20468589542,5383.354828814479,140093.21642056562,-87.15014291905936
63769,5282.2197112034555,5364.318814059749,140086.73763539028,-82.09910285629303
63771,5286.6857987937565,5370.409401586656,140077.31858687892,-83.72360279289933
63773,5269.680699997855,5349.564778006898,140077.74478010993,-79.88407800904315
63775,5270.364027591491,5343.04865590777,140070.0198798454,-72.68462831627858
63777,5296.797910866064,5381.028126691353,140078.20458581948,-84.23021582528872
63779,5330.998997028939,5408.9832234730975,140076.8939258757,-77.9842264441586
63781,5328.010054389456,5406.550816861329,140079.6217257578,-78.54076247187277
63783,5348.30345439731,5419.278719836088,140068.62346201116,-70.97526543877848
63785,5367.732467696516,5438.48563638606,140078.43931910544,-70.7531686895436
63787,5339.079305808549,5411.994947070371,140078.71558492308,-72.9156412618222
63789,5336.669813621858,5412.6255244700005,140079.60230888895,-75.95571084814219
63791,5319.9749717861505,5403.550812353002,140072.1697131429,-83.57584056685118
63793,5277.97174851473,5359.697280263093,140066.46880835277,-81.7255317483623
63795,5303.183135573246,5381.945027348062,140070.40733045118,-78.76189177481592
63797,5323.8357355996795,5392.865151496371,140080.97263787987,-69.02941589669172
63799,5355.5891973492135,5420.497157861419,140080.68222122846,-64.90796051220514
63801,5317.4834383556445,5375.517822071445,140085.26834705274,-58.034383715800686
63803,5380.490641580553,5426.487314347642,140091.7348777616,-45.99667276708897
63805,5353.23949960051,5403.686186916979,140070.69679088017,-50.44668731646925
63807,5319.507502822726,5374.5756536289955,140080.2706633772,-55.06815080626984
63809,5300.490940507119,5362.055367524475,140083.20749179876,-61.56442701735523
63811,5253.427068910531,5313.4203069726345,140073.8359898767,-59.993238062103956
63813,5300.318597982181,5365.269597927224,140067.1887837905,-64.9509999450429
63815,5304.229884075865,5371.53999527017,140085.2397768187,-67.31011119430514
63817,5286.356862941997,5352.600283369972,140074.00786780223,-66.24342042797525
63819,5300.326075833302,5371.428767966659,140078.64651428463,-71.10269213335687
63821,5363.898198141973,5431.516695325902,140093.05288323076,-67.61849718392932
63823,5372.788006177467,5441.351563059552,140059.53076448457,-68.56355688208532
63825,5304.629762792965,5375.834330859651,140072.75288373057,-71.20456806668608
63827,5366.775594456414,5444.9612141500975,140068.80270432512,-78.1856196936833
63829,5314.320301549648,5392.319809059116,140086.1795497118,-77.99950750946755
63831,5364.765169718504,5439.315623518602,140084.17029839696,-74.55045380009778
63833,5321.545133535801,5401.1553004601155,140076.66589148281,-79.6101669243144
63835,5359.603701038277,5439.67138372056,140092.6350552177,-80.0676826822828
63837,5360.828063100911,5446.679236195049,140079.00010907903,-85.85117309413818
63839,5352.091339838638,5444.144836718333,140073.92696432723,-92.05349687969465
63841,5371.636494585933,5468.216136927861,140086.69549137418,-96.57964234192787
63843,5321.566034313811,5417.718327203854,140075.47772652053,-96.1522928900431
63845,5331.946785705186,5430.684556878054,140068.5960906864,-98.73777117286772
63847,5345.988748416552,5447.853798283174,140092.28493893807,-101.86504986662203
63849,5283.8423099160555,5384.583217402629,140072.53146559466,-100.74090748657363
63851,5272.516860235617,5373.528115724591,140084.67239960347,-101.0112554889738
63853,5346.973578030906,5442.613983198826,140069.0760090523,-95.64040516792011
63855,5339.248952168376,5439.997181061131,140069.96307717715,-100.74822889275583
63857,5269.084611380466,5365.11207504719,140081.32102717686,-96.02746366672363
63859,5239.846063048248,5349.491158087184,140078.4876779122,-109.64509503893623
63861,5310.088050828035,5422.840348802741,140068.43688874066,-112.75229797470547
63863,5290.947940885875,5412.643927796278,140074.23674789543,-121.69598691040301
63865,5240.072549986449,5374.105191629087,140061.86124758262,-134.03264164263783
63867,5319.914071553144,5455.517388749869,140072.60561343492,-135.60331719672467
63869,5264.510078419133,5411.709110802068,140063.0840000397,-147.199032382935
63871,5296.5831906128615,5457.140653222536,140084.73071543386,-160.55746260967408
63873,5282.788848391091,5448.630853192182,140070.93013939468,-165.8420048010912
63875,5264.5106474923305,5424.493704267195,140082.36878128495,-159.98305677486496
63877,5275.4775202193505,5456.955703473649,140065.07415977458,-181.47818325429853
63879,5188.261638453521,5376.5851671138935,140069.68256277303,-188.32352866037218
63881,5208.883835185314,5378.117726971627,140069.40789448988,-169.2338917863135
63883,5179.569431353148,5362.978485173603,140082.37934696674,-183.40905382045548
63885,5185.136165748381,5366.342929708424,140062.03575736028,-181.20676396004274
63887,5253.370392987924,5448.257985648233,140055.47072055397,-194.88759266030956
63889,5246.436198450896,5456.525429350092,140065.4141501794,-210.08923089919608
63891,5343.063288338138,5551.58022962566,140062.0102865644,-208.51694128752206
63893,5318.310804935595,5504.193500347523,140068.6769600783,-185.88269541192767
63895,5294.29541302866,5480.353546899568,140081.94619605463,-186.05813387090802
63897,5273.752149511749,5473.682083281514,140081.22038924618,-199.92993376976483
63899,5302.533244408152,5493.34493002322,140085.56940873433,-190.8116856150673
63901,5251.835535919372,5427.72951042428,140057.99054826188,-175.89397450490833
63903,5259.774515511682,5450.636079250688,140064.69854118675,-190.86156373900667
63905,5309.869935677501,5485.89038359141,140066.2450060421,-176.02044791390836
63907,5264.35647279983,5447.348048173619,140084.335474038,-182.9915753737887
63909,5333.615475244058,5542.813715211728,140061.2299091296,-209.1982399676699
63911,5247.285868005365,5470.2384354316755,140085.3576940547,-222.95256742631045
63913,5261.440044006991,5490.1308470811655,140072.63292380114,-228.69080307417426
63915,5227.601274280639,5457.554685158916,140068.56103937657,-229.95341087827728
