,ref_gene_likelihood,hyp_gene_likelihood,hm_data_likelihood,rbf_ratio
50676,5451.840473037071,5494.753661644006,140091.9582089006,-42.913188606934455
50678,5454.478471244021,5496.4074834493495,140083.65258964538,-41.929012205328036
50680,5369.909505604759,5415.042614444277,140079.22015579088,-45.13310883951817
50682,5418.294083950166,5467.116387994521,140075.41358454298,-48.822304044354496
50684,5398.027114857825,5444.5826129673815,140076.04168224026,-46.55549810955654
50686,5479.559118112853,5522.960755414212,140079.9368060771,-43.40163730135919
50688,5460.627296813851,5496.616732047115,140082.1866070041,-35.989435233263976
50690,5504.06925959334,5543.683054998023,140082.32017842797,-39.613795404683515
50692,5499.404900463687,5539.688403930601,140088.90173981103,-40.283503466914226
50694,5409.936270653663,5447.147560026291,140073.92652627546,-37.211289372628016
50696,5450.6505995467,5490.3762981317695,140090.80709422263,-39.72569858506995
50698,5375.8425113763205,5415.415798260335,140076.1098554007,-39.573286884014124
50700,5293.31285644233,5325.033776263097,140075.3393787281,-31.72091982076745
50702,5385.380034927914,5420.388652825727,140077.35147336527,-35.008617897813565
50704,5375.935000543598,5411.002298679347,140072.87741940492,-35.0672981357493
50706,5367.151506430132,5404.477243880597,140067.85233047858,-37.32573745046466
50708,5356.198312266167,5389.7686840764645,140053.8766045871,-33.57037181029773
50710,5357.255247224863,5387.038178449964,140064.97539382233,-29.782931225101493
50712,5372.651457219546,5399.467724921095,140066.22285726792,-26.816267701549805
50714,5321.96455045184,5347.593563409233,140057.38896123416,-25.62901295739266
50716,5367.6162825737665,5388.650311407751,140066.11844887433,-21.03402883398485
50718,5385.2888497501535,5411.285286261524,140080.11768968447,-25.99643651137012
50720,5319.166861257725,5349.299888162375,140067.3120719905,-30.13302690465025
50722,5334.3315184308085,5361.752631498847,140056.22379720752,-27.42111306803872
50724,5370.538297656629,5391.624312110507,140050.61187824252,-21.086014453878306
50726,5382.430161583714,5395.766005981336,140062.04993662075,-13.335844397622168
50728,5435.6119436623085,5447.585867833228,140060.66567659774,-11.973924170919418
50730,5384.841224183194,5396.5465532566295,140070.05433023412,-11.705329073435678
50732,5368.672461878337,5380.196743749753,140058.8570215555,-11.524281871415951
50734,5429.364563378542,5438.226039377477,140059.60998605637,-8.86147599893502
50736,5445.934335512977,5454.860202714046,140083.69140876128,-8.925867201069195
50738,5447.222700852181,5451.293122799137,140079.6427082586,-4.070421946955321
50740,5496.175616525396,5500.239502168926,140081.69794392362,-4.063885643529829
50742,5476.370872093134,5487.516522741586,140062.86655392236,-11.145650648452829
50744,5491.563402046485,5507.209852057974,140056.80105785615,-15.646450011488923
50746,5467.639571622298,5485.712012219299,140077.30257180735,-18.072440597001332
50748,5522.196705958754,5536.27414861205,140096.41704430708,-14.077442653296202
50750,5474.782886411727,5491.3449945160255,140079.45318737364,-16.562108104298204
50752,5471.086798692809,5490.010942426246,140076.4743832929,-18.92414373343763
50754,5481.472927034764,5497.480391527701,140045.4785550086,-16.00746449293638
