Sample	theta_A	theta_B	theta_root	tau_root	Data-ld-ln	Full-ld-ln	Gene-ld-ln
815	60.95385	66.22802	1102.99549	 6.79982	-9299.873758192	-92052.445382479	-946.292199444
816	58.81851	66.36901	1105.34352	 6.81430	-9298.709738101	-92047.040596265	-940.056784748
817	61.42362	66.25789	1103.49296	 6.83695	-9298.605443077	-92034.608407392	-951.446023383
818	60.36589	62.71861	1100.73071	 6.80827	-9298.723230409	-92029.696291816	-957.536012276
819	63.01268	61.66297	1102.48044	 6.84563	-9297.674158499	-92029.032024335	-947.709560655
820	59.11359	63.74351	1134.21864	 6.87105	-9295.253192352	-92041.108684316	-911.423239204
821	57.25416	66.32736	1131.36918	 6.82016	-9295.757899043	-92045.972204849	-911.606785579
822	57.32835	66.41330	1108.94970	 6.86093	-9299.595182886	-92040.957513214	-954.994315645
823	59.60293	64.13915	1072.52066	 6.84914	-9303.778453746	-92047.357537738	-990.426999725
824	60.13758	67.10088	1069.95771	 6.80530	-9302.833074620	-92060.278187001	-968.052559194
825	63.72413	70.22114	1112.09030	 6.80854	-9298.353081255	-92057.338658594	-926.192153955
826	66.40762	70.43199	1075.69935	 6.85926	-9301.408094030	-92051.175047899	-962.905892398
827	64.30152	72.32575	1114.24511	 6.85317	-9297.991680139	-92054.362953096	-925.553848291
828	62.51906	72.48558	1127.92307	 6.90466	-9295.465558105	-92032.706713798	-921.948867252
829	62.36863	69.52695	1125.20899	 6.88805	-9294.931035322	-92024.131184973	-925.179168245
830	59.48672	73.21761	1122.20471	 6.89647	-9296.153594956	-92030.226224248	-931.309725312
831	60.74131	70.87978	1096.96723	 6.91593	-9298.613693141	-92026.134246860	-960.002684551
832	58.62194	67.05414	1119.86910	 6.90212	-9297.845768084	-92027.144722399	-951.312958444
833	56.52363	67.18030	1121.97617	 6.87160	-9298.068330178	-92039.751493272	-940.931808508
834	58.41638	64.63174	1118.10623	 6.84790	-9299.099126177	-92046.589622827	-944.401638939
835	54.84618	63.60222	1144.16792	 6.88859	-9296.753491665	-92035.989258200	-931.545658447
836	56.37649	61.03273	1102.49867	 6.89768	-9301.121585782	-92040.300486577	-970.915371239
837	56.47897	64.75497	1129.79940	 6.91022	-9298.520922632	-92040.467806167	-944.741420150
838	53.60753	61.59442	1074.47852	 6.89066	-9303.915507964	-92037.853875238	-1001.301204401
839	52.90133	58.73373	1076.03241	 6.86657	-9305.265173655	-92054.579194630	-998.072541918
840	52.90133	58.73373	1076.03241	 6.86657	-9307.423949899	-92059.996266396	-1014.243232598
841	51.94125	59.83883	1072.81169	 6.81267	-9306.924677635	-92063.825815377	-1005.420960972
842	54.18565	57.37244	1076.37879	 6.79320	-9305.213930340	-92058.075125722	-994.064177676
843	56.23498	60.14886	1113.68507	 6.83535	-9301.485063142	-92055.946466348	-958.904165067
844	56.23498	56.77373	1096.47860	 6.83535	-9303.255302481	-92049.761245533	-982.791779278
845	54.67612	56.68785	1130.53105	 6.79630	-9298.661662680	-92045.987838530	-940.628788267
846	56.54141	58.85466	1133.55824	 6.79745	-9300.349466266	-92077.099693964	-926.394968696
847	54.67606	60.74761	1130.44949	 6.77881	-9299.482607951	-92052.868616540	-941.957462974
848	56.37532	62.70980	1130.44949	 6.75801	-9297.675686461	-92039.069539212	-937.687325395
849	55.25536	62.70980	1130.44949	 6.74039	-9298.211692542	-92044.162389379	-937.954536040
850	57.67016	64.37920	1126.39504	 6.74198	-9298.616165167	-92040.921958206	-945.239693462
851	60.74243	61.88328	1099.33391	 6.75829	-9300.877654335	-92031.619585965	-977.156957388
852	63.62599	59.59264	1096.36619	 6.69954	-9300.894299195	-92051.213740165	-957.729251788
853	63.01055	56.17721	1091.51849	 6.66991	-9300.500361121	-92049.223489440	-955.780121767
854	60.34552	56.29195	1076.27134	 6.62183	-9302.251628129	-92063.395408129	-959.120873166
855	57.59618	57.53434	1088.59223	 6.63283	-9302.321046236	-92068.044876223	-955.165586132
856	55.73664	56.01347	1116.95097	 6.67416	-9299.316066858	-92051.458115925	-941.702552653
857	56.97566	59.31612	1115.51239	 6.69649	-9300.037022169	-92055.332927850	-945.037293841
858	54.27752	61.73667	1120.19927	 6.72604	-9299.144964597	-92048.903071902	-942.546574068
859	56.27037	63.37964	1116.91866	 6.74234	-9298.946724659	-92042.990344744	-946.476901849
860	57.98834	63.28683	1072.42181	 6.74930	-9303.678372642	-92045.955038565	-990.828687850
861	60.35152	61.55277	1072.42181	 6.74930	-9303.709016902	-92058.614896032	-978.475272991
862	61.07968	58.95492	1103.57942	 6.75116	-9301.007445229	-92053.377165891	-956.697286399
863	58.30107	61.89847	1107.09220	 6.79457	-9300.671173889	-92061.487975453	-945.223763436
864	61.13804	63.15802	1066.27099	 6.78022	-9304.019406126	-92050.332202660	-989.861858596
865	63.17553	64.81902	1068.47390	 6.82067	-9303.947830949	-92044.366361797	-995.111947696
866	59.48094	63.61608	1067.07275	 6.78734	-9303.086253645	-92046.244320772	-984.618215679
867	57.63818	63.61608	1067.07275	 6.80561	-9303.360911375	-92039.823971106	-993.785142644
868	59.37191	60.55476	1087.00074	 6.79169	-9301.777469536	-92047.685898029	-970.088797332
869	59.60899	63.95186	1144.00269	 6.81882	-9295.654105017	-92038.079429596	-918.461620577
870	57.50644	66.86735	1109.53443	 6.80439	-9299.987351039	-92057.155989350	-942.717521036
871	56.72309	67.78990	1071.47064	 6.76984	-9303.882603648	-92059.471052197	-979.354984286
872	58.84102	68.02473	1116.37340	 6.81403	-9298.276959660	-92050.039458370	-932.730138226
873	57.80224	70.96201	1114.13142	 6.80035	-9298.307787657	-92050.743262730	-932.334613840
874	60.94771	70.66342	1109.44341	 6.76771	-9299.684581740	-92067.765076981	-929.080740424
875	58.84281	73.50201	1112.33034	 6.74903	-9299.206313290	-92058.447510538	-933.615622358
876	56.34688	73.28262	1086.42585	 6.72889	-9302.062555229	-92064.980950076	-955.644602211
877	58.68175	71.57883	1086.42585	 6.69949	-9301.743969935	-92070.014659724	-947.425039630
878	59.89063	73.61924	1089.64411	 6.71934	-9300.629974472	-92057.623778046	-948.675966678
879	57.73896	70.48325	1093.31725	 6.76760	-9300.659987568	-92048.885965549	-957.713910134
880	60.70783	68.14608	1090.59077	 6.69215	-9300.901746542	-92063.863673800	-945.153791615
881	57.95573	65.63016	1116.87422	 6.73777	-9299.391906196	-92048.409261657	-945.509800304
882	59.96150	62.29882	1112.71470	 6.67873	-9299.471837174	-92056.057713621	-938.660658117
883	62.02953	59.39993	1144.35002	 6.61132	-9297.198088727	-92072.083668981	-899.897218287
884	62.25003	57.91084	1148.41786	 6.63482	-9297.761854723	-92073.994402001	-903.624145228
885	59.58434	56.46088	1148.41786	 6.67813	-9296.686563770	-92050.865399724	-916.000237977
886	59.41618	54.18879	1102.32090	 6.65929	-9299.619746287	-92035.889152746	-960.308310128
887	60.68826	53.99927	1146.56403	 6.63600	-9295.558567158	-92047.026038954	-908.559632627
888	63.28244	51.41530	1122.99119	 6.63189	-9298.644649736	-92049.286076591	-937.160420766
889	66.11513	51.41330	1125.02715	 6.64391	-9298.157733652	-92045.437076082	-936.140260434
890	62.53573	52.67284	1104.18703	 6.62321	-9299.587669669	-92049.512978469	-946.363718218
891	59.10127	50.86640	1101.75660	 6.58182	-9300.738078931	-92060.623127037	-946.757662277
892	60.64870	53.08967	1155.74406	 6.60911	-9294.718206045	-92048.721403039	-898.460657411
893	58.85887	54.44863	1155.74406	 6.57386	-9293.997018787	-92047.380268240	-892.589919629
894	56.71679	52.53649	1159.43350	 6.57534	-9294.277993703	-92042.991357869	-899.788579159
895	58.96209	50.31473	1154.25621	 6.52388	-9294.957998015	-92056.571209124	-893.008771027
896	57.07494	52.80594	1157.48647	 6.57479	-9295.426663034	-92055.452541112	-898.814089231
897	57.26760	55.74727	1161.39361	 6.60199	-9294.414568885	-92046.400679992	-897.745008857
898	58.63728	57.63081	1125.13545	 6.56794	-9297.574705280	-92065.784288134	-909.962764668
899	55.30510	59.59265	1125.13545	 6.56794	-9296.549596963	-92051.181469931	-914.314499700
900	52.58274	57.08041	1119.99797	 6.56798	-9297.993786189	-92052.873539665	-927.064322230
901	52.71495	59.68656	1144.45800	 6.56919	-9296.002544820	-92060.997105407	-899.028342792
902	52.62394	61.46546	1142.48212	 6.52848	-9296.658660648	-92063.349688460	-903.236918019
903	51.46860	61.73807	1147.54925	 6.58424	-9297.628444716	-92056.253382951	-920.031064211
904	48.82490	63.99921	1120.46559	 6.58424	-9299.811516390	-92045.778925501	-952.336238398
905	48.62594	63.73840	1115.89959	 6.56490	-9299.857173082	-92043.909861043	-954.661869776
906	47.62210	63.45510	1110.93956	 6.53572	-9298.353269942	-92030.338742413	-953.193957011
907	46.74399	66.21641	1110.93956	 6.51862	-9299.650922425	-92051.889960376	-944.619263876
908	50.00080	64.59585	1164.85721	 6.57049	-9295.888513040	-92071.093274459	-887.791855945
909	50.95758	61.36157	1166.32751	 6.57878	-9294.514829533	-92048.323418189	-896.824877140
910	53.27007	59.65564	1170.73106	 6.62444	-9293.853248977	-92042.919327710	-895.613162063
911	53.42286	59.82674	1174.08891	 6.65622	-9293.608394603	-92041.981935972	-894.102010056
912	53.54481	62.32786	1176.76912	 6.63829	-9293.952427436	-92055.115813889	-884.408460468
913	56.02688	65.46858	1154.90428	 6.63829	-9294.508184948	-92040.610148881	-904.471700600
914	55.79458	68.09871	1102.41070	 6.61077	-9300.674311900	-92060.272622900	-946.470496105
915	55.44799	67.93403	1099.74486	 6.59478	-9301.692323181	-92079.325897769	-937.597334044
916	57.60281	67.70729	1113.55293	 6.57277	-9299.849950059	-92078.273727718	-920.225772871
917	57.81185	65.57269	1117.59398	 6.61714	-9299.400573708	-92059.713967673	-934.291769404
918	56.77419	65.43000	1115.16209	 6.62653	-9299.618539454	-92056.751397977	-939.433996560
919	60.08200	61.91453	1112.96560	 6.59952	-9298.336802320	-92051.241128059	-932.126895142
920	58.11873	61.70129	1109.13226	 6.59864	-9298.941985478	-92053.781512746	-935.638342038
921	56.44890	64.27865	1109.13226	 6.57096	-9300.128658379	-92065.414420801	-935.872162991
922	59.99062	63.51125	1109.59347	 6.54102	-9299.864254615	-92071.641771618	-927.000774534
923	56.84297	61.44977	1111.68784	 6.55337	-9298.672301388	-92052.341594415	-934.381419468
924	60.12595	60.60441	1097.75210	 6.54219	-9300.817823249	-92054.866898562	-953.311333926
925	61.93706	63.59439	1099.66077	 6.52724	-9300.398677321	-92056.838715068	-947.148058147
926	57.52089	63.77779	1129.95377	 6.54607	-9297.150571376	-92049.963855554	-921.541858211
927	60.65503	65.87831	1092.90948	 6.53749	-9299.790648849	-92046.982210799	-950.924277691
928	60.88628	67.34041	1097.07627	 6.54681	-9298.384205953	-92040.676584412	-943.165475120
929	58.34043	66.10401	1093.29210	 6.56198	-9299.864775029	-92046.907710793	-951.740039501
930	56.13128	66.27567	1096.13122	 6.57902	-9299.003263767	-92034.924996796	-955.107640879
931	53.62458	64.07246	1098.60786	 6.62648	-9300.037359534	-92025.545950279	-974.827645059
932	53.62458	60.75705	1081.73323	 6.60967	-9302.450107616	-92029.877971861	-994.623104298
933	52.59817	58.46568	1081.73323	 6.60967	-9302.905430976	-92041.260339236	-987.793970521
934	50.79812	60.12500	1086.81898	 6.64075	-9302.697298947	-92046.476069231	-980.496920241
935	52.75459	62.95170	1115.71737	 6.57681	-9298.959843783	-92063.584510598	-926.013927230
936	52.97066	66.82763	1120.28693	 6.56833	-9296.936437768	-92041.736273162	-927.628104516
937	54.71428	65.12607	1117.88280	 6.59172	-9297.070605342	-92033.508805219	-937.197248200
938	53.44490	63.25909	1121.39708	 6.58701	-9297.454819591	-92040.103880518	-934.444315387
939	52.17640	66.92150	1106.81398	 6.56312	-9299.552330220	-92050.364465966	-945.158836230
940	52.30876	64.29357	1109.62168	 6.55809	-9300.556055888	-92064.395823568	-941.164735311
941	53.71897	67.75050	1109.62168	 6.53827	-9298.981676664	-92050.771405349	-939.045361287
942	53.59951	69.77567	1060.91282	 6.54978	-9304.161930027	-92043.168359647	-998.450940621
943	51.11871	67.91230	1083.85836	 6.56169	-9301.777371443	-92033.444999497	-984.328714935
944	50.86021	64.91351	1078.37741	 6.52850	-9303.001997917	-92041.918221234	-988.101757931
945	52.60133	65.05510	1127.25218	 6.51838	-9297.031304614	-92033.725634579	-936.587411557
946	52.43609	61.70256	1123.71107	 6.46928	-9298.631029953	-92055.786734805	-930.523564727
947	52.36471	65.74653	1122.18155	 6.44291	-9297.911581359	-92058.113613331	-921.002200259
948	54.74650	64.95868	1124.74642	 6.45764	-9299.240592969	-92060.122371529	-932.283558163
949	57.00626	63.40672	1121.11377	 6.42767	-9299.356706621	-92060.639651379	-932.927414827
950	55.19805	65.16350	1120.21704	 6.45325	-9300.039220203	-92062.826914878	-937.565287151
951	55.10862	63.77705	1073.98710	 6.47818	-9303.633507392	-92056.076667258	-980.258406662
952	56.39616	60.28055	1071.44644	 6.42800	-9304.285342755	-92067.051447042	-975.801980513
953	59.48249	59.24028	1109.28245	 6.47091	-9300.129048783	-92059.026405583	-942.264082244
954	56.28142	58.74408	1105.65808	 6.47423	-9300.469128041	-92063.831860729	-940.859419686
955	54.54409	57.63776	1109.74320	 6.50285	-9299.736339209	-92049.721062544	-947.642329548
956	51.77350	55.85454	1142.06417	 6.52662	-9298.171427537	-92062.822973407	-918.891301965
957	55.13092	54.38344	1146.20962	 6.57075	-9297.551025454	-92051.749454007	-923.760800532
958	56.90057	54.54193	1149.55009	 6.62269	-9298.068580206	-92062.861494531	-917.824307533
959	54.39697	55.56723	1169.60265	 6.61609	-9294.651435522	-92044.203551378	-902.310803842
960	56.58646	54.22549	1172.72852	 6.60710	-9294.975018785	-92055.459657729	-894.290530119
961	57.99513	56.37239	1118.05445	 6.60280	-9299.981490281	-92055.169697421	-944.645205388
962	55.68867	55.08599	1115.76915	 6.55145	-9299.318459079	-92056.636342530	-936.548248256
963	54.37841	59.06199	1121.62143	 6.60353	-9298.249219015	-92040.824652129	-941.667538025
964	51.84893	57.13828	1093.17044	 6.64766	-9302.276958771	-92038.630309798	-984.139277912
965	53.84423	54.85184	1149.51742	 6.64766	-9296.428093548	-92037.278926275	-927.002009203
966	51.59456	52.77022	1147.33292	 6.65501	-9297.043180346	-92038.726184050	-931.705619413
967	51.45875	55.18895	1148.62639	 6.63396	-9295.389049787	-92042.914201842	-910.976296026
968	54.36960	53.73549	1151.23930	 6.65755	-9295.557593092	-92043.277952468	-912.297978452
969	53.73097	55.81419	1117.55535	 6.64498	-9298.844614580	-92046.098901821	-942.347243975
970	53.60401	57.68369	1114.91472	 6.67500	-9298.776890779	-92048.526353133	-939.242554656
971	56.01648	57.40822	1109.59033	 6.61293	-9298.839911995	-92046.865685407	-941.533434548
972	57.95519	54.98979	1107.64052	 6.56139	-9299.919630584	-92055.145173343	-944.051132498
973	59.65111	57.58871	1111.48828	 6.57430	-9299.299416349	-92050.606676173	-942.387487314
974	61.03365	55.11469	1108.56314	 6.53804	-9298.946733808	-92057.682980038	-931.784358045
975	63.30815	56.73066	1105.96117	 6.49183	-9299.296950427	-92066.681672819	-926.287831447
976	59.95731	59.48870	1109.17934	 6.54974	-9298.432725439	-92036.239505673	-948.087748712
977	57.51687	59.00348	1113.85241	 6.54973	-9298.852635256	-92040.016109692	-948.510242866
978	60.76445	62.78737	1117.19299	 6.54562	-9297.764616638	-92041.018275075	-936.627891302
979	57.86138	65.15873	1173.34856	 6.55541	-9292.673866759	-92034.732415422	-892.006252163
980	55.84078	61.70375	1170.26163	 6.51857	-9293.719058458	-92053.355818849	-883.834765730
981	58.18327	65.74440	1173.43155	 6.56541	-9291.596931192	-92034.007012309	-881.962299616
982	56.89459	67.95498	1173.43155	 6.54695	-9291.344048283	-92041.537090371	-871.903392458
983	59.83203	68.19041	1119.26811	 6.60388	-9296.987999335	-92034.024096857	-935.855896489
984	57.99544	66.21704	1144.34888	 6.59139	-9295.667612526	-92048.146837868	-908.529287396
985	56.38552	68.36093	1139.31987	 6.53629	-9296.162700470	-92063.380010708	-898.246993997
986	58.83211	65.55404	1156.35112	 6.53627	-9294.180116535	-92054.170897610	-887.630267741
987	56.51860	65.65693	1158.16610	 6.51982	-9295.576375654	-92068.178693019	-887.585063517
988	59.81406	69.02193	1110.47263	 6.48262	-9300.352123525	-92082.127824247	-921.393411002
989	56.11544	66.07192	1171.34542	 6.48959	-9295.442546224	-92079.860472369	-874.564989868
990	59.47250	66.29630	1133.52570	 6.51163	-9298.367926402	-92080.195971139	-903.483292885
991	62.05662	68.82958	1081.68644	 6.51416	-9302.612205852	-92075.176356725	-950.945701794
992	60.41568	65.20593	1077.34307	 6.52387	-9302.261506786	-92055.678705952	-966.936361907
993	63.53449	63.20972	1077.34307	 6.50648	-9302.458203857	-92059.603845429	-964.978193138
994	61.63387	64.62868	1074.25400	 6.51653	-9301.648119136	-92047.199216101	-969.281975255
995	59.33945	64.84079	1077.77965	 6.57180	-9301.638573644	-92037.928460180	-978.457276261
996	62.78557	69.30493	1082.18430	 6.57141	-9300.479976965	-92039.916286906	-964.883482742
997	65.64406	70.45759	1099.46083	 6.51868	-9297.576546960	-92042.587080318	-933.178389287
998	62.83984	68.29842	1102.91936	 6.57697	-9298.100936092	-92035.350211626	-945.659149298
999	65.04204	67.97633	1097.71818	 6.52867	-9299.279850817	-92057.996903477	-934.801604690
1000	68.56598	66.19843	1140.72776	 6.54195	-9293.900368719	-92042.711947084	-896.291740105
1001	64.72053	69.46434	1096.17228	 6.50340	-9297.757174076	-92046.749834661	-930.821906100
1002	69.00681	67.70031	1095.39583	 6.47122	-9297.434555710	-92046.185243307	-928.160313792
1003	66.54245	65.94643	1130.91723	 6.48698	-9294.853469050	-92045.127014005	-903.407676493
1004	66.35904	68.48485	1097.61951	 6.49508	-9297.862027450	-92039.612443324	-939.007831176
1005	63.86265	71.72320	1097.61951	 6.46721	-9298.573530715	-92060.126894019	-925.608413132
1006	66.26552	70.15073	1099.90095	 6.45151	-9298.757352400	-92068.440734927	-919.132789073
1007	68.17138	67.27957	1130.99229	 6.50956	-9295.722104283	-92050.162800457	-907.058242372
1008	67.92305	67.03449	1100.92984	 6.48585	-9299.753706969	-92078.309437428	-919.227632261
1009	69.46758	63.76999	1097.02653	 6.48474	-9300.454613052	-92069.186393094	-935.359737428
1010	65.32043	66.84427	1129.73067	 6.49477	-9297.284777377	-92066.259089740	-906.588684030
1011	65.11806	65.21929	1126.23053	 6.47464	-9297.611388858	-92063.869689048	-912.244199532
1012	66.75029	64.96552	1121.84832	 6.44945	-9297.691621164	-92056.255440913	-920.660770726
1013	69.18833	61.31302	1078.10086	 6.40270	-9302.189163295	-92079.177932712	-942.713700238
1014	67.13275	58.33111	1125.04443	 6.46039	-9297.241189846	-92060.395156552	-912.016741906
1015	66.05295	56.30108	1088.24199	 6.50586	-9301.733508122	-92058.690526168	-958.644555054
1016	62.51580	57.67338	1100.74835	 6.45920	-9299.542539486	-92049.723143744	-945.702251112
1017	57.95462	59.86962	1096.97024	 6.42249	-9300.973495592	-92067.292098108	-942.442857817
1018	61.23589	61.72088	1099.66737	 6.47566	-9300.333011009	-92054.298037067	-949.032073018
1019	59.36355	59.86689	1124.90915	 6.44160	-9298.077778022	-92064.769411965	-916.008368259
1020	57.68427	57.19520	1106.46812	 6.49106	-9299.562374434	-92052.595818505	-943.027925831
1021	55.23746	59.12989	1098.99758	 6.46808	-9299.440396035	-92057.549408646	-936.854551703
1022	57.47736	59.38121	1103.66862	 6.49557	-9298.319020182	-92042.558936929	-940.631264893
1023	56.55747	57.26295	1099.69022	 6.49887	-9300.735815840	-92049.027375325	-958.330783079
1024	54.54530	55.63540	1095.33532	 6.47313	-9300.326545151	-92036.439833772	-966.825617738
1025	56.37321	57.61155	1126.33367	 6.47685	-9297.364247103	-92046.735052453	-926.907418573
1026	54.63019	55.49642	1123.13206	 6.45844	-9298.134438273	-92056.453558257	-924.890824476
1027	52.78195	55.61453	1125.52244	 6.45391	-9297.912168862	-92051.334098020	-927.787590597
1028	49.98786	57.68117	1121.69330	 6.46853	-9300.324666527	-92065.386689905	-937.859975368
1029	53.20018	59.38300	1089.90562	 6.52731	-9304.479407275	-92064.683682850	-980.110389900
1030	50.80072	58.36298	1113.55487	 6.55638	-9301.570157102	-92051.717983910	-963.983587107
1031	51.85816	60.16192	1109.40090	 6.48415	-9300.834125445	-92058.768182625	-949.573071830
1032	53.68500	63.08896	1107.68639	 6.47413	-9299.666934237	-92063.391339050	-933.278003322
1033	55.25872	61.09681	1091.82555	 6.46119	-9302.507263640	-92075.696459678	-949.376176727
1034	53.58581	64.93873	1086.94935	 6.51745	-9302.452123844	-92054.488044621	-970.033193815
1035	51.77877	63.11963	1093.39300	 6.52779	-9300.813332653	-92040.199563483	-967.933763043
1036	51.65777	59.04517	1090.83797	 6.47724	-9301.630803836	-92053.580193490	-962.727844866
1037	50.24969	63.62951	1130.02412	 6.47742	-9296.347513132	-92042.321720399	-921.153410916
1038	49.11872	66.73301	1130.02412	 6.50628	-9297.818707706	-92059.228670503	-918.958406562
1039	51.70360	64.64585	1127.74651	 6.46174	-9298.226844658	-92069.565301395	-912.703145190
1040	51.64959	61.49908	1126.56853	 6.42494	-9298.680027192	-92074.858075569	-911.942196347
1041	52.70960	57.21523	1147.42296	 6.38835	-9296.698715777	-92078.949805505	-888.037352262
1042	51.83678	56.49508	1152.15370	 6.41469	-9296.845212495	-92080.034441067	-888.417683886
1043	51.99726	54.93174	1155.72062	 6.43455	-9295.996704210	-92070.267008453	-889.700033647
1044	51.95734	56.50544	1108.73279	 6.39582	-9300.006188183	-92066.998643818	-933.063238011
1045	53.92069	58.12511	1111.49907	 6.45710	-9299.005681625	-92052.145296286	-937.911519965
1046	52.23184	55.79152	1114.00094	 6.48591	-9299.684745040	-92047.918765389	-948.928685009
1047	51.03034	53.85372	1120.49617	 6.48602	-9300.081211078	-92044.402940207	-956.409170569
1048	51.75846	50.83459	1116.72471	 6.43776	-9299.746455784	-92047.475885354	-949.988672485
1049	53.99320	49.01543	1118.73960	 6.44937	-9299.522813932	-92047.492314379	-947.735824941
1050	53.77605	49.45425	1114.24032	 6.39856	-9300.277992167	-92054.647426032	-948.132495635
1051	55.84578	49.59696	1095.10467	 6.39510	-9301.130519380	-92051.405513725	-959.899680078
1052	53.39940	49.74694	1098.41624	 6.39760	-9301.993563496	-92062.633543166	-957.302091789
1053	53.46541	52.59336	1099.77403	 6.43659	-9300.121247774	-92040.149119982	-961.063357755
1054	52.00559	54.32930	1099.18799	 6.43316	-9300.482673984	-92039.596277645	-965.230462198
1055	53.27802	56.60633	1099.18799	 6.40800	-9300.743740915	-92045.893955823	-961.543453323
1056	51.80090	59.93238	1137.66589	 6.39458	-9296.449902943	-92052.978213568	-911.520815861
1057	53.83122	61.11344	1069.24437	 6.35821	-9302.533705073	-92056.937725155	-968.399325579
1058	51.90457	59.19073	1136.84259	 6.36437	-9296.242922292	-92051.679170054	-910.750052862
1059	52.72415	61.45971	1131.81204	 6.30609	-9295.840988310	-92052.013739369	-906.396143735
1060	50.59196	64.95890	1137.26535	 6.30000	-9295.765782689	-92059.946028716	-897.711798177
1061	48.61670	64.95890	1119.27554	 6.30000	-9296.916280610	-92051.749680518	-917.413125579
1062	47.93135	61.82762	1122.92233	 6.32052	-9297.330315721	-92053.997099468	-919.306057741
1063	47.68872	60.15207	1117.23803	 6.27025	-9298.103691284	-92050.274959283	-930.761953561
1064	47.53909	62.83325	1113.73243	 6.25057	-9299.214833154	-92060.351537101	-931.796794436
1065	49.89365	59.78866	1108.28415	 6.25278	-9299.789324304	-92060.650503010	-937.242740033
1066	52.81512	60.52624	1145.23381	 6.23709	-9295.162985641	-92053.611733827	-898.018122579
1067	50.93745	57.54915	1098.63903	 6.25604	-9300.471673166	-92041.904552585	-962.812179071
1068	52.71864	55.48904	1073.33984	 6.21330	-9301.820078449	-92048.625248477	-969.575536017
1069	54.94122	55.48904	1073.33984	 6.21330	-9301.719390763	-92047.592353484	-969.601554145
1070	54.94122	52.92058	1073.33984	 6.19614	-9303.493037828	-92071.948838637	-962.981539647
1071	57.24693	56.12368	1073.33984	 6.24688	-9303.045617030	-92062.978751350	-967.477418947
1072	54.92742	56.32876	1077.26194	 6.23873	-9303.592848326	-92069.747781946	-966.180701319
1073	54.79334	58.64627	1074.63246	 6.20147	-9303.933809166	-92072.238357726	-967.099733932
1074	51.52797	56.27643	1134.09497	 6.16036	-9298.488050374	-92083.479824358	-901.400679381
1075	50.37788	59.26883	1104.51895	 6.19551	-9300.515569545	-92064.053415714	-941.102279739
1076	51.21995	61.69450	1099.95191	 6.20272	-9301.772709955	-92068.347460577	-949.379638973
1077	52.71561	61.93173	1104.18136	 6.19048	-9301.205082568	-92075.828072348	-936.222753333
1078	55.29019	59.85567	1107.36144	 6.20419	-9300.835483948	-92071.141310090	-937.213529393
1079	53.74357	61.52560	1107.36144	 6.22284	-9301.342443545	-92064.825345900	-948.599089551
1080	52.08279	62.29941	1110.17713	 6.21690	-9300.642228096	-92064.276639390	-942.145641568
1081	51.94741	60.22434	1107.29149	 6.23109	-9300.051264290	-92049.886302168	-950.626340734
1082	54.13717	60.15690	1106.05149	 6.22411	-9300.239095334	-92057.347952921	-945.043000414
1083	50.82874	62.75164	1103.14427	 6.23955	-9300.402598825	-92049.286634092	-954.739354153
1084	50.64724	64.32732	1099.20514	 6.21727	-9300.745503156	-92048.716903237	-958.738128326
1085	51.82209	64.22111	1114.52522	 6.20701	-9299.404605135	-92039.512898469	-954.533152880
1086	49.07162	67.36769	1115.08822	 6.21944	-9299.437660338	-92036.757555271	-957.619048105
1087	49.07162	67.36769	1115.08822	 6.21944	-9300.793341269	-92057.422640797	-950.510771896
1088	50.17196	67.36769	1115.08822	 6.19763	-9301.171057804	-92057.426071788	-954.284506253
1089	48.11762	69.38576	1111.54741	 6.14871	-9300.058049479	-92063.685461153	-936.895033640
1090	47.99438	72.52739	1108.70059	 6.10544	-9299.868568019	-92075.881835378	-922.803844814
1091	49.53855	72.76612	1112.34987	 6.14027	-9299.460381920	-92068.945566898	-925.658252302
1092	48.11302	69.69229	1112.34987	 6.16826	-9299.580512928	-92060.900734171	-934.904395105
1093	48.15963	69.75981	1154.88766	 6.17424	-9295.198956450	-92054.508320769	-897.481243727
1094	45.68914	69.75981	1107.29392	 6.17424	-9300.546215661	-92055.134514728	-950.327641883
1095	47.58543	66.52598	1104.01150	 6.15594	-9300.262689638	-92053.078730864	-949.548165521
1096	51.81040	62.89232	1108.44754	 6.19463	-9300.930974623	-92040.182089942	-969.127656284
1097	53.87069	61.28123	1070.79249	 6.19463	-9304.985001539	-92045.612766078	-1004.237249309
1098	53.97956	57.90571	1129.55635	 6.17873	-9299.547911134	-92051.400673513	-944.078437828
1099	54.08132	59.56746	1173.71837	 6.16456	-9295.156536492	-92061.246089802	-890.319275123
1100	51.63048	61.42001	1174.85514	 6.14155	-9294.448903287	-92063.212582876	-881.276449996
1101	52.69798	61.62621	1171.53245	 6.09885	-9294.687323301	-92075.769048993	-871.104184015
1102	50.39256	63.58068	1171.53245	 6.09885	-9294.296154535	-92061.458805574	-881.502739778
1103	52.22887	60.23238	1175.45825	 6.11929	-9294.165769910	-92055.018306726	-886.639392369
1104	52.15070	62.10082	1132.27045	 6.11013	-9298.106892708	-92063.886589321	-917.182337757
1105	50.46050	64.95970	1095.29558	 6.07431	-9302.414778518	-92069.199550417	-954.948234765
1106	52.20133	61.76810	1092.47353	 6.07600	-9301.756617315	-92059.471126379	-958.095046768
1107	53.93274	64.56628	1143.56986	 6.11119	-9296.459919913	-92045.554063933	-919.045135195
1108	56.56269	62.63957	1103.39555	 6.08948	-9300.287526490	-92047.497893652	-955.377371247
