Sample	theta_A	theta_B	theta_root	tau_root	tau_A	tau_B	Data-ld-ln	Full-ld-ln	Gene-ld-ln
1047	668.95465	642.78384	 0.25347	2916.18204	 0.00000	 0.00000	-12007.085566	-119836.519837	-234.335826
1048	670.15926	648.85233	 0.24318	2921.42575	 0.00000	 0.00000	-12006.858911	-119824.725463	-243.863649
1049	684.67693	646.10366	 0.23110	2909.05692	 0.00000	 0.00000	-12008.606742	-119861.218387	-224.849032
1050	647.90849	627.82720	 0.22200	2920.68625	 0.00000	 0.00000	-12011.950417	-119839.477795	-280.026378
1051	649.55304	653.13949	 0.22966	2928.10821	 0.00000	 0.00000	-12008.689144	-119827.439889	-259.451553
1052	677.80509	634.99931	 0.22077	2937.64007	 0.00000	 0.00000	-12003.507657	-119786.684146	-248.392427
1053	675.16339	654.98207	 0.21224	2926.18165	 0.00000	 0.00000	-12003.027553	-119800.320349	-229.955183
1054	676.21500	656.00225	 0.21778	2930.74508	 0.00000	 0.00000	-12002.330118	-119803.489917	-219.811266
1055	676.21500	639.74987	 0.20888	2930.75760	 0.00000	 0.00000	-12002.444831	-119788.551540	-235.896766
1056	672.80466	636.52344	 0.21281	2915.96795	 0.00000	 0.00000	-12006.067356	-119812.499487	-248.174071
1057	671.20685	650.44045	 0.21674	2909.03427	 0.00000	 0.00000	-12007.901541	-119847.443984	-231.571423
1058	673.33522	665.91376	 0.22381	2918.26804	 0.00000	 0.00000	-12002.103667	-119815.003460	-206.033214
1059	670.90428	695.57112	 0.21161	2907.72537	 0.00000	 0.00000	-12003.280762	-119845.331878	-187.475740
1060	644.74829	696.96495	 0.20421	2913.56364	 0.00000	 0.00000	-12004.919489	-119828.174237	-221.020653
1061	672.13384	671.55692	 0.20348	2903.20434	 0.00000	 0.00000	-12005.605218	-119844.555239	-211.496937
1062	672.13384	671.55692	 0.20890	2903.19045	 0.00000	 0.00000	-12006.474685	-119850.139522	-214.607331
1063	672.13384	645.57389	 0.20262	2903.18267	 0.00000	 0.00000	-12002.252047	-119809.441803	-213.078666
1064	687.56562	664.58696	 0.20864	2903.17212	 0.00000	 0.00000	-11997.545125	-119801.119959	-174.331289
1065	687.56562	643.41080	 0.21937	2903.18189	 0.00000	 0.00000	-11993.969156	-119746.558043	-193.133520
1066	687.56562	643.41080	 0.22967	2903.18703	 0.00000	 0.00000	-11989.378169	-119710.671734	-183.109958
1067	687.56562	643.41080	 0.22967	2903.18974	 0.00000	 0.00000	-11991.595474	-119720.209960	-195.744785
1068	659.23755	643.41080	 0.23996	2903.20064	 0.00000	 0.00000	-11988.311503	-119661.248323	-221.866704
1069	692.63152	660.04675	 0.25002	2911.64500	 0.00000	 0.00000	-11981.916506	-119629.855087	-189.309975
1070	690.90591	633.44665	 0.25603	2904.38564	 0.00000	 0.00000	-11983.502443	-119620.888956	-214.135470
1071	672.93925	644.38244	 0.25343	2893.81015	 0.00000	 0.00000	-11985.336288	-119627.313567	-226.049309
1072	689.27267	642.62940	 0.25869	2885.92341	 0.00000	 0.00000	-11981.798559	-119630.133125	-187.852465
1073	656.38827	649.63339	 0.26877	2894.18404	 0.00000	 0.00000	-11982.716462	-119599.157740	-228.006885
1074	656.38827	672.00415	 0.28292	2894.17125	 0.00000	 0.00000	-11979.535706	-119598.726529	-196.630531
1075	653.00110	668.53640	 0.27146	2879.24467	 0.00000	 0.00000	-11985.063280	-119642.965063	-207.667739
1076	677.69027	646.33029	 0.26551	2872.91668	 0.00000	 0.00000	-11988.219626	-119666.573668	-215.622588
1077	677.69027	646.33029	 0.25462	2872.92504	 0.00000	 0.00000	-11984.909541	-119650.664769	-198.430641
1078	696.19650	644.42850	 0.24978	2864.45856	 0.00000	 0.00000	-11985.829854	-119671.209702	-187.088843
1079	695.21661	621.51176	 0.25855	2860.43469	 0.00000	 0.00000	-11989.316024	-119679.761434	-213.398803
1080	693.51893	645.60656	 0.24896	2853.43958	 0.00000	 0.00000	-11987.804713	-119692.290996	-185.756134
1081	694.68110	646.68844	 0.25726	2858.23067	 0.00000	 0.00000	-11986.386716	-119681.863687	-182.003478
1082	693.06204	645.18123	 0.26392	2851.55630	 0.00000	 0.00000	-11988.281363	-119695.231748	-187.581884
1083	662.15373	629.70680	 0.27402	2861.14633	 0.00000	 0.00000	-11991.650791	-119681.787849	-234.720065
1084	663.36452	614.97070	 0.28730	2866.38409	 0.00000	 0.00000	-11992.823976	-119676.819106	-251.420657
1085	665.14454	616.62087	 0.29425	2874.07129	 0.00000	 0.00000	-11990.833986	-119655.427684	-252.912177
1086	689.47716	616.62087	 0.31064	2874.08066	 0.00000	 0.00000	-11989.387557	-119649.813468	-244.062099
1087	682.39020	634.29682	 0.29428	2881.98569	 0.00000	 0.00000	-11986.964273	-119615.222003	-254.420725
1088	678.95162	653.83445	 0.30926	2867.47159	 0.00000	 0.00000	-11987.556589	-119654.350336	-221.215555
1089	694.87012	656.60285	 0.29832	2879.59885	 0.00000	 0.00000	-11984.699323	-119626.691721	-220.301512
1090	663.19765	656.60285	 0.30586	2879.58593	 0.00000	 0.00000	-11987.517026	-119632.404552	-242.765708
1091	660.94756	654.37513	 0.31666	2869.80270	 0.00000	 0.00000	-11987.521840	-119650.482170	-224.736229
1092	646.07344	654.37513	 0.32221	2869.79403	 0.00000	 0.00000	-11992.100168	-119659.569462	-261.432223
1093	644.57066	665.47114	 0.30761	2863.12255	 0.00000	 0.00000	-11991.046634	-119658.031568	-252.434773
1094	667.53278	629.63005	 0.29813	2853.31231	 0.00000	 0.00000	-11993.325450	-119690.767729	-242.486771
1095	666.44584	660.95804	 0.31284	2848.68128	 0.00000	 0.00000	-11992.237682	-119719.035062	-203.341756
1096	689.23790	663.21947	 0.30143	2858.43188	 0.00000	 0.00000	-11990.298136	-119702.998181	-199.983178
1097	688.17155	629.52907	 0.29451	2854.01912	 0.00000	 0.00000	-11994.559696	-119697.644222	-247.952738
1098	669.26307	645.83466	 0.30008	2849.07666	 0.00000	 0.00000	-11995.033008	-119708.907411	-241.422665
1099	670.11629	630.25867	 0.30046	2852.69620	 0.00000	 0.00000	-11996.085308	-119696.150326	-264.702750
1100	662.81642	629.53985	 0.32129	2849.45165	 0.00000	 0.00000	-11995.719326	-119708.938052	-248.255205
1101	679.47208	655.27219	 0.33623	2855.86185	 0.00000	 0.00000	-11990.710075	-119687.014064	-220.086690
1102	679.47208	655.27219	 0.35528	2855.85638	 0.00000	 0.00000	-11990.461117	-119675.091649	-229.519519
1103	661.42203	655.27219	 0.36882	2855.84450	 0.00000	 0.00000	-11992.455066	-119675.136403	-249.414259
1104	661.42203	626.88783	 0.38221	2855.85261	 0.00000	 0.00000	-11994.353682	-119673.147982	-270.388836
1105	663.16509	664.56255	 0.37202	2863.38505	 0.00000	 0.00000	-11985.426951	-119635.168104	-219.101411
1106	663.16509	634.55574	 0.37851	2863.37827	 0.00000	 0.00000	-11990.409461	-119629.546055	-274.548557
1107	687.74942	637.00604	 0.39298	2874.42735	 0.00000	 0.00000	-11985.038526	-119621.505193	-228.880062
1108	670.33227	649.01611	 0.39419	2883.27983	 0.00000	 0.00000	-11984.156956	-119601.582233	-239.987331
1109	669.29631	624.10595	 0.38190	2878.80875	 0.00000	 0.00000	-11987.955123	-119625.009152	-254.542075
1110	651.61941	625.06585	 0.36978	2883.22612	 0.00000	 0.00000	-11989.038952	-119615.026292	-275.363225
1111	675.74230	626.35106	 0.38041	2889.16575	 0.00000	 0.00000	-11987.362139	-119592.779845	-280.841541
1112	653.85075	629.18314	 0.37030	2902.23388	 0.00000	 0.00000	-11986.349444	-119554.230473	-309.263962
1113	678.78242	631.15216	 0.39719	2911.32517	 0.00000	 0.00000	-11980.667745	-119533.636796	-273.040656
1114	676.89123	660.44481	 0.37973	2903.22517	 0.00000	 0.00000	-11978.017817	-119540.556040	-239.622134
1115	696.50844	637.63411	 0.36561	2888.47210	 0.00000	 0.00000	-11983.773997	-119592.260681	-245.479292
1116	694.11108	663.13917	 0.38534	2878.52331	 0.00000	 0.00000	-11982.665290	-119618.356718	-208.296182
1117	692.17734	653.72627	 0.38427	2870.51176	 0.00000	 0.00000	-11982.471558	-119446.061316	-378.654265
1118	671.13390	653.72627	 0.38427	2870.50657	 0.00000	 0.00000	-11981.768696	-119476.334345	-341.352615
1119	672.98924	655.53349	 0.40211	2878.43427	 0.00000	 0.00000	-11979.417877	-119446.811884	-347.366891
1120	655.38164	653.35414	 0.41464	2868.87281	 0.00000	 0.00000	-11982.495243	-119468.283295	-356.669131
1121	654.28365	652.25954	 0.43113	2864.07914	 0.00000	 0.00000	-11983.472866	-119488.713090	-346.015566
1122	665.94356	645.38570	 0.44573	2856.65623	 0.00000	 0.00000	-11983.225921	-119503.955421	-328.303792
1123	667.72062	647.10791	 0.44692	2864.28726	 0.00000	 0.00000	-11982.823651	-119479.452242	-348.784265
1124	645.28085	647.10791	 0.44692	2864.29312	 0.00000	 0.00000	-11984.273936	-119474.543990	-368.195367
1125	677.55282	648.85267	 0.44812	2872.01173	 0.00000	 0.00000	-11977.612264	-119451.853232	-324.269409
1126	677.55282	628.43208	 0.46583	2872.01464	 0.00000	 0.00000	-11981.161575	-119461.416925	-350.198827
1127	679.12538	629.89064	 0.47980	2878.67705	 0.00000	 0.00000	-11978.121978	-119415.735200	-365.484585
1128	681.63278	664.08100	 0.51152	2889.31066	 0.00000	 0.00000	-11972.585454	-119403.423957	-322.430582
1129	650.50236	632.47193	 0.53691	2878.88004	 0.00000	 0.00000	-11983.470276	-119435.650344	-399.052412
1130	653.15396	661.12182	 0.53909	2890.60180	 0.00000	 0.00000	-11978.521979	-119416.760185	-368.459606
1131	674.65887	647.87483	 0.56294	2901.10200	 0.00000	 0.00000	-11975.283551	-119390.326697	-362.508810
1132	676.91962	672.51725	 0.56482	2910.81971	 0.00000	 0.00000	-11970.475856	-119358.158569	-346.599987
1133	677.53366	673.12729	 0.56534	2913.45101	 0.00000	 0.00000	-11969.319364	-119348.699298	-344.494339
1134	699.38113	654.53378	 0.56534	2913.43952	 0.00000	 0.00000	-11970.336321	-119262.119904	-441.243308
1135	697.62967	690.46173	 0.59488	2906.15386	 0.00000	 0.00000	-11965.702237	-119254.104405	-402.917960
1136	658.11867	688.40864	 0.59311	2897.50617	 0.00000	 0.00000	-11970.687574	-119249.921791	-456.953952
1137	657.00032	654.99194	 0.59210	2892.59195	 0.00000	 0.00000	-11975.482382	-119270.986020	-483.837797
1138	655.49159	674.06651	 0.62129	2885.94237	 0.00000	 0.00000	-11974.312658	-119287.692799	-455.433777
1139	653.53416	672.05361	 0.64382	2877.31551	 0.00000	 0.00000	-11974.199195	-119297.917186	-444.074761
1140	667.11412	638.95779	 0.67638	2867.36952	 0.00000	 0.00000	-11976.208250	-119329.502956	-432.579547
1141	668.79013	660.80277	 0.67808	2874.58485	 0.00000	 0.00000	-11972.218729	-119310.827763	-411.359530
1142	648.02518	680.89594	 0.70447	2874.59840	 0.00000	 0.00000	-11971.530527	-119307.858558	-407.446710
1143	663.77168	680.89594	 0.74250	2874.61265	 0.00000	 0.00000	-11969.260611	-119231.609663	-460.996451
1144	644.32884	680.89594	 0.74250	2874.60223	 0.00000	 0.00000	-11972.508513	-119239.704483	-485.380646
1145	630.16962	681.81624	 0.78028	2878.49463	 0.00000	 0.00000	-11970.899746	-119228.566583	-480.430880
1146	646.72227	680.06526	 0.81751	2871.10720	 0.00000	 0.00000	-11970.959403	-119237.259999	-472.334030
1147	673.50449	660.38246	 0.84992	2871.10008	 0.00000	 0.00000	-11968.808149	-119222.266752	-465.814739
1148	673.50449	660.38246	 0.84992	2871.10222	 0.00000	 0.00000	-11969.705781	-119228.700323	-468.357484
1149	673.50449	660.38246	 0.88317	2871.11166	 0.00000	 0.00000	-11969.480651	-119239.826893	-454.979615
1150	659.67681	692.81491	 0.90778	2871.12515	 0.00000	 0.00000	-11967.919364	-119243.124768	-436.068871
1151	659.67681	666.10269	 0.94233	2871.11536	 0.00000	 0.00000	-11970.551559	-119248.536010	-456.979583
1152	656.47171	642.19543	 0.98921	2871.12714	 0.00000	 0.00000	-11971.927084	-119239.980184	-479.290660
1153	674.67741	656.83914	 1.03801	2875.11648	 0.00000	 0.00000	-11965.617175	-119228.961146	-427.210602
1154	638.04175	681.61188	 1.09188	2865.63098	 0.00000	 0.00000	-11968.794757	-119247.477325	-440.470246
1155	638.04175	645.74731	 1.09188	2865.64113	 0.00000	 0.00000	-11972.974070	-119247.816453	-481.924245
1156	635.81166	643.49028	 1.12640	2855.61741	 0.00000	 0.00000	-11972.553422	-119183.206248	-542.327969
1157	661.19096	669.24726	 1.17735	2844.94380	 0.00000	 0.00000	-11969.008635	-119214.886910	-475.199443
1158	662.33425	670.40448	 1.21125	2849.85560	 0.00000	 0.00000	-11965.531742	-119058.542644	-596.774771
1159	682.27107	667.86935	 1.24670	2839.06938	 0.00000	 0.00000	-11966.776041	-119111.061744	-556.698666
1160	655.72143	670.00848	 1.25070	2848.17131	 0.00000	 0.00000	-11965.542516	-119032.927361	-622.497794
1161	652.95560	686.10406	 1.29185	2836.16669	 0.00000	 0.00000	-11963.329195	-118970.674200	-662.617754
1162	651.67381	684.75720	 1.28931	2830.60915	 0.00000	 0.00000	-11961.264223	-118882.954693	-729.687537
1163	688.71708	683.29297	 1.34138	2824.56384	 0.00000	 0.00000	-11953.147919	-118700.837577	-830.641613
1164	658.73007	662.98547	 1.38190	2830.27645	 0.00000	 0.00000	-11953.166962	-118687.612697	-844.056927
1165	688.24305	661.14032	 1.43993	2822.39606	 0.00000	 0.00000	-11951.184591	-118682.844816	-829.001094
1166	685.56071	646.52819	 1.43432	2811.38829	 0.00000	 0.00000	-11953.508964	-118696.350953	-838.738688
1167	685.56071	668.39305	 1.43432	2811.39711	 0.00000	 0.00000	-11950.118131	-118612.715598	-888.465717
1168	684.21284	636.41548	 1.43150	2805.87161	 0.00000	 0.00000	-11955.099060	-118694.842088	-856.148511
1169	684.91501	637.06859	 1.49409	2808.74569	 0.00000	 0.00000	-11953.037536	-118709.446335	-820.929024
1170	683.02068	635.30660	 1.48996	2800.98628	 0.00000	 0.00000	-11954.611514	-118696.120551	-849.994587
1171	683.02068	635.30660	 1.55991	2800.96993	 0.00000	 0.00000	-11951.931242	-118697.164420	-822.148000
1172	683.02068	635.30660	 1.55991	2800.98240	 0.00000	 0.00000	-11947.865334	-118479.899294	-998.754042
1173	680.97985	614.53298	 1.61391	2792.60900	 0.00000	 0.00000	-11948.361259	-118527.178370	-956.434217
1174	688.74894	627.59460	 1.66898	2792.61876	 0.00000	 0.00000	-11945.692699	-118498.693339	-958.233648
1175	656.68417	626.56623	 1.66625	2788.03664	 0.00000	 0.00000	-11947.289377	-118480.499095	-992.394672
1176	657.41822	656.20095	 1.66811	2791.14979	 0.00000	 0.00000	-11944.025211	-118449.341560	-990.910549
1177	640.90565	656.20095	 1.75974	2791.13749	 0.00000	 0.00000	-11942.634699	-118310.262015	-1116.084972
1178	667.83129	653.99639	 1.75383	2781.76939	 0.00000	 0.00000	-11938.617411	-118318.130739	-1068.043368
1179	655.58514	653.99639	 1.81183	2781.75841	 0.00000	 0.00000	-11937.181636	-118211.306397	-1160.509966
1180	655.58514	669.64524	 1.81183	2781.76887	 0.00000	 0.00000	-11936.931340	-118198.279698	-1171.033700
1181	653.67437	696.16540	 1.80655	2773.66884	 0.00000	 0.00000	-11934.174008	-118272.322095	-1069.417981
1182	681.90770	670.54880	 1.80121	2765.47051	 0.00000	 0.00000	-11933.311652	-118288.091838	-1045.024680
1183	681.90770	652.70783	 1.83738	2765.45870	 0.00000	 0.00000	-11931.917856	-118130.482430	-1188.696132
1184	679.86647	650.75401	 1.83188	2757.19082	 0.00000	 0.00000	-11933.102910	-118185.232337	-1145.796765
1185	678.66990	649.60867	 1.82865	2752.33472	 0.00000	 0.00000	-11934.265899	-118157.504765	-1185.154227
1186	680.58811	651.44475	 1.90307	2760.10320	 0.00000	 0.00000	-11931.202888	-118169.959633	-1142.069243
1187	679.20325	654.04836	 1.89920	2754.49397	 0.00000	 0.00000	-11930.922759	-118105.188316	-1204.039271
1188	679.20325	680.37602	 1.98163	2754.48743	 0.00000	 0.00000	-11924.096056	-118053.476866	-1187.483694
1189	677.56948	645.27388	 2.05212	2747.87218	 0.00000	 0.00000	-11925.364936	-117977.687925	-1275.961430
1190	677.56948	645.27388	 2.05212	2747.87894	 0.00000	 0.00000	-11924.507597	-117892.970847	-1352.105123
1191	678.68915	646.34019	 2.13396	2752.42909	 0.00000	 0.00000	-11920.525963	-117884.323016	-1320.936611
1192	663.88262	661.77642	 2.13658	2755.81588	 0.00000	 0.00000	-11917.114622	-117860.703050	-1310.443173
1193	693.24404	661.77642	 2.13658	2755.80324	 0.00000	 0.00000	-11915.051719	-117857.354954	-1293.162240
1194	690.57978	659.23309	 2.12837	2745.19865	 0.00000	 0.00000	-11916.814442	-117884.671486	-1283.472936
1195	689.19969	657.91564	 2.12411	2739.71839	 0.00000	 0.00000	-11918.854366	-117862.132795	-1326.410868
1196	661.25529	656.62554	 2.22031	2734.35577	 0.00000	 0.00000	-11918.656273	-117920.241205	-1266.321529
1197	681.58671	654.84872	 2.21430	2726.96727	 0.00000	 0.00000	-11917.680111	-117882.510561	-1294.290549
1198	681.58671	698.42635	 2.28649	2726.95208	 0.00000	 0.00000	-11910.395824	-117878.748185	-1225.210058
1199	655.23679	685.20647	 2.35648	2726.96352	 0.00000	 0.00000	-11910.597321	-117878.372331	-1227.600877
1200	654.17513	661.03797	 2.45055	2722.55550	 0.00000	 0.00000	-11908.997994	-117889.026022	-1200.953917
1201	679.47954	661.03797	 2.55612	2722.56580	 0.00000	 0.00000	-11902.165612	-117823.906122	-1197.749996
1202	660.20499	643.16337	 2.55612	2722.55333	 0.00000	 0.00000	-11905.829365	-117579.609550	-1478.684099
1203	643.05455	645.57764	 2.56571	2732.78165	 0.00000	 0.00000	-11905.253698	-117549.753120	-1502.783858
1204	675.17889	642.80597	 2.67872	2721.03889	 0.00000	 0.00000	-11900.105515	-117636.491304	-1364.563842
1205	675.17889	619.93155	 2.67872	2721.02856	 0.00000	 0.00000	-11900.843570	-117608.018521	-1400.417182
1206	672.05206	648.86515	 2.81855	2708.43552	 0.00000	 0.00000	-11894.730886	-117627.401426	-1319.907438
1207	672.05206	666.06171	 2.81855	2708.43992	 0.00000	 0.00000	-11892.748134	-117621.522449	-1305.958888
1208	669.74941	643.35986	 2.80890	2699.16775	 0.00000	 0.00000	-11895.153398	-117456.699806	-1494.834172
1209	668.93679	642.57926	 2.80549	2695.90342	 0.00000	 0.00000	-11881.612299	-117325.991724	-1490.131269
1210	666.64604	639.07392	 2.90001	2686.66296	 0.00000	 0.00000	-11877.640189	-117286.014765	-1490.387121
1211	634.92778	636.85165	 3.04599	2677.31206	 0.00000	 0.00000	-11877.808129	-117319.993792	-1458.087499
1212	632.82395	662.50307	 3.03590	2668.42739	 0.00000	 0.00000	-11876.248156	-117090.023111	-1672.458445
1213	631.25816	660.86384	 3.16400	2661.81338	 0.00000	 0.00000	-11872.488046	-117113.597542	-1611.282920
1214	631.25816	660.86384	 3.37135	2661.79829	 0.00000	 0.00000	-11862.505622	-117110.401923	-1514.654299
1215	631.25816	660.86384	 3.49264	2661.80647	 0.00000	 0.00000	-11857.329507	-117049.177151	-1524.117916
1216	659.51537	643.65388	 3.58152	2656.87686	 0.00000	 0.00000	-11853.345273	-116893.650478	-1639.802249
1217	658.48429	634.66541	 3.78146	2652.70991	 0.00000	 0.00000	-11848.663791	-116903.661907	-1582.976003
1218	655.64855	652.37961	 3.92014	2641.29498	 0.00000	 0.00000	-11842.806713	-116831.189258	-1596.877874
1219	655.64855	634.71606	 3.92014	2641.30442	 0.00000	 0.00000	-11844.110643	-116689.623567	-1751.482867
1220	674.86276	661.81523	 3.92014	2641.29191	 0.00000	 0.00000	-11839.725385	-116617.738361	-1779.515490
1221	693.07414	659.22052	 4.01332	2630.94874	 0.00000	 0.00000	-11835.661277	-116596.819121	-1759.793651
1222	664.15931	620.71275	 4.20065	2620.29832	 0.00000	 0.00000	-11836.890881	-116612.852913	-1756.055900
1223	664.15931	663.54360	 4.20065	2620.28661	 0.00000	 0.00000	-11831.585520	-116534.623427	-1781.231771
1224	670.42487	661.47828	 4.18758	2612.11710	 0.00000	 0.00000	-11833.466162	-116551.874524	-1782.787093
1225	668.31865	659.40016	 4.17442	2603.90327	 0.00000	 0.00000	-11835.785441	-116584.226116	-1773.628296
1226	694.43692	635.00402	 4.16985	2601.03945	 0.00000	 0.00000	-11837.824090	-116533.292442	-1844.948456
1227	699.37737	656.54203	 4.16203	2596.16930	 0.00000	 0.00000	-11833.970331	-116561.685273	-1778.018041
1228	679.60037	654.64401	 4.36444	2588.67062	 0.00000	 0.00000	-11829.486630	-116565.743211	-1729.123089
1229	679.60037	667.83450	 4.45138	2588.66407	 0.00000	 0.00000	-11824.836308	-116559.373273	-1688.989806
1230	678.19402	666.45249	 4.65262	2583.31545	 0.00000	 0.00000	-11819.249505	-116560.719242	-1631.775811
1231	678.19402	655.90193	 4.65262	2583.30467	 0.00000	 0.00000	-11819.470755	-116535.213024	-1659.494528
1232	676.39816	654.16510	 4.82798	2576.44939	 0.00000	 0.00000	-11817.113569	-116425.324206	-1745.811488
1233	652.37653	628.50077	 4.83696	2581.25015	 0.00000	 0.00000	-11820.508508	-116354.182404	-1850.902678
1234	652.37653	615.80849	 4.83696	2581.26009	 0.00000	 0.00000	-11821.715005	-116281.363875	-1935.786170
1235	650.27204	642.93143	 4.82136	2572.93829	 0.00000	 0.00000	-11822.289221	-116324.837609	-1898.054601
1236	650.27204	664.09136	 4.82136	2572.95418	 0.00000	 0.00000	-11819.242355	-116320.251176	-1872.172376
1237	648.77416	649.43659	 4.81025	2567.02163	 0.00000	 0.00000	-11821.806524	-116292.366049	-1925.699186
1238	667.33963	663.47385	 4.81025	2567.02266	 0.00000	 0.00000	-11818.027513	-116266.455643	-1913.819483
1239	649.03156	663.47385	 4.81025	2567.01404	 0.00000	 0.00000	-11819.682616	-116312.579868	-1884.246295
1240	648.08909	662.51040	 5.01581	2563.29279	 0.00000	 0.00000	-11812.053577	-116310.239051	-1810.296717
1241	647.20403	661.60564	 5.00896	2559.78590	 0.00000	 0.00000	-11814.922658	-116306.838965	-1842.387611
1242	676.22202	633.50476	 5.22194	2559.77937	 0.00000	 0.00000	-11806.445903	-116280.094610	-1784.364418
1243	676.22202	657.94201	 5.45372	2559.78889	 0.00000	 0.00000	-11799.417184	-116229.027746	-1765.144094
1244	676.22202	657.94201	 5.66215	2559.80051	 0.00000	 0.00000	-11795.587522	-116237.496305	-1718.378913
1245	665.42401	656.97155	 5.65380	2556.03865	 0.00000	 0.00000	-11795.853343	-116206.793306	-1751.740123
1246	703.45256	656.19362	 5.95913	2553.01872	 0.00000	 0.00000	-11784.525590	-116175.653521	-1669.602379
1247	664.37307	628.72583	 6.31685	2548.34869	 0.00000	 0.00000	-11780.589962	-116060.668889	-1745.230728
1248	661.81681	643.64984	 6.29254	2538.55163	 0.00000	 0.00000	-11781.322112	-115859.442845	-1953.778275
1249	684.04375	620.34915	 6.51541	2538.54235	 0.00000	 0.00000	-11774.526013	-115871.135253	-1874.124877
1250	673.27813	619.07136	 6.64568	2533.31765	 0.00000	 0.00000	-11774.987044	-115843.281477	-1906.588961
1251	673.27813	619.73101	 6.64568	2533.32245	 0.00000	 0.00000	-11775.178207	-115853.079253	-1898.702820
1252	670.38296	617.06609	 6.61710	2522.41721	 0.00000	 0.00000	-11777.309447	-115913.825419	-1859.269053
1253	669.10670	641.85930	 6.93357	2517.60766	 0.00000	 0.00000	-11768.184488	-115907.453545	-1774.391332
1254	683.74783	658.59638	 6.93357	2517.60060	 0.00000	 0.00000	-11763.987548	-115855.772202	-1784.103278
1255	685.71318	636.92565	 6.95350	2524.82287	 0.00000	 0.00000	-11766.248536	-115869.826794	-1792.658570
1256	653.32136	636.92565	 6.95350	2524.83619	 0.00000	 0.00000	-11769.049282	-115785.202452	-1905.290363
1257	668.14299	666.10626	 6.93149	2516.85082	 0.00000	 0.00000	-11765.617485	-115732.780335	-1923.394516
1258	694.72416	631.97220	 7.03805	2516.86096	 0.00000	 0.00000	-11762.710626	-115721.944097	-1905.162168
1259	694.72416	631.97220	 7.18986	2516.84738	 0.00000	 0.00000	-11759.917928	-115644.221489	-1954.957794
1260	694.72416	631.97220	 7.52990	2516.83973	 0.00000	 0.00000	-11752.967230	-115697.402741	-1832.269563
1261	692.50593	609.38174	 7.52990	2516.82611	 0.00000	 0.00000	-11755.976903	-115647.726770	-1912.042261
1262	670.47894	611.27415	 7.55329	2524.62965	 0.00000	 0.00000	-11757.295528	-115631.618269	-1941.337007
1263	670.47894	597.96591	 7.95992	2524.63809	 0.00000	 0.00000	-11750.869435	-115618.492891	-1890.201461
1264	687.33499	612.61532	 8.14617	2521.62377	 0.00000	 0.00000	-11745.049746	-115587.472228	-1863.025232
1265	665.92489	623.82898	 8.37669	2513.60557	 0.00000	 0.00000	-11741.848993	-115584.188696	-1834.301231
1266	665.92489	623.82898	 8.37669	2513.61653	 0.00000	 0.00000	-11740.700269	-115531.427638	-1875.575053
1267	665.92489	653.53794	 8.75082	2513.62382	 0.00000	 0.00000	-11731.383257	-115549.968569	-1763.864001
1268	665.92489	629.25289	 8.75082	2513.61730	 0.00000	 0.00000	-11734.368051	-115508.434283	-1835.246227
1269	665.92489	659.55056	 8.98565	2513.62516	 0.00000	 0.00000	-11729.018566	-115462.088608	-1828.097057
1270	697.58766	629.67740	 9.38785	2513.63750	 0.00000	 0.00000	-11720.408096	-115398.286628	-1805.794328
1271	667.19403	665.02701	 9.36468	2507.44398	 0.00000	 0.00000	-11722.694847	-115394.733117	-1832.215349
1272	666.08098	679.13685	 9.95453	2503.27318	 0.00000	 0.00000	-11711.913353	-115364.041688	-1755.091847
1273	686.76001	679.13685	10.23484	2503.27223	 0.00000	 0.00000	-11706.336280	-115314.596438	-1748.766358
1274	683.69515	676.10601	10.18917	2492.10904	 0.00000	 0.00000	-11709.921128	-115370.271542	-1728.939742
1275	683.69515	676.10601	10.18917	2492.09542	 0.00000	 0.00000	-11710.151035	-115304.350762	-1797.159585
1276	683.69515	649.66852	10.63967	2492.08940	 0.00000	 0.00000	-11707.600571	-115284.069135	-1791.936575
1277	663.29065	649.66852	11.01444	2492.07982	 0.00000	 0.00000	-11702.744892	-115231.510726	-1795.938198
1278	686.88847	649.66852	11.70799	2492.08534	 0.00000	 0.00000	-11687.666570	-115087.895888	-1788.769808
1279	685.63086	648.47906	12.00826	2487.51273	 0.00000	 0.00000	-11681.819592	-115027.459298	-1790.736621
1280	684.63950	647.54141	12.74832	2483.92711	 0.00000	 0.00000	-11674.662947	-115022.876812	-1723.752658
1281	681.53529	681.48971	12.69052	2472.65217	 0.00000	 0.00000	-11672.220522	-114993.253042	-1728.952175
1282	678.71461	678.66922	12.63800	2462.40897	 0.00000	 0.00000	-11672.144750	-114967.672491	-1753.775009
1283	677.45971	677.41440	12.61463	2457.84750	 0.00000	 0.00000	-11671.104296	-114947.181086	-1763.861876
1284	697.71378	677.41440	13.17261	2457.85548	 0.00000	 0.00000	-11663.135700	-114952.810046	-1678.546957
1285	697.71378	677.41440	13.17261	2457.84867	 0.00000	 0.00000	-11662.658734	-114897.438162	-1729.149176
1286	697.71378	648.86534	13.94560	2457.85540	 0.00000	 0.00000	-11655.868707	-114782.262593	-1776.424476
1287	678.37382	648.86534	13.94560	2457.86220	 0.00000	 0.00000	-11656.309235	-114709.078905	-1854.013449
1288	700.82941	632.32462	13.94560	2457.85291	 0.00000	 0.00000	-11657.399370	-114692.102954	-1881.890748
