iter	coalStatFlat	numCoalFlat	migStatFlat	numMigFlat	logPrior	logLikelihood	dataLogLikelihood	genealogyLogLikelihood
      0	19.113955	      330	18.731942	        0	-18606.584890	-724321.589337	-725502.492644	1180.903307
      1	20.200637	      330	18.903107	        0	-18606.633746	-558270.075381	-554670.717267	-3599.358114
      2	21.597890	      330	19.103542	        0	-18654.213609	-442249.297847	-432242.837993	-10006.459854
      3	22.562865	      330	19.276213	        0	-18714.317161	-360333.058490	-346576.663319	-13756.395170
      4	22.999091	      330	19.315830	        0	-18714.418624	-309378.492982	-294417.738441	-14960.754541
      5	23.554192	      330	19.372385	        0	-18714.399952	-283638.220478	-266649.562235	-16988.658243
      6	24.192050	      330	19.462162	        0	-18744.112379	-259969.754930	-241512.519550	-18457.235380
      7	24.956279	      330	19.556117	        0	-18762.955680	-246946.946988	-226657.155468	-20289.791520
      8	25.728820	      330	19.631614	        0	-18763.004633	-238226.435995	-216069.232869	-22157.203126
      9	26.132110	      330	19.662128	        0	-18762.991335	-235296.345802	-211642.027363	-23654.318439
     10	26.102344	      330	19.667946	        0	-18763.068141	-232189.829691	-208967.193496	-23222.636195
     11	26.617561	      330	19.747677	        0	-18812.839905	-230134.511999	-205490.997820	-24643.514179
     12	26.813214	      330	19.771772	        0	-18812.847554	-228742.740978	-203612.348028	-25130.392950
     13	26.824079	      330	19.818849	        0	-18871.085444	-226109.349638	-201787.198273	-24322.151365
     14	26.644629	      330	19.805202	        0	-18871.194277	-224660.508545	-202169.622875	-22490.885669
     15	27.046417	      330	19.899869	        0	-18925.309748	-223595.025420	-200479.716466	-23115.308955
     16	27.023548	      330	19.953886	        0	-18979.149324	-223140.134567	-200438.335371	-22701.799196
     17	27.099300	      330	19.960203	        0	-18979.224663	-222157.661619	-199901.086862	-22256.574757
     18	27.323351	      330	20.052905	        0	-19061.509122	-221546.969755	-199357.867914	-22189.101841
     19	27.311091	      330	20.047242	        0	-19061.585785	-220663.721099	-199036.483765	-21627.237334
     20	27.458272	      330	20.121254	        0	-19117.547965	-219951.000358	-198649.204260	-21301.796098
     21	27.572272	      330	20.151088	        0	-19117.563265	-219449.590598	-198240.858505	-21208.732093
     22	27.609978	      330	20.158413	        0	-19117.643012	-218509.997598	-198072.192963	-20437.804636
     23	27.694871	      330	20.176218	        0	-19117.675685	-218039.924212	-197722.052047	-20317.872165
     24	28.036341	      330	20.288341	        0	-19197.228582	-216933.360519	-196892.074647	-20041.285873
     25	28.171193	      330	20.305385	        0	-19197.199770	-216870.359124	-196439.658993	-20430.700131
     26	28.313552	      330	20.349156	        0	-19226.699546	-216125.607001	-196158.655064	-19966.951937
     27	28.419957	      330	20.420267	        0	-19288.167640	-215405.107222	-196052.611026	-19352.496196
     28	28.515118	      330	20.432892	        0	-19288.276006	-214813.910380	-195766.932785	-19046.977595
     29	28.744628	      330	20.533060	        0	-19373.649728	-214446.602422	-195375.122649	-19071.479773
     30	28.928307	      330	20.599267	        0	-19415.196670	-214377.038711	-195003.990393	-19373.048319
     31	29.264930	      330	20.717738	        0	-19506.245032	-213725.005986	-194285.027787	-19439.978199
     32	29.509938	      330	20.743764	        0	-19506.287839	-213351.630972	-193598.132056	-19753.498916
     33	29.718442	      330	20.766493	        0	-19506.373814	-212980.418882	-193029.420961	-19950.997921
     34	29.907016	      330	20.841175	        0	-19560.657892	-212269.096384	-192685.617266	-19583.479118
     35	30.103621	      330	20.864107	        0	-19560.731143	-212062.523344	-192254.257840	-19808.265504
     36	30.363740	      330	20.954524	        0	-19620.224136	-211699.343840	-191540.828816	-20158.515024
     37	30.477163	      330	21.003509	        0	-19650.808727	-211117.013775	-191306.133945	-19810.879830
     38	30.811194	      330	21.099961	        0	-19714.950294	-210439.286333	-190660.693700	-19778.592634
     39	31.074812	      330	21.126350	        0	-19715.045938	-209868.700322	-189987.944092	-19880.756230
     40	31.205090	      330	21.135756	        0	-19715.120024	-209770.336601	-189615.352606	-20154.983995
     41	31.266151	      330	21.144626	        0	-19715.343934	-208908.668706	-189425.209417	-19483.459289
     42	31.446896	      330	21.212924	        0	-19772.290384	-208515.307693	-189080.388034	-19434.919659
     43	31.710907	      330	21.275845	        0	-19804.511030	-207966.059481	-188564.862737	-19401.196744
     44	32.047419	      330	21.327467	        0	-19804.760684	-206982.801008	-187898.635970	-19084.165038
     45	32.262454	      330	21.387321	        0	-19853.480016	-206823.459787	-187492.867584	-19330.592203
     46	32.603165	      330	21.473484	        0	-19900.621243	-206694.092205	-186898.659926	-19795.432279
     47	32.763826	      330	21.487804	        0	-19900.574458	-206603.487722	-186519.863854	-20083.623868
     48	32.910483	      330	21.564677	        0	-19962.510786	-206060.744688	-186312.488230	-19748.256458
     49	33.210214	      330	21.637557	        0	-20001.116195	-205846.241229	-185697.706347	-20148.534881
     50	33.549503	      330	21.720446	        0	-20055.711973	-205055.443990	-185002.253938	-20053.190052
     51	33.663563	      330	21.789436	        0	-20117.508539	-204556.314946	-184800.937094	-19755.377852
     52	33.754269	      330	21.801048	        0	-20117.592284	-204464.784630	-184652.457379	-19812.327251
     53	34.133114	      330	21.887788	        0	-20161.237501	-204385.800443	-184117.583939	-20268.216504
     54	34.679023	      330	21.979076	        0	-20223.984090	-203735.228856	-183019.474014	-20715.754842
     55	34.755738	      330	21.986734	        0	-20224.137742	-203003.175983	-182802.945593	-20200.230391
     56	35.131892	      330	22.030571	        0	-20224.179497	-202256.198924	-181995.571332	-20260.627592
     57	35.299187	      330	22.053717	        0	-20224.367925	-201662.208726	-181634.539689	-20027.669037
     58	35.767122	      330	22.172502	        0	-20299.077389	-201139.538883	-180963.563411	-20175.975471
     59	36.173081	      330	22.290495	        0	-20373.906585	-200646.622181	-180433.998931	-20212.623250
     60	36.383596	      330	22.311610	        0	-20373.960014	-200621.426076	-180075.428315	-20545.997761
     61	36.646783	      330	22.354895	        0	-20373.916832	-200583.366257	-179685.526559	-20897.839699
     62	36.855785	      330	22.420373	        0	-20433.685754	-199974.422828	-179410.635630	-20563.787198
     63	37.189165	      330	22.498686	        0	-20482.276237	-199003.876351	-178985.322713	-20018.553638
     64	37.548974	      330	22.599872	        0	-20542.575182	-198535.449165	-178505.861746	-20029.587419
     65	37.729419	      330	22.622504	        0	-20542.877299	-197865.836471	-178215.868747	-19649.967724
     66	38.034355	      330	22.678479	        0	-20542.811260	-197763.409825	-177712.186085	-20051.223741
     67	38.177123	      330	22.694464	        0	-20542.997359	-197080.529905	-177526.473669	-19554.056236
     68	38.417321	      330	22.724462	        0	-20543.218020	-196483.150591	-177212.941533	-19270.209058
     69	38.743152	      330	22.756946	        0	-20543.321509	-196215.574051	-176738.558603	-19477.015448
     70	39.185633	      330	22.793280	        0	-20543.241035	-196093.062801	-176056.791933	-20036.270869
     71	39.359830	      330	22.852284	        0	-20583.254282	-195543.202389	-175858.123477	-19685.078912
     72	39.661967	      330	22.973879	        0	-20673.860961	-194980.825893	-175584.690780	-19396.135114
     73	40.045947	      330	23.074262	        0	-20737.429765	-193784.527147	-175164.730695	-18619.796452
     74	40.799441	      330	23.205877	        0	-20785.785798	-192971.462129	-174268.092080	-18703.370049
     75	41.517026	      330	23.304200	        0	-20785.729293	-192870.137534	-173423.784901	-19446.352633
     76	41.924580	      330	23.425446	        0	-20870.898195	-192436.750538	-173052.140804	-19384.609734
     77	42.102887	      330	23.438244	        0	-20871.134585	-192017.290540	-172776.763839	-19240.526701
