Sample	theta_A	theta_B	theta_root	tau_root	Data-ld-ln	Full-ld-ln	Gene-ld-ln
0	 0.86825	 1.04378	 1.03486	 0.00000	-1334.651486333	-14664.879841303	1318.364977970
1	 0.82417	 1.08490	 1.03486	 0.00000	-1320.316390522	-14508.770574360	1305.606669138
2	 0.85889	 1.03851	 1.03776	 0.00000	-1316.062405444	-14447.724360998	1287.100306557
3	 0.85543	 1.08209	 1.03502	 0.00000	-1306.847615892	-14392.126101012	1323.649942093
4	 0.84960	 1.12188	 1.03792	 0.00000	-1305.784461333	-14356.569778254	1298.725164920
5	 0.87567	 1.09447	 1.10512	 0.00000	-1305.235649883	-14354.785867711	1302.429368879
6	 0.84177	 1.15535	 1.10293	 0.00000	-1299.773648533	-14317.107517136	1319.371031805
7	 0.89143	 1.10678	 1.10106	 0.00000	-1300.205973180	-14311.437086987	1309.377355190
8	 0.86143	 1.19147	 1.13476	 0.00000	-1302.397853607	-14312.705761302	1288.727225228
9	 0.89397	 1.16751	 1.13629	 0.00000	-1303.521208014	-14314.884176967	1279.672096828
10	 0.91865	 1.13593	 1.19097	 0.00000	-1301.553642830	-14314.214478607	1298.678050305
11	 0.96543	 1.10194	 1.23170	 0.00000	-1302.628999436	-14308.867823429	1282.577829066
12	 1.00100	 1.14232	 1.22937	 0.00000	-1303.866876922	-14306.082051306	1267.413282088
13	 1.06501	 1.18564	 1.28145	 0.00000	-1304.116719153	-14312.219259407	1271.052067880
14	 1.02481	 1.13744	 1.31660	 0.00000	-1303.717986322	-14313.594043869	1276.414180651
15	 1.07621	 1.08597	 1.31260	 0.00000	-1306.004376927	-14314.261425049	1254.217655777
16	 1.05080	 1.12914	 1.27280	 0.00000	-1303.753155721	-14308.505754160	1270.974196947
17	 1.00414	 1.16479	 1.23658	 0.00000	-1303.298562748	-14299.302936604	1266.317309128
18	 1.05905	 1.21866	 1.23604	 0.00000	-1304.589544854	-14303.420903766	1257.525455231
19	 1.01451	 1.15722	 1.23294	 0.00000	-1305.179194454	-14310.632391081	1258.840446545
20	 1.06350	 1.13767	 1.23777	 0.00000	-1302.514082387	-14314.196289034	1289.055465161
21	 1.11199	 1.18902	 1.27363	 0.00000	-1304.344940338	-14318.823778935	1275.374375556
22	 1.08583	 1.23772	 1.27026	 0.00000	-1304.366466717	-14314.187875623	1270.523208448
23	 1.03919	 1.19516	 1.26635	 0.00000	-1303.932219488	-14304.857677186	1265.535482303
24	 1.06269	 1.21341	 1.20274	 0.00000	-1303.636130707	-14302.414931827	1266.053624761
25	 1.09678	 1.19141	 1.20274	 0.00000	-1304.058049177	-14313.453560664	1272.873068896
26	 1.07408	 1.26472	 1.24374	 0.00000	-1306.937811229	-14314.010992830	1244.632880539
27	 1.02057	 1.31560	 1.24708	 0.00000	-1305.394975337	-14315.845446216	1261.895692848
28	 0.98719	 1.36585	 1.20192	 0.00000	-1304.011004440	-14307.942123785	1267.832079385
29	 1.03361	 1.40830	 1.19756	 0.00000	-1304.728786554	-14307.802013432	1260.514147891
30	 1.02137	 1.46483	 1.23936	 0.00000	-1301.472691985	-14303.787273530	1289.060353683
31	 1.06535	 1.50840	 1.19722	 0.00000	-1302.096861370	-14304.104501679	1283.135887980
32	 1.04334	 1.41983	 1.24330	 0.00000	-1303.166343486	-14301.023977793	1269.360542929
33	 1.07247	 1.38220	 1.32019	 0.00000	-1305.133152147	-14308.098264728	1256.766743255
34	 1.10442	 1.35105	 1.40300	 0.00000	-1305.558225669	-14306.352074812	1250.769818124
35	 1.13000	 1.32080	 1.43997	 0.00000	-1305.558456374	-14297.588003289	1242.003439551
36	 1.18282	 1.40534	 1.37457	 0.00000	-1302.577499023	-14294.426073167	1268.651082936
37	 1.11939	 1.46434	 1.40544	 0.00000	-1306.105749146	-14303.961893382	1242.904401927
38	 1.06969	 1.50962	 1.46659	 0.00000	-1304.857033130	-14305.226163934	1256.655832635
39	 1.12114	 1.55429	 1.49147	 0.00000	-1306.382591548	-14310.414441414	1246.588525932
40	 1.09568	 1.49104	 1.49049	 0.00000	-1307.196248858	-14302.634113472	1230.671624887
41	 1.06443	 1.43163	 1.54100	 0.00000	-1305.738710130	-14300.616807783	1243.229706485
42	 1.11483	 1.49413	 1.63498	 0.00000	-1306.230174578	-14300.496648029	1238.194902247
43	 1.07887	 1.43145	 1.68977	 0.00000	-1306.212179765	-14297.576158911	1235.454361257
44	 1.03832	 1.37073	 1.76373	 0.00000	-1306.276303127	-14293.938373969	1231.175342696
45	 1.05125	 1.31711	 1.75833	 0.00000	-1308.320725497	-14294.653162397	1211.445907427
46	 1.09881	 1.29358	 1.84054	 0.00000	-1308.484776927	-14295.272333418	1210.424564148
47	 1.06283	 1.23600	 1.88725	 0.00000	-1308.131765576	-14288.591211408	1207.273555645
48	 1.13176	 1.18272	 1.95826	 0.00000	-1308.580122622	-14287.176713091	1201.375486873
49	 1.18904	 1.14544	 1.99632	 0.00000	-1309.035987461	-14304.512432070	1214.152557464
50	 1.15605	 1.11040	 1.94922	 0.00000	-1308.356723193	-14306.455324345	1222.888092419
51	 1.20667	 1.15782	 1.89842	 0.00000	-1309.372198182	-14294.881346640	1201.159364822
52	 1.12683	 1.20050	 1.92815	 0.00000	-1308.927804222	-14299.850903441	1210.572861217
53	 1.17696	 1.15407	 1.92367	 0.00000	-1308.441149106	-14300.730805867	1216.319314802
54	 1.22823	 1.19553	 1.86619	 0.00000	-1309.239777461	-14296.773208187	1204.375433574
55	 1.26632	 1.24224	 1.93792	 0.00000	-1308.638280244	-14296.387109559	1210.004307115
56	 1.20042	 1.29948	 1.85671	 0.00000	-1306.757734167	-14293.624443498	1226.047101827
57	 1.30045	 1.23644	 1.79169	 0.00000	-1308.193277616	-14303.084711417	1221.151935260
58	 1.38053	 1.26153	 1.70722	 0.00000	-1307.693086297	-14305.116826188	1228.185963216
59	 1.33239	 1.27757	 1.71166	 0.00000	-1307.234703001	-14313.830798376	1241.483768368
60	 1.37641	 1.22428	 1.71038	 0.00000	-1306.945576043	-14300.129809090	1230.674048664
61	 1.44988	 1.17618	 1.65058	 0.00000	-1307.378103112	-14302.559111903	1228.778080779
62	 1.40407	 1.14731	 1.57241	 0.00000	-1305.665693176	-14310.491860172	1253.834928409
63	 1.32589	 1.18164	 1.57241	 0.00000	-1305.014215662	-14298.435219016	1248.293062395
64	 1.26122	 1.24810	 1.66857	 0.00000	-1305.376836063	-14290.649665555	1236.881304924
65	 1.31511	 1.21126	 1.69252	 0.00000	-1309.701587981	-14296.780507700	1199.764627889
66	 1.29766	 1.27217	 1.68934	 0.00000	-1306.829776718	-14292.148767390	1223.851000206
67	 1.24137	 1.22019	 1.77027	 0.00000	-1307.934887554	-14301.154860930	1221.805985390
68	 1.30218	 1.26684	 1.77706	 0.00000	-1307.107250482	-14294.573730251	1223.501225435
69	 1.35565	 1.21507	 1.84948	 0.00000	-1307.397888660	-14294.151315091	1220.172428492
70	 1.30927	 1.27594	 1.82537	 0.00000	-1308.336738867	-14300.879185614	1217.511796945
71	 1.34162	 1.21043	 1.91617	 0.00000	-1309.110857774	-14301.762177039	1210.653599302
72	 1.41164	 1.18904	 1.88080	 0.00000	-1309.087629397	-14301.928070305	1211.051776338
73	 1.45436	 1.22070	 1.95163	 0.00000	-1310.174221148	-14300.936752557	1199.194541080
74	 1.38195	 1.30403	 2.05966	 0.00000	-1308.429680276	-14296.194125778	1211.897323022
75	 1.43250	 1.25486	 2.04971	 0.00000	-1309.677894769	-14292.491934168	1195.712986481
76	 1.44970	 1.30531	 2.05154	 0.00000	-1308.832783600	-14291.877911281	1203.550075285
77	 1.54216	 1.26448	 2.12214	 0.00000	-1306.643258651	-14285.976142894	1219.543556384
78	 1.54216	 1.22678	 2.25686	 0.00000	-1309.104395873	-14284.047762345	1193.003803619
79	 1.58609	 1.25861	 2.25183	 0.00000	-1309.728991335	-14290.075863291	1192.785949940
80	 1.53038	 1.22307	 2.25624	 0.00000	-1311.134175081	-14288.731167141	1177.389416334
81	 1.56075	 1.26802	 2.28646	 0.00000	-1309.444431882	-14287.731777313	1193.287458496
82	 1.64605	 1.20557	 2.27634	 0.00000	-1310.713509866	-14286.893123941	1179.758025278
83	 1.66936	 1.25960	 2.41000	 0.00000	-1311.074515339	-14293.445011189	1182.699857804
84	 1.58435	 1.23589	 2.49022	 0.00000	-1309.429377877	-14280.590625716	1186.296846949
85	 1.63365	 1.30683	 2.57105	 0.00000	-1309.528544736	-14288.737626690	1193.452179333
86	 1.55552	 1.36002	 2.53139	 0.00000	-1312.124254240	-14293.579633320	1172.337090923
87	 1.53411	 1.45128	 2.62697	 0.00000	-1310.324073609	-14293.205593734	1189.964857641
88	 1.45784	 1.51710	 2.73315	 0.00000	-1311.341582776	-14288.270387032	1174.854559275
89	 1.40219	 1.57039	 2.94972	 0.00000	-1310.812411640	-14285.927266893	1177.803150489
90	 1.39800	 1.51616	 2.83492	 0.00000	-1310.799053338	-14283.885020045	1175.894486666
91	 1.35960	 1.44447	 2.84236	 0.00000	-1313.738760592	-14289.275536980	1151.887931060
92	 1.39909	 1.50127	 2.97016	 0.00000	-1313.714614501	-14289.256249674	1152.110104661
93	 1.46644	 1.45715	 2.84761	 0.00000	-1311.411137031	-14280.329382889	1166.218012575
94	 1.40848	 1.39838	 2.72596	 0.00000	-1311.374925985	-14283.031074059	1169.281814212
95	 1.47052	 1.32794	 2.83637	 0.00000	-1312.920277356	-14283.694318563	1154.491545001
96	 1.40854	 1.28214	 2.82507	 0.00000	-1312.184852967	-14285.429395900	1163.580866226
97	 1.49428	 1.35540	 2.83227	 0.00000	-1311.774673417	-14282.107653510	1164.360919336
98	 1.42104	 1.28042	 2.75402	 0.00000	-1313.227686907	-14288.257464300	1155.980595232
99	 1.34881	 1.24469	 2.85983	 0.00000	-1312.046524669	-14276.826012178	1156.360765489
100	 1.41233	 1.20984	 3.00419	 0.00000	-1311.602052627	-14279.747920553	1163.727394288
101	 1.50249	 1.24123	 3.01231	 0.00000	-1313.433303991	-14284.148093169	1149.815053263
102	 1.46190	 1.30546	 2.98517	 0.00000	-1314.149840042	-14280.018986496	1138.520586079
103	 1.50905	 1.27520	 2.99154	 0.00000	-1313.961456218	-14268.655017429	1129.040455244
104	 1.44651	 1.23273	 3.07911	 0.00000	-1312.619080755	-14264.771704214	1138.580896664
105	 1.37574	 1.20283	 3.14698	 0.00000	-1313.045073485	-14265.702349425	1135.251614574
106	 1.41522	 1.25944	 3.17906	 0.00000	-1315.477045063	-14273.835761696	1119.065311062
107	 1.36006	 1.22346	 3.08637	 0.00000	-1316.266756221	-14278.058961077	1115.391398870
108	 1.45976	 1.18497	 3.08637	 0.00000	-1313.381746209	-14284.276306427	1150.458844335
109	 1.52283	 1.13148	 3.24477	 0.00000	-1314.101985322	-14276.666920701	1135.647067486
110	 1.46428	 1.17222	 3.23579	 0.00000	-1312.601551195	-14275.414824834	1149.399312887
111	 1.50130	 1.20653	 3.38391	 0.00000	-1314.299269671	-14280.848319867	1137.855623157
112	 1.45911	 1.24565	 3.22347	 0.00000	-1314.770324273	-14288.775462454	1141.072219725
113	 1.42213	 1.18755	 3.32501	 0.00000	-1314.166727484	-14284.524866860	1142.857592018
114	 1.45560	 1.23410	 3.19604	 0.00000	-1314.190180938	-14273.349577066	1131.447767682
115	 1.38475	 1.26900	 3.31198	 0.00000	-1315.414685623	-14280.384320663	1126.237464438
116	 1.34756	 1.34951	 3.17074	 0.00000	-1313.706458636	-14277.945902698	1140.881316334
117	 1.42361	 1.27839	 3.08495	 0.00000	-1314.390319280	-14278.805479554	1134.902286750
118	 1.37267	 1.30891	 3.08990	 0.00000	-1313.165194852	-14273.858893869	1142.206945349
119	 1.30179	 1.23513	 3.09388	 0.00000	-1313.513677974	-14282.639235472	1147.502455728
120	 1.33224	 1.15557	 3.21197	 0.00000	-1314.024506667	-14278.835549240	1138.590482571
121	 1.32000	 1.09773	 3.30429	 0.00000	-1314.136036494	-14278.321578027	1136.961213088
122	 1.27244	 1.12704	 3.20802	 0.00000	-1315.245282483	-14282.726637925	1130.273813097
123	 1.31292	 1.16390	 3.21294	 0.00000	-1315.483619648	-14282.895607556	1128.059411073
124	 1.30410	 1.21870	 3.32101	 0.00000	-1313.954011090	-14275.358818912	1135.818708012
125	 1.25278	 1.26638	 3.46907	 0.00000	-1313.272090969	-14279.015969553	1146.295059867
126	 1.23098	 1.21664	 3.46085	 0.00000	-1314.430624699	-14281.708017500	1137.401770508
127	 1.19504	 1.21136	 3.61079	 0.00000	-1314.892014403	-14286.078413738	1137.158269706
128	 1.13662	 1.21917	 3.43299	 0.00000	-1314.025770131	-14286.284199823	1146.026498510
129	 1.17262	 1.26546	 3.60798	 0.00000	-1315.563746954	-14294.446113685	1138.808644140
130	 1.12476	 1.23482	 3.44229	 0.00000	-1317.719823137	-14291.252706921	1114.054475551
131	 1.09360	 1.26922	 3.21894	 0.00000	-1315.568400423	-14285.550425412	1129.866421185
132	 1.07062	 1.31341	 3.27601	 0.00000	-1314.551558153	-14283.927339288	1138.411757762
133	 1.11186	 1.27447	 3.14577	 0.00000	-1313.425992462	-14276.001320527	1141.741395902
134	 1.17251	 1.33264	 3.14847	 0.00000	-1314.619611522	-14290.304195545	1144.108080327
135	 1.13376	 1.42248	 3.09840	 0.00000	-1312.778888860	-14281.631577647	1153.842689047
136	 1.09246	 1.35684	 3.00874	 0.00000	-1314.618605331	-14281.148135001	1134.962081692
137	 1.11483	 1.30964	 3.11905	 0.00000	-1313.066490472	-14280.792625658	1150.127720940
138	 1.06530	 1.27385	 3.20106	 0.00000	-1314.166955790	-14287.952947987	1146.283390088
139	 1.02644	 1.21847	 3.31488	 0.00000	-1314.118420263	-14286.187991054	1145.003788428
140	 1.04553	 1.16632	 3.20632	 0.00000	-1314.632016346	-14279.487111513	1133.166948057
141	 1.02631	 1.23825	 3.34874	 0.00000	-1316.141488667	-14277.389185838	1115.974299171
142	 0.98094	 1.27246	 3.52363	 0.00000	-1314.323047265	-14278.913588447	1135.683115801
143	 1.01838	 1.31124	 3.40137	 0.00000	-1314.950486802	-14282.400700958	1132.895832941
144	 1.05315	 1.26197	 3.48752	 0.00000	-1315.597648689	-14284.805538466	1128.829051572
145	 1.04763	 1.31201	 3.33226	 0.00000	-1315.609348845	-14293.501872542	1137.408384091
146	 0.99399	 1.26790	 3.20104	 0.00000	-1317.186516001	-14294.440190563	1122.575030556
147	 0.94292	 1.25436	 3.24947	 0.00000	-1316.608507665	-14284.470248406	1118.385171752
148	 0.88185	 1.31698	 3.24110	 0.00000	-1314.051092451	-14273.849780308	1133.338855794
149	 0.87231	 1.27028	 3.24110	 0.00000	-1314.055290563	-14269.792828375	1129.239922741
150	 0.83463	 1.29854	 3.23181	 0.00000	-1316.295987399	-14275.951029038	1112.991155045
151	 0.87001	 1.33116	 3.38518	 0.00000	-1314.534124963	-14272.950892936	1127.609643307
152	 0.83849	 1.28869	 3.22927	 0.00000	-1315.861741103	-14278.651007079	1120.033596054
153	 0.81692	 1.24963	 3.25772	 0.00000	-1316.520733824	-14285.790160759	1120.582822520
154	 0.83731	 1.20349	 3.44510	 0.00000	-1317.639817500	-14289.863194888	1113.465019888
155	 0.81178	 1.14856	 3.26452	 0.00000	-1316.394137357	-14293.733408607	1129.792035037
156	 0.76141	 1.11395	 3.36066	 0.00000	-1316.569591574	-14303.783185471	1138.087269727
157	 0.74492	 1.06791	 3.45405	 0.00000	-1316.700519083	-14289.390389733	1122.385198906
158	 0.71287	 1.03862	 3.46481	 0.00000	-1316.967015722	-14281.897909008	1112.227751793
159	 0.68435	 1.01363	 3.47798	 0.00000	-1315.333416227	-14279.489183062	1126.155020789
160	 0.71220	 1.06541	 3.60405	 0.00000	-1315.673742116	-14267.686458047	1110.949036891
161	 0.76200	 1.11510	 3.74693	 0.00000	-1314.083031864	-14270.821402425	1129.991083785
162	 0.78505	 1.06422	 3.92978	 0.00000	-1315.171871646	-14263.108933003	1111.390216541
163	 0.73736	 1.09871	 4.07471	 0.00000	-1317.163820379	-14274.210401226	1102.572197439
164	 0.71258	 1.05524	 3.93359	 0.00000	-1316.299140211	-14270.567648491	1107.576246378
165	 0.68978	 1.06552	 4.13708	 0.00000	-1318.431877219	-14268.682598868	1084.363826681
166	 0.64731	 1.13428	 3.91516	 0.00000	-1318.914802666	-14272.283657376	1083.135630717
167	 0.66781	 1.18128	 3.91945	 0.00000	-1318.066711342	-14267.806376015	1087.139262591
168	 0.69303	 1.24042	 4.08107	 0.00000	-1316.763813877	-14266.445623224	1098.807484452
169	 0.68098	 1.17733	 4.25073	 0.00000	-1317.756393614	-14264.024141148	1086.460205009
170	 0.65052	 1.12069	 4.23424	 0.00000	-1317.482582755	-14267.187811280	1092.361983731
171	 0.62564	 1.18430	 4.24742	 0.00000	-1317.176544826	-14263.673075424	1091.907627159
172	 0.59655	 1.17115	 4.23939	 0.00000	-1319.599930703	-14277.645615335	1081.646308304
173	 0.58019	 1.18820	 4.22509	 0.00000	-1319.650217937	-14278.375266754	1081.873087385
174	 0.55896	 1.23878	 4.04760	 0.00000	-1317.635992920	-14270.239664577	1093.879735379
175	 0.57884	 1.16958	 4.04072	 0.00000	-1318.717921158	-14278.115332277	1090.936120701
176	 0.61388	 1.21292	 3.97653	 0.00000	-1316.641713457	-14277.282990375	1110.865855808
177	 0.58902	 1.23865	 4.12521	 0.00000	-1315.093576064	-14268.776990256	1117.841229617
178	 0.57163	 1.28283	 4.35410	 0.00000	-1317.360666297	-14271.242290894	1097.635627925
179	 0.55548	 1.33460	 4.56060	 0.00000	-1319.887613213	-14283.188028733	1084.311896599
180	 0.52645	 1.39770	 4.80925	 0.00000	-1319.607821406	-14284.785816415	1088.707602358
181	 0.49669	 1.32541	 4.66387	 0.00000	-1321.067424851	-14282.809023588	1072.134775074
182	 0.47924	 1.25691	 4.97018	 0.00000	-1318.874603349	-14270.943728450	1082.197694956
183	 0.48139	 1.20977	 4.78234	 0.00000	-1320.080286889	-14275.114464449	1074.311595563
184	 0.49794	 1.23976	 4.92830	 0.00000	-1319.754425689	-14273.122117168	1075.577860282
185	 0.51224	 1.18898	 4.74268	 0.00000	-1318.378740152	-14269.077079280	1085.289677761
186	 0.52997	 1.14576	 4.86587	 0.00000	-1317.512216184	-14266.709396740	1091.587234902
187	 0.51559	 1.18239	 5.01325	 0.00000	-1316.999220389	-14258.090355416	1088.098151527
188	 0.53211	 1.14249	 5.19515	 0.00000	-1319.912946813	-14265.145863624	1066.016395490
189	 0.55086	 1.17894	 5.47637	 0.00000	-1321.873338488	-14280.574180892	1061.840796009
190	 0.51104	 1.21545	 5.28879	 0.00000	-1319.139076619	-14264.303970404	1072.913204211
191	 0.51765	 1.17076	 5.15933	 0.00000	-1319.419586623	-14280.345729040	1086.149862811
192	 0.50502	 1.21140	 5.40311	 0.00000	-1319.765608223	-14275.285636546	1077.629554314
193	 0.53448	 1.23481	 5.66503	 0.00000	-1322.140983370	-14272.610326509	1051.200492807
194	 0.51414	 1.18508	 5.78459	 0.00000	-1320.770892912	-14272.749465515	1065.040536395
195	 0.53782	 1.14974	 6.05685	 0.00000	-1320.158255997	-14272.837071395	1071.254511427
196	 0.56026	 1.19929	 6.21339	 0.00000	-1322.787508383	-14274.571927708	1046.696843877
197	 0.56410	 1.27731	 5.96049	 0.00000	-1323.081174620	-14274.064105556	1043.252359359
198	 0.53866	 1.34577	 6.17464	 0.00000	-1322.182056687	-14267.141356587	1045.320789722
199	 0.52379	 1.40394	 6.19301	 0.00000	-1322.924538456	-14271.777396044	1042.532011486
200	 0.53391	 1.45335	 6.17626	 0.00000	-1324.927464545	-14267.592174470	1018.317529020
201	 0.51356	 1.51532	 6.54457	 0.00000	-1321.275965683	-14264.989541798	1052.229884971
202	 0.52992	 1.59964	 6.37803	 0.00000	-1321.242879455	-14268.792589415	1056.363794868
203	 0.50959	 1.57610	 6.65954	 0.00000	-1322.948227247	-14260.541161978	1031.058889511
204	 0.52811	 1.56426	 6.84512	 0.00000	-1323.955813284	-14275.096343026	1035.538210187
205	 0.51798	 1.50941	 6.54123	 0.00000	-1323.439532999	-14276.685779523	1042.290449535
206	 0.48167	 1.45752	 6.78273	 0.00000	-1322.682265691	-14266.405525978	1039.582869070
207	 0.49906	 1.49575	 6.58376	 0.00000	-1322.203537443	-14264.535263055	1042.499888620
208	 0.47244	 1.51931	 6.35279	 0.00000	-1321.314327163	-14262.361920673	1049.218649042
209	 0.46407	 1.45962	 6.36661	 0.00000	-1320.751524056	-14264.713209811	1057.197969248
210	 0.44867	 1.50726	 6.66078	 0.00000	-1322.508561926	-14265.997191244	1040.911571989
211	 0.42542	 1.46191	 6.96084	 0.00000	-1323.060692537	-14267.910027908	1037.303102535
212	 0.41028	 1.46768	 6.79749	 0.00000	-1324.338449235	-14266.113948272	1022.729455917
213	 0.39971	 1.42386	 6.98220	 0.00000	-1323.507889399	-14268.662804484	1033.583910494
214	 0.38268	 1.44332	 6.83685	 0.00000	-1324.822416547	-14266.271176663	1018.047011188
215	 0.39041	 1.48662	 7.13665	 0.00000	-1324.312315778	-14265.365852837	1022.242695058
216	 0.37257	 1.56156	 6.88212	 0.00000	-1323.073630925	-14260.786878015	1030.050568760
217	 0.36173	 1.59510	 6.89675	 0.00000	-1322.308722066	-14259.268043587	1036.180822931
218	 0.34609	 1.53463	 7.27370	 0.00000	-1325.821229099	-14271.090831524	1012.878540535
219	 0.35821	 1.53774	 7.28841	 0.00000	-1324.826261886	-14274.550574458	1026.287955595
220	 0.36616	 1.44051	 7.54391	 0.00000	-1323.599212084	-14272.475925425	1036.483804582
221	 0.36581	 1.39972	 7.17988	 0.00000	-1324.643377012	-14274.583156330	1028.149386208
222	 0.35440	 1.40652	 6.85414	 0.00000	-1322.854426693	-14259.138479134	1030.594212209
223	 0.35331	 1.44100	 7.11958	 0.00000	-1324.416385158	-14264.348427917	1020.184576333
224	 0.33719	 1.40702	 7.03137	 0.00000	-1325.392674901	-14269.647929646	1015.721180639
225	 0.31654	 1.45819	 7.26971	 0.00000	-1323.300464454	-14263.890309450	1030.885664909
226	 0.32770	 1.55330	 6.87214	 0.00000	-1325.021349566	-14265.837830337	1015.624334681
227	 0.32326	 1.61828	 7.12289	 0.00000	-1324.844721956	-14267.099745226	1018.652525670
228	 0.34357	 1.57561	 7.15021	 0.00000	-1325.846499046	-14269.899733005	1011.434742544
229	 0.34959	 1.65401	 6.84711	 0.00000	-1323.754825960	-14272.053456247	1034.505196645
230	 0.33611	 1.59698	 6.69359	 0.00000	-1323.244893847	-14270.432963328	1037.984024857
231	 0.31882	 1.65002	 6.99303	 0.00000	-1324.320822490	-14270.480335183	1027.272110285
232	 0.33612	 1.73165	 7.24403	 0.00000	-1324.154136562	-14270.989706983	1029.448341367
233	 0.33234	 1.79491	 7.57806	 0.00000	-1324.167409513	-14265.688711120	1024.014615990
234	 0.32266	 1.73211	 7.87173	 0.00000	-1323.318325866	-14267.286055896	1034.102797241
235	 0.30674	 1.77818	 8.20302	 0.00000	-1326.169122246	-14266.470306316	1004.779083857
236	 0.31738	 1.86962	 7.96832	 0.00000	-1323.568856744	-14266.021390162	1030.332822722
237	 0.30272	 1.96316	 7.65675	 0.00000	-1324.120985613	-14256.025853196	1014.815997063
238	 0.31338	 2.02249	 7.97307	 0.00000	-1323.379905528	-14255.840607011	1022.041551729
239	 0.33115	 2.13761	 8.24595	 0.00000	-1324.602935591	-14256.320692532	1010.291336620
240	 0.34224	 2.21723	 8.22001	 0.00000	-1327.061066954	-14267.972847214	997.362177678
241	 0.35298	 2.15088	 7.83668	 0.00000	-1324.318062448	-14272.751796574	1029.571172095
242	 0.33497	 2.16087	 7.87017	 0.00000	-1325.408530774	-14265.070314845	1010.985007109
243	 0.31946	 2.07125	 7.59850	 0.00000	-1324.284712657	-14264.856571551	1022.009444983
244	 0.31656	 1.98272	 7.57586	 0.00000	-1325.602737484	-14272.892869141	1016.865494304
245	 0.30586	 2.08061	 7.89280	 0.00000	-1323.979118214	-14269.292722751	1029.501540616
246	 0.29224	 2.12916	 7.92310	 0.00000	-1327.389381376	-14273.463172518	999.569358762
247	 0.29336	 2.16115	 7.93737	 0.00000	-1325.626650453	-14268.154044694	1011.887540163
248	 0.28164	 2.21966	 7.66673	 0.00000	-1325.186563124	-14271.494463584	1019.628832347
249	 0.27328	 2.32393	 7.18234	 0.00000	-1326.518845649	-14274.967549457	1009.779092964
250	 0.26671	 2.22830	 7.38791	 0.00000	-1324.769290974	-14272.597935449	1024.905025708
251	 0.25553	 2.31947	 7.40191	 0.00000	-1326.529486762	-14274.614837596	1009.319969978
252	 0.24786	 2.42994	 7.41837	 0.00000	-1327.352114447	-14272.516003304	998.994858831
253	 0.25518	 2.46201	 7.17969	 0.00000	-1322.392954016	-14264.410903332	1040.481363170
254	 0.26100	 2.53253	 7.42583	 0.00000	-1324.600570628	-14262.287214909	1016.281508626
255	 0.25564	 2.56000	 7.63559	 0.00000	-1326.294130260	-14270.965394754	1008.024092153
256	 0.26868	 2.63432	 7.97590	 0.00000	-1324.200414400	-14263.954940703	1021.950796704
257	 0.26221	 2.74995	 7.58245	 0.00000	-1324.736739723	-14269.329447071	1021.962049840
258	 0.27425	 2.63056	 7.80069	 0.00000	-1326.019119530	-14270.682405222	1010.491209924
259	 0.29112	 2.53349	 8.28072	 0.00000	-1327.142517844	-14276.869226708	1005.444048271
260	 0.28503	 2.57364	 8.65340	 0.00000	-1325.857045179	-14264.728436998	1006.157985206
261	 0.27883	 2.49114	 9.06881	 0.00000	-1326.793818076	-14258.760883716	990.822702953
262	 0.27215	 2.56876	 8.62044	 0.00000	-1327.013940400	-14262.057517899	991.918113902
263	 0.28545	 2.65688	 8.84602	 0.00000	-1327.008099351	-14267.299482776	997.218489262
264	 0.29671	 2.56726	 8.68466	 0.00000	-1326.399249283	-14267.825462290	1003.832969458
265	 0.28773	 2.47145	 9.10144	 0.00000	-1326.825146356	-14266.161725020	997.910261459
266	 0.27285	 2.61807	 8.66363	 0.00000	-1327.365860957	-14269.578521472	995.919911905
267	 0.26386	 2.55668	 8.64630	 0.00000	-1326.464419321	-14267.677566143	1003.033372933
268	 0.24877	 2.60214	 8.44125	 0.00000	-1325.234866389	-14262.200912149	1009.852248263
269	 0.26226	 2.48932	 8.68008	 0.00000	-1325.279599337	-14264.638438910	1011.842445544
270	 0.27159	 2.36903	 9.00441	 0.00000	-1324.935123459	-14256.971317090	1007.620082502
271	 0.26095	 2.47668	 9.41215	 0.00000	-1324.079413232	-14256.397585490	1015.603453166
272	 0.24315	 2.38453	 9.70571	 0.00000	-1324.857615998	-14259.394332644	1010.818172659
273	 0.25134	 2.32476	 9.67212	 0.00000	-1328.717863395	-14272.260175488	985.081541540
274	 0.26001	 2.26172	10.08813	 0.00000	-1329.504813640	-14263.894539508	968.846403107
275	 0.26384	 2.13353	10.28680	 0.00000	-1329.248200881	-14271.496191145	979.014182330
276	 0.25636	 2.09277	 9.95636	 0.00000	-1328.190936989	-14276.711453693	994.802083803
277	 0.25519	 2.16369	 9.58330	 0.00000	-1326.954218396	-14263.406934797	993.864750837
278	 0.25973	 2.09897	 9.08150	 0.00000	-1327.524895733	-14269.054969728	993.806012396
279	 0.27326	 1.99659	 9.41188	 0.00000	-1326.804892225	-14268.857456738	1000.808534487
280	 0.26216	 1.92226	 9.84293	 0.00000	-1325.265238557	-14261.582614278	1008.930228709
281	 0.27209	 1.87806	 9.85759	 0.00000	-1327.308787732	-14265.395112429	992.307235105
282	 0.28193	 1.81525	10.16606	 0.00000	-1329.150902409	-14265.022814392	973.513790301
283	 0.27200	 1.73095	10.31453	 0.00000	-1330.548246076	-14271.333587937	965.851127179
284	 0.25473	 1.66698	10.34766	 0.00000	-1329.050930674	-14271.801955927	981.292649188
