iter	coalStatFlat	numCoalFlat	migStatFlat	numMigFlat	logPrior	root_theta	logLikelihood	dataLogLikelihood	genealogyLogLikelihood
    112	4.407335	     7000	1.469676	        0	69.157563	4.912131	-1348811.165137	-1401751.722904	-52940.557766
    113	4.473340	     7000	1.490173	        0	68.740642	4.931986	-1348929.285167	-1401808.691063	-52879.405896
    114	4.462169	     7000	1.460436	        0	68.634113	4.878563	-1348874.441855	-1401813.831658	-52939.389804
    115	4.362235	     7000	1.445599	        0	68.653692	4.861188	-1348654.485454	-1401828.481553	-53173.996099
    116	4.429958	     7000	1.460035	        0	69.160570	4.605449	-1348809.709493	-1401817.427935	-53007.718442
    117	4.378265	     7000	1.430242	        0	69.214803	4.588299	-1348701.255530	-1401774.305094	-53073.049563
    118	4.437608	     7000	1.415796	        0	68.847760	4.576261	-1348828.783266	-1401782.790124	-52954.006857
    119	4.490941	     7000	1.463447	        0	68.610795	4.589341	-1348927.034935	-1401774.019973	-52846.985038
    120	4.463684	     7000	1.432628	        0	68.147050	4.606714	-1348931.568226	-1401822.431481	-52890.863255
    121	4.468042	     7000	1.451635	        0	68.351988	4.624497	-1348829.154351	-1401771.348696	-52942.194344
    122	4.433856	     7000	1.452448	        0	68.601852	4.634274	-1348693.377087	-1401779.065750	-53085.688663
    123	4.475999	     7000	1.435959	        0	69.039639	4.640672	-1348821.011595	-1401814.270872	-52993.259277
    124	4.396216	     7000	1.423319	        0	69.349872	4.627589	-1348736.080795	-1401854.244790	-53118.163995
    125	4.443672	     7000	1.451234	        0	69.744721	4.772495	-1348751.006652	-1401813.855072	-53062.848420
    126	4.553816	     7000	1.475417	        0	69.381924	4.772495	-1348927.178348	-1401796.630923	-52869.452575
    127	4.513468	     7000	1.473272	        0	69.423663	4.918573	-1348803.467986	-1401780.656090	-52977.188104
    128	4.623637	     7000	1.523951	        0	69.880789	4.907645	-1349065.524731	-1401788.928547	-52723.403816
    129	4.574867	     7000	1.505001	        0	69.690305	4.907645	-1348926.201121	-1401784.096985	-52857.895864
    130	4.601618	     7000	1.523257	        0	69.498328	4.922109	-1348983.240795	-1401801.562176	-52818.321381
    131	4.701887	     7000	1.528131	        0	68.997768	4.945777	-1349190.218748	-1401796.829010	-52606.610262
    132	4.650893	     7000	1.497837	        0	69.118790	4.941441	-1349091.966435	-1401817.093344	-52725.126909
    133	4.615648	     7000	1.484641	        0	68.868879	4.755551	-1348976.344198	-1401784.456874	-52808.112676
    134	4.603182	     7000	1.491266	        0	68.715022	4.759093	-1348962.678009	-1401762.721396	-52800.043387
    135	4.698153	     7000	1.505105	        0	69.140924	4.765591	-1349068.663938	-1401767.851702	-52699.187764
    136	4.665564	     7000	1.493294	        0	68.560018	4.787785	-1349048.602897	-1401776.231630	-52727.628732
    137	4.715855	     7000	1.512213	        0	68.142201	4.799007	-1349156.851513	-1401762.984895	-52606.133382
    138	4.746818	     7000	1.518795	        0	68.385071	4.812408	-1349133.381544	-1401747.851504	-52614.469961
    139	4.770953	     7000	1.517633	        0	68.168020	4.829868	-1349222.322075	-1401781.832300	-52559.510225
    140	4.743376	     7000	1.531215	        0	68.264936	4.840005	-1349168.009470	-1401751.651434	-52583.641965
    141	4.732163	     7000	1.504332	        0	68.169262	4.655221	-1349070.897563	-1401757.257856	-52686.360293
    142	4.698494	     7000	1.509472	        0	67.999227	4.812222	-1349095.462608	-1401790.418853	-52694.956245
    143	4.696287	     7000	1.506023	        0	67.751789	4.801643	-1349016.263551	-1401759.542495	-52743.278945
    144	4.629016	     7000	1.481289	        0	68.144990	4.796185	-1349003.934293	-1401785.941453	-52782.007161
    145	4.636124	     7000	1.492113	        0	68.406654	4.788584	-1349079.471308	-1401826.854005	-52747.382697
    146	4.642496	     7000	1.490957	        0	68.774104	4.783620	-1349080.842363	-1401809.743882	-52728.901519
    147	4.643550	     7000	1.500716	        0	68.908667	4.766062	-1349122.362411	-1401835.254060	-52712.891648
    148	4.619930	     7000	1.488909	        0	69.150957	4.772651	-1349031.337602	-1401774.869935	-52743.532332
    149	4.647777	     7000	1.504907	        0	69.086749	4.858604	-1349116.338286	-1401805.426929	-52689.088643
    150	4.721628	     7000	1.529553	        0	68.937914	4.963167	-1349243.643017	-1401787.107895	-52543.464878
    151	4.705607	     7000	1.530253	        0	68.923427	4.954500	-1349204.171361	-1401777.299059	-52573.127699
    152	4.732878	     7000	1.529824	        0	69.020441	4.939917	-1349259.482925	-1401788.836721	-52529.353796
    153	4.766751	     7000	1.518788	        0	69.171704	4.947278	-1349355.740561	-1401788.288300	-52432.547739
    154	4.784129	     7000	1.537823	        0	68.701223	4.713176	-1349328.871794	-1401768.264861	-52439.393067
    155	4.652143	     7000	1.485437	        0	69.083805	4.557636	-1349094.980242	-1401797.922971	-52702.942729
    156	4.593810	     7000	1.457333	        0	68.785947	4.570943	-1349017.773629	-1401827.980625	-52810.206996
    157	4.525240	     7000	1.422736	        0	68.553540	4.416452	-1348956.967456	-1401831.855520	-52874.888064
    158	4.490554	     7000	1.414980	        0	68.695444	4.228510	-1348866.925510	-1401860.536603	-52993.611093
    159	4.490207	     7000	1.412785	        0	68.642535	4.219701	-1348888.008108	-1401815.455652	-52927.447543
    160	4.527142	     7000	1.428226	        0	68.681227	4.207049	-1348888.324214	-1401811.181000	-52922.856786
    161	4.451844	     7000	1.408123	        0	68.416919	4.220260	-1348744.440936	-1401802.027218	-53057.586281
    162	4.456619	     7000	1.402348	        0	68.132533	4.231504	-1348722.177010	-1401767.699307	-53045.522297
    163	4.461503	     7000	1.410421	        0	67.851864	4.254661	-1348767.918216	-1401766.344305	-52998.426089
    164	4.394793	     7000	1.385059	        0	68.435000	4.265073	-1348684.940375	-1401793.652914	-53108.712538
    165	4.374122	     7000	1.380134	        0	68.586224	4.249050	-1348699.173706	-1401845.944294	-53146.770588
    166	4.415132	     7000	1.394059	        0	68.422641	4.238788	-1348854.970947	-1401847.465292	-52992.494345
    167	4.400910	     7000	1.391256	        0	68.006324	4.389354	-1348769.763071	-1401837.654210	-53067.891140
    168	4.399320	     7000	1.381749	        0	68.440717	4.370702	-1348734.971487	-1401777.107112	-53042.135625
    169	4.418951	     7000	1.396086	        0	68.594063	4.355463	-1348737.554784	-1401779.381529	-53041.826745
    170	4.483782	     7000	1.428184	        0	67.873765	4.369112	-1348860.871299	-1401794.404989	-52933.533690
    171	4.462495	     7000	1.432663	        0	68.273736	4.382647	-1348805.183085	-1401780.682403	-52975.499318
    172	4.456468	     7000	1.430855	        0	68.503679	4.396238	-1348809.985753	-1401786.378315	-52976.392562
    173	4.526564	     7000	1.460930	        0	68.511269	4.563987	-1348838.307482	-1401736.708816	-52898.401334
    174	4.531446	     7000	1.443937	        0	68.272158	4.606296	-1348973.855060	-1401819.536991	-52845.681932
    175	4.552742	     7000	1.458238	        0	68.149092	4.625342	-1349053.185737	-1401826.003419	-52772.817682
    176	4.611950	     7000	1.483958	        0	67.820386	4.619222	-1349117.448090	-1401856.216450	-52738.768361
    177	4.449896	     7000	1.438367	        0	67.370042	4.612897	-1348787.958676	-1401794.768473	-53006.809797
    178	4.535285	     7000	1.454540	        0	67.084602	4.623868	-1348968.747503	-1401795.702431	-52826.954928
    179	4.573961	     7000	1.469771	        0	66.527926	4.747611	-1348971.999899	-1401743.095901	-52771.096001
    180	4.548806	     7000	1.463245	        0	66.586401	4.737636	-1348974.652480	-1401751.792134	-52777.139654
    181	4.635892	     7000	1.473438	        0	66.620937	4.752724	-1349193.927711	-1401808.144575	-52614.216864
    182	4.654871	     7000	1.481612	        0	67.159649	4.759046	-1349198.668022	-1401799.237286	-52600.569264
    183	4.597986	     7000	1.463730	        0	67.358172	4.767941	-1349154.341755	-1401808.271990	-52653.930235
    184	4.553352	     7000	1.462420	        0	67.998251	4.634745	-1349009.495665	-1401820.408653	-52810.912987
