iteration	A_coal_stats_total	A_num_coals_total	B_coal_stats_total	B_num_coals_total	C_coal_stats_total	C_num_coals_total	D_coal_stats_total	D_num_coals_total	AB_coal_stats_total	AB_num_coals_total	ABC_coal_stats_total	ABC_num_coals_total	root_coal_stats_total	root_num_coals_total	A__pop_coal_stats_total	A__pop_num_coals_total	B__pop_coal_stats_total	B__pop_num_coals_total	C__pop_coal_stats_total	C__pop_num_coals_total	D__pop_coal_stats_total	D__pop_num_coals_total	AB__pop_coal_stats_total	AB__pop_num_coals_total	ABC__pop_coal_stats_total	ABC__pop_num_coals_total	root__pop_coal_stats_total	root__pop_num_coals_total	D->B_mig_stats	D->B_num_migs	
1340	0.01167678290373357942455445623863852	105	0.01199381741516908003730712550805038	61	0.01251462008009010355713552797851662	84	0.13511474394002201404596519296319457	218	0.07499349442644871743812728936973144	199	1.04811671643283910171362549590412527	3270	4.04408447819038840975736093241721392	7000	0.01167678290373305380334123526608892	105	0.01199381741516851278273048109213050	61	0.01251462008009038458233863622126592	84	0.13511474394001193877201671966759022	218	0.00393307259619955253138190442996347	33	0.86052199706031284875962228397838771	2987	1.69951811850644340928795372747117653	3512	0.01217290545565057231780503599338772	1	
1345	0.01201248445686099730611573477290221	83	0.01229030277727278033794711120663123	40	0.01261162768099952959099940841269927	76	0.13830849811904913360116609055694425	220	0.07613479746123412439384736671854625	142	1.07113238046139080950069910613819957	3319	4.17952999555136450737791165011003613	7000	0.01201248445685913421310253568208282	83	0.01229030277727080275318449764654360	40	0.01261162768099962153134363518347527	76	0.13830849811905662760658231036359211	220	0.00322643575883411982616055801997845	19	0.88113820873809178824132004592684098	3101	1.78157472461990495915529209014493972	3461	0.01242307715656798886016964900136372	1	
1350	0.01206560849085119672963184456193630	102	0.01241118854830465349781132289308516	49	0.01276689281434014409943866752428221	67	0.14164171890599644432207071531593101	263	0.07625309583571025784376473666270613	171	1.11795622281491313643186913395766169	3309	4.26315657389322222314831378753297031	7000	0.01206560849085097815447387148424241	102	0.01241118854830443492265334981539127	49	0.01276689281434026553008198590077882	67	0.14164171890599536185462170578830410	263	0.00279513467652320237583074558074259	20	0.92700380330555776087209096658625640	3071	1.77468985954441982322293824836378917	3428	0.01256825011809223520409251051432875	1	
1355	0.01169159509355886979176109008449203	100	0.01200159879180616277760673682450943	54	0.01283246967604803265294854952571768	66	0.14300877959806218564509094903769437	265	0.07609543122612605348109582337201573	178	1.11658439464363556936632448923774064	3321	4.24635109020226675369258373393677175	7000	0.01169159509355791569384930284059010	100	0.01200159879180513929075591050832372	54	0.01283246967604812806273972825010787	66	0.14300877959806251871199833658465650	265	0.00497394682850949357288961039103015	24	0.92560040533749987634593026086804457	3077	1.75103954564327879417362510139355436	3414	0.01219666822410816336974548335092550	1	
1360	0.01187845260543713386824915545503245	94	0.01213889935001583389451162986460986	51	0.01303042924488501466684375884597102	80	0.14638881781418386363036177044705255	239	0.07789356979703443428775244683492929	183	1.12434126292045521999796164891449735	3317	4.30378677349117655381860458874143660	7000	0.01187845260543660651231245850567575	94	0.01213889935001525970104108154146161	51	0.01303042924488459139431562050503999	80	0.14638881781418447425302531428314978	239	0.00581296882932802461141363892238587	38	0.92934742785071033921440175618045032	3054	1.78214845103795416214609304006444290	3444	0.01231515212627697260228121223235576	0	
1365	0.01176827430128033445677626644965130	107	0.01211608215095651315540425940753266	40	0.01287706379684358005965894022892826	84	0.15039128915860844326601863940595649	234	0.07790104906102660042854779476328986	187	1.16895039545560464055995453236391768	3276	4.48729943396937347444008992169983685	7000	0.01176827430127943240056875850996221	107	0.01211608215095554344498118837236689	40	0.01287706379684328168722107221810802	84	0.15039128915861602053816170609934488	234	0.00621431802730362716630230224268416	40	0.97470798646431255907174318053876050	3005	1.87164595212962847625703943776898086	3490	0.01223883522502173908097500287794901	1	
1370	0.01182065220981848990833285029111721	92	0.01211298773917124198262751377797031	48	0.01247246258935599295958329690847677	87	0.14233816343525332315245179870544234	233	0.07557200770345864904165011921577388	159	1.07756629666091607866462709353072569	3366	4.19374652887374654852692401618696749	7000	0.01182065220981809786082727953271387	92	0.01211298773917086381290975083402373	48	0.01247246258935605020545800414311088	87	0.14233816343526242698125372498907382	233	0.00374986750236435935693113385980269	19	0.88919447476086310722109828930115327	3120	1.76675143799213074657927791122347116	3401	0.01227151224050975104884475541666689	1	
1375	0.01188356716284748315626274006717722	94	0.01218170150874746220093225446134966	50	0.01243699152951769325292641354963052	83	0.14467876721962519281916570434987079	211	0.07518542288639065707123165793746011	165	1.07774524399608528923977246449794620	3360	4.24819007563909245561717398231849074	7000	0.01188356716284658803894913603471650	94	0.01218170150874655841000127054485347	50	0.01243699152951868378003119630648143	83	0.14467876721963338071397231487935642	211	0.00297275844255297759521905476276515	21	0.89019573332271062504617020749719813	3112	1.81126425322772321990782984357792884	3429	0.01232302971790864322410019582321183	1	
1380	0.01188191492520336914329170951987180	90	0.01225497957770005190425433028167390	39	0.01246116773526583648701304696260195	90	0.14491616689372141535407934043178102	221	0.07523694671766803510060128701297799	144	1.09499363975878560850674148241523653	3324	4.25781250650413944924821407767012715	7000	0.01188191492520287995127148406027118	90	0.01225497957769953495665848919315977	39	0.01246116773526540107142057678402125	90	0.14491616689372499582333375656162389	221	0.00281797966819904337557045614914841	15	0.90723936028670559839071074748062529	3090	1.78977002456791445261785611364757642	3455	0.01238285783588455486736723543117478	2	
1385	0.01193401933118062863137254225875949	86	0.01208976804996872086994663675341144	65	0.01246140345211038148731663710577777	83	0.14684523753956643665752324068307644	193	0.07488595382063277516859756133271731	163	1.11255218720265891541032488021301106	3297	4.31685470051358777254790766164660454	7000	0.01193401933118022791024959161632069	86	0.01208976804996827851546026266760236	65	0.01246140345210993219393635911274032	83	0.14684523753957040570483627561770845	193	0.00278620273874374303757495141553591	12	0.92539288866078550643834432776202448	3051	1.81346862219045612540924139466369525	3510	0.01229256244968593599076189804009118	0	
1390	0.01188807019546648559293888780530324	94	0.01218677400601388995105001100682784	38	0.01249968319536897201627034803550487	76	0.14462219209677770748179170823277673	205	0.07535330817003350889482504726402112	150	1.07329666772253351503252360998885706	3335	4.22124540825552063694203752675093710	7000	0.01188807019546586629665796408517053	94	0.01218677400601317004080748063188366	38	0.01249968319536874823694194702738969	76	0.14462219209678189857370966819871683	205	0.00312345838316554656396983880028984	18	0.88517215087194045519680685174535029	3109	1.79071101200485283122532109700841829	3460	0.01231111063440506157851128676838925	1	
1395	0.01183514419501780108590072160268392	89	0.01214132262020848479489032456513087	38	0.01249185187355789788954396613007702	78	0.14460404405768922941888376954011619	209	0.07555376843998785896250325322398567	155	1.09600171019821068796318286331370473	3331	4.26312774468665800498001772211864591	7000	0.01183514419501674810875080368077761	89	0.01214132262020733640794922791883437	38	0.01249185187355759951710609811925679	78	0.14460404405769236579892833560734289	209	0.00362226527180092459576310481850214	28	0.90759337605261758419317175139440224	3098	1.79644483478845318202843373001087457	3460	0.01226397253978334794810578500801057	0	
1400	0.01155967087275600047036050455062650	120	0.01201471181194612228293472355744598	47	0.01256527831345906863480532678067902	84	0.14386951171122294712567679653147934	207	0.07543223629014675357673525013524340	201	1.04923865272097605050305446638958529	3416	4.18140038938696001480366248870268464	7000	0.01155967087275629016918099267741127	120	0.01201471181194644667622473122037263	47	0.01256527831345898883752543184755268	84	0.14386951171122391857082334354345221	207	0.00467834327436946004891149542004314	34	0.86062150777465951101419250335311517	3131	1.79347130597450132860615212848642841	3377	0.01214290341698840564044203915727849	1	
1405	0.01178724467451699661757480441792723	116	0.01223107319141737182877083256471451	54	0.01254532982971140638028817448912378	82	0.14487112783090189127577218641818035	187	0.07500506022572082931443304687491036	191	1.04059776937092052229161254217615351	3428	4.15793017670227893489709458663128316	7000	0.01178724467451710763987726693358127	116	0.01223107319141755744418276208307361	54	0.01254532982971137168581865495298189	82	0.14487112783090580481193399009498535	187	0.00293717140030898748656595920181189	21	0.85283101190764232235608233168022707	3155	1.77965683201046198647077289933804423	3385	0.01238468520177037242302464647991656	1	
1410	0.01206885158963157990419379217428286	107	0.01248795194706241867832474667920906	50	0.01256952661322840829327684986083113	82	0.14310042285384372284795517771271989	224	0.07566994937205419324843802542090998	172	1.05925805352608248810497570957522839	3394	4.19518400051418094420796478516422212	7000	0.01206885158963266757581322963233106	107	0.01248795194706372145565520526133696	50	0.01256952661322871533933209775568685	82	0.14310042285384436122619433717773063	224	0.00198655163667984732689397731064673	15	0.87023537473093870442397701481240802	3140	1.79282630957815447558800769911613315	3382	0.01260875818242417588377346504557863	1	
1415	0.01199829706144952407020909390666930	126	0.01255548670485812437491723869698035	42	0.01264771701566754467938036299301530	80	0.14926615706324908305901999483467080	188	0.07566804683255645702644187622354366	173	1.05340219263798151594357932481216267	3448	4.17706482740990203694764204556122422	7000	0.01199829706145051112786692470990602	126	0.01255548670485931959939218671706840	42	0.01264771701566747355571784794392443	80	0.14926615706325271903942564222234068	188	0.00199671619417438224453054118612272	5	0.86397322553538957734531322785187513	3195	1.75519926958935967853392412507673725	3364	0.01269885233259322038223970707804256	3	
1420	0.01181752553045468424885999780826751	129	0.01232709313569507747487818960507866	47	0.01240360499315942312270610869973098	97	0.14442202416443711276983208335877862	233	0.07480280653004355018165227875215351	188	1.03989468182345801139376817445736378	3451	4.05327419151283585563305678078904748	7000	0.01181752553045543191467814381212520	129	0.01232709313569605585891864052427991	47	0.01240360499315943179632348858376645	97	0.14442202416444907542292241942050168	233	0.00235392100279311787189295834821223	12	0.85316847066891321471615583504899405	3166	1.67217750902352801922745584306539968	3316	0.01248360245647358625353806615976282	1	
1425	0.01176539610731795922060616277349254	137	0.01241106292210310269030770768949878	38	0.01251388901095508605909589761040479	90	0.14842855766970441955265869182767347	214	0.07491755755471712907578307749645319	180	1.05171111901900582452640264818910509	3450	4.03819347061006261867532884934917092	7000	0.01176539610731871556004168866138571	137	0.01241106292210418689248019319393279	38	0.01251388901095531851204167850255544	90	0.14842855766971452258218278075219132	214	0.00236490611399176433107816031053972	5	0.86422803222922617294443625723943114	3180	1.62121957798219407109741041494999081	3336	0.01254546820186737236813012685843205	4	
1430	0.01199945552173351318026028877739009	119	0.01248234041755919704330679564918682	36	0.01236437623423789454457644154672380	118	0.15065565033578617870624327679252019	251	0.07585930610538224594385781074379338	168	1.07080235685211544449657594668678939	3515	4.12526178175891100607941552880220115	7000	0.01199945552173441350174432074027209	119	0.01248234041756037318582350792439684	36	0.01236437623423818077394997771989438	118	0.15065565033580552434244737014523707	251	0.00239958505156155545851026644754711	13	0.88249741931985781207004038151353598	3229	1.66697551655716202922974389366572723	3234	0.01260174831832762930294844494483186	0	
1435	0.01196312395608521185474959480643520	122	0.01241864022388133870222759469470475	46	0.01236389882107745939732179607517537	108	0.15393411354266811619240229447314050	208	0.07556318564594621811636443453608081	186	1.07213031474155817690530057006981224	3482	4.15238907617190466936563097988255322	7000	0.01196312395608586237605308610909560	122	0.01241864022388224075843510263439384	46	0.01236389882107791909904292992905539	108	0.15393411354268549118273767817299813	208	0.00237195414528398700049205416462428	18	0.88427579188379556995869279489852488	3188	1.67364320185014570085968443891033530	3310	0.01255070557736767677958766853407724	0	
1440	0.01118437070195480928513909191224229	123	0.01166968000096583850389020398097273	41	0.01257426220553135853830184487378574	80	0.15093823069299619477057206040626625	235	0.07526632666534961713100670976928086	200	1.10753361708486597336786871892400086	3366	4.33530312238018300519115655333735049	7000	0.01118437070195532970218188495437062	123	0.01166968000096667464060562480199224	41	0.01257426220553094220466761044008308	80	0.15093823069301268158248774398089154	235	0.00667713432327541201588561037283398	36	0.91918210189136939636256329322350211	3086	1.81211098158421801684880847460590303	3399	0.01178592037737134085029211405526439	0	
1445	0.01103328789272046278613359504561231	115	0.01146205128527633294865939461715243	49	0.01229908510658017130323660381918671	83	0.14552245129728638706190224638703512	230	0.07377328551324036087777358261519112	202	1.07753212306692303101840479939710349	3377	4.19926893277997859144079484394751489	7000	0.01103328789272100922402852773984705	115	0.01146205128527724714793123439449118	49	0.01229908510657982262381793248096074	83	0.14552245129729490802361624446348287	230	0.00627744659623247994867378807271052	38	0.89303758695199031425460134414606728	3092	1.75305909734018583456816031684866175	3393	0.01158841777150231011628278565694927	1	
1450	0.01126934676680082375588298759794270	115	0.01178559726115741175533901952121596	39	0.01257705864863606012860053340318700	66	0.14505662695424850761050095115933800	206	0.07527209525402084322465157129045110	193	1.09977250932606196442975488025695086	3318	4.30584739285065243308281424106098711	7000	0.01126934676680046813757041235248835	115	0.01178559726115699889115173704112749	39	0.01257705864863549287402388898726713	66	0.14505662695425067254539897021459183	206	0.00609737488718511359137020022558318	39	0.91139395046089244356579683881136589	3059	1.83143657370375723125732747575966641	3476	0.01188721065838728614683095230475374	1	
1455	0.01116537556909147355099776177667081	111	0.01149765143191122489241262627501783	50	0.01236665953961348790590690782664751	83	0.13984828319965553200532326627580915	202	0.07346250931916278870126291167252930	203	1.09444871703471457990985982178244740	3240	4.26142154718188592710248485673218966	7000	0.01116537556909137640648310707547353	111	0.01149765143191111733955711571297797	50	0.01236665953961244880654479771919796	83	0.13984828319966152720965624212112743	202	0.00544402883786020749118383932341203	42	0.91012063224744244038788565376307815	2954	1.82372388452197342623151143925497308	3558	0.01166577192201258793280427283889367	1	
1460	0.01091807687680128313711946930197882	123	0.01146468334409166470178043084615638	34	0.01226522250095274900461017608677139	65	0.13967425800520039125274252000963315	246	0.07269147288941735229883533975225873	192	1.10535490341971431860201846575364470	3237	4.21066046263655646697543488699011505	7000	0.01091807687680109578698406380681263	123	0.01146468334409143224883464995400573	34	0.01226522250095133520497725498898944	65	0.13967425800519736589500041645806050	246	0.00552921401038106684333595097768921	35	0.92284719287174321600275561650050804	2980	1.74812533519550172833589840593049303	3517	0.01156320699560845106923512304319956	0	
1465	0.01087595403231066820692873875486839	123	0.01130480293301567608355018279553406	48	0.01215569573589786629697062636523697	72	0.13901077853925486449426784929528367	229	0.07206889253636092340649099696747726	206	1.08061887513152288242679333052365109	3228	4.13627912071425907214461403782479465	7000	0.01087595403231053289849761256391503	123	0.01130480293301545577366873374103307	48	0.01215569573589679076841552074483843	72	0.13901077853925067340234988932934357	229	0.00548167255670292067476490061039840	35	0.89964851186592187382018437347142026	2950	1.72196646319837975980249211715999991	3543	0.01147094066492538623480701431844864	3	
1470	0.01095561128024848639161969998667701	108	0.01139064653302539198431730937954853	39	0.01191240164782654542552364773655427	66	0.14305561414743592218989931552641792	211	0.07116105437640499187246234669146361	186	1.07229125011714954140984445984940976	3320	4.21723580812630594039092102320864797	7000	0.01095561128024856792362307089661044	108	0.01139064653302527575784441893347321	39	0.01191240164782488356043366195535782	66	0.14305561414742326564741858874185709	211	0.00410464482783185792558189319834128	39	0.89408456305027550481412390581681393	3068	1.79754173186321608568505325820297003	3469	0.01151011093306932540902831618723212	2	
1475	0.01090400416029108088267207676835824	128	0.01144389340093691920241525394885684	38	0.01203901963669249536303951231275278	71	0.13955026293694114403187711559439776	203	0.07165822462072124476861745279165916	203	1.05946928844530896540732101129833609	3293	4.18845283013846625408405088819563389	7000	0.01090400416029187712074755012281457	128	0.01144389340093763564321083237018684	38	0.01203901963669200270157233489953796	71	0.13955026293692981975702593899768544	203	0.00456433137661912437244016160775573	37	0.87983584252722080165654006123077124	3019	1.80538324665600802276799186074640602	3504	0.01156446568590086682037920695620414	1	
1480	0.01060361942799099670142748408352418	135	0.01111751300393960632806322763599383	43	0.01172546612835579683820075302946861	74	0.13881748028625262580959542901837267	198	0.06962391145131434366799538793202373	216	1.07359188580165665349852588406065479	3210	4.19583779434217873927082109730690718	7000	0.01060361942799218325228505221957676	135	0.01111751300394073563304608853741229	43	0.01172546612835537356567261468853758	74	0.13881748028624191215740779625775758	198	0.00444695383049763855870528672653563	38	0.89885210245336988332809369239839725	2920	1.79365244430556658450370832724729553	3592	0.01125085427924370218288885325819138	0	
1485	0.01096436555779355115358697503324947	125	0.01142298800187544795259331209535958	40	0.01180960202163283331855403446297714	63	0.14033964559754152912063318581203930	201	0.07032544052047699778551503868584405	197	1.06845511504173384942362190486164764	3265	4.19236145834364659634729832760058343	7000	0.01096436555779470994886892754038854	125	0.01142298800187644715331547473624596	40	0.01180960202163283852272446239339843	63	0.14033964559753031586808447173098102	201	0.00315347727809967828468962203203318	32	0.89216076978232017324899061350151896	3005	1.78848187728808150076531546801561490	3534	0.01154037489512400004032510736351469	0	
1490	0.01062164689017774422963302782818573	146	0.01115126463415128284240029898910507	46	0.01215561522520671247638013312553085	65	0.14156495765717508339420760421489831	232	0.07144230487657499129028337847557850	235	1.08417663693214949560683635354507715	3262	4.21511616548928991221600881544873118	7000	0.01062164689017993865483013848916016	146	0.01115126463415351196206692918622139	46	0.01215561522520633430666237018158427	65	0.14156495765718057899817949873977341	232	0.00610871768043785064866701972619012	43	0.90429488165320981440942205153987743	2962	1.78039997752845091660844900616211817	3506	0.01128814595529719320976536067746565	4	
1495	0.01047915206825667314149974629344797	152	0.01108911282905030055989659132364977	39	0.01201091251734177564602923382608424	71	0.13806035938870334089934033272584202	222	0.07076630012885481990636549198825378	235	1.04288115986061580287014294299297035	3318	4.06423145077896741383938206126913428	7000	0.01047915206825926828781980759686121	152	0.01108911282905281937838370964755086	39	0.01201091251734086665092782197916677	71	0.13806035938870700463532159574242542	222	0.00604776771866139505051673808111445	44	0.86482817973982362147467028989922255	3012	1.71244628850984459411677107709692791	3460	0.01120095938271847835210337507305667	1	
1500	0.01025702186188553501067222128995127	184	0.01108835359287469596312192265941121	46	0.01203125610081910192017407013054253	65	0.13754478400807715332554437281942228	182	0.07002267427269429078684481737582246	273	0.99037864644275597214573281235061586	3333	3.93205081994695770930547951138578355	7000	0.01025702186188563215518687599114855	184	0.01108835359287481912848871701271491	46	0.01203125610081908977710973829289287	65	0.13754478400807640392500275083875749	182	0.00594737647937256495855873339451136	43	0.81351093632142468248247269002604298	2995	1.66633088792462569216468182276003063	3485	0.01120837255134876815632072322159729	2	
1505	0.01053375673728605688150850028250716	188	0.01145449784088871034160028727910685	42	0.01201360851010651806247686579354195	54	0.13255364080943571325477137179404963	214	0.06936579931835415435692482333251974	255	0.96104416933362468711266046739183366	3423	3.85064923460216723682947304041590542	7000	0.01053375673728552952557180333315046	188	0.01145449784088812747451235907192313	42	0.01201360851010583631615080690835384	54	0.13255364080942949600583347091742326	214	0.00335490771321716443539862062550583	25	0.78528440867736726271886027461732738	3114	1.65788356057238250862440054334001616	3363	0.01158889234602525700190689406099409	3	
1510	0.01028760053820127438883869075425537	210	0.01121689943849547496657059753033536	55	0.01183047336832123049010778714773551	60	0.13068492359836708649467595932947006	215	0.06795542110226678034212710599604179	293	0.94963793885559388829875615556375124	3357	3.87777809577318510747545587946660817	7000	0.01028760053820018151304882536578589	210	0.01121689943849427453792522157982603	55	0.01183047336832048629373659309749200	60	0.13068492359835828797720580496388720	215	0.00336176931344398790754701700222995	28	0.77721364555522010064692040032241493	3004	1.71280218146707396975614301481982693	3428	0.01139111677743310721555580755648407	1	
1515	0.00990917821501827687791230658831410	204	0.01079825392759795402164435529357434	47	0.01181428015658887373251495489512308	72	0.13150090430762564897015920450940030	225	0.06835657073707485098523761735123117	302	0.95367047625914891373355430914671160	3407	3.85027957292990619109218641824554652	7000	0.00990917821501772870529389791727226	204	0.01079825392759743360460156225144601	47	0.01181428015658857882952403883791703	72	0.13150090430760744131255535194213735	225	0.00619457670667390540575336643769333	51	0.78062404296700527162045091245090589	3033	1.67043091252645736766169193288078532	3368	0.01092384889341209246171882085718607	0	
1520	0.00988658416706903256376826050200179	198	0.01079309255479053535065059321595982	50	0.01183769331760700996292179354441032	75	0.14135664099487885159156519421230769	225	0.06825596748468312768842736204533139	314	1.00136185274532096833866035012761131	3429	3.96571797488636290651697891007643193	7000	0.00988658416706877582469381593455182	198	0.01079309255479041392000727483946321	50	0.01183769331760634729855397040410026	75	0.14135664099485803490985347252717474	225	0.00617242463734101864253345226529746	66	0.82834346034911421341462300915736705	3040	1.65910574689922318825097136141266674	3346	0.01093719227216522968393341841419897	2	
1525	0.00984921118415470371598718912764525	206	0.01087190072076745124551866439333025	40	0.01192076299466002416160836929748257	68	0.14688108074630110144731531818251824	211	0.06831407727279671660003401711946935	312	1.05215677768133319958110405423212796	3400	4.06310453657278447536782550741918385	7000	0.00984921118415457534644996684392027	206	0.01087190072076728644678844659665629	40	0.01192076299465852882997207728976718	68	0.14688108074627848065318858061800711	211	0.00610521529015223794745192975597092	66	0.87863323281642702333726901997579262	3020	1.65096570072146708874072373873787001	3389	0.01099937600059319904588495120378866	3	
1530	0.00985190325936287011887593223491422	220	0.01083472762946564339758825923354379	35	0.01189841853785069021587350590607457	51	0.14553255114338131681606114398164209	233	0.06814943921973180829265714919529273	313	1.05564401865599966079400928720133379	3394	4.18480599549669118886185970040969551	7000	0.00985190325936267929929357478613383	220	0.01083472762946534502515039122272356	35	0.01189841853784959560536016454079800	51	0.14553255114336577369371639179007616	233	0.00605772548140986587944523122928331	58	0.88254715797322424997162215731805190	3030	1.77662639277516132274570281879277900	3373	0.01093367640443854323095695946221895	2	
1535	0.01020597586542666343478735768712795	218	0.01137852951831385198144808157394436	39	0.01201561978322269325092364056217775	72	0.14251864801737224031086270770174451	188	0.06923724987818627440994134758511791	298	1.03263887329772874323907672078348696	3340	4.18102814898216657013563235523179173	7000	0.01020597586542668425146906940881308	218	0.01137852951831383636893679778268051	39	0.01201561978322076076897140239907458	72	0.14251864801734878684946750126982806	188	0.00445261094074074059018242266461129	41	0.85710743080740026123010011360747740	2970	1.82130366247713193494917049974901602	3472	0.01149692103617976253471244518777894	1	
1540	0.01049166187860666767106554431165932	202	0.01140892193579423272153938739847945	45	0.01210494567029491742859992342573605	62	0.14140648229102115163158259747433476	211	0.07023418593542030130549846944632009	284	1.06730013292096570509670527826528996	3234	4.29462011423003087173810854437761009	7000	0.01049166187860673706000458338394310	202	0.01140892193579424659932719521293620	45	0.01210494567029277331038361609216736	62	0.14140648229099581079104552827629959	211	0.00450758431504101522019345438252458	37	0.88967422936506823649693842526176013	2888	1.88486039667869187397286623308900744	3555	0.01152723669821885746356038282556256	2	
1545	0.01054635040400825514439464569704796	195	0.01151487712528757346996943766725963	46	0.01246262029774300450490898128919071	63	0.14005129679563285693966179223934887	216	0.07178802897711757113885511216722080	292	1.02711291901508672275156186515232548	3387	4.03869458764977462550405107322148979	7000	0.01054635040400815279570956306542939	195	0.01151487712528729764893675735493161	46	0.01246262029774181274988098522271684	63	0.14005129679560521238634862584149232	216	0.00556814249087268699905939328687055	51	0.84511461329765635852595551114063710	3032	1.70376972187912167910894822853151709	3397	0.01164382272682898573912257944584780	0	
1550	0.01039853210090576317303767694966155	193	0.01119013572222808498846102764900934	50	0.01233011710573107301558426485144082	66	0.14045422983209268630311328251991654	221	0.07138192877745275222167720130528323	282	1.01692428305093374163448061153758317	3382	4.10037367479525638458426328725181520	7000	0.01039853210090584990921147579001627	193	0.01119013572222816478574092258213568	50	0.01233011710573095852383485038217259	66	0.14045422983209279732541574503557058	221	0.00659399177444564953826100506262264	39	0.83622012907851073215681481087813154	3034	1.77456752899080383301111396576743573	3397	0.01134153436705305842413515904354426	0	
1555	0.01064017198998758705064116014682440	152	0.01126582379402675873625305769110128	51	0.01241885609916578390998775915932129	62	0.13800984239112648599423494033544557	212	0.07246610331259056847486021979420912	270	1.04523492823390085071366684132954106	3292	4.15771796207596011640816868748515844	7000	0.01064017198998766511319757910314365	152	0.01126582379402680210433995711127864	51	0.01241885609916540400554652023856761	62	0.13800984239112709661689848417154280	212	0.00671837834926917922689915130263216	67	0.86234685681571432436243185293278657	2960	1.80210766273456135522224030864890665	3496	0.01140832187965883960656388040888487	1	
1560	0.01064001703518650809865420114874723	184	0.01143964087160554039812598858816273	51	0.01268768854823898104000612363506661	49	0.13947981367727224633057403480052017	227	0.07303002911784059469901819738879567	282	1.04842638246988495431821775127900764	3272	4.13657499716965126879131275927647948	7000	0.01064001703518663820291489940927931	184	0.01143964087160568091072754270953737	51	0.01268768854823853868551974954925754	49	0.13947981367727566026637475715688197	227	0.00675347443032543390262212312791235	47	0.86325933152180056584512612971593626	2941	1.76954544337294250588854538364103064	3501	0.01158097369676728931320308646490957	2	
1565	0.01081748789611794089871033008876111	158	0.01134901504474306044301101792370901	55	0.01224870140490726989901393295667731	62	0.13882622604636013496914870302134659	223	0.07111663733970044476428995494643459	259	1.04878377029279556964524999784771353	3296	4.19804064307866742211672317353077233	7000	0.01081748789611830692536376119505803	158	0.01134901504474335187655498202730087	55	0.01224870140490777643826891818434888	62	0.13882622604636163377023194698267616	223	0.00459980558387019199118039836093885	46	0.86897479313112480081571220580372028	2975	1.83299154525849905539303108525928110	3481	0.01153774597187511713469731944314844	0	
1570	0.01069891926288008519863037548702778	183	0.01145950482907430977019824780427371	56	0.01234072904765285381978312528872266	62	0.14042093939095795507299158089153934	208	0.07162434413950480305288692761678249	298	1.01855849254568475714677333598956466	3352	4.11841157068416396924703803961165249	7000	0.01069891926288075133244515058095203	183	0.01145950482907497590401302289819796	56	0.01234072904765375414126715725160466	62	0.14042093939095892651813812790351221	208	0.00513255536940900990855451979655300	59	0.83744263113659511699182758093229495	2992	1.79171324053509795071192911564139649	3440	0.01161833008800003223803809504488527	2	
1575	0.01062104768864450404786126114231593	188	0.01130275983624046652609163032821016	67	0.01231947984249782274135398552061815	63	0.14064584644975228200358685626270017	176	0.07094542401208910054055678529039142	314	1.00251566820805404489647116861306131	3352	4.00612196298596678900594270089641213	7000	0.01062104768864509385384309325672803	188	0.01130275983624090194168410050679086	67	0.01231947984249870051143282978500793	63	0.14064584644975219873686000937595963	176	0.00508024450848439373257248163895383	59	0.82270161261779517491987689936649986	2975	1.70682146895277964127046743669779971	3472	0.01152389677647991557407625151654429	3	
1580	0.01095431910472641559572970493263711	190	0.01172478389021903641409316776389460	56	0.01224835652618586762097052655917651	61	0.13884332262911378008674034845171263	177	0.07106289207746667446752297792045283	280	1.04098711865506854401530745235504583	3279	4.14264241293325330417474106070585549	7000	0.01095431910472703315728715267596272	190	0.01172478389021960019922286022620028	56	0.01224835652618652681589139774587238	61	0.13884332262911505684321866738173412	177	0.00298653794267379237015180848402451	34	0.86127735256232207383675358869368210	2938	1.79319971960536772570549146621488035	3544	0.01191396808212332250609399864060833	2	
1585	0.01062088518482566176781567435227771	215	0.01164329540186772281307181486909030	58	0.01224964371277837728302362307886142	58	0.14320810988472562619300276764988666	170	0.06981296193934757865484641570219537	297	1.05398609339312665511556588171515614	3308	4.13595548686785541292465495644137263	7000	0.01062088518482596187497701833990504	215	0.01164329540186796393963497564527643	58	0.01224964371277916137803476459566809	58	0.14320810988473106628582343091693474	170	0.00294375502032870545524034788797962	24	0.87636885175642686984787133042118512	2953	1.74047801696184967212843730521854013	3522	0.01184473933042954479910591203406511	1	
1590	0.01090748845265225933087727128167899	199	0.01175576700227783794039382314622344	59	0.01231923429633722567866360719790464	65	0.14226756412264282558588490701367846	181	0.07101034591217697533593877778912429	277	1.02027454030233211135225701582385227	3412	3.99695556918248495748002824257127941	7000	0.01090748845265257505054989906057017	199	0.01175576700227822478372896597420549	59	0.01231923429633787273052014654695085	65	0.14226756412264821016755433902289951	181	0.00299226662604573775613991948318926	19	0.84030415666054691925523911777418107	3070	1.66345793459930701985172163404058665	3407	0.01194269000911511030560419044377340	0	
