Sample	theta_A	theta_B	theta_C	theta_AB	theta_root	tau_AB	tau_root	m_C->A	Complete-ld-ln-avg	Data-ld-ln	Gene-ld-ln
5416	 8.75526	10.16429	10.33787	 9.35181	 9.67401	 1.39645	 3.11197	453.36395	-1347.531895	-2864506.242751	169442.452788
5417	 8.77310	10.18501	10.72481	 9.37087	 9.69373	 1.39835	 3.11831	460.72789	-1347.670412	-2864484.481998	169143.657602
5418	 8.79995	10.21617	10.75762	 9.22199	 9.45556	 1.40263	 3.12786	459.32247	-1347.293488	-2864560.280103	169973.303719
5419	 8.84325	10.26645	10.81056	 9.59810	 9.50209	 1.40953	 3.16697	457.07317	-1347.392129	-2864476.639801	169692.382541
5420	 8.81425	10.23277	10.77510	 9.59226	 9.47092	 1.40490	 3.15658	461.16111	-1347.280439	-2864423.938511	169863.061332
5421	 8.80512	10.22218	10.76395	 9.21065	 9.46111	 1.40345	 3.16349	473.21254	-1347.461035	-2864555.986027	169633.916781
5422	 9.29340	10.24526	10.73885	 9.23145	 9.48248	 1.40662	 3.17063	463.26805	-1347.230950	-2864618.382850	170156.483593
5423	 9.27459	10.22453	10.71712	 9.21277	 9.46329	 1.40377	 3.19101	455.19546	-1347.269836	-2864565.574546	170025.903497
5424	 9.26901	10.21838	10.14671	 9.20723	 9.45760	 1.40293	 3.18910	455.46928	-1347.311090	-2864665.170695	170042.990659
5425	 9.57148	10.21838	10.14671	 9.20723	 9.45760	 1.40293	 3.18910	455.46928	-1347.152234	-2864650.514071	170346.046340
5426	 9.37714	10.19912	10.12758	 8.99127	 9.43977	 1.40028	 3.18308	465.37361	-1347.060868	-2864509.762324	170388.026970
5427	 9.52811	10.23217	10.16040	 9.49883	 9.47036	 1.40482	 3.21245	460.21161	-1347.118247	-2864618.449144	170381.955176
5428	 9.49651	10.19823	10.12671	 9.46732	 9.43895	 1.40016	 3.20179	469.04747	-1346.856909	-2864529.192197	170815.374531
5429	 9.94130	10.62115	10.13718	 9.22431	 9.44872	 1.40161	 3.20511	462.93405	-1347.064737	-2864576.214843	170446.741646
5430	 9.96986	10.57932	 9.95579	 9.25081	 9.47587	 1.40564	 3.20657	461.60781	-1347.162768	-2864633.089749	170307.554230
5431	 9.96986	10.57932	 9.76799	 9.25081	 9.47587	 1.40564	 3.20657	461.60781	-1347.533693	-2864678.877019	169611.491678
5432	 9.68249	10.60786	 9.79435	 9.27577	 9.36825	 1.40943	 3.21522	450.87800	-1347.157086	-2864524.873461	170210.702066
5433	 9.71127	10.63940	 9.82346	 9.63871	 9.39610	 1.41362	 3.24487	444.05634	-1347.539404	-2864647.456485	169568.648049
5434	 9.68109	10.60633	 9.79293	 9.60876	 9.36690	 1.40923	 3.23478	445.44069	-1347.703573	-2864580.245709	169173.099621
5435	 9.68109	10.60633	 9.79293	 9.60876	 9.36690	 1.40923	 3.20703	429.27478	-1347.408535	-2864592.668352	169775.598287
5436	 9.24837	10.61561	 9.80150	 9.61716	 9.37509	 1.41046	 3.20984	432.87810	-1348.096005	-2864497.296183	168305.285466
5437	 9.56381	10.57913	 9.76781	 9.43527	 9.66906	 1.40561	 3.19880	431.90883	-1348.059931	-2864598.866357	168479.003410
5438	 9.53618	10.54856	 9.73959	 9.40801	 9.64112	 1.40155	 3.18956	439.77097	-1347.976047	-2864512.613569	168560.518751
5439	 9.26068	10.59029	 9.77812	 9.17989	 9.67927	 1.40710	 3.20218	427.88302	-1347.963975	-2864575.153445	168647.204246
5440	 9.84440	10.62380	10.22181	 9.42085	 9.70989	 1.41155	 3.21231	436.42574	-1348.053047	-2864668.770110	168562.676046
5441	 9.87796	10.66002	10.25665	 9.45297	 9.74299	 1.41636	 3.22326	431.55561	-1348.471378	-2864561.980169	167619.224039
5442	 9.56399	10.40700	10.50302	 9.43005	 9.77748	 1.42137	 3.21160	430.03362	-1348.070423	-2864695.143578	168554.297456
5443	 9.60520	10.12669	10.54828	 9.47069	 9.81961	 1.42750	 3.22544	433.48951	-1348.099960	-2864656.469435	168456.549056
5444	 9.29218	10.11326	10.53430	 9.45813	 9.80659	 1.42560	 3.22116	431.52299	-1348.091831	-2864614.105079	168430.442436
5445	 9.25327	10.05337	10.49018	 9.41852	 9.76552	 1.41963	 3.20767	433.33758	-1348.263569	-2864579.986829	168052.849805
5446	 9.22309	10.02059	10.45597	 9.38781	 9.73367	 1.41501	 3.19721	434.75538	-1348.125956	-2864610.696370	168358.784276
5447	 8.92659	10.03013	10.46594	 9.39675	 9.74295	 1.41635	 3.23258	426.55940	-1348.226846	-2864546.653511	168092.961235
5448	 8.96941	10.07825	10.51615	 9.44184	 9.78969	 1.42315	 3.27157	424.52274	-1348.478451	-2864624.655475	167667.753702
5449	 9.18890	10.46111	10.48716	 9.41581	 9.92569	 1.41923	 3.26255	415.16076	-1348.607244	-2864636.852121	167422.365094
5450	 9.22349	10.48763	10.52665	 9.45127	 9.96306	 1.42457	 3.24882	407.43342	-1348.557212	-2864604.218956	167489.794196
5451	 9.24914	10.51680	10.55593	 9.58242	 9.99077	 1.42853	 3.25786	395.47207	-1348.543851	-2864556.765298	167469.063887
5452	 9.23284	10.84956	10.53732	 9.56553	 9.97315	 1.42601	 3.25211	405.76128	-1348.802669	-2864561.911121	166956.572216
5453	 9.23284	10.84956	10.53732	 9.56553	 9.97315	 1.42601	 3.26757	405.76128	-1348.804401	-2864727.579507	167118.777891
5454	 9.21431	10.82779	10.51617	 9.54633	 9.95313	 1.42315	 3.26101	406.57731	-1348.388153	-2864595.498759	167819.192018
5455	 9.18621	10.79477	10.48410	 9.51722	 9.55381	 1.41881	 3.25107	407.82098	-1348.435695	-2864476.712260	167605.322842
5456	 9.15494	10.75803	10.44842	 9.48483	 9.52129	 1.41398	 3.24000	416.68277	-1348.364634	-2864571.316271	167842.049037
5457	 9.47712	10.79893	10.48814	 9.52089	 9.55749	 1.41936	 3.25232	408.27314	-1348.535576	-2864539.248483	167468.096319
5458	 9.46218	10.78191	10.47161	 9.50588	 9.54242	 1.41712	 3.24720	401.04847	-1348.570426	-2864598.290502	167457.437939
5459	 9.76723	10.81890	10.30275	 9.74883	 9.75958	 1.42198	 3.27885	399.67723	-1348.820492	-2864587.571743	166946.587369
5460	 9.80706	10.62106	10.34477	 9.78858	 9.79937	 1.42778	 3.29222	398.73688	-1348.783113	-2864574.396322	167008.171044
5461	 9.79647	10.60959	10.33360	 9.95059	 9.78879	 1.42624	 3.28867	401.20644	-1348.708228	-2864548.335046	167131.878428
5462	 9.83234	10.64844	10.37143	 9.98702	 9.55362	 1.43146	 3.30071	394.14821	-1348.714067	-2864664.141380	167236.006386
5463	 9.80040	10.61385	10.33774	 9.95458	 9.52258	 1.42681	 3.31031	395.43278	-1348.515590	-2864555.617637	167524.438506
5464	 9.99705	10.58524	10.30987	 9.92775	 9.49691	 1.42296	 3.30138	396.50167	-1348.674399	-2864630.106279	167281.307407
5465	10.32802	10.60239	10.32658	 9.94383	 9.51230	 1.42527	 3.30673	402.04676	-1348.718212	-2864719.373739	167282.950650
5466	10.30138	10.57504	10.29994	 9.91819	 9.74701	 1.42159	 3.29821	410.48753	-1348.511687	-2864639.069094	167615.694185
5467	10.32751	11.12548	10.32607	 9.81746	 9.77173	 1.42520	 3.30657	397.12713	-1348.770459	-2864648.764188	167107.845719
5468	 9.96605	10.63254	10.36307	 9.85264	 9.80675	 1.43031	 3.31842	410.58977	-1348.550732	-2864691.504263	167590.039838
5469	 9.97817	10.64547	10.37568	 9.86462	 9.81867	 1.43205	 3.30412	410.09101	-1348.725950	-2864697.118571	167245.219320
5470	10.33772	10.61289	10.34392	 9.83443	 9.78862	 1.42766	 3.29401	401.65946	-1348.595877	-2864632.942630	167441.188810
5471	10.30783	10.58220	10.31401	 9.80600	 9.76032	 1.42354	 3.28449	397.02627	-1348.741299	-2864562.165728	167079.566919
5472	10.81668	10.60916	10.09753	 9.83098	 9.78519	 1.42716	 3.26320	396.01731	-1348.663563	-2864603.724650	167276.598353
5473	10.31369	10.58466	10.07421	 9.80827	 9.76258	 1.42387	 3.25567	392.07255	-1348.732506	-2864533.243971	167068.231133
5474	10.14335	11.02178	10.10110	 9.83445	 9.83353	 1.42767	 3.26436	391.02885	-1348.688686	-2864615.149270	167237.777018
5475	10.10901	10.63185	10.06691	10.21540	 9.80025	 1.42284	 3.25331	392.35691	-1348.663883	-2864626.155069	167298.389139
5476	10.12781	10.65162	10.08563	 9.79213	 9.81847	 1.42548	 3.25936	398.43961	-1348.698051	-2864629.921958	167233.819046
5477	10.13319	10.42820	10.09099	 9.79733	 9.82369	 1.42624	 3.24330	391.64620	-1348.635663	-2864672.028062	167400.702460
5478	10.10947	10.70121	10.06737	 9.77440	 9.80069	 1.42290	 3.23571	392.56511	-1348.707704	-2864589.630740	167174.222838
5479	 9.49746	10.73206	10.25726	 9.80568	 9.82895	 1.42700	 3.24503	391.43655	-1348.759691	-2864535.032958	167015.650860
5480	 9.67945	10.70458	 9.90260	10.31355	 9.80378	 1.42335	 3.23673	401.34218	-1348.374308	-2864488.399852	167739.784683
5481	 9.67945	10.26135	 9.90260	10.31355	 9.37827	 1.42335	 3.23673	408.61526	-1348.545020	-2864514.772667	167424.732078
5482	 9.71219	10.63126	 9.93609	10.34844	 9.40999	 1.42816	 3.26139	402.74975	-1348.472911	-2864498.017845	167552.196626
5483	 9.70330	 9.97335	 9.92700	10.06587	 9.61567	 1.42686	 3.25841	403.11862	-1348.473696	-2864516.137872	167568.745624
5484	 9.73895	10.39284	 9.96346	10.10284	 9.65099	 1.43210	 3.27038	397.37660	-1348.603025	-2864520.895771	167314.844997
5485	10.29404	10.07895	 9.98823	10.55408	 9.67498	 1.43566	 3.27851	396.39123	-1348.832987	-2864611.660036	166945.685754
5486	10.26079	10.04640	 9.95597	10.52000	 9.64373	 1.43102	 3.24522	397.67566	-1348.661387	-2864617.206478	167294.433225
5487	10.22561	 9.83537	 9.92183	10.48392	 9.61067	 1.42611	 3.23409	399.04395	-1348.545279	-2864519.458579	167428.899689
5488	 9.83898	 9.80749	 9.89370	10.45420	 9.85402	 1.42207	 3.23627	411.53540	-1348.279580	-2864543.925091	167984.764663
5489	 9.79912	 9.76775	 9.85362	10.16379	 9.81410	 1.41631	 3.22316	413.20950	-1348.388239	-2864666.441561	167889.963362
5490	 9.58699	 9.79622	 9.72164	10.19341	 9.84270	 1.42044	 3.23255	405.74900	-1348.414048	-2864559.500154	167731.404193
5491	 9.55418	 9.76269	 9.68837	10.15853	 9.80902	 1.41558	 3.22149	417.01611	-1348.282013	-2864519.627870	167955.600949
5492	 9.54735	 9.87018	 9.68144	10.15126	 9.80200	 1.41456	 3.18490	409.70230	-1348.176172	-2864492.607372	168140.263702
5493	 9.86862	 9.55342	 9.70306	 9.78278	 9.82389	 1.41772	 3.19201	400.15969	-1348.466295	-2864506.729499	167574.140362
5494	 9.89007	 9.57419	 9.72416	10.08118	 9.84525	 1.42080	 3.19895	392.15107	-1348.887986	-2864638.829919	166862.857518
5495	 9.35877	 9.55626	 9.70594	10.06229	 9.82681	 1.41814	 3.16915	397.00238	-1348.605159	-2864544.380487	167334.063464
5496	 9.39849	 9.59682	 9.74714	10.07362	 9.86851	 1.42416	 3.18260	395.32449	-1348.840007	-2864614.425088	166934.410389
5497	 9.89298	10.12799	 9.76215	10.08913	 9.88371	 1.42635	 3.18750	394.71664	-1348.678847	-2864657.924684	167300.231453
5498	 9.92501	10.16078	10.03341	10.12179	 9.82529	 1.43097	 3.19782	403.65419	-1348.910362	-2864656.038415	166835.314363
5499	 9.94774	 9.91986	10.05638	10.14497	 9.84778	 1.43425	 3.20515	402.73204	-1348.661738	-2864555.169355	167231.692509
5500	 9.97810	 9.71287	10.08708	10.02948	 9.87784	 1.43863	 3.18870	392.57333	-1348.689726	-2864693.984555	167314.532056
5501	 9.95516	 9.89537	10.07035	10.00643	 9.85513	 1.43532	 3.21777	397.35729	-1348.741200	-2864544.976299	167062.575633
5502	 9.49494	 9.92188	10.09733	10.03323	 9.88153	 1.43916	 3.25025	405.76542	-1348.656669	-2864536.923065	167223.585482
5503	 9.93581	 9.89045	10.06535	 9.61912	 9.85024	 1.43461	 3.23995	398.06089	-1348.576588	-2864580.698037	167427.521732
5504	 9.95392	10.15380	10.08370	 9.63665	 9.86820	 1.43722	 3.24586	405.86111	-1348.341605	-2864555.795912	167872.585115
5505	10.35246	10.67109	10.12191	 9.73363	 9.90559	 1.44267	 3.25816	395.88288	-1348.510391	-2864588.251475	167567.468724
5506	 9.98372	11.03556	10.15956	 9.76985	 9.94244	 1.44803	 3.24704	402.20932	-1348.448362	-2864634.777324	167738.053001
5507	10.38707	11.03556	10.15956	 9.76985	 9.94244	 1.44803	 3.23379	410.77282	-1348.646007	-2864678.668930	167386.654984
5508	10.11246	10.99599	10.12313	 9.96700	 9.90678	 1.44284	 3.22219	418.81265	-1348.489316	-2864631.170919	167652.538193
5509	 9.75678	10.95903	10.08910	 9.93350	 9.76775	 1.43799	 3.21136	409.56642	-1348.434599	-2864518.225741	167649.028250
5510	 9.87512	11.20250	10.06220	10.20987	 9.66004	 1.43416	 3.20280	410.66146	-1348.371307	-2864413.081676	167670.467299
5511	 9.84875	11.26217	10.03533	10.18260	 9.63424	 1.43033	 3.19424	411.76111	-1348.499202	-2864476.735090	167478.331013
5512	10.16507	11.22622	10.00329	10.15009	 9.60349	 1.42576	 3.18405	405.32512	-1348.616284	-2864615.835515	167383.267634
5513	 9.88055	10.96325	 9.79498	10.16637	 9.61889	 1.42805	 3.18915	401.11516	-1348.649633	-2864623.881485	167324.615892
5514	 9.67573	10.63305	10.18068	 9.94804	 9.63297	 1.43014	 3.19382	408.74399	-1348.639319	-2864672.482982	167393.845128
5515	 9.63983	10.80301	10.14291	10.12557	 9.59723	 1.42483	 3.18197	400.78083	-1348.575468	-2864629.933315	167478.997109
5516	 9.61390	11.24993	10.11562	10.34651	 9.57141	 1.42100	 3.17341	412.21302	-1348.695336	-2864635.516955	167244.844898
5517	 9.37045	11.24993	10.11562	10.34651	 9.41431	 1.42100	 3.17341	412.21302	-1348.541328	-2864609.190698	167526.535514
5518	 9.82208	11.24993	10.11562	 9.97596	 9.41431	 1.42100	 3.17341	402.62130	-1348.440243	-2864547.760387	167667.275050
5519	 9.69484	11.28782	 9.87551	10.20881	 9.44602	 1.42578	 3.18410	401.26971	-1348.548962	-2864600.874343	167502.949677
5520	10.12819	11.32523	 9.84204	10.24264	 9.47732	 1.43051	 3.20599	390.57213	-1348.884144	-2864654.095363	166885.807531
5521	 9.54908	11.50524	 9.80657	10.65885	 9.44316	 1.42535	 3.20519	386.40986	-1348.957686	-2864564.350031	166648.977573
5522	 9.07279	11.48584	 9.79003	10.64088	 9.42724	 1.42295	 3.19979	392.60987	-1348.963867	-2864564.461893	166636.726924
5523	 9.09396	11.51263	 9.81287	10.66570	 9.44923	 1.42627	 3.17763	391.69608	-1348.838628	-2864489.647866	166812.391346
5524	 9.47229	11.54397	 9.83958	10.15843	 9.47496	 1.43015	 3.18628	397.78204	-1348.984551	-2864554.885665	166585.783419
5525	 9.72679	11.57862	 9.86911	10.58866	 9.50339	 1.43444	 3.19584	393.96667	-1348.957740	-2864700.782064	166785.301230
5526	 9.32607	11.57862	 9.86911	10.06291	 9.50339	 1.43444	 3.19584	393.96667	-1348.840835	-2864661.617208	166979.946813
5527	 9.32607	10.91952	 9.86911	 9.77157	 9.50339	 1.43444	 3.16166	388.52198	-1348.540867	-2864665.382167	167583.647457
5528	 9.58365	11.46516	 9.85633	 9.50852	 9.49109	 1.43259	 3.15757	395.27854	-1348.543380	-2864729.534709	167642.775431
5529	 9.94537	11.28729	 9.89029	 9.54128	 9.52378	 1.43752	 3.17942	403.44091	-1348.557742	-2864624.922638	167509.439529
5530	 9.54110	11.31118	 9.91123	 9.56148	 9.54394	 1.44057	 3.18615	394.15980	-1348.580853	-2864616.672205	167454.966991
5531	 9.29290	11.35571	 9.95024	 9.59912	 9.58152	 1.44624	 3.19869	390.19108	-1348.532990	-2864559.155487	167493.174776
5532	 9.29290	11.35571	 9.95024	 9.59912	 9.86948	 1.44624	 3.19869	397.90366	-1348.667697	-2864556.151516	167220.758080
5533	 9.73263	11.37753	 9.93658	 9.58594	 9.85593	 1.44425	 3.19430	398.45075	-1348.740303	-2864649.691778	167169.085617
5534	10.06730	11.38747	 9.94526	 9.59431	 9.86454	 1.44551	 3.19709	398.10297	-1348.545109	-2864587.713891	167497.495245
5535	 9.77310	11.35492	 9.91684	 9.56689	 9.83634	 1.44138	 3.20364	399.24419	-1348.821369	-2864619.153950	166976.416834
5536	 9.78913	11.37353	 9.93310	 9.58258	 9.97328	 1.44374	 3.21374	390.61347	-1348.545389	-2864554.020409	167463.242940
5537	 9.76453	11.34496	 9.90814	 9.55850	 9.94823	 1.44012	 3.17914	395.09682	-1348.677754	-2864653.376952	167297.868689
5538	10.24386	10.81676	 9.92514	 9.57491	 9.96530	 1.44259	 3.18459	394.41999	-1348.986260	-2864648.768473	166676.247812
5539	10.57493	10.79326	 9.90358	 9.55411	 9.94365	 1.43945	 3.16064	387.91027	-1348.867436	-2864704.744777	166969.873623
5540	10.26486	10.22765	 9.87228	 9.52390	 9.75977	 1.43490	 3.15065	395.57566	-1348.774053	-2864611.441854	167063.335617
5541	 9.89154	10.76120	 9.90578	 9.55623	 9.79289	 1.43977	 3.14429	403.56349	-1348.620469	-2864534.347969	167293.410276
5542	10.16424	10.76120	 9.90578	 9.55623	 9.74015	 1.43977	 3.14429	396.59468	-1348.593280	-2864588.587421	167402.026792
5543	10.19191	10.79049	 9.93275	 9.58224	 9.76667	 1.44369	 3.17956	388.06267	-1348.738540	-2864599.788937	167122.708796
5544	 9.88432	10.77088	10.41465	 9.56483	 9.74892	 1.44107	 3.18069	388.76905	-1349.075251	-2864532.540082	166382.037716
5545	10.30707	10.71073	10.35649	 9.51141	 9.69448	 1.43302	 3.15049	390.95232	-1348.788848	-2864444.214568	166866.517592
5546	10.29568	10.38050	10.34505	 9.50090	 9.68377	 1.43144	 3.14701	384.30290	-1348.768234	-2864546.122759	167009.655367
5547	 9.95839	10.40607	10.19981	 9.52430	 9.70762	 1.43496	 3.15476	383.35874	-1349.010189	-2864604.685328	166584.308074
5548	 9.98501	10.43388	10.22708	 9.54976	 9.73357	 1.43880	 3.16319	373.69342	-1348.793405	-2864562.513717	166975.704685
5549	 9.65472	10.79627	10.25166	 9.57271	 9.64558	 1.44226	 3.17080	370.85520	-1348.826575	-2864541.722600	166888.573417
5550	 9.62221	10.68056	10.21714	 9.54049	 9.61310	 1.43740	 3.17476	372.10791	-1348.846852	-2864562.191472	166868.487753
5551	 9.59077	10.64565	10.18375	 9.50930	 9.58168	 1.43270	 3.16438	373.32805	-1348.953016	-2864580.979683	166674.946794
5552	 9.62266	11.20131	10.21762	 9.84196	 9.61355	 1.43747	 3.17491	380.47831	-1349.066350	-2864436.363057	166303.662769
5553	 9.39337	11.23748	10.25061	 9.87374	 9.39135	 1.44211	 3.18516	379.25368	-1349.150576	-2864519.563764	166218.411536
5554	 9.39337	11.01485	10.25061	 9.33620	 9.57265	 1.44211	 3.18516	375.09540	-1348.952700	-2864533.481506	166628.081270
5555	 9.17010	10.98505	10.22287	 9.55936	 9.54675	 1.43821	 3.18947	379.88857	-1348.982494	-2864578.377782	166613.389051
5556	 8.81328	11.35551	10.24617	10.03825	 9.56851	 1.44149	 3.21662	379.02475	-1348.962873	-2864524.013897	166598.267833
5557	 9.07430	10.98691	10.21967	10.17345	 9.54376	 1.43776	 3.20830	380.00759	-1349.034034	-2864617.279567	166549.211490
5558	 9.22474	10.95929	 9.96300	10.33280	 9.51978	 1.43415	 3.20850	380.96498	-1349.002310	-2864634.231622	166629.610802
5559	 9.25537	10.99569	10.16783	10.36711	 9.55139	 1.43891	 3.21915	385.02843	-1348.831312	-2864586.761976	166924.138766
5560	 9.07114	10.64479	10.18364	10.13625	 9.56623	 1.44114	 3.22415	384.43093	-1348.653245	-2864473.165708	167166.674727
5561	 9.21470	10.24052	10.22942	10.18182	 9.60924	 1.44762	 3.23865	382.71029	-1348.945657	-2864535.084064	166643.770093
5562	 9.23899	10.26752	10.25639	10.20867	 9.63458	 1.45144	 3.22437	388.82310	-1348.876609	-2864476.065692	166722.847421
5563	 9.48052	10.23303	10.22193	10.17437	 9.60221	 1.44656	 3.21354	383.46308	-1348.714980	-2864539.721137	167109.760652
5564	 9.15535	10.19681	10.18576	10.38430	 9.56823	 1.44144	 3.20216	384.82490	-1348.980207	-2864464.840924	166504.426313
5565	 9.12408	10.16199	10.28774	10.34883	 9.53555	 1.43652	 3.18132	382.73321	-1348.784516	-2864425.855765	166856.823920
5566	 9.14076	10.18057	10.30655	10.36776	 9.55299	 1.43915	 3.18714	382.03473	-1349.066561	-2864467.545202	166334.422545
5567	 8.65358	10.16295	10.28871	 9.98362	 9.73498	 1.43666	 3.18162	382.69713	-1349.372168	-2864573.780668	165829.444890
5568	 8.72836	10.20998	10.33633	10.40131	 9.78003	 1.44331	 3.19635	380.93413	-1349.516325	-2864645.164749	165612.514743
5569	 8.74800	10.32318	10.35959	10.42472	 9.80204	 1.44655	 3.20354	371.43395	-1349.064266	-2864574.571720	166446.039322
5570	 9.02364	10.32318	10.35959	10.42472	 9.80204	 1.44655	 3.20354	371.43395	-1349.444804	-2864531.758980	165642.151974
5571	 9.18467	10.30175	10.33808	10.40308	 9.78170	 1.44355	 3.19689	374.75044	-1349.404043	-2864667.836449	165859.750255
5572	 8.59937	10.60035	10.30090	10.36567	 9.74652	 1.43836	 3.18539	376.10307	-1349.415717	-2864568.683679	165737.249169
5573	 8.56739	10.56093	10.26259	10.32712	 9.71027	 1.43301	 3.17355	370.13717	-1349.288329	-2864669.282735	166092.625432
5574	 8.59817	10.59887	10.00025	10.64290	 9.74516	 1.43816	 3.18495	373.14048	-1349.236410	-2864537.501053	166064.681994
5575	 8.57851	10.57463	 9.97738	10.61856	 9.72287	 1.43487	 3.17189	373.99583	-1349.473487	-2864610.436605	165663.462086
5576	 9.01070	10.47219	10.01117	10.28074	 9.75580	 1.43973	 3.15436	372.73334	-1349.306924	-2864598.660919	165984.812278
5577	 9.38430	10.44237	10.31355	10.50160	 9.72803	 1.43563	 3.14538	373.79749	-1349.475076	-2864617.268704	165667.116301
5578	 9.35836	10.41351	10.28504	10.47257	 9.70114	 1.43166	 3.12278	379.68949	-1349.314435	-2864589.286237	165960.416637
5579	 9.39148	10.59453	10.32145	10.50964	 9.40709	 1.43673	 3.13383	378.35027	-1349.053715	-2864659.050072	166551.619201
5580	 9.42507	10.63242	10.35836	10.54722	 9.72995	 1.44187	 3.14504	371.27397	-1349.188782	-2864677.123526	166299.559066
5581	 9.40193	10.60632	10.13216	10.52133	 9.70606	 1.43833	 3.13732	383.55297	-1349.147296	-2864643.672586	166349.081157
5582	 9.13914	10.94154	10.09470	10.48243	 9.83101	 1.43301	 3.13067	387.27528	-1349.226740	-2864595.425853	166141.946662
5583	 9.13914	10.94154	10.09470	10.48243	 9.83101	 1.43301	 3.13067	389.22774	-1348.875621	-2864653.858334	166902.615902
5584	 9.62301	10.94154	10.09470	10.48243	 9.83101	 1.43301	 3.14144	395.84310	-1348.963211	-2864597.284240	166670.861541
