iteration	C_AB cs	C_AB nc	C_AB_A cs	C_AB_A nc	C_AB_B cs	C_AB_B nc	C_ABC cs	C_ABC nc	C_ABC_A cs	C_ABC_A nc	C_ABC_B cs	C_ABC_B nc	C_ABC_C cs	C_ABC_C nc	C_root cs	C_root nc	C_root_A cs	C_root_A nc	C_root_B cs	C_root_B nc	C_root_C cs	C_root_C nc	C_root_D cs	C_root_D nc	C_root_D->B ms	C_root_D->B nm	P_A cs	P_A nc	P_B cs	P_B nc	P_C cs	P_C nc	P_D cs	P_D nc	P_AB cs	P_AB nc	P_ABC cs	P_ABC nc	P_root cs	P_root nc	
1965	0.01105856833060038513227851808551350	105	0.00943887920279058191541654565526187	111	0.00979273692850994408043430183852252	37	1.09886627840253869869968639250146225	2965	0.00943887920279058191541654565526187	111	0.00979273692850994408043430183852252	37	0.00973157723737641013050936322770212	54	4.23543050949234878288507388788275421	6783	0.00943887920279058191541654565526187	111	0.00979273692850994408043430183852252	37	0.00973157723737641013050936322770212	54	0.00994370608011927586966649528221751	15	0.00989069064023308588962102305686130	1	0.00943887920279084559338489412994022	111	0.00979273692851020775840265031320087	37	0.01166131021544338994266887254980247	66	0.15939540959485198889922230591764674	220	0.01105856833060094197851430664059080	105	1.07075728435039496666547620407072827	2848	1.72602237508321265657684762118151411	3613	
1970	0.01101850545931748297234786804210671	129	0.00942269345698777335829099399688857	111	0.00981743326985418107710756885353476	37	1.03008919228209094853809801861643791	3037	0.00942269345698777335829099399688857	111	0.00981743326985418107710756885353476	37	0.00975942055839381858439729455767520	49	4.02653574223591892433660177630372345	6795	0.00942269345698777335829099399688857	111	0.00981743326985418107710756885353476	37	0.00975942055839381858439729455767520	49	0.00995754182498085650687702496952625	8	0.00990976260135928606331834345155585	1	0.00942269345698800060706634695861794	111	0.00981743326985437016196645032550805	37	0.01170204818920666210713132926457547	58	0.15860823952934732794517458387417719	185	0.01101850545931781430453177961226174	129	1.00199641607991329905757993401493877	2899	1.63113556582933161287485290813492611	3581	
1975	0.01106175522330538930904086925011143	128	0.00949491393649241378904779509184664	95	0.00977278088255566224074044612279977	36	1.02144938279053376639637917833169922	3132	0.00949491393649241378904779509184664	95	0.00977278088255566224074044612279977	36	0.00973236994198403357336779606612254	49	4.03184846263702389990157826105132699	6807	0.00949491393649241378904779509184664	95	0.00977278088255566224074044612279977	36	0.00973236994198403357336779606612254	49	0.00992196951241901617390972489829437	13	0.00986844981850752006602434107662702	2	0.00949491393649249185160421404816589	95	0.00977278088255578540610724047610347	36	0.01165937598952749773562054258491116	66	0.15621903168050474408623529143369524	213	0.01106175522330575013152387242598707	128	0.99337094266372172324253142505767755	2987	1.66317805266428653254706659936346114	3475	
1980	0.01105303067840073677485790426544554	141	0.00948907847615100379090602444875913	99	0.00974974828371040838637107128761272	36	1.03066234561896119537038885027868673	3087	0.00948907847615100379090602444875913	99	0.00974974828371040838637107128761272	36	0.00970583443917327412520101859172428	46	4.14885716043890706572483395575545728	6806	0.00948907847615100379090602444875913	99	0.00974974828371040838637107128761272	36	0.00970583443917327412520101859172428	46	0.00991386112270229401255416945559773	13	0.00984958372396916269353450701373731	1	0.00948907847615108185346244340507837	99	0.00974974828371045001973449473098299	36	0.01164508273416031344793530877268495	55	0.15580529140113633101982770767790498	189	0.01105303067840125719190069730757386	141	1.00253522359651636719490852556191385	2937	1.77036546254153970281208785308990628	3543	
1985	0.01107233099304120310657495451778232	167	0.00953302613713831806241394417611446	92	0.00987699115675857476637222731596921	29	0.99342024468716183527305929601425305	3232	0.00953302613713831806241394417611446	92	0.00987699115675857476637222731596921	29	0.00980561481442964420762731236891341	41	4.09105336290832699575048536644317210	6827	0.00953302613713831806241394417611446	92	0.00987699115675857476637222731596921	29	0.00980561481442964420762731236891341	41	0.00997246884962277313491085806163028	11	0.00995193413916637369120987699488978	2	0.00953302613713846030973897427429620	92	0.00987699115675868578867468983162325	29	0.01177023020321594191928138428693273	50	0.16371875983105710350429262689431198	170	0.01107233099304139739560426392017689	167	0.96514488845714585529833584587322548	3056	1.73246157406338885387242498836712912	3436	
1990	0.00950843413790880727376464420785851	115	0.00954118120406916882247916333881221	99	0.00984778081148286570101202386240402	28	0.94905101059571939092762704603956081	3225	0.00954118120406916882247916333881221	99	0.00984778081148286570101202386240402	28	0.00979225780644262661089882726628275	38	3.95881960964845935890821237990166992	6825	0.00954118120406916882247916333881221	99	0.00984778081148286570101202386240402	28	0.00979225780644262661089882726628275	38	0.00999609628471379192682366721101062	10	0.00993027519491350603442203492932094	3	0.00954118120406958515611339777251487	99	0.00984778081148320223736636336298034	28	0.01146354533323276636558318841707660	45	0.15921650952826640890158671481913188	154	0.00950843413790867196533351801690515	115	0.92484637205804587356539059328497387	3103	1.69499260769492687828119414916727692	3456	
1995	0.00971295523042748840114590791472438	126	0.00974686658758903631816217227878951	70	0.00995956254231093393580742656467919	26	0.96844853155287402568518473344738595	3204	0.00974686658758903631816217227878951	70	0.00995956254231093393580742656467919	26	0.00980589015510315714641009776642022	52	3.96236692793028089099038879794534296	6846	0.00974686658758903631816217227878951	70	0.00995956254231093393580742656467919	26	0.00980589015510315714641009776642022	52	0.01007376819915928832516183177858693	6	0.01002372668092647509108239489705738	2	0.00974686658758918203493415433058544	70	0.00995956254231102067198122540503391	26	0.01146398666686944921300206345904371	60	0.15767569063391770334270347575511551	151	0.00971295523042739819552515712075547	126	0.94396549419410680226150134330964647	3070	1.67662889773197321119369007647037506	3497	
2000	0.00967052668492726294480199555891886	108	0.00962104918248899744492863561617924	102	0.01000134516199931850044535508459376	23	0.96172433053829520233080074831377715	3193	0.00962104918248899744492863561617924	102	0.01000134516199931850044535508459376	23	0.00986457420406274161639448294636168	58	3.97128733405471923134655298781581223	6807	0.00962104918248899744492863561617924	102	0.01000134516199931850044535508459376	23	0.00986457420406274161639448294636168	58	0.01012640599444904893067231910208648	10	0.01006628397126014748397260234469286	3	0.00962104918248891938237221665985999	102	0.01000134516199922829482460429062485	23	0.01152438400449762138932907618027457	63	0.15722429708276083881735019076586468	165	0.00967052668492710161551872971585908	108	0.93729859692717465424749434532714076	3080	1.69842337225342321360699315846432000	3459	
2005	0.00965533349452075626007108155590686	120	0.00967797121849668477711059466628285	85	0.00996514032754839892969123127386410	19	0.96875214947398369247366645140573382	3264	0.00967797121849668477711059466628285	85	0.00996514032754839892969123127386410	19	0.00987480302258901369849564133573949	42	4.09438815711629100491109056747518480	6844	0.00967797121849668477711059466628285	85	0.00996514032754839892969123127386410	19	0.00987480302258901369849564133573949	42	0.01010153230705987739690421278737631	10	0.01002408098932002465664137247358667	4	0.00967797121849667436876973880544028	85	0.00996514032754833127547566817838742	19	0.01155222619359865844634871479001959	50	0.16231388488875581055381758233124856	165	0.00965533349452050819461401687249236	120	0.94426690656577294546991652168799192	3136	1.78465118410989664887722483399556950	3425	
2010	0.00963920515659396140439874045569013	116	0.00959568241291868656572816576044715	85	0.00991138504765300479282252865687042	21	0.96394168684492287368925644841510803	3212	0.00959568241291868656572816576044715	85	0.00991138504765300479282252865687042	21	0.00985011592041714137413244145591307	34	4.01802658747901730862395197618752718	6850	0.00959568241291868656572816576044715	85	0.00991138504765300479282252865687042	21	0.00985011592041714137413244145591307	34	0.00998354661022624566280025959486011	10	0.00997266649524160449236109826642860	2	0.00959568241291866574904645403876202	85	0.00991138504765289203579659016440928	21	0.01153226150861621709942106406288076	41	0.15791694708889433829135384712571977	159	0.00963920515659371854311210370269691	116	0.93945546619595188264639773478847928	3089	1.73825354173205326446804974693804979	3489	
2015	0.00957114363655310780576446205714092	110	0.00960405907343223064209780659439275	87	0.00987096824172110920425637914377148	33	0.98627606050404448279067537441733293	3259	0.00960405907343223064209780659439275	87	0.00987096824172110920425637914377148	33	0.00983296811743375465120209355518455	42	4.04089207263245864254486150457523763	6822	0.00960405907343223064209780659439275	87	0.00987096824172110920425637914377148	33	0.00983296811743375465120209355518455	42	0.00997933392202962968320356651474867	16	0.00995404580740112503167704716133812	1	0.00960405907343243013529754392720861	87	0.00987096824172104848893471995552318	33	0.01150001712109142114337512197153046	49	0.15955419033189752187062993016297696	176	0.00957114363655302453903761517040039	110	0.96197546362334440672725577314849943	3142	1.71591977499777637028444132738513872	3403	
2020	0.00967669151185403426940201399020225	104	0.00970532549132275233760847044095499	83	0.00994492976126455305307949572579673	38	1.02265249980215422453966311877593398	3194	0.00970532549132275233760847044095499	83	0.00994492976126455305307949572579673	38	0.00994452490996076444995654952663244	47	4.20421268596120700777873935294337571	6826	0.00970532549132275233760847044095499	83	0.00994492976126455305307949572579673	38	0.00994452490996076444995654952663244	47	0.01011860900365423900082451069692979	6	0.01004678662031043175073552475851102	2	0.00970532549132284427795269721173099	83	0.00994492976126440907103098965080790	38	0.01162249508957638108319621039754566	57	0.16438029554982847013633318056236021	166	0.00967669151185386253177789228629990	104	0.99812554877343617754092974792001769	3080	1.80036917139513708008280445937998593	3472	
2025	0.00962768792375294849006372999156156	123	0.00969733414344306314525123724479272	85	0.00992748963080491986232800627476536	33	0.98967395841890914987004634895129129	3145	0.00969733414344306314525123724479272	85	0.00992748963080491986232800627476536	33	0.00988053180094382657583373941179161	47	4.03664420276145374799625642481260002	6829	0.00969733414344306314525123724479272	85	0.00992748963080491986232800627476536	33	0.00988053180094382657583373941179161	47	0.01010090968864241559033168016412674	6	0.01001762914807117349491605295952468	1	0.00969733414344346560109766386403862	85	0.00992748963080506731382346430336838	33	0.01154779092734185136359670309502690	59	0.15769900445347093120851411640614970	172	0.00962768792375260154536853463014268	123	0.96528397031228230229515929750050418	3010	1.71167483027903388759227709670085460	3518	
2030	0.00954628130770795134407702420276109	114	0.00957303666314673028236992280426421	105	0.00991342516513232102637331877303950	33	0.97425670901083172292800327340955846	3169	0.00957303666314673028236992280426421	105	0.00991342516513232102637331877303950	33	0.00981436244576108611503695300370964	51	3.95426146004866430061497339920606464	6806	0.00957303666314673028236992280426421	105	0.00991342516513232102637331877303950	33	0.00981436244576108611503695300370964	51	0.01005615286639283817438084156492550	5	0.00999751860655059658433696512247479	0	0.00957303666314710498264073379459660	105	0.00991342516513248582510353656971347	33	0.01147173984341318640767237724276129	62	0.15668826256238699290435079092276283	171	0.00954628130770770154389648354253950	114	0.95004919540133880850873993040295318	3044	1.66131771939550687555708918807795271	3471	
2035	0.00953110822620062934917850583360632	100	0.00952081334793034375629794396900252	116	0.00992611042450020943095356784624528	29	0.98232554170420915973238606966333464	3155	0.00952081334793034375629794396900252	116	0.00992611042450020943095356784624528	29	0.00989724377752541732700120036270164	38	3.94129855443956511606984349782578647	6806	0.00952081334793034375629794396900252	116	0.00992611042450020943095356784624528	29	0.00989724377752541732700120036270164	38	0.01005682070494620487799419805696743	11	0.01000997947606129152842147078672497	1	0.00952081334793050682030468578886939	116	0.00992611042450017126703709635648920	29	0.01158292649613843101896737408651461	48	0.16073080722637028694421701402461622	142	0.00953110822620034485452844563724284	100	0.95800241539987018857260636650607921	3045	1.61495148391565890300114460842451081	3520	
2040	0.00943418953065917366418435818786747	94	0.00942766320529507713399386403807512	108	0.00975587662904457003643088341959810	41	0.98575661674259285049970458203461021	3189	0.00942766320529507713399386403807512	108	0.00975587662904457003643088341959810	41	0.00977046052576788399968155118813229	41	3.91696889662758795935815214761532843	6800	0.00942766320529507713399386403807512	108	0.00975587662904457003643088341959810	41	0.00977046052576788399968155118813229	41	0.00998476400249497485217542447344385	10	0.00987410606560838212397701596501065	4	0.00942766320529530091332226504619030	108	0.00975587662904465330315773030633864	41	0.01143774338487509381612206027512002	46	0.16258605246254123621874043692514533	147	0.00943418953065904529464713590414249	94	0.96168703294456769903320036974037066	3090	1.58195906773142325185688150668283924	3474	
2045	0.00940039854900421266437060552334515	82	0.00931796687715992499878581156735891	116	0.00976446090956439166630431714111182	29	0.98645186651986371817457666111295111	3288	0.00931796687715992499878581156735891	116	0.00976446090956439166630431714111182	29	0.00974133563838619660757434104425556	38	3.94854373628198773715780589554924518	6801	0.00931796687715992499878581156735891	116	0.00976446090956439166630431714111182	29	0.00974133563838619660757434104425556	38	0.00983848619707347951668374719247367	16	0.00984552349806525756159558682156785	0	0.00931796687715995101963795121946532	116	0.00976446090956420258144543566913853	29	0.01139933601892779459208160375283114	47	0.16577351049093200230366562664130470	151	0.00940039854900406347815167151793503	82	0.96247893914153381800247188948560506	3197	1.59155354788266767407378665666328743	3378	
2050	0.00926587980304731037572985030692507	98	0.00925882597914424836094138271391785	127	0.00970780238779549511929367611173802	35	0.97688761929569423170249820032040589	3190	0.00925882597914424836094138271391785	127	0.00970780238779549511929367611173802	35	0.00972533124640825863416182528453646	41	3.99398399126403758074843608483206481	6786	0.00925882597914424836094138271391785	127	0.00970780238779549511929367611173802	35	0.00972533124640825863416182528453646	41	0.00990110765960856495371267271821125	11	0.00981657488198388501754454438241737	4	0.00925882597914422927898314696903981	127	0.00970780238779549164984672415812383	35	0.01137880363117819634832805775204179	48	0.16513863989910762541946098735934356	160	0.00926587980304740578552102903131527	98	0.95317554584184882582320597066427581	3085	1.65797007807693574932272895239293575	3447	
2055	0.00928116342406472109860526842339823	82	0.00925534973446593030310669547588986	120	0.00964215299868484768119891725746129	36	0.97503622115843102680088350098230876	3197	0.00925534973446593030310669547588986	120	0.00964215299868484768119891725746129	36	0.00968248050015793094991156664264054	38	4.02180808621178975670318322954699397	6796	0.00925534973446593030310669547588986	120	0.00964215299868484768119891725746129	36	0.00968248050015793094991156664264054	38	0.00980902392329720956842820100973768	10	0.00974550209989021032352951579014189	2	0.00925534973446587826140241617167703	120	0.00964215299868486155898672507191804	36	0.01132270653487247799584558549668145	47	0.16361061599782592002050307655736106	159	0.00928116342406459793323847407009453	82	0.95136986988459215641711352873244323	3106	1.69659547308593805503562634839909151	3450	
2060	0.00943413403019548353622969472098703	70	0.00940530010948982531093776060515665	113	0.00972893479321938585424600631768044	34	0.99765574467227580157668853644281626	3210	0.00940530010948982531093776060515665	113	0.00972893479321938585424600631768044	34	0.00969349252338901588854636059977565	43	4.08283899115926107725726978969760239	6801	0.00940530010948982531093776060515665	113	0.00972893479321938585424600631768044	34	0.00969349252338901588854636059977565	43	0.00987117068830641736232323069089034	9	0.00982040195585197686622969115433079	0	0.00940530010948961193995021545788404	113	0.00972893479321922279023926449781356	34	0.01133959540104054371234543197033418	51	0.16373943871680707307092461633146740	167	0.00943413403019573160168675940440153	70	0.97369395366637079280991429186542518	3132	1.71744157614023218449972318921936676	3433	
2065	0.00931055798664772241157727705740399	82	0.00929991266589432798161940496584066	120	0.00971819328038914763412403630127301	37	0.95092181596305225266263505545794033	3274	0.00929991266589432798161940496584066	120	0.00971819328038914763412403630127301	37	0.00965230147960080726854403820880179	49	3.94297382378949201608975272392854095	6782	0.00929991266589432798161940496584066	120	0.00971819328038914763412403630127301	37	0.00965230147960080726854403820880179	49	0.00987255106808991242384188069536322	12	0.00980211154790742653086788038763189	2	0.00929991266589422042876389440380080	120	0.00971819328038911120493104078832403	37	0.01128505773406050100016173587391677	55	0.16291722509245082362028256284247618	171	0.00931055798664782996443278761944384	82	0.92723554925464779508104129490675405	3186	1.65686085581720621284773642400978133	3349	
2070	0.00941158567789194752672976562735130	72	0.00938060376969734703578307488669452	108	0.00971784192812803239436281188545763	37	0.97100342884340729021630522765917704	3237	0.00938060376969734703578307488669452	108	0.00971784192812803239436281188545763	37	0.00969031506541132015009054612164618	44	3.93084447599885766777561002527363598	6804	0.00938060376969734703578307488669452	108	0.00971784192812803239436281188545763	37	0.00969031506541132015009054612164618	44	0.00990385448211802618678767373694427	7	0.00981920906237221217949251439449654	2	0.00938060376969719611484066490447731	108	0.00971784192812784504422740639029143	37	0.01133625671633298193086147875874303	53	0.16219694018767760734789362686569802	164	0.00941158567789198048647580918668609	72	0.94707135566154698746998974456801079	3156	1.61775451220856858469687722390517592	3410	
2075	0.00935915001155046902270306929949584	92	0.00938903040443750218357887860065603	112	0.00972544150274724447657881398754398	51	1.00686518868323759967609021259704605	3116	0.00938903040443750218357887860065603	112	0.00972544150274724447657881398754398	51	0.00974237939948264727862969891702960	49	4.03995079484893704346859522047452629	6771	0.00938903040443750218357887860065603	112	0.00972544150274724447657881398754398	51	0.00974237939948264727862969891702960	49	0.00992910545305632045998134316278083	17	0.00985027441553985340372268098008135	1	0.00938903040443732524178432896633240	112	0.00972544150274702416669736493304299	51	0.01138067535742785275909572106911583	66	0.16306203342188260729805904247768922	173	0.00935915001155067372007323456273298	92	0.98306317749458749233326670946553349	3007	1.65862580293240924333986185956746340	3499	
2080	0.00951679047191317066534121948961911	71	0.00943095271322835250471516843617792	97	0.00979182430907809576992040234699743	33	1.01717083531218310810118055087514222	3177	0.00943095271322835250471516843617792	97	0.00979182430907809576992040234699743	33	0.00968076804508506520707822318172475	63	4.00926293121373866767953586531803012	6799	0.00943095271322835250471516843617792	97	0.00979182430907809576992040234699743	33	0.00968076804508506520707822318172475	63	0.00988287272758595937427461564084297	8	0.00985835131805096534507448780004779	0	0.00943095271322841842420725555484751	97	0.00979182430907821720056372072349404	33	0.01128636072414009733355655384912097	78	0.16323991170918716875348764006048441	191	0.00951679047191327127930282614443058	71	0.99327376665014677215026495105121285	3091	1.61008581955762575255164392729056999	3439	
2085	0.00934622803067201163296218169307394	99	0.00932248919554503653606136737153065	109	0.00972323123862178263776545605878709	33	1.02268458576864751385926410875981674	3107	0.00932248919554503653606136737153065	109	0.00972323123862178263776545605878709	33	0.00963884196031884223077046414118740	50	4.07446903139487304201793449465185404	6797	0.00932248919554503653606136737153065	109	0.00972323123862178263776545605878709	33	0.00963884196031884223077046414118740	50	0.00988751656616972986191260730493013	11	0.00981390878337587597990410159809471	3	0.00932248919554496194295190036882559	109	0.00972323123862171324882641698650332	33	0.01126971516518718643973251403167524	60	0.16502273538971296007460409782652277	174	0.00934622803067225969841924637648845	99	0.99895372191536191408545164449606091	2998	1.66078272667676896112709528097184375	3527	
2090	0.00943487498504886820671622160716652	83	0.00941028433920012251368003575180410	101	0.00970578066797308548763201230258346	30	1.05419038755651972572024988039629534	3170	0.00941028433920012251368003575180410	101	0.00970578066797308548763201230258346	30	0.00970747085513460131189766855186463	38	4.10005707168715538557535182917490602	6815	0.00941028433920012251368003575180410	101	0.00970578066797308548763201230258346	30	0.00970747085513460131189766855186463	38	0.00983468391177076163567338795701289	16	0.00979596536211347311551289607223225	2	0.00941028433920001843027147714337843	101	0.00970578066797297966949997771735070	30	0.01135205110730219679737729165935889	49	0.16697045424599141205668217935453868	166	0.00943487498504899137208301596047022	83	1.03023149587573725760591969446977600	3076	1.62729603400335554042044350353535265	3495	
2095	0.00939703106270071975014701592954225	77	0.00931304886787870378483944477920886	118	0.00972547953692591560237445946768275	35	1.05765872751387335348738361062714830	3226	0.00931304886787870378483944477920886	118	0.00972547953692591560237445946768275	35	0.00968577306556632836032072475518362	46	4.09159355623647424948785555898211896	6788	0.00931304886787870378483944477920886	118	0.00972547953692591560237445946768275	35	0.00968577306556632836032072475518362	46	0.00986258723326421948840447839756962	13	0.00982814842922791719048714043083237	2	0.00931304886787861010977174203162576	118	0.00972547953692589305096927176919053	35	0.01132891265696948229768636906555912	53	0.17177282139721034015522604931902606	237	0.00939703106270109618514130289668174	77	1.03378067319084032682496854249620810	3142	1.58497092894781044236651723622344434	3338	
2100	0.00927350398733218714286685724346171	120	0.00930471292539365724127975454393891	113	0.00968905105840005623218935681961739	26	1.05431491114183306656570948689477518	3287	0.00930471292539365724127975454393891	113	0.00968905105840005623218935681961739	26	0.00964579891384360899042604842179571	43	4.03504232723127653770234246621839702	6805	0.00930471292539365724127975454393891	113	0.00968905105840005623218935681961739	26	0.00964579891384360899042604842179571	43	0.00981934347875613317002674307332200	13	0.00976747838221827917315476241810757	3	0.00930471292539379428443435671169937	113	0.00968905105840023664343085840755521	26	0.01128200180601241636724196837349155	50	0.17251869219485949091819065870367922	224	0.00927350398733216806090862149858367	120	1.03067591056867691179377288790419698	3160	1.53168611731802450925954417471075431	3307	
2105	0.00918358508873708991038231630454902	115	0.00929867649383932237672212295365171	118	0.00965641863626333883663388490958823	41	1.05332618042712855555009809904731810	3268	0.00929867649383932237672212295365171	118	0.00965641863626333883663388490958823	41	0.00956352538663142459629540326204733	54	4.14186476263299585554022996802814305	6779	0.00929867649383932237672212295365171	118	0.00965641863626333883663388490958823	41	0.00956352538663142459629540326204733	54	0.00980578956295792558695012530733948	8	0.00975574862659220158611628193057186	1	0.00929867649383954095188009603134560	118	0.00965641863626352965621624235836862	41	0.01118036876975663299060848032695503	62	0.17469405385526071139423720524064265	196	0.00918358508873706909370060458286389	115	1.02993562661042337147421221743570641	3145	1.63110713382585736930252551246667281	3323	
2110	0.00793573669742498807866404320066067	103	0.00952509387017148705101288186369857	107	0.00989839198378675982903374119814544	33	1.01754706614753920312921309232478961	3271	0.00952509387017148705101288186369857	107	0.00989839198378675982903374119814544	33	0.00984063537073011536382427522084981	51	4.06205885652650877659652906004339457	6798	0.00952509387017148705101288186369857	107	0.00989839198378675982903374119814544	33	0.00984063537073011536382427522084981	51	0.01004197566580923746404341301285967	11	0.00999137913235067891271068418745926	3	0.00952509387017115571882897029354353	107	0.00989839198378635563846383860209244	33	0.01122112266402090947903236184401976	58	0.17034671713118018643307038928469410	220	0.00793573669742499154811099515427486	103	0.99741409273325187800907087876112200	3161	1.62947219587469449564309798006433994	3318	
2115	0.00779330457835803944166563894668798	83	0.00934591346674130442340189262040440	131	0.00977770423936262858544132825500128	37	1.01922396858623964810419693094445392	3306	0.00934591346674130442340189262040440	131	0.00977770423936262858544132825500128	37	0.00976207098952137052039201847719596	52	4.06167180814779094077948684571310878	6767	0.00934591346674130442340189262040440	131	0.00977770423936262858544132825500128	37	0.00976207098952137052039201847719596	52	0.00996046976836368648522412883039578	13	0.00989061268005941851555462562828325	2	0.00934591346674088115087375427947336	131	0.00977770423936218970040190612280639	37	0.01113185169851584055411564122550772	58	0.17563206511091958295089909825037466	187	0.00779330457835810622851946405376111	83	0.99938303897817382104307171175605617	3217	1.60502819957339970535770135029451922	3287	
2120	0.00787776222186375475742270424461822	92	0.00949046702174519488104387221483194	113	0.00988220100741371565433723844762426	45	0.96457223028886907023604635469382629	3398	0.00949046702174519488104387221483194	113	0.00988220100741371565433723844762426	45	0.00980900293248091782738473654035261	58	3.92221189230519007296038580534514040	6770	0.00949046702174519488104387221483194	113	0.00988220100741371565433723844762426	45	0.00980900293248091782738473654035261	58	0.01002634811226153256635829080778421	14	0.00998708695095761218862850938648990	2	0.00949046702174489130443557627359041	113	0.00988220100741344156802803411210334	45	0.01118031705189684484047507595505522	67	0.17464219593409591180233064733329229	198	0.00787776222186367322541933333468478	92	0.94458273058799491206372067608754151	3297	1.55870655365867283315139957267092541	3188	
2125	0.00799706895536015337222490728663615	65	0.00955289145601912782768128096222426	103	0.00986484914399929184447568530913486	42	0.97408863340600293501125861439504661	3406	0.00955289145601912782768128096222426	103	0.00986484914399929184447568530913486	42	0.00978118166929834581546643335059343	54	3.96154617664302710622337144741322845	6789	0.00955289145601912782768128096222426	103	0.00986484914399929184447568530913486	42	0.00978118166929834581546643335059343	54	0.01003341412852433618685399352443710	12	0.00997425583066700698064988017677024	3	0.00955289145601857618561592033756824	103	0.00986484914399868295653561744984472	42	0.01115357656637020085377276501503729	70	0.17425281406609882672853473195573315	196	0.00799706895536032164040207703692431	65	0.95389343998702502691600102480151691	3325	1.58170365168210635964385346596827731	3199	
2130	0.00804187975630910566182674159563248	90	0.00954420390584273699297046533729372	119	0.01005877888517613810703821286551829	29	1.03274972298997291808575482718879357	3347	0.00954420390584273699297046533729372	119	0.01005877888517613810703821286551829	29	0.00995688681772747587184202444632319	60	4.09126651076718239607998839346691966	6781	0.00954420390584273699297046533729372	119	0.01005877888517613810703821286551829	29	0.00995688681772747587184202444632319	60	0.01018253346246148112463902890567624	11	0.01014625845235044183934025596727224	3	0.00954420390584236923159355825418970	119	0.01005877888517577554983173371283556	29	0.01134614790778370151114184949392438	67	0.17892302482558405940515910970134428	216	0.00804187975630916464242492480707369	90	1.01238941685353034394267979223513976	3250	1.59434785641881382467488492693519220	3229	
2135	0.00731775346090630766926476979961080	100	0.00953084553637858176988739700163933	114	0.00984894660305324007310012746074790	46	1.01716286455523707843440206488594413	3334	0.00953084553637858176988739700163933	114	0.00984894660305324007310012746074790	46	0.00979110015238364612966126543369683	60	4.03536777009111524705531337531283498	6768	0.00953084553637858176988739700163933	114	0.00984894660305324007310012746074790	46	0.00979110015238364612966126543369683	60	0.01009088016748781700682169315541614	12	0.00998064437269114389239543783105546	2	0.00953084553637803359726898833059749	114	0.00984894660305266587962957913759965	46	0.01106506945987304445233601057907435	75	0.17668496854672915974404645567119587	216	0.00731775346090638573182118875593005	100	0.99858373176273129701030484284274280	3219	1.57319416214069751625004300876753405	3230	
2140	0.00733774899617075510027675022683979	100	0.00954993511275269157945189135716646	118	0.00987173080568844694970831454838844	37	1.07736398206675376698626678262371570	3220	0.00954993511275269157945189135716646	118	0.00987173080568844694970831454838844	37	0.00971882479340173584259066075219380	62	4.07945239132203152365718779037706554	6774	0.00954993511275269157945189135716646	118	0.00987173080568844694970831454838844	37	0.00971882479340173584259066075219380	62	0.01008322777338810198599627909743504	9	0.00998205329345656575124046128166810	4	0.00954993511275219544853776199033746	118	0.00987173080568795255351766115836654	37	0.01099113997196786082777286708278552	69	0.17694902707184387291583504975278629	243	0.00733774899617097454279646129293724	100	1.05875223297942389066861323954071850	3113	1.51543814461986414698912994936108589	3320	
2145	0.00502036012947342132062278352577778	68	0.00991643278300035312111671004231539	130	0.01037358238347268514500942870881772	37	1.09343991104878179854154041095171124	3201	0.00991643278300035312111671004231539	130	0.01037358238347268514500942870881772	37	0.01026566142236894942085800863651457	74	4.09677002171902948646220465889200568	6743	0.00991643278300035312111671004231539	130	0.01037358238347268514500942870881772	37	0.01026566142236894942085800863651457	74	0.01059805108521451148806402642321700	16	0.01050249105326093827794675661380097	4	0.00991643278299999056391023088963266	130	0.01037358238347226707665171829830797	37	0.01112537785351638310038513424160556	79	0.17923000221046983537753760629129829	218	0.00502036012947365290620682642952488	68	1.08076587160370474194337475637439638	3128	1.50452450903746592913989843509625643	3340	
2150	0.00437247105152409939327062815550562	63	0.01001577850688999127282130530147697	136	0.01041134578762217995084871091648893	57	1.09410798871955461386562546977074817	3055	0.01001577850688999127282130530147697	136	0.01041134578762217995084871091648893	57	0.01036798228984471548219659098322154	63	4.08281236943623948576487237005494535	6731	0.01001577850688999127282130530147697	136	0.01041134578762217995084871091648893	57	0.01036798228984471548219659098322154	63	0.01066858792223061153103813580855785	13	0.01056749463911518631398234191465235	2	0.01001577850688995831307526174214217	136	0.01041134578762211923552705172824062	57	0.01113724397016278323813143202869469	65	0.17227716916835292271237278782791691	205	0.00437247105152409332173846223668079	63	1.08297058521225442184743315010564402	2990	1.52012291369282470654411554278340191	3484	
2155	0.00376373547551941880356940473006944	40	0.01017368898501896934405408501334023	139	0.01071260127282635393752840968772944	43	1.06474323709142137950323103723349050	3024	0.01017368898501896934405408501334023	139	0.01071260127282635393752840968772944	43	0.01055177504616700706607801407699299	63	4.01959555461955275745822291355580091	6748	0.01017368898501896934405408501334023	139	0.01071260127282635393752840968772944	43	0.01055177504616700706607801407699299	63	0.01088174204384503331033418049855754	7	0.01081474808296275375019135367438139	2	0.01017368898501961466118714838557935	139	0.01071260127282705650053618029460267	43	0.01120661896616500369239233236839937	66	0.16695708792818045318462338855169946	190	0.00376373547551962870510999792372786	40	1.05519080253058739060634252382442355	2981	1.53039661966249584956756280007539317	3541	
