iteration	A_coal_stats_total	A_num_coals_total	B_coal_stats_total	B_num_coals_total	C_coal_stats_total	C_num_coals_total	D_coal_stats_total	D_num_coals_total	AB_coal_stats_total	AB_num_coals_total	ABC_coal_stats_total	ABC_num_coals_total	root_coal_stats_total	root_num_coals_total	A__pop_coal_stats_total	A__pop_num_coals_total	B__pop_coal_stats_total	B__pop_num_coals_total	C__pop_coal_stats_total	C__pop_num_coals_total	D__pop_coal_stats_total	D__pop_num_coals_total	AB__pop_coal_stats_total	AB__pop_num_coals_total	ABC__pop_coal_stats_total	ABC__pop_num_coals_total	root__pop_coal_stats_total	root__pop_num_coals_total	D->B__mig_stats	D->B__num_migs	
10	0.00008930860283502664099305329292733	0	0.00008930860283502664099305329292733	0	0.00012634417555351713942889124719926	2	0.00069384174144292132778433224160608	3	0.00081086833469988745057982493236182	4	0.00558628956310519130673553078736404	34	0.01510953124186661424011024479341359	70	0.00008930860283502665454558044899613	0	0.00008930860283502665454558044899613	0	0.00012634417555351716653394555933687	2	0.00069384174144292165304498398725741	3	0.00027501671768972752330634223838501	4	0.00360087975773377717142453846577155	28	0.00271179890497383248998408689089956	33	0.00008930860283502665454558044899613	0	
11	0.00006346358896655392481910007429491	0	0.00006346358896655392481910007429491	0	0.00011013900136920785823458485142012	1	0.00077619692785537027467090975818564	3	0.00068832864719473800096255500235998	5	0.00567180972046432609751098752326470	34	0.01658916346736459893063120318856818	70	0.00006346358896655388416151860608849	0	0.00006346358896655388416151860608849	0	0.00011013900136920789889216631962654	1	0.00077619692785537059993156150383697	3	0.00030754711339541434362773730804008	5	0.00397009720667589223463966874305697	28	0.00359540083111699370135849740393041	33	0.00006346358896655388416151860608849	0	
12	0.00006880572205738904809080302982238	1	0.00007072058068989833421683771641497	0	0.00013053702241949197691318895753199	1	0.00069478528539496499458888445488469	3	0.00073687142761195739866508791493516	7	0.00533930794556684244073219147708187	34	0.01521525083814102841106574715013267	70	0.00006880572205738904809080302982238	1	0.00007072058068989832066431056034617	0	0.00013053702241949200401824326966960	1	0.00069478528539496575353040519473780	3	0.00031829251937009534660985576870473	6	0.00345547272060338968996395792032672	26	0.00325751169545816961214956819503641	33	0.00007072058068989833421683771641497	0	
13	0.00007908427557614392585522145040500	2	0.00009382185738758570131296671279486	1	0.00012917453349937487914154965462643	1	0.00054847381005294567907909497606056	5	0.00074621874366413796370034461347132	7	0.00519970556292275766507859913190259	35	0.01436938310344451630307105460815364	70	0.00007908427557614393940774860647380	2	0.00009382185738758572841802102493247	1	0.00012917453349937496045671259103926	1	0.00054847381005294600433974672171189	5	0.00022750034477294920416852452849099	4	0.00330728142147578441784050440332976	27	0.00324024742064285553588831589877373	30	0.00009406820484089387535576315402253	0	
14	0.00010439256768720494216937111353616	1	0.00009686471497009323391395169133844	2	0.00012955328008342988956036467840249	1	0.00077016030105248219073121873634591	1	0.00072191307333855866696509240298951	8	0.00542359922953977637710698544992738	33	0.01569897725388152975867228633433115	70	0.00010439256768720492861684395746735	1	0.00009686471497009324746647884740725	2	0.00012955328008342991666541899054010	1	0.00077016030105248229915143598489635	1	0.00011814122536666415226765114443452	5	0.00356132750085458391758885809963431	24	0.00318854219161435322935083114259669	36	0.00010607263641716789049403851796782	0	
15	0.00011497135466797868224003015269474	0	0.00010183911684167468040054793654292	2	0.00011946840138480275715030659577920	5	0.00074041011152209640182320082857359	2	0.00082477238334281938528236288732387	6	0.00497175703661234189012496642590122	31	0.01372273460505127502806477224339687	70	0.00011497135466797869579255730876355	0	0.00010183911684167469395307509261173	2	0.00011946840138480275715030659577920	5	0.00074041011152209651024341807712403	2	0.00017434096881385922959799283926685	4	0.00298788871726505004741691884362353	20	0.00217466100247165486716860449689648	37	0.00010840523575482668809655262265323	0	
16	0.00011925634063116856040890484402794	1	0.00009860552243155874308812303130622	3	0.00015186041841080012010367639163633	2	0.00062070230571206329740069351785792	3	0.00083958681480335783584023623404846	6	0.00547169615710230757693599557001107	29	0.01582644013219451986640429197450430	70	0.00011925634063116853330385053189033	1	0.00009860552243155874308812303130622	3	0.00015186041841080003878851345522349	2	0.00062070230571206308056025902075703	3	0.00018600122561517588469157113983954	2	0.00330112898614407911795920469444354	21	0.00397811691465900247460796279597162	38	0.00011490285896428041915399292927091	0	
17	0.00012880473679318326339637845734387	1	0.00012175689302300536122347640599628	2	0.00015882814640743925021712512624106	2	0.00058248758982818891680177664227358	4	0.00092995093449036857636419428629893	8	0.00519533376235342073817813357550222	34	0.01455419272073498609954000926336448	70	0.00012880473679318329050143276948148	1	0.00012175689302300538832853071813389	2	0.00015882814640743916890196218982823	2	0.00058248758982818848312090764807181	4	0.00017826604504180281092484694482891	5	0.00284954614013126217297866560329567	24	0.00338372648237374651011832860092454	32	0.00012661510465285762128129221082418	0	
18	0.00013091329163037550005303788491773	0	0.00013091329163037550005303788491773	0	0.00018247425315957263884311667645477	1	0.00063993722503678449053943211310980	3	0.00110468768714473155288791073047605	6	0.00612433371930291760992792760021075	33	0.01779053455995036753245486238483863	70	0.00013091329163037547294798357278012	0	0.00013091329163037550005303788491773	0	0.00018247425315957269305322530072999	1	0.00063993722503678416527878036745847	3	0.00031920793736247828151914029959357	6	0.00337258907645110852027703352007393	26	0.00494962931442650619362488839669822	34	0.00013091329163037544584292926064251	0	
19	0.00010457602163682686144310224340970	2	0.00011646219776374404461950079481269	1	0.00017646279650843037082631747924921	2	0.00072159031705803806239218900486776	1	0.00101142584270765391665780619234738	11	0.00572865175082121810129498484798205	32	0.01763004138517823213283541861073900	70	0.00010457602163682684789057508734089	2	0.00011646219776374407172455510695031	1	0.00017646279650843039793137179138682	2	0.00072159031705803697819001651936333	1	0.00034831118450594136110032295050587	8	0.00315097804625745145368220789805491	19	0.00481378923958337631705539649829007	37	0.00011903599770520210683177192434457	0	
20	0.00011930863226708615686729592075821	2	0.00012463308499049995971275084372110	1	0.00019606358638132710355862775575275	1	0.00067331109410893462581537693978362	3	0.00106785978683170091826926118017127	9	0.00559630962974616997379628813291674	38	0.01610006232737251630204866614803905	70	0.00011930863226708607555213298434538	2	0.00012463308499049993260769653158349	1	0.00019606358638132707645357344361514	1	0.00067331109410893505949624593398539	3	0.00033603463505894279892208253990304	6	0.00282506022514675747200896260835634	28	0.00389802447064659151124144109701319	29	0.00012689413073872668371970540146521	0	
21	0.00012938170745397384797312212434406	2	0.00012306190533557025764029024816892	3	0.00016412214662608811408320286240325	4	0.00069995770064570624145044996922138	2	0.00110862092308795247806718631267131	12	0.00556757427359255274018634551680407	31	0.01615691461640298906554669144952641	70	0.00012938170745397379376301350006884	2	0.00012306190533557025764029024816892	3	0.00016412214662608803276803992599042	4	0.00069995770064570678355153621197360	2	0.00035016374688684394518578546495746	7	0.00288572976564895706738655967171781	15	0.00368446809155700740617822575018181	37	0.00013218274156090106677755025010867	0	
22	0.00011972822298864568553271314765851	1	0.00012141565836112394756712146159927	1	0.00018530428064536121177292848916096	3	0.00076220833473649124249760244964591	3	0.00118016149364502469752691293791713	12	0.00617002774356954861861845884618560	33	0.01740505971389055134279644221351191	70	0.00011972822298864553645491443090165	1	0.00012141565836112387980448568125524	1	0.00018530428064536107624765692847291	3	0.00076220833473649221827955768659990	3	0.00045571872150622556342514091198836	10	0.00326150015306123173403074488874154	18	0.00371664839394479033091167607949501	34	0.00012192122240586882779903032947288	0	
23	0.00011712261226116855723344140072228	2	0.00013180257130324549781803800119206	0	0.00020436491375910203127305719839057	2	0.00072739040146985818515584787391504	4	0.00118888367241206348301485462570781	13	0.00603470432097347273675547185689538	35	0.01778965812800928705805780793980375	70	0.00011712261226116838105058837182781	2	0.00013180257130324555202814662546729	0	0.00020436491375910184153767701342730	2	0.00072739040146985883567715136521770	4	0.00044210812171882054536636852404285	11	0.00301380826579852791752278662329445	20	0.00438515628091701997748330654758320	31	0.00013180257130324552492309231332968	0	
24	0.00014723791543603718208130248790155	1	0.00014637989544146999825076360668419	1	0.00018331973303794803437441474081027	2	0.00072962372441309341231790996928908	4	0.00110644017364094557343001667959470	9	0.00649813205676501911417508594581705	34	0.01819412462654459300415155098562536	70	0.00014723791543603685682065074225022	1	0.00014637989544146991693560067027136	1	0.00018331973303794779042892593157177	2	0.00072962372441309406283921346059174	4	0.00022558674100842368006811233804854	7	0.00373387699792369041895678805076386	23	0.00421748961771436451512196086355289	32	0.00015222222566146123134273038246533	0	
25	0.00013487022030186143067842508003196	1	0.00013205660933240882717182307359849	1	0.00020741956241288555086790812431730	1	0.00079447864654542423284294683227813	5	0.00111083786561148498660267502913257	6	0.00630839995586955203793477764406816	35	0.01663773843931741838741977801419125	70	0.00013487022030186143067842508003196	1	0.00013205660933240885427687738573610	1	0.00020741956241288560507801674859252	1	0.00079447864654542390758229508662680	5	0.00031005737670867442989236506534212	4	0.00342317520367367567057925725748646	28	0.00268697720573335624774657937052780	30	0.00013842500329999579190311254084378	0	
26	0.00013326693704759039454249558431798	3	0.00011932932101728010933390511372210	3	0.00019264941699914967941816013041745	3	0.00073775230405330699361143853565181	3	0.00102143709730045787777152899167277	9	0.00543647923474027336410152599910361	35	0.01591369981487104900974571819460834	70	0.00013326693704759047585765852073081	3	0.00011932932101728013643895942585971	3	0.00019264941699914970652321444255506	3	0.00073775230405330634309013504434915	3	0.00026364832310584606798672946403883	3	0.00273850557989613633755321409068983	23	0.00347107947932160949139346328706779	32	0.00013932005850606491619350646438136	0	
27	0.00013450411721685590310353120013787	3	0.00015377755860224840258124179293020	1	0.00018668220853518851967516034573435	3	0.00077670343949490239232602561969543	1	0.00106266673540821358044661248953844	9	0.00585086555225929842022347671104399	36	0.01627545672238382007401824580483662	70	0.00013450411721685593020858551227548	3	0.00015377755860224848389640472934303	1	0.00018668220853518854678021465787197	3	0.00077670343949490174180472212839277	1	0.00019782170795090022971142451613247	5	0.00312835432685129892146913554995535	24	0.00318189421987556848858691438408641	33	0.00015677624150632209318496912420215	0	
28	0.00013373618030287901295959096525934	2	0.00013429776053244273288124477350181	2	0.00017724954571676930959074625082650	2	0.00060835135004615864800364688491641	5	0.00109167114864599135333478319154210	4	0.00625298500478057954488075864674101	36	0.01600636631177253937918791848460387	70	0.00013373618030287912137980821380978	2	0.00013429776053244286840651633418986	2	0.00017724954571676928248569193868889	2	0.00060835135004615788906212614506330	5	0.00028756932614002573634151560533212	0	0.00353020707113501199317373568931089	30	0.00298738282893214884827770561059879	29	0.00014207641655205534053814375727853	0	
29	0.00013769403676861172842148250961003	0	0.00012297442898637472169509621267025	2	0.00018538783730325124787970125783687	2	0.00085021121205815708074537973004681	2	0.00110282691360629055664366315880898	3	0.00638306838717917889719499768830246	37	0.01692842203959122118761548847487575	70	0.00013769403676861175552653682174764	0	0.00012297442898637474880015052480786	2	0.00018538783730325113945948400928643	2	0.00085021121205815664706451073584503	2	0.00032082151634133101655854680700486	1	0.00361768624156277342207577163435417	32	0.00272180479027618301215984963903338	31	0.00013033423287749331992597945362178	0	
30	0.00011297859781637017962362123935094	2	0.00012422749059925531408404841826609	1	0.00018221083495214575841136817047072	3	0.00087536990453119861363417975042012	2	0.00107924577018014898437126003472031	6	0.00539035495316053138437073499744656	39	0.01692650801154740522469488439583074	70	0.00011297859781637016607109408328213	2	0.00012422749059925528697899410612848	1	0.00018221083495214567709620523405789	3	0.00087536990453119807153309350766790	2	0.00036762750493327236772297950118116	3	0.00266359083757643872944487206666508	30	0.00410731983441097684567333558902646	29	0.00012728130259150833105720457272270	0	
31	0.00010679260229029607714382882344140	1	0.00011164977425670750900595085131073	1	0.00018116648053027628898978274030185	3	0.00086383337645407987179929643062337	2	0.00116817752240554878495615298561461	7	0.00621514113902809587491882226117923	34	0.01896774367527838747737867208797979	70	0.00010679260229029609069635597951020	1	0.00011164977425670752255847800737953	1	0.00018116648053027618056956549175140	3	0.00086383337645407911285777569077027	2	0.00051285039276453760637847212322527	5	0.00333662799578091778807120704186673	24	0.00463510052009962706526247089300341	34	0.00011165628441341838379598921937585	0	
32	0.00012537640232292829572252612635452	1	0.00012562877066256886008678572697050	1	0.00017696016563265129810031406343285	2	0.00102423406693674602825627761859550	1	0.00112753732654489405989872707891664	5	0.00652542008964759282646506122205210	40	0.02058525082176775392039935752563906	70	0.00012537640232292824151241750207930	1	0.00012562877066256880587667710269528	1	0.00017696016563265135231042268770807	2	0.00102423406693674559457540862439373	1	0.00037034962015807047341214852664848	3	0.00374870751385932097360376147321404	33	0.00537461208978598937308079896979507	29	0.00012771486437773468922314556994735	0	
33	0.00013002489448941606325037267932743	0	0.00012653548854155174355380630846213	1	0.00016238408494695415673278460211293	3	0.00078498695793093346481650307566724	3	0.00116116659522623975886457259321105	5	0.00600156355746478582802172496712956	37	0.01667528687909959270174731216229702	70	0.00013002489448941603614531836718982	0	0.00012653548854155177065886062059974	1	0.00016238408494695421094289322638815	3	0.00078498695793093292271541683291503	3	0.00039148544613333606740149250846628	4	0.00324479089910170324581595302504411	29	0.00317418794409153213684215977252734	30	0.00012828019151548384919198086961956	0	
34	0.00013028116109126689414407507250360	0	0.00011816738559009656351923150952032	2	0.00017569007895937464934325855647756	5	0.00078907104608655169713377075524363	5	0.00118279509391234767361200663771115	4	0.00663818394166805058470570699569180	35	0.01938246861251131936132452437959728	70	0.00013028116109126681282891213609076	0	0.00011816738559009653641417719738271	2	0.00017569007895937478486853011716562	5	0.00078907104608655148029333625814274	5	0.00043744945386825728706955973557058	2	0.00378491384773961894727456467535376	26	0.00471608518440421939366125059223123	30	0.00012422427334068161363517246442711	0	
35	0.00011755368608090156767875811283375	0	0.00010803527629764308136926798109556	1	0.00017898010445921693563516019498394	4	0.00090317109101203778016159207098212	1	0.00105073026198795708985311847527555	8	0.00558340394521141761968729966270075	38	0.01717394990017029679507665207438549	70	0.00011755368608090159478381242497136	0	0.00010803527629764300005410504468273	1	0.00017898010445921685431999725857111	4	0.00090317109101203821384246106518390	1	0.00037396337485232300718376863279957	7	0.00293127882298152000681290552108749	26	0.00387279717034423251464936299726105	31	0.00011279448118927229741895873482704	0	
36	0.00009565569481351170297474262316229	1	0.00009161412429669322544933951490975	1	0.00014506835939423422233117422219806	3	0.00086040163439187659997348101015291	3	0.00095911878827446069451651000647985	9	0.00574627472338396731027510000444636	40	0.01715334922845858714457456528634793	70	0.00009565569481351170297474262316229	1	0.00009161412429669315768670373456573	1	0.00014506835939423408680590266151000	3	0.00086040163439187649155326376160247	3	0.00039730933094384571950888340730046	7	0.00340400454090041253846221636081282	28	0.00381341103621270086435068868979670	27	0.00009584310439162141567141089959492	0	
37	0.00009534037476340953315596948858257	0	0.00009534037476340953315596948858257	0	0.00018217471452897280822548486955981	1	0.00087891610221861420082500870876174	2	0.00104963245087952121437080421628707	6	0.00647653728786889721497077587741842	40	0.01871776080894599000870037741606211	70	0.00009534037476340954670849664465138	0	0.00009534037476340943828827939610093	0	0.00018217471452897272691032193314697	1	0.00087891610221861474292609495151396	2	0.00047759020229906347333390104203943	6	0.00381135600655642912959475410161758	33	0.00407748608592548977130887166708817	28	0.00009534037476340949249838802037615	0	
38	0.00008324735212093891756433144957228	0	0.00008324735212093891756433144957228	0	0.00013685225805357638839861167401324	4	0.00085663078645362308004285178952841	4	0.00100371396999219555067062170650161	6	0.00594867076513321772074371907024215	39	0.01717950032395649737071430251944548	70	0.00008324735212093884980169566922825	0	0.00008324735212093874138147842067781	0	0.00013685225805357625287334011332518	4	0.00085663078645362394740458977793196	4	0.00050422985726656180133914419982943	6	0.00358647261834474113256776561797778	29	0.00334426403107296668637538061830128	27	0.00008324735212093879559158704495303	0	
39	0.00008083625047606794310640215828201	1	0.00008804385102269281064297362648929	0	0.00015056158223094247869226769420692	2	0.00086370672227298046601251524378995	5	0.00090383978740785444506988799417968	5	0.00613943773457048015684822672710652	36	0.01827515516794204694650538556288666	70	0.00008083625047606791600134784614440	1	0.00008804385102269267511770206580124	0	0.00015056158223094228895688750924364	2	0.00086370672227298155021468772929438	5	0.00039719948291157183145605458207683	4	0.00387103450692078505587789827302458	29	0.00406992708655992338484530534969963	29	0.00008804385102269272932781069007646	0	
40	0.00010455512243479997370673717504985	0	0.00009695785924965513800487942885908	1	0.00015173932064690057023616243103703	3	0.00075930719154337444985053418022858	5	0.00096617037977010146194284390119833	9	0.00538183170566999651007744631669993	39	0.01585494376859197460105654897688510	70	0.00010455512243479997370673717504985	0	0.00009695785924965511089982511672147	1	0.00015173932064690051602605380676181	3	0.00075930719154337401616966518602680	5	0.00036163143471673597773019537271466	8	0.00300117153689509344807739843474792	27	0.00328008553225047835844030430507701	26	0.00010075649084222754907954472392007	0	
41	0.00011530794639120230235442704502802	0	0.00009340771466435554884998049285372	5	0.00015466926032064505112592622815271	2	0.00090681204395077162887933708290689	4	0.00087479677983298340365053702427645	7	0.00597799822913323061074342135157167	40	0.01912673253925499528005360616589314	70	0.00011530794639120224814431842075280	0	0.00009340771466435552174492618071611	5	0.00015466926032064491560065466746465	2	0.00090681204395077141203890258580600	4	0.00024864979666630956543424413318633	2	0.00374499816292882216003934381376439	31	0.00513854999720297911380839650519192	26	0.00010435783052777889172088587876885	0	
42	0.00013855019370873596150188500342182	0	0.00012773054769508028634915353105583	1	0.00016440674481065821466163612285527	3	0.00091717682521409455570493562959200	3	0.00106542251644744438536516195625836	5	0.00596153953319034871777271078485683	39	0.01828849371032133241943284929220681	70	0.00013855019370873596150188500342182	0	0.00012773054769508028634915353105583	1	0.00016440674481065818755658181071766	3	0.00091717682521409412202406663539023	3	0.00026658029223599520813117735862363	4	0.00335462240137101089243465423805901	31	0.00429887706018468492008555159600292	28	0.00013314037070190809682046495510122	0	
43	0.00012070338860720342284964939905123	1	0.00012336434230232563771106901739927	0	0.00018879635870753348411699157338717	2	0.00081298786054930991234329651362600	4	0.00111186871103929364734685947269099	7	0.00632155934475484796580824209399907	40	0.01743927786925335288170657577211387	70	0.00012070338860720327377185068229437	1	0.00012336434230232544797568883243599	0	0.00018879635870753334859172001269911	2	0.00081298786054930904498155852522245	4	0.00037966551831070642500712275513308	6	0.00352118195111174227956984950083097	31	0.00333201069250597947668524057007744	26	0.00012336434230232542087063452029838	0	
44	0.00011651987485225085089748930933240	1	0.00012081710628355853847683276658387	1	0.00016904633793294040013978352110513	1	0.00101109448155470640906550272575259	2	0.00098986979890040393929850903731449	7	0.00625286391592442831327547381192744	40	0.01887023798770395832669066749076592	70	0.00011651987485225070181969059257554	1	0.00012081710628355833518892542555179	1	0.00016904633793294029171956627255469	1	0.00101109448155470597538463373155082	2	0.00027785885549297563565027124887763	5	0.00375167056302165742576182339007573	32	0.00398704048822821118663872752563293	28	0.00012181958995166046087147565524234	0	
45	0.00009947380230743316459427610931598	2	0.00010837201987744150171507490076905	0	0.00019411593438292950317483609445901	1	0.00095565735988794317870564931638455	3	0.00101954884898147681189517488320462	9	0.00609870129877528206752135275792170	43	0.01839708875487481090638119951563567	70	0.00009947380230743321880438473359121	2	0.00010837201987744154237265636897547	0	0.00019411593438292947606978178232140	1	0.00095565735988794328712586656493500	3	0.00039601138242685286717723047722473	7	0.00343569315729478708468236369810711	33	0.00397608653127714400943304440261272	24	0.00010837201987744156947771068111308	0	
46	0.00009885375591440515063209465429495	1	0.00010884056450824277132403972156993	0	0.00016922792185791984530957021704012	2	0.00114352952108771757991356743389133	3	0.00093167967791822560615078163692715	11	0.00614796554442860378880686411662282	34	0.02119853923431033390634148361186817	70	0.00009885375591440517773714896643256	1	0.00010884056450824278487656687763874	0	0.00016922792185791976399440728062729	2	0.00114352952108771757991356743389133	3	0.00030859671665028171830963410471327	10	0.00374361720225403196357638613278596	21	0.00562362429424616023371230610905513	33	0.00010884056450824281198162118977635	0	
47	0.00011624476274402179920910982424687	1	0.00010994467536897079376102814851635	1	0.00016651217291486147343074208926339	2	0.00105467954151677628833738697977651	3	0.00107328806216715243529447043613345	8	0.00623365145369662344843053602971850	36	0.02039150605734970506111025656537095	70	0.00011624476274402185341921844852209	1	0.00010994467536897083441860961672276	1	0.00016651217291486152764085071353861	2	0.00105467954151677520413521449427208	3	0.00039471974782817462927900220570621	6	0.00359842018598671535556388079157841	26	0.00519158350790121982804015132728637	31	0.00011599438691744880561805552954269	0	
48	0.00011153134224008933621848788098063	0	0.00009854243906031149734161406206212	2	0.00017748389237407305452087769026548	3	0.00096782653989186144191658733859640	4	0.00111374809439301349599238388776712	10	0.00646997217119036748672611381039133	42	0.02063648482957066918053179449543677	70	0.00011153134224008930911343356884302	0	0.00009854243906031147023655974992451	2	0.00017748389237407305452087769026548	3	0.00096782653989186024929419760454152	4	0.00048352675049181107662724099505169	8	0.00368064402545265154792497597213696	29	0.00554105879733709366652405492459366	24	0.00010503689065020044388510528365899	0	
49	0.00012099414302247449304068133146828	0	0.00011012361062313216568918361470963	2	0.00019805304405050690392045553700484	3	0.00089683110469451375254545943960238	4	0.00118343716430474653160398457174551	11	0.00596870006602853806626507449095698	43	0.01818507369072970211720807753863483	70	0.00012099414302247446593562701933067	0	0.00011012361062313211147907499043441	2	0.00019805304405050693102550984914245	3	0.00089683110469451299360393869974928	4	0.00049008390336792656896691688928058	9	0.00299487993319741884964968470228541	29	0.00405414579837553266938865448310025	23	0.00011555887682280336324625036326097	0	
50	0.00010035298932747557798528248440562	1	0.00010145456064983113416127363803909	1	0.00020892523376526804393740754939301	3	0.00110432995491994089508336340799133	3	0.00106780710253064179023063662299364	15	0.00543152582525133469787403939221804	41	0.01783080922370827020584371780387301	70	0.00010035298932747561864286395261203	1	0.00010145456064983120192390941838312	1	0.00020892523376526798972729892511779	3	0.00110432995491994024456205991668867	3	0.00046238445259872155892327816317788	13	0.00262624357199939565885027370484295	23	0.00384963203795397976986203403271247	26	0.00010417049817885603755444196005797	0	
