,hypothesis,root,reference,E_ratio
62,-9119.830734047,-9670.926405708222,-9670.926405708222,-551.0956716612218
63,-9563.710117566,-10122.132939395784,-10122.132939395784,-558.4228218297849
64,-9808.890612285999,-10378.885638518155,-10378.885638518155,-569.9950262321563
65,-10012.864745406,-10598.714726465032,-10598.714726465032,-585.8499810590329
66,-9851.371768811,-10410.880480121632,-10410.880480121632,-559.5087113106329
67,-9416.703065183001,-9952.766731088437,-9952.766731088437,-536.0636659054362
68,-9519.719025023,-10059.856227291311,-10059.856227291311,-540.1372022683117
69,-9752.735917935,-10303.488741368792,-10303.488741368792,-550.7528234337915
70,-9664.050679390999,-10189.720015239183,-10189.720015239183,-525.6693358481843
71,-9435.563890929001,-9937.084438722259,-9937.084438722259,-501.5205477932577
72,-9109.096353591,-9577.096679691062,-9577.096679691062,-468.000326100062
73,-9094.005394303,-9538.962659745628,-9538.962659745628,-444.95726544262834
74,-9136.431779956,-9551.829122895288,-9551.829122895288,-415.39734293928814
75,-9107.101347834001,-9527.837558809202,-9527.837558809202,-420.7362109752012
76,-9150.575101244,-9552.972596222633,-9552.972596222633,-402.3974949786334
77,-9165.931153512,-9554.343406923499,-9554.343406923499,-388.4122534114995
78,-9512.095105732,-9908.345919489235,-9908.345919489235,-396.25081375723494
79,-9545.684410484,-9951.34052771929,-9951.34052771929,-405.65611723529037
80,-9295.326902024,-9668.002052054664,-9668.002052054664,-372.67515003066364
81,-9428.499975207,-9815.286085258584,-9815.286085258584,-386.7861100515838
82,-9205.839955408,-9562.069563020663,-9562.069563020663,-356.2296076126622
83,-9312.793712315999,-9680.756656595955,-9680.756656595955,-367.962944279956
84,-9564.56302482,-9947.04638208415,-9947.04638208415,-382.483357264151
85,-9497.945834306,-9855.904723425081,-9855.904723425081,-357.9588891190815
86,-9140.5629769,-9475.115572994557,-9475.115572994557,-334.55259609455607
87,-9410.506275518,-9753.291484007706,-9753.291484007706,-342.78520848970584
88,-10011.059324739,-10354.776802697193,-10354.776802697193,-343.71747795819283
89,-9902.204091638001,-10236.444678015612,-10236.444678015612,-334.2405863776112
90,-9946.333176051,-10275.973033460214,-10275.973033460214,-329.6398574092145
91,-9903.097824679,-10231.86579801324,-10231.86579801324,-328.7679733342393
92,-9955.523393723,-10268.765599290176,-10268.765599290176,-313.2422055671759
93,-10370.987620413,-10690.980414226326,-10690.980414226326,-319.992793813326
94,-10461.285856734,-10790.900984358155,-10790.900984358155,-329.6151276241544
95,-10401.840278847,-10734.014327405941,-10734.014327405941,-332.17404855894165
96,-10061.508423008001,-10372.797528185733,-10372.797528185733,-311.28910517773147
97,-10425.460797964,-10748.739744390254,-10748.739744390254,-323.27894642625324
98,-10276.452808173,-10586.90662481435,-10586.90662481435,-310.4538166413495
99,-10362.490740733001,-10678.61419374342,-10678.61419374342,-316.1234530104193
100,-10128.833752349,-10428.622690585542,-10428.622690585542,-299.78893823654107
101,-10364.818565363,-10677.69051801136,-10677.69051801136,-312.8719526483601
102,-10427.618860873,-10748.82729640568,-10748.82729640568,-321.2084355326788
103,-10738.595652771,-11068.64578754884,-11068.64578754884,-330.05013477783905
104,-10440.735132263,-10754.798098180927,-10754.798098180927,-314.0629659179267
105,-10693.526952143,-11011.691661082026,-11011.691661082026,-318.16470893902624
106,-10620.130078678001,-10951.255869192308,-10951.255869192308,-331.1257905143066
107,-10319.56853954,-10642.112016449295,-10642.112016449295,-322.54347690929535
108,-10504.031236155,-10831.030946822486,-10831.030946822486,-326.9997106674855
109,-10370.284752706999,-10698.473528867755,-10698.473528867755,-328.1887761607559
110,-10152.803098204,-10463.100514165348,-10463.100514165348,-310.2974159613477
111,-10266.054283504,-10579.40940233129,-10579.40940233129,-313.3551188272904
112,-10521.778713198,-10844.206819183977,-10844.206819183977,-322.4281059859768
113,-10470.768103463,-10785.992464309104,-10785.992464309104,-315.2243608461031
114,-10121.29157521,-10418.295291813294,-10418.295291813294,-297.0037166032944
115,-9629.893416067,-9913.421003792846,-9913.421003792846,-283.5275877258464
116,-9608.913249969,-9868.375667775425,-9868.375667775425,-259.4624178064241
117,-9848.499978279,-10117.154311677808,-10117.154311677808,-268.6543333988084
118,-10009.10631835,-10279.567457797848,-10279.567457797848,-270.46113944784884
119,-10455.33314197,-10727.69854830398,-10727.69854830398,-272.36540633398
120,-10584.167773933,-10864.244036328364,-10864.244036328364,-280.0762623953633
121,-10911.157241384,-11198.270350606139,-11198.270350606139,-287.1131092221385
122,-10998.867834408,-11297.93745227104,-11297.93745227104,-299.06961786304055
123,-11062.394198411,-11351.308084874849,-11351.308084874849,-288.91388646384803
124,-10869.410620249,-11146.59090380533,-11146.59090380533,-277.1802835563303
125,-10612.274383771,-10867.578769164147,-10867.578769164147,-255.30438539314673
126,-10587.50871449,-10848.561078822504,-10848.561078822504,-261.0523643325032
127,-10668.124754234,-10930.483084624826,-10930.483084624826,-262.35833039082536
128,-10667.410800008001,-10929.043292225591,-10929.043292225591,-261.63249221758997
129,-10306.794154579,-10557.013117256385,-10557.013117256385,-250.2189626773852
130,-9986.771868279,-10221.796048381068,-10221.796048381068,-235.02418010206748
131,-10251.499120483,-10494.97856856496,-10494.97856856496,-243.47944808196007
132,-10299.911804765,-10548.809547323062,-10548.809547323062,-248.8977425580615
133,-10335.69116986,-10586.511623203853,-10586.511623203853,-250.82045334385293
134,-10745.499325993,-10992.778930531846,-10992.778930531846,-247.2796045388459
135,-10326.819401943001,-10559.861179310548,-10559.861179310548,-233.04177736754718
136,-9761.303245974,-9977.111147078243,-9977.111147078243,-215.80790110424277
137,-10135.177558271,-10356.572987883852,-10356.572987883852,-221.39542961285224
138,-9427.878297682,-9619.256746680605,-9619.256746680605,-191.37844899860465
139,-9714.167868249,-9909.065260104155,-9909.065260104155,-194.89739185515464
140,-10148.958706471,-10352.31292933337,-10352.31292933337,-203.35422286237008
141,-10219.68876685,-10424.977265948706,-10424.977265948706,-205.28849909870587
142,-9664.002803374,-9853.861875457329,-9853.861875457329,-189.859072083329
143,-9408.71068905,-9588.508095105994,-9588.508095105994,-179.79740605599363
144,-9813.882718235,-9998.784529845676,-9998.784529845676,-184.9018116106763
145,-10080.361275738,-10270.499023841976,-10270.499023841976,-190.13774810397626
146,-10156.497107297,-10344.158077241544,-10344.158077241544,-187.66096994454347
147,-9469.577157006,-9642.307890641889,-9642.307890641889,-172.7307336358881
148,-9397.877268712,-9565.732546751464,-9565.732546751464,-167.85527803946388
149,-9586.273974239,-9760.509946242286,-9760.509946242286,-174.2359720032855
150,-9510.461327474,-9673.44105723169,-9673.44105723169,-162.9797297576897
151,-9052.352617286,-9201.150699491973,-9201.150699491973,-148.7980822059726
152,-9108.747868289,-9252.953048049492,-9252.953048049492,-144.20517976049268
153,-9259.467639577,-9405.362717287175,-9405.362717287175,-145.89507771017452
154,-9512.373465769,-9667.319446371914,-9667.319446371914,-154.94598060291355
155,-9684.653621657,-9844.838758278507,-9844.838758278507,-160.1851366215069
156,-9746.740459918,-9909.436556918292,-9909.436556918292,-162.69609700029105
157,-9210.317276164,-9359.602799636496,-9359.602799636496,-149.2855234724957
158,-8902.79877032,-9042.132744395461,-9042.132744395461,-139.3339740754618
159,-8703.731582235,-8831.572602879423,-8831.572602879423,-127.84102064442413
160,-8944.931217598001,-9071.389214158715,-9071.389214158715,-126.45799656071358
161,-9032.896589606,-9164.025650319902,-9164.025650319902,-131.1290607139017
162,-8725.875124248001,-8845.747093424616,-8845.747093424616,-119.87196917661458
163,-8569.681858035,-8680.880582682415,-8680.880582682415,-111.19872464741638
164,-8334.293369944,-8436.588187943384,-8436.588187943384,-102.29481799938367
165,-8221.86295136,-8322.668626666009,-8322.668626666009,-100.8056753060082
166,-8068.074074551,-8160.548135327793,-8160.548135327793,-92.47406077679261
167,-7850.538549336,-7930.647767997103,-7930.647767997103,-80.10921866110311
168,-8103.488519533001,-8180.971300231537,-8180.971300231537,-77.48278069853586
169,-8225.655292046,-8307.42940662189,-8307.42940662189,-81.77411457589005
170,-8077.386290945,-8160.235518408865,-8160.235518408865,-82.84922746386474
171,-8012.200413803001,-8091.879591936233,-8091.879591936233,-79.6791781332322
172,-8172.649567439,-8257.561463134922,-8257.561463134922,-84.91189569592188
173,-8331.386942596999,-8418.264297256039,-8418.264297256039,-86.87735465904007
174,-8474.307145701,-8559.882911750417,-8559.882911750417,-85.57576604941823
175,-8560.726383149,-8649.713169961025,-8649.713169961025,-88.98678681202546
176,-8706.315661880999,-8800.27269426706,-8800.27269426706,-93.95703238606075
177,-8666.250711529001,-8765.879966804994,-8765.879966804994,-99.62925527599327
178,-8842.820386222,-8943.07543148561,-8943.07543148561,-100.25504526360965
179,-8632.332515079,-8725.038724766418,-8725.038724766418,-92.70620968741787
180,-8299.18104112,-8383.00245740929,-8383.00245740929,-83.82141628928912
181,-8066.759002121,-8149.282633830923,-8149.282633830923,-82.5236317099234
182,-7798.943389698001,-7876.830524309102,-7876.830524309102,-77.88713461110092
183,-7641.201907419,-7713.202854738614,-7713.202854738614,-72.00094731961417
184,-7820.079946995999,-7890.5268721197435,-7890.5268721197435,-70.44692512374422
185,-7657.152076244,-7721.508415693938,-7721.508415693938,-64.35633944993788
186,-7818.935463226,-7885.437141307666,-7885.437141307666,-66.50167808166589
187,-7989.696021118,-8062.663729778151,-8062.663729778151,-72.96770866015049
188,-8022.22212827,-8096.726887491658,-8096.726887491658,-74.50475922165788
189,-8033.62505488,-8110.987075198811,-8110.987075198811,-77.36202031881112
190,-8090.228177379,-8168.344596074944,-8168.344596074944,-78.11641869594405
191,-8135.529870255,-8212.649596400592,-8212.649596400592,-77.11972614559181
192,-8181.008193424001,-8257.145363924428,-8257.145363924428,-76.1371705004276
193,-8272.873044524,-8349.19080724534,-8349.19080724534,-76.31776272134084
194,-8350.724269593,-8428.461310493776,-8428.461310493776,-77.73704090077626
195,-7995.164520223,-8062.709940609145,-8062.709940609145,-67.54542038614454
196,-7639.753664326,-7702.643462499286,-7702.643462499286,-62.88979817328618
197,-7376.059021548001,-7432.892116025617,-7432.892116025617,-56.833094477616214
198,-7362.0774933659995,-7414.533341176935,-7414.533341176935,-52.455847810935666
199,-7341.05478569,-7390.252867190741,-7390.252867190741,-49.198081500740955
200,-7458.99469773,-7511.671189109876,-7511.671189109876,-52.6764913798761
201,-7516.397988594,-7573.7878849835715,-7573.7878849835715,-57.38989638957173
202,-7636.776967969,-7692.981588434849,-7692.981588434849,-56.204620465849075
203,-7344.383233596,-7393.968186267626,-7393.968186267626,-49.584952671626525
204,-7231.109419945,-7277.665174533717,-7277.665174533717,-46.55575458871681
205,-6979.340293665,-7020.651024535076,-7020.651024535076,-41.31073087007644
206,-6738.4693870969995,-6773.028944325258,-6773.028944325258,-34.5595572282582
207,-6892.348418194,-6929.454925193232,-6929.454925193232,-37.1065069992319
208,-6929.172334609,-6966.225142423981,-6966.225142423981,-37.05280781498095
209,-6698.73765573,-6727.447935468796,-6727.447935468796,-28.71027973879518
210,-6579.479577876999,-6609.006367694761,-6609.006367694761,-29.52678981776171
211,-6683.111111617,-6716.836133534329,-6716.836133534329,-33.725021917329286
212,-6830.691951444001,-6861.977192928129,-6861.977192928129,-31.285241484128164
213,-6662.376618635,-6688.977126096177,-6688.977126096177,-26.600507461176676
214,-6498.980274846999,-6518.846646100524,-6518.846646100524,-19.86637125352445
215,-6249.0324645440005,-6264.10078133879,-6264.10078133879,-15.068316794789098
216,-6308.650926703001,-6317.590498034327,-6317.590498034327,-8.939571331326079
217,-6150.484330305,-6156.342435450387,-6156.342435450387,-5.858105145386617
218,-6231.286955647,-6239.926850639425,-6239.926850639425,-8.63989499242507
219,-6379.782085666,-6384.2315396139875,-6384.2315396139875,-4.449453947987422
220,-6473.923734023,-6478.850203076069,-6478.850203076069,-4.926469053069013
221,-6557.160697202,-6561.778051732412,-6561.778051732412,-4.617354530411831
222,-6554.488849386999,-6556.017477621499,-6556.017477621499,-1.5286282344995925
223,-6605.173314705,-6605.152224346193,-6605.152224346193,0.02109035880675947
224,-6265.183036957,-6263.872650878885,-6263.872650878885,1.3103860781147887
225,-6146.724518445,-6145.950782941663,-6145.950782941663,0.7737355033368658
226,-6178.529737966999,-6181.358424068571,-6181.358424068571,-2.8286861015722025
227,-6000.19796121,-6003.2563267674905,-6003.2563267674905,-3.058365557490106
228,-5742.814663651,-5744.333405108286,-5744.333405108286,-1.5187414572856142
229,-5775.517081023,-5781.163790846351,-5781.163790846351,-5.646709823350648
230,-5817.497209359,-5823.467400352836,-5823.467400352836,-5.970190993835786
231,-5843.790642534001,-5849.163278773376,-5849.163278773376,-5.372636239375424
232,-5629.282566935,-5631.89391758811,-5631.89391758811,-2.6113506531091843
233,-5476.698967222,-5473.2080811807855,-5473.2080811807855,3.490886041214253
234,-5260.236312129,-5251.786539705504,-5251.786539705504,8.449772423496142
235,-5289.758064521,-5280.335727379112,-5280.335727379112,9.42233714188842
236,-5112.109773683,-5098.0463718643605,-5098.0463718643605,14.06340181863925
237,-4898.956177985,-4875.904920974724,-4875.904920974724,23.05125701027646
238,-5003.112456865,-4982.803737007307,-4982.803737007307,20.308719857693177
239,-5076.762576117,-5061.669083802577,-5061.669083802577,15.093492314423202
240,-5111.851945567,-5095.919269613402,-5095.919269613402,15.932675953597936
241,-5063.333931049,-5046.448705874672,-5046.448705874672,16.885225174328298
242,-4956.039207324,-4936.562274996815,-4936.562274996815,19.47693232718484
243,-4715.612606474,-4690.819919794642,-4690.819919794642,24.792686679357757
244,-4557.629157802,-4527.2797499646995,-4527.2797499646995,30.349407837300532
245,-4372.307647713,-4340.02669960038,-4340.02669960038,32.280948112619626
246,-4220.121561662,-4182.712091454727,-4182.712091454727,37.40947020727344
247,-4021.1391309220003,-3981.115522606284,-3981.115522606284,40.0236083157165
248,-4065.710006166,-4020.520172182217,-4020.520172182217,45.189833983783046
249,-4087.228976745,-4047.7873718392757,-4047.7873718392757,39.44160490572449
250,-4121.248347513,-4085.9517102713007,-4085.9517102713007,35.2966372416995
251,-3930.006416308,-3894.9089175262993,-3894.9089175262993,35.09749878170078
252,-3955.874582141,-3919.4023069889463,-3919.4023069889463,36.4722751520535
253,-3972.310716933,-3934.569260554383,-3934.569260554383,37.74145637861693
254,-4008.72690466,-3972.590286378687,-3972.590286378687,36.136618281313076
255,-4035.926075439,-3995.7089631635326,-3995.7089631635326,40.21711227546757
256,-4099.281598379001,-4060.6921361233144,-4060.6921361233144,38.58946225568616
257,-4128.538811182,-4095.704650430163,-4095.704650430163,32.83416075183732
258,-3895.449228633,-3859.289839546591,-3859.289839546591,36.15938908640919
259,-3686.6443424359995,-3645.0580273095075,-3645.0580273095075,41.58631512649208
260,-3659.767920182,-3619.4399292234766,-3619.4399292234766,40.327990958523515
261,-3705.326774545,-3663.0117270502665,-3663.0117270502665,42.315047494733335
262,-3745.152293693,-3703.583912946791,-3703.583912946791,41.568380746209186
263,-3584.781071555,-3543.2127963823605,-3543.2127963823605,41.56827517263946
264,-3472.9652748340004,-3423.6454585304923,-3423.6454585304923,49.319816303508105
265,-3485.9572522709996,-3434.1091969323793,-3434.1091969323793,51.84805533862027
266,-3466.299640699,-3414.057063422755,-3414.057063422755,52.2425772762449
267,-3496.059977171,-3443.797675318577,-3443.797675318577,52.26230185242275
268,-3371.282513823,-3313.9747317789534,-3313.9747317789534,57.30778204404669
269,-3375.713047588,-3317.097163706284,-3317.097163706284,58.615883881715945
270,-3427.168388965,-3366.3186156799056,-3366.3186156799056,60.849773285094216
271,-3399.9211535920003,-3339.8633811211325,-3339.8633811211325,60.0577724708678
272,-3297.5751019629997,-3236.7647766464825,-3236.7647766464825,60.810325316517265
273,-3233.7463701359998,-3168.6795560570217,-3168.6795560570217,65.06681407897804
274,-3266.51336426,-3205.6544410875213,-3205.6544410875213,60.858923172478626
275,-3323.3191615279998,-3261.4262668576257,-3261.4262668576257,61.89289467037406
276,-3355.3616313690004,-3290.029484405957,-3290.029484405957,65.33214696304321
277,-3346.466171876,-3280.2917636190705,-3280.2917636190705,66.17440825692938
278,-3245.828210657,-3179.9350562176337,-3179.9350562176337,65.8931544393663
279,-3191.8808629409996,-3126.7311932996604,-3126.7311932996604,65.14966964133919
280,-3230.775045189,-3162.604318735835,-3162.604318735835,68.17072645316512
281,-3045.706252651,-2978.878743160561,-2978.878743160561,66.82750949043884
282,-2887.1876308729998,-2817.3912003490423,-2817.3912003490423,69.7964305239575
283,-2908.991530933,-2842.5449165024556,-2842.5449165024556,66.44661443054429
284,-2958.056145855,-2894.3852420615603,-2894.3852420615603,63.67090379343972
285,-2951.981573629,-2889.209951644968,-2889.209951644968,62.77162198403221
286,-2956.265837265,-2888.264329359777,-2888.264329359777,68.00150790522275
287,-2938.666703888,-2878.006028557069,-2878.006028557069,60.6606753309311
288,-2950.51717971,-2883.5433170416595,-2883.5433170416595,66.97386266834064
289,-2782.747697535,-2710.1560496564807,-2710.1560496564807,72.59164787851932
290,-2789.329584748,-2713.8540150051954,-2713.8540150051954,75.47556974280451
291,-2803.8725351,-2728.0589698948315,-2728.0589698948315,75.81356520516829
292,-2814.744748061,-2740.9414247569875,-2740.9414247569875,73.80332330401234
293,-2801.223040064,-2727.01701155056,-2727.01701155056,74.20602851344029
294,-2704.310029501,-2630.0563746493385,-2630.0563746493385,74.2536548516614
295,-2607.781765018,-2531.4330892471708,-2531.4330892471708,76.34867577082923
296,-2566.846810746,-2489.9528769805584,-2489.9528769805584,76.89393376544149
297,-2541.8868152210002,-2461.167149572975,-2461.167149572975,80.71966564802506
298,-2562.8696660729997,-2485.7099531939452,-2485.7099531939452,77.1597128790545
299,-2458.410465165,-2381.426293335362,-2381.426293335362,76.98417182963794
300,-2353.91365404,-2276.1965095706264,-2276.1965095706264,77.71714446937358
301,-2269.419940975,-2189.0444061946328,-2189.0444061946328,80.37553478036716
302,-2269.208610141,-2188.943998459366,-2188.943998459366,80.26461168163405
303,-2240.5244729379997,-2161.1816714946835,-2161.1816714946835,79.34280144331615
304,-2277.50735017,-2194.7922608546287,-2194.7922608546287,82.71508931537119
305,-2188.213256316,-2107.9881391393046,-2107.9881391393046,80.22511717669522
306,-2191.713268185,-2113.3884154724888,-2113.3884154724888,78.32485271251107
307,-2111.402990339,-2030.6018972693146,-2030.6018972693146,80.80109306968552
308,-2084.168773004,-1999.2984976402959,-1999.2984976402959,84.87027536370397
309,-2095.598219379,-2008.776344994736,-2008.776344994736,86.82187438426399
310,-2102.091849074,-2015.5537669288397,-2015.5537669288397,86.53808214516039
311,-2055.253613891,-1966.7692411337616,-1966.7692411337616,88.48437275723836
312,-1972.245379088,-1882.2876131890575,-1882.2876131890575,89.9577658989424
313,-1934.750739405,-1843.3838876292475,-1843.3838876292475,91.3668517757526
314,-1944.1972529720001,-1854.0250134396024,-1854.0250134396024,90.17223953239773
315,-1962.790549127,-1868.3348743466343,-1868.3348743466343,94.45567478036583
316,-1845.1747358320001,-1747.685082743658,-1747.685082743658,97.48965308834204
317,-1797.7857232570002,-1702.6325988854223,-1702.6325988854223,95.15312437157786
318,-1724.1334080420002,-1633.51622164342,-1633.51622164342,90.61718639858009
319,-1657.43573373,-1571.2015737757588,-1571.2015737757588,86.23415995424125
320,-1597.192129831,-1511.5138707064282,-1511.5138707064282,85.67825912457192
321,-1616.124713769,-1521.2724846988924,-1521.2724846988924,94.85222907010757
322,-1542.808045516,-1451.4200080040305,-1451.4200080040305,91.38803751196951
323,-1479.513890598,-1387.028296908629,-1387.028296908629,92.48559368937094
324,-1462.77086324,-1376.0500728421302,-1376.0500728421302,86.72079039786968
325,-1472.499213613,-1385.483714990029,-1385.483714990029,87.01549862297088
326,-1407.514715731,-1319.5423434823451,-1319.5423434823451,87.97237224865489
327,-1325.810645445,-1240.1283840422223,-1240.1283840422223,85.68226140277784
328,-1296.531176772,-1210.6420063550922,-1210.6420063550922,85.88917041690775
329,-1240.328695702,-1154.416446925767,-1154.416446925767,85.9122487762329
330,-1206.056237003,-1114.3007768874027,-1114.3007768874027,91.75546011559732
331,-1185.565740417,-1090.822047627119,-1090.822047627119,94.74369278988092
332,-1197.205292934,-1101.58113810425,-1101.58113810425,95.62415482975007
333,-1165.896220582,-1071.7909936090186,-1071.7909936090186,94.10522697298143
334,-1166.3891639639999,-1076.7509367378746,-1076.7509367378746,89.63822722612531
335,-1158.295278906,-1069.5630391531165,-1069.5630391531165,88.73223975288352
336,-1147.009797475,-1054.0000238315788,-1054.0000238315788,93.00977364342111
337,-1157.782900703,-1058.9904058498773,-1058.9904058498773,98.79249485312266
338,-1167.287223366,-1064.0050155052938,-1064.0050155052938,103.2822078607062
339,-1131.9962017760001,-1031.0938913263901,-1031.0938913263901,100.90231044961001
340,-1133.020618922,-1030.5617752770013,-1030.5617752770013,102.45884364499875
341,-1065.2558814410002,-965.9629675075992,-965.9629675075992,99.292913933401
342,-1061.739812754,-965.5907653890617,-965.5907653890617,96.14904736493827
343,-1063.926824772,-970.3024312670693,-970.3024312670693,93.6243935049306
344,-1069.565922938,-970.7962577889596,-970.7962577889596,98.76966514904052
345,-1047.6844411519999,-950.5811617974928,-950.5811617974928,97.1032793545071
346,-1061.403931675,-961.8850755794526,-961.8850755794526,99.51885609554733
347,-1009.216750553,-902.6109197109033,-902.6109197109033,106.60583084209668
348,-942.114671506,-836.6050815098685,-836.6050815098685,105.50958999613158
349,-925.15391773,-817.3239107899021,-817.3239107899021,107.83000694009786
350,-940.329077539,-829.970994493918,-829.970994493918,110.35808304508191
351,-933.905635628,-821.2860417481012,-821.2860417481012,112.61959387989884
352,-924.977419952,-819.3039780935508,-819.3039780935508,105.67344185844922
353,-950.9934091189999,-849.2169264921025,-849.2169264921025,101.7764826268974
354,-987.054846608,-880.2669773203882,-880.2669773203882,106.7878692876119
355,-925.025703329,-814.9461217813293,-814.9461217813293,110.07958154767061
356,-928.8216021569999,-822.8968853401752,-822.8968853401752,105.92471681682468
357,-942.307932098,-836.4386166791205,-836.4386166791205,105.86931541887952
358,-971.484116082,-867.2804110622528,-867.2804110622528,104.20370501974719
359,-976.285507855,-865.8318403202509,-865.8318403202509,110.45366753474912
360,-952.074586,-847.2925569673566,-847.2925569673566,104.78202903264332
361,-945.948376207,-841.5249136342964,-841.5249136342964,104.42346257270367
362,-943.9224930510001,-844.8767614788289,-844.8767614788289,99.04573157217112
363,-946.587965492,-846.1195703379801,-846.1195703379801,100.46839515401984
364,-967.208912735,-864.6792420474078,-864.6792420474078,102.52967068759222
365,-946.778373314,-845.943462901979,-845.943462901979,100.83491041202092
366,-914.83106664,-810.5950238662639,-810.5950238662639,104.23604277373613
367,-926.89740912,-826.0587564555676,-826.0587564555676,100.8386526644324
368,-918.054171913,-817.5277494086773,-817.5277494086773,100.52642250432268
369,-918.9261031980001,-818.6102725739663,-818.6102725739663,100.31583062403377
370,-962.186392812,-860.3772513141815,-860.3772513141815,101.80914149781847
371,-949.5882695180001,-847.4382161802645,-847.4382161802645,102.15005333773559
372,-949.679001763,-845.2366575492379,-845.2366575492379,104.44234421376211
373,-943.7216315430001,-833.357786006381,-833.357786006381,110.36384553661901
374,-984.015212793,-875.5916524772967,-875.5916524772967,108.4235603157033
