,logPrior,time_stats,num_coal,theta_root,P_Z_M,P_Z_M0,E_ratio
0,34.501540999999996,0.016721,150,9.9713e-05,1318.266133,1318.26297787621,0.0031551237900657725
1,34.508948,0.016599000000000003,150,9.9876e-05,1319.518041,1319.5131651527417,0.004875847258290378
2,34.547721,0.014135,150,0.000103385,1343.8115710000002,1343.807716600878,0.003854399122246832
3,34.509759,0.016747,150,0.00010541399999999999,1318.748472,1318.74550163607,0.0029703639299896167
4,34.488215000000004,0.016817,150,0.000109151,1318.316467,1318.317858170312,-0.0013911703119902086
5,34.4738,0.019431999999999998,150,0.000112085,1295.0398300000002,1295.041608226438,-0.0017782264378638502
6,34.34463,0.019732,150,0.000117543,1293.4054019999999,1293.4075457250592,-0.0021437250593407953
7,34.306587,0.020866,150,0.000121669,1284.604557,1284.6049434980082,-0.0003864980080834357
8,34.224949,0.021185,150,0.00012673399999999998,1282.823529,1282.8239598575763,-0.00043085757624794496
9,34.142519,0.022227,150,0.000132816,1275.5999869999998,1275.6021289404152,-0.002141940415413046
10,34.209874,0.024109000000000002,150,0.000127319,1259.932409,1259.9352869385207,-0.0028779385206689767
11,34.219224,0.023431,150,0.00012156200000000001,1263.4837109999999,1263.4856187568141,-0.0019077568142620294
12,34.050589,0.022695,150,0.000127861,1271.162337,1271.1596616995353,0.0026753004647162015
13,34.045757,0.020322,150,0.000127861,1289.7212470000002,1289.7188783488655,0.0023686511347023043
14,34.082076,0.024673,150,0.000127861,1255.6862130000002,1255.6897373285387,-0.0035243285385604395
15,34.086646,0.022241,150,0.00012749200000000002,1274.639457,1274.6404565700843,-0.0009995700843319355
16,34.107172,0.023802,150,0.00012723799999999998,1262.3238390000001,1262.3230017276626,0.0008372723375487112
17,34.110748,0.021634,150,0.00012749299999999998,1279.398393,1279.4016940464421,-0.003301046442174993
18,34.149171,0.024099000000000002,150,0.000122355,1258.3039210000002,1258.2999959214621,0.003925078538031812
19,34.0885,0.021580000000000002,150,0.00012912900000000002,1280.0548880000001,1280.057173070997,-0.0022850709967769944
20,34.11673,0.022852,150,0.000133789,1271.0536630000001,1271.0528013962892,0.0008616037109732133
21,34.175396,0.022938999999999998,150,0.00013430600000000002,1270.4840800000002,1270.4840047380042,7.526199601670669e-05
22,34.19762,0.023004,150,0.00012942799999999998,1269.09584,1269.0940654399624,0.0017745600375747017
23,34.268207000000004,0.023562,150,0.000129095,1264.6970509999999,1264.6996244335694,-0.0025734335695233312
24,34.232517,0.022953,150,0.000133824,1270.3007699999998,1270.3035152650962,-0.0027452650963368797
25,34.079021000000004,0.024387,150,0.000141816,1261.1547269999999,1261.1568334140493,-0.002106414049421801
26,34.056107,0.025852999999999998,150,0.000135927,1249.284825,1249.2832846037052,0.0015403962947857508
27,34.017821000000005,0.023490999999999998,150,0.000139288,1267.164503,1267.1665352346822,-0.0020322346822467807
28,34.014615,0.025783999999999998,150,0.000139515,1250.7594550000001,1250.7611734280867,-0.0017184280866331392
29,34.113343,0.025348,150,0.000138942,1253.751875,1253.754337262942,-0.002462262942117377
30,34.183834000000004,0.027676999999999997,150,0.000139159,1237.0707419999999,1237.0684827469624,0.0022592530374367925
31,34.058859000000005,0.026438,150,0.000145012,1247.4574539999999,1247.4602398695733,-0.002785869573472155
32,34.007249,0.026310000000000004,150,0.00015088299999999999,1249.446565,1249.449434267688,-0.00286926768808371
33,34.055538,0.028810000000000002,150,0.000150886,1232.880684,1232.8811185597365,-0.00043455973650452506
34,34.129308,0.024653,150,0.000141188,1259.170203,1259.1736536813091,-0.0034506813092320954
35,34.161446999999995,0.026475,150,0.000144614,1247.116861,1247.1148808587436,0.001980141256353818
36,34.303025,0.02348,150,0.000140845,1267.444282,1267.4415781843798,0.002703815620179739
37,34.292446000000005,0.023637000000000002,150,0.000135278,1265.46723,1265.4697963087774,-0.0025663087774319138
38,34.365294,0.026014,150,0.000135278,1247.8971390000002,1247.8985726064755,-0.0014336064753024402
39,34.282241,0.022744,150,0.000134902,1272.018465,1272.019909826221,-0.0014448262209043605
40,34.268398,0.02421,150,0.00013522,1261.218676,1261.2216366301259,-0.0029606301259264
41,34.306742,0.022664,150,0.000132569,1272.2703060000001,1272.273142726408,-0.00283672640784971
42,34.309657,0.022987,150,0.000128256,1268.9683009999999,1268.9669382563593,0.0013627436405840854
43,34.316332,0.025529,150,0.000127973,1249.037107,1249.038373281534,-0.0012662815338444489
44,34.337187,0.022928,150,0.000128383,1269.455042,1269.4553398490236,-0.00029784902358187537
45,34.227686,0.023791,150,0.00012873099999999998,1262.8319179999999,1262.828178194761,0.0037398052388653014
46,34.347802,0.020543000000000002,150,0.000125919,1287.80612,1287.8082731293682,-0.0021531293682528485
47,34.416268,0.024324000000000002,150,0.000126431,1257.9563699999999,1257.9546303364878,0.0017396635121258441
48,34.429326,0.022686,150,0.000132619,1272.1128449999999,1272.115145661418,-0.0023006614180758334
49,34.451006,0.025925999999999998,150,0.000136063,1248.78396,1248.7868725177939,-0.002912517793902225
50,34.363303,0.027732999999999997,150,0.00014321,1237.9966689999999,1237.9991702194186,-0.0025012194187183923
51,34.351031,0.024872,150,0.000148221,1258.689062,1258.6895176569762,-0.0004556569763281004
52,34.380568,0.028671,150,0.000145333,1232.169823,1232.1665362053855,0.0032867946144961024
53,34.271762,0.028421,150,0.000150858,1235.4533210000002,1235.4521013538322,0.001219646168010513
54,34.334114,0.025844,150,0.000150335,1252.461025,1252.459337856705,0.0016871432951575116
55,34.220207,0.029323000000000002,150,0.00016005499999999998,1231.766814,1231.7652618383072,0.0015521616928708681
56,34.203428,0.029918,150,0.00016057999999999998,1228.166993,1228.1677030949688,-0.0007100949687810498
57,34.285154999999996,0.028404000000000002,150,0.000159985,1237.494469,1237.495007123605,-0.0005381236051107408
58,34.229464,0.029657,150,0.000159647,1229.58709,1229.5877951465357,-0.0007051465356653353
59,34.141519,0.029992,150,0.00016214500000000001,1228.0558640000002,1228.0547685998317,0.001095400168424021
60,34.168352,0.028508999999999996,150,0.00015269,1235.323474,1235.325564490056,-0.002090490055934424
61,34.196647,0.028081000000000002,150,0.000158374,1239.248239,1239.246618091069,0.0016209089310450508
62,34.207256,0.028213,150,0.00015770200000000002,1238.293683,1238.2918728806544,0.0018101193456914189
63,34.266766,0.029651999999999998,150,0.000158271,1229.304139,1229.3028017005222,0.0013372994778819702
64,34.172189,0.026497000000000003,150,0.000165873,1249.871671,1249.8726007702671,-0.0009297702670210128
65,34.09917,0.029541,150,0.000166319,1231.593594,1231.5960080890197,-0.002414089019794119
66,33.976407,0.028814,150,0.00016706000000000002,1236.0667,1236.0687519918238,-0.0020519918236914236
67,33.921132,0.027574,150,0.000173731,1243.953946,1243.9558052471066,-0.0018592471064948768
68,33.836172,0.03125,150,0.000184991,1224.327331,1224.3254474958353,0.0018835041646525497
69,33.766376,0.032737,150,0.00019241200000000001,1217.214015,1217.2127088251953,0.0013061748047675792
70,33.660185999999996,0.032434,150,0.000199289,1219.338358,1219.3366847302068,0.001673269793172949
71,33.589960999999995,0.033769,150,0.000206377,1213.213792,1213.2152419509516,-0.0014499509516099351
72,33.654149,0.036241,150,0.00019732599999999997,1199.909891,1199.9095418351126,0.0003491648874387465
73,33.716077,0.037001,150,0.00019198099999999998,1194.958373,1194.956585294027,0.0017877059729016764
74,33.54974,0.035677,150,0.00020479599999999998,1203.790441,1203.789002467127,0.0014385328731805203
