Sample	theta_A	theta_B	theta_C	theta_AB	theta_root	tau_AB	tau_root	Data-ld-ln	Full-ld-ln	Gene-ld-ln
0	0.93493119953921655085338215940282680	1.04388628817955053662558384530711919	1.07960762450584724092550459317862988	0.91037878099290658884257254612748511	1.02742305767106101299646070401649922	0.49246044206001932108662799691956025	3.09975517653841325937946749036200345	-1069.60552552967783412896096706390380859	-7348015.06293491646647453308105468750000000	1999987.43528652749955654144287109375000000
1	0.93841972413874441549808125273557380	1.04778135874433542262806895450921729	1.11505915830566304514093189936829731	0.91377569273779979397431816323660314	0.99346699041407204866516167385270819	0.49429796803761788526188070136413444	3.15671482325956542780431846040301025	-1043.93209656811654895136598497629165649	-7213009.13080126699060201644897460937500000	1993348.64796068426221609115600585937500000
2	0.94248322186624788887598924702615477	1.05231840870253567921110970928566530	1.11988753119601924801429504441330209	0.91773247812431291148271839119843207	0.99776885103577017677167759757139720	0.50295040135462631969431868128594942	3.19653780439637502652772127476055175	-1032.25033549878662597620859742164611816	-7150713.53168474137783050537109375000000000	1989461.85419080778956413269042968750000000
3	0.94248322186624788887598924702615477	1.05231840870253567921110970928566530	1.11988753119601924801429504441330209	0.95308790331445392141063166491221637	0.95423024216462726254661674829549156	0.51110395011489173633378868544241413	3.19653780439637502652772127476055175	-1025.70614655017220684385392814874649048	-7118383.37866244744509458541870117187500000	1989852.64591158647090196609497070312500000
4	0.94594879097715445226413066848181188	1.05618784859008796317425549204926938	1.12400542692695570856642461876617745	0.99972511508022743331736137406551279	0.95773900579586768166961974202422425	0.51298331095748916919063731256756000	3.20829167164806472456461960973683745	-1021.81034637714094515104079619050025940	-7098889.44543809257447719573974609375000000	1989837.71355238743126392364501953125000000
5	0.95004901039772893245327622935292311	1.06076589971703150183657271554693580	1.12887743366165049785365681600524113	1.05533133871198980813232992659322917	0.90787826039945551670484746864531189	0.51520683949738588225386592966970056	3.25270753515832833357990239164792001	-1019.62876535619284368294756859540939331	-7086646.82540815230458974838256835937500000	1988502.99862718768417835235595703125000000
6	0.95233929385879667606218390574213117	1.06332308841950640143636519496794790	1.13159881886135238460155960638076067	1.05787542631646691582147923327283934	0.85848178005750364061299251261516474	0.51644884879439667546563441646867432	3.26054883828051700334071938414126635	-1018.34343391638969933410407975316047668	-7078634.08904165122658014297485351562500000	1986916.91945970244705677032470703125000000
7	0.95233929385879667606218390574213117	1.06332308841950640143636519496794790	1.13159881886135238460155960638076067	1.05787542631646691582147923327283934	0.83938716145503489141077579915872775	0.51159278220112835988686583732487634	3.23463350204187127800992129778023809	-1016.90984107932240476657170802354812622	-7073543.66571348160505294799804687500000000	1988994.46031686943024396896362304687500000
8	0.95580111335410244954857716948026791	1.06718834171844778602178394066868350	1.13571225918378870822778026195010170	1.09582700926146325848264950764132664	0.80443507468881814137517949347966351	0.51345245750645518434396308293798938	3.24639161954237387419652804965153337	-1016.72419923011875653173774480819702148	-7070263.97811509389430284500122070312500000	1986642.98196449968963861465454101562500000
9	0.95580111335410244954857716948026791	1.06718834171844778602178394066868350	1.20835983777940825234509247820824385	1.13017811374468268859061481634853408	0.77629297145804732060980768437730148	0.51345245750645518434396308293798938	3.27142854536844973623033183685038239	-1016.26936263571633389801718294620513916	-7067639.73735608067363500595092773437500000	1986292.92417749855667352676391601562500000
10	0.97931913222100064331243629567325115	1.06718834171844778602178394066868350	1.25242027600694449951390652131522074	1.17083012720348200730313692474737763	0.77629297145804732060980768437730148	0.51345245750645518434396308293798938	3.30325993757009328533058578614145517	-1016.82003886967117978201713413000106812	-7066030.64088275190442800521850585937500000	1981930.44653439614921808242797851562500000
11	0.97931913222100064331243629567325115	1.06718834171844778602178394066868350	1.25242027600694449951390652131522074	1.17083012720348200730313692474737763	0.75504314140885475659104031365131959	0.50610236761339510991319912136532366	3.29265301619731509674693370470777154	-1016.95501752032294007221935316920280457	-7064853.17689227219671010971069335937500000	1980078.08929065708070993423461914062500000
12	0.97931913222100064331243629567325115	1.06718834171844778602178394066868350	1.25718751466250511228395225771237165	1.17083012720348200730313692474737763	0.73210340761228653860825943411327899	0.50610236761339510991319912136532366	3.26368685809358050065043244103435427	-1017.50335443968299387051956728100776672	-7064141.12950606178492307662963867187500000	1976624.35730764642357826232910156250000000
13	0.97931913222100064331243629567325115	1.06718834171844778602178394066868350	1.33266788613167497246081438788678497	1.20808923326718042901006811007391661	0.73210340761228653860825943411327899	0.50149326381185033163490061269840226	3.28186348913274938965400906454306096	-1017.20389620709443079249467700719833374	-7063381.26380540989339351654052734375000000	1977361.78276993799954652786254882812500000
14	0.97931913222100064331243629567325115	1.06718834171844778602178394066868350	1.33266788613167497246081438788678497	1.26448624616872939974143719155108556	0.73210340761228653860825943411327899	0.49237963678865365180215007967490237	3.30613511325756537218012454104609787	-1017.55290519739367027796106413006782532	-7062740.36013234686106443405151367187500000	1974975.83414537832140922546386718750000000
15	0.98143123266626841605386744049610570	1.06948994994560075966205658914986998	1.33554205487104082905602808750700206	1.30823908360596008471077311696717516	0.73368233717908992730372119694948196	0.49344155339569834017865446185169276	3.31326546455478743169464905804488808	-1017.94340330631348479073494672775268555	-7062001.74395989347249269485473632812500000	1972284.72742832638323307037353515625000000
16	0.98346178775250525649909150160965510	1.07170269617300717435171009128680453	1.33830525581894033138041777419857681	1.31094579543335232330036888015456498	0.73520030639777256276090611208928749	0.49091864231321546974129432783229277	3.32012052257329726145940185233484954	-1018.10639108826774190674768760800361633	-7061359.26975275576114654541015625000000000	1970827.31431141681969165802001953125000000
17	0.98346178775250525649909150160965510	1.07170269617300717435171009128680453	1.33830525581894033138041777419857681	1.31094579543335232330036888015456498	0.72503949913426890550027792414766736	0.48127084993209845453776551948976703	3.28644623463540286323336658824700862	-1017.73525483174398686969652771949768066	-7060961.53185079712420701980590820312500000	1972285.25769207719713449478149414062500000
18	0.98598968186762703247438821563264355	1.07445740507227927018618629517732188	1.34174524100448833152654515288304538	1.35990073281676404626239218487171456	0.72690314356450236310536183736985549	0.47559491502535955476105300476774573	3.31545327031418324281730747316032648	-1017.88408626316481786489021033048629761	-7060549.80233746673911809921264648437500000	1971129.37102164234966039657592773437500000
19	0.98598968186762703247438821563264355	1.07445740507227927018618629517732188	1.34174524100448833152654515288304538	1.35990073281676404626239218487171456	0.72690314356450236310536183736985549	0.47559491502535955476105300476774573	3.31545327031418324281730747316032648	-1018.19014200821800386620452627539634705	-7059850.20020753424614667892456054687500000	1968899.49016644433140754699707031250000000
20	0.98598968186762703247438821563264355	1.07445740507227927018618629517732188	1.39293309492097550084110935131320730	1.41952264902666391854779703862732276	0.72690314356450236310536183736985549	0.46691622624756534687406883676885627	3.31545327031418324281730747316032648	-1017.72996596463008245336823165416717529	-7059514.60013476759195327758789062500000000	1970864.77031161729246377944946289062500000
21	0.98731940884140312331140876267454587	1.07590644152770331665180947311455384	1.39481163456803702871411587693728507	1.48766293481378930607661459362134337	0.72788346083870503200330404069973156	0.45980854001265819563926129376341123	3.31992456217950993035969986522104591	-1018.14611980345966912864241749048233032	-7059137.46909448970109224319458007812500000	1968406.87007719092071056365966796875000000
22	0.98731940884140312331140876267454587	1.07590644152770331665180947311455384	1.43817352028120559737089934060350060	1.57212441391173141091996967588784173	0.72788346083870503200330404069973156	0.45980854001265819563926129376341123	3.34231637383977275845836629741825163	-1018.95062644008203278644941747188568115	-7058932.16678603272885084152221679687500000	1964179.03458562213927507400512695312500000
