iter	coalStatFlat	numCoalFlat	migStatFlat	numMigFlat	logPrior	logLikelihood	dataLogLikelihood	genealogyLogLikelihood
      0	 0.029167	      150	 0.005967	        0	32.806236	-13235.607076	-14584.546983	1348.939907
      1	 0.033333	      150	 0.006498	        0	32.869018	-13177.613673	-14507.280422	1329.666748
      2	 0.033875	      150	 0.007072	        0	32.737952	-13117.009045	-14438.544612	1321.535567
      3	 0.033105	      150	 0.006193	        0	32.618231	-13054.352087	-14386.713389	1332.361301
      4	 0.032591	      150	 0.006626	        0	32.555841	-13054.563372	-14385.721472	1331.158100
      5	 0.033338	      150	 0.007330	        0	32.416288	-13049.001211	-14375.472992	1326.471781
      6	 0.038266	      150	 0.008232	        0	32.470676	-13054.431900	-14354.683552	1300.251652
      7	 0.041433	      150	 0.008555	        0	32.351146	-13064.036439	-14348.756750	1284.720311
      8	 0.044189	      150	 0.008442	        0	32.456477	-13043.638425	-14314.979494	1271.341069
      9	 0.043897	      150	 0.008846	        0	32.482916	-13042.714994	-14311.255162	1268.540168
     10	 0.042002	      150	 0.008769	        0	32.526281	-13038.791883	-14315.306877	1276.514994
     11	 0.043406	      150	 0.008581	        0	32.546858	-13034.551450	-14308.206059	1273.654610
     12	 0.037283	      150	 0.007695	        0	32.666545	-13011.990644	-14313.187563	1301.196919
     13	 0.039883	      150	 0.008019	        0	32.560184	-13020.344662	-14312.344644	1291.999983
     14	 0.037661	      150	 0.008162	        0	32.577556	-12999.586015	-14300.690583	1301.104569
     15	 0.036157	      150	 0.008152	        0	32.472241	-13003.348281	-14308.206676	1304.858394
     16	 0.038012	      150	 0.007599	        0	32.461470	-13014.775667	-14316.268784	1301.493117
     17	 0.037112	      150	 0.007347	        0	32.581010	-13001.124487	-14310.525231	1309.400744
     18	 0.041320	      150	 0.007909	        0	32.566535	-13011.145736	-14299.154722	1288.008987
     19	 0.035744	      150	 0.007550	        0	32.551765	-12998.293050	-14309.523588	1311.230538
     20	 0.034335	      150	 0.006761	        0	32.680678	-12985.094135	-14302.166888	1317.072752
     21	 0.041187	      150	 0.007616	        0	32.576478	-13018.377305	-14300.785116	1282.407811
     22	 0.039908	      150	 0.007834	        0	32.578558	-13007.812672	-14298.054535	1290.241863
     23	 0.036735	      150	 0.007090	        0	32.660720	-12984.852289	-14292.004469	1307.152180
     24	 0.038918	      150	 0.007556	        0	32.576475	-13001.458385	-14300.451265	1298.992880
     25	 0.039403	      150	 0.007629	        0	32.616860	-12997.017030	-14290.984124	1293.967094
     26	 0.039781	      150	 0.007879	        0	32.583345	-13005.258989	-14297.134635	1291.875646
     27	 0.037625	      150	 0.007194	        0	32.668559	-12996.410927	-14298.578076	1302.167148
     28	 0.039091	      150	 0.007496	        0	32.514858	-12997.412135	-14295.029470	1297.617334
     29	 0.035691	      150	 0.006767	        0	32.455632	-12980.947620	-14301.574106	1320.626486
     30	 0.037721	      150	 0.007226	        0	32.372895	-12984.924739	-14294.986367	1310.061629
     31	 0.041959	      150	 0.008470	        0	32.285506	-13010.299170	-14297.134862	1286.835692
     32	 0.042612	      150	 0.008449	        0	32.358273	-13007.008218	-14288.024119	1281.015901
     33	 0.046445	      150	 0.009241	        0	32.294638	-13028.060378	-14288.538803	1260.478425
     34	 0.042143	      150	 0.008102	        0	32.325032	-13003.089981	-14290.049854	1286.959874
     35	 0.041797	      150	 0.008373	        0	32.325231	-13005.077972	-14292.108990	1287.031018
     36	 0.043984	      150	 0.008451	        0	32.332036	-13013.213236	-14290.390832	1277.177596
     37	 0.044685	      150	 0.008266	        0	32.367259	-13011.313428	-14288.056809	1276.743381
     38	 0.045609	      150	 0.008781	        0	32.319475	-13023.404091	-14291.334957	1267.930866
     39	 0.044501	      150	 0.009122	        0	32.239920	-13014.552977	-14287.673516	1273.120539
     40	 0.041092	      150	 0.009150	        0	32.200091	-13003.937197	-14288.785370	1284.848173
     41	 0.045915	      150	 0.009497	        0	32.105144	-13024.605062	-14288.554106	1263.949043
     42	 0.048809	      150	 0.009457	        0	32.115062	-13043.708544	-14298.950013	1255.241469
     43	 0.045525	      150	 0.008903	        0	32.084362	-13027.581961	-14296.616271	1269.034310
     44	 0.050728	      150	 0.009092	        0	31.950703	-13044.678008	-14297.836987	1253.158979
     45	 0.045209	      150	 0.009041	        0	31.795075	-13013.321123	-14287.644929	1274.323805
     46	 0.048096	      150	 0.009173	        0	31.859643	-13027.367893	-14289.592285	1262.224392
     47	 0.051742	      150	 0.009688	        0	31.861792	-13043.844294	-14293.734353	1249.890059
     48	 0.044552	      150	 0.008433	        0	32.045935	-13016.022680	-14295.802035	1279.779355
     49	 0.042698	      150	 0.008202	        0	32.084981	-13014.832107	-14300.840121	1286.008013
     50	 0.042501	      150	 0.008139	        0	32.110289	-13009.251217	-14295.589150	1286.337932
     51	 0.038131	      150	 0.007540	        0	31.989104	-12991.615634	-14298.208474	1306.592840
     52	 0.045545	      150	 0.008254	        0	31.979359	-13027.977273	-14304.885704	1276.908431
     53	 0.044441	      150	 0.008196	        0	32.000799	-13034.192913	-14310.809191	1276.616279
