Sample	theta_A	theta_B	theta_root	tau_root	Data-ld-ln	Full-ld-ln	Gene-ld-ln
1312	 5.18435	 4.14248	 7.34200	 1.12819	-1318.037058896	-14264.886484451	1084.515895491
1313	 5.07874	 3.98408	 7.10754	 1.09697	-1316.187246349	-14265.091386178	1103.218922691
1314	 4.90124	 3.81771	 6.78675	 1.09396	-1315.442780493	-14263.852430081	1109.424625155
1315	 4.67297	 3.94621	 7.04100	 1.06064	-1317.183496248	-14260.621494775	1088.786532291
1316	 4.66144	 4.07492	 7.32316	 1.09406	-1318.160040202	-14274.217183219	1092.616781196
1317	 4.78149	 4.26181	 7.06647	 1.07426	-1318.758415728	-14265.799878139	1078.215720864
1318	 4.93286	 4.46197	 6.96629	 1.05274	-1320.868743557	-14274.751749497	1066.064313924
1319	 4.66219	 4.45229	 7.45549	 1.05046	-1320.792748205	-14264.101352238	1056.173870192
1320	 4.41274	 4.24096	 7.86326	 1.01059	-1318.850104166	-14260.757343282	1072.256301619
1321	 4.36233	 4.49507	 8.16924	 1.01365	-1320.141384173	-14265.895506643	1064.481664913
1322	 4.35015	 4.73696	 8.42121	 0.98932	-1319.517737299	-14270.907654949	1075.730281956
1323	 4.53502	 4.91794	 8.73326	 0.96615	-1319.860913304	-14262.721518308	1064.112385271
1324	 4.72504	 4.72355	 9.07375	 0.93138	-1321.362839834	-14274.513532701	1060.885134357
1325	 4.52906	 4.80090	 9.03360	 0.95146	-1321.294162178	-14272.582729577	1059.641107795
1326	 4.42565	 4.86182	 8.65587	 0.99792	-1319.342831394	-14267.139476776	1073.711162832
1327	 4.43955	 4.71668	 9.26082	 1.03958	-1319.553628777	-14263.746201772	1068.209914000
1328	 4.42459	 4.82304	 9.28151	 1.00970	-1316.974490327	-14265.325229142	1095.580325872
1329	 4.64215	 4.98003	 8.77172	 1.04556	-1320.793044204	-14273.436933444	1065.506491399
1330	 4.63775	 4.87658	 8.63892	 1.04406	-1321.859857114	-14273.407710470	1054.809139328
1331	 4.86470	 5.12378	 8.34462	 1.05312	-1323.641588531	-14276.384315748	1039.968430439
1332	 4.64554	 4.95554	 7.96186	 1.08268	-1321.204218789	-14271.260606971	1059.218419084
1333	 4.83692	 5.24242	 7.87752	 1.12317	-1320.514076980	-14265.512450691	1060.371680894
1334	 5.09743	 5.46210	 7.85022	 1.15693	-1322.091628985	-14257.471866004	1036.555576157
1335	 5.07814	 5.22793	 7.46930	 1.19560	-1319.973608896	-14261.864243133	1062.128154175
1336	 4.88464	 5.53578	 7.48658	 1.17175	-1320.441621534	-14266.142334816	1061.726119472
1337	 4.70358	 5.34075	 7.51149	 1.15407	-1319.945360284	-14264.475415604	1065.021812762
1338	 4.59704	 5.77846	 7.17631	 1.15244	-1320.344449059	-14266.940758017	1063.496267426
1339	 4.52159	 5.54446	 7.19858	 1.18040	-1321.815943834	-14265.083233344	1046.923795004
1340	 4.80766	 5.74451	 6.89780	 1.15251	-1320.207088506	-14264.895445023	1062.824559959
1341	 4.82420	 6.02827	 7.12232	 1.12574	-1321.226340768	-14267.530772393	1055.267364709
1342	 4.65190	 6.43606	 6.88058	 1.15503	-1320.074971350	-14260.036711561	1059.286998057
1343	 4.46213	 6.42117	 6.66563	 1.15235	-1320.296105642	-14262.965742182	1060.004685762
1344	 4.29524	 6.73306	 6.77089	 1.18580	-1319.056685592	-14264.589987047	1074.023131125
1345	 4.06045	 6.37057	 6.52021	 1.16831	-1321.337483919	-14265.280137981	1051.905298793
1346	 4.25565	 6.15838	 6.73074	 1.18658	-1321.425098030	-14275.105165717	1060.854185417
1347	 4.48864	 5.88378	 7.05653	 1.16991	-1320.159988421	-14266.697680124	1065.097795912
1348	 4.58953	 5.86189	 6.72763	 1.16556	-1321.595288480	-14270.054777259	1054.101892454
1349	 4.77799	 5.60834	 6.92367	 1.13387	-1321.227629361	-14268.287382880	1056.011089270
1350	 4.62847	 5.40199	 6.77308	 1.14496	-1319.457620854	-14262.297175967	1067.720967427
1351	 4.45275	 5.62163	 6.94411	 1.17224	-1318.242890844	-14258.640147738	1076.211239301
1352	 4.31981	 5.93680	 7.24263	 1.20430	-1319.253533554	-14259.835801146	1067.300465608
1353	 4.54865	 6.15671	 7.52547	 1.18409	-1318.059875945	-14254.279946083	1073.681186628
1354	 4.28610	 6.41650	 7.82564	 1.14739	-1320.040787443	-14263.334681845	1062.926807417
1355	 4.10469	 6.64629	 7.60205	 1.15021	-1317.934639284	-14253.846372629	1074.499979789
1356	 4.23357	 6.26806	 7.29102	 1.18556	-1319.909025284	-14264.592658583	1065.502405747
1357	 4.42218	 6.06283	 7.14831	 1.18843	-1320.978014847	-14263.882451023	1054.102302552
1358	 4.41564	 6.05386	 7.29284	 1.16080	-1319.502893223	-14268.716678355	1073.687746123
1359	 4.25054	 5.87100	 7.15246	 1.12452	-1318.631080964	-14254.934078213	1068.623268571
1360	 4.49140	 5.79512	 7.00445	 1.12880	-1321.359312683	-14259.551764014	1045.958637186
1361	 4.66448	 5.43213	 7.22460	 1.11101	-1321.296831204	-14259.368777146	1046.400465110
1362	 4.79856	 5.72024	 6.77155	 1.14497	-1321.085368175	-14265.635702277	1054.782020526
1363	 5.01450	 5.93604	 6.90483	 1.11969	-1319.775129498	-14263.489736662	1065.738441685
1364	 4.86435	 5.92507	 7.10752	 1.10569	-1319.825162282	-14262.030538790	1063.778915975
1365	 4.72918	 5.75977	 6.86649	 1.07614	-1320.675823295	-14273.786772435	1067.028539486
1366	 5.12625	 5.51679	 7.16492	 1.05070	-1319.451810539	-14263.260978000	1068.742872608
1367	 4.91043	 5.77819	 6.90967	 1.03519	-1318.896397660	-14270.765526183	1081.801549587
1368	 4.64655	 5.43721	 7.18090	 1.01715	-1319.693087004	-14274.762111839	1077.831241798
1369	 4.97850	 5.75046	 6.91963	 1.00156	-1319.066765198	-14265.111433834	1074.443781851
1370	 4.87331	 5.43031	 7.11486	 0.96833	-1320.702324039	-14267.012818470	1059.989578081
1371	 4.99084	 5.59096	 6.70068	 0.94622	-1319.116860590	-14263.030551866	1071.861945969
1372	 4.72430	 5.28084	 6.40069	 0.95423	-1321.515157633	-14273.078264912	1057.926688584
1373	 4.74097	 5.19239	 6.42327	 0.98587	-1318.974418522	-14272.943416216	1083.199230996
1374	 4.90731	 5.39092	 6.71457	 1.00739	-1318.750624165	-14262.197091114	1074.690849461
1375	 4.71996	 5.57219	 6.70086	 0.98057	-1320.653612337	-14263.497698400	1056.961575034
1376	 5.02461	 5.48891	 6.71463	 0.95473	-1322.402549340	-14265.259235618	1041.233742220
1377	 5.22603	 5.22835	 6.40095	 0.91008	-1320.435162145	-14262.650678807	1058.299057357
1378	 4.88128	 4.88620	 6.18383	 0.91612	-1318.582642517	-14264.178690879	1078.352265711
1379	 4.89623	 5.06883	 5.88789	 0.93515	-1316.667588775	-14261.708892622	1095.033004869
1380	 4.90736	 5.08035	 6.14593	 0.96846	-1317.940648099	-14267.303658220	1087.897177229
1381	 4.62500	 5.23749	 5.76084	 0.93463	-1319.627293586	-14274.474193824	1078.201257960
1382	 4.35620	 5.01259	 5.75379	 0.90271	-1318.087859783	-14268.645591132	1087.766993301
1383	 4.48109	 5.15167	 5.95225	 0.88393	-1318.668709388	-14266.454315960	1079.767222076
1384	 4.27895	 5.00103	 5.83106	 0.90808	-1317.680692437	-14262.446672001	1085.639747627
1385	 4.50956	 4.79013	 6.02597	 0.93916	-1319.418425270	-14269.677710468	1075.493457771
1386	 4.29260	 4.57593	 5.90998	 0.96726	-1318.566850661	-14267.589550121	1081.921043509
1387	 4.53710	 4.67796	 5.64475	 0.95604	-1318.136757374	-14261.458952550	1080.091378806
1388	 4.29755	 4.41839	 5.43825	 0.94230	-1317.258383690	-14267.391114268	1094.807277372
1389	 4.31173	 4.64664	 5.31762	 0.90970	-1315.987946101	-14269.538754841	1109.659293832
1390	 4.54631	 4.80455	 5.14525	 0.90453	-1318.664591684	-14267.771524918	1081.125608073
1391	 4.74658	 4.90011	 5.36884	 0.88580	-1317.609857737	-14273.529036687	1097.430459317
1392	 4.89930	 5.13473	 5.16518	 0.88807	-1317.948797123	-14268.505755158	1089.017783924
1393	 4.88884	 5.02904	 5.35972	 0.91507	-1318.962908507	-14266.628443075	1076.999358004
1394	 4.93780	 4.81553	 5.36913	 0.93797	-1318.322694944	-14270.036957799	1086.810008363
1395	 4.75741	 4.61733	 5.09781	 0.93424	-1316.320240800	-14262.233412794	1099.031004791
1396	 4.77092	 4.79659	 4.89619	 0.97434	-1320.295219720	-14262.922017486	1059.969820283
1397	 4.90157	 4.63096	 4.70021	 0.95034	-1316.407465851	-14262.533330870	1098.458672361
1398	 5.01175	 4.76740	 4.52511	 0.98080	-1317.164313494	-14266.676045525	1095.032910586
1399	 4.84003	 4.43175	 4.28028	 1.00863	-1318.628325622	-14270.549781593	1084.266525371
1400	 4.65912	 4.30172	 4.41403	 1.00593	-1317.192022640	-14273.470261300	1101.550034896
1401	 4.90352	 4.32032	 4.57288	 0.98353	-1317.277867792	-14272.514726226	1099.736048304
1402	 5.17761	 4.07130	 4.74623	 0.97997	-1315.798385864	-14270.953802924	1112.969944284
1403	 5.16323	 3.97711	 4.55887	 0.95846	-1316.381009498	-14264.486253013	1100.676158036
1404	 5.35010	 4.16600	 4.79067	 0.94145	-1317.379687969	-14265.639326513	1091.842446821
1405	 5.19256	 4.28821	 5.08919	 0.90725	-1317.097926431	-14277.680995240	1106.701730926
1406	 5.00837	 4.07418	 5.30780	 0.91005	-1316.327368427	-14272.718170646	1109.444486374
1407	 5.07331	 4.21289	 5.12527	 0.89140	-1317.569529702	-14267.624881985	1091.929584965
1408	 5.24622	 4.31097	 4.96279	 0.91698	-1319.016705926	-14269.024818821	1078.857759559
1409	 4.98074	 4.57212	 4.94691	 0.87191	-1317.399931350	-14267.406191130	1093.406877634
1410	 4.75565	 4.66779	 5.14134	 0.89407	-1319.381493285	-14272.444912466	1078.629979612
1411	 4.82751	 4.39349	 5.18348	 0.89060	-1319.529997733	-14265.920348081	1070.620370752
1412	 5.07758	 4.59877	 5.40183	 0.92711	-1320.776754938	-14272.049465305	1064.281915929
1413	 5.22861	 4.86488	 5.14986	 0.95038	-1318.713798654	-14269.893899646	1082.755913109
1414	 4.95205	 4.68981	 4.96574	 0.91419	-1318.690045757	-14276.506238112	1089.605780538
1415	 4.84069	 4.56726	 4.79410	 0.88291	-1320.706815893	-14280.985106533	1073.916947602
1416	 5.02041	 4.79279	 4.64960	 0.92729	-1319.630227539	-14272.401334244	1076.099058850
1417	 5.10300	 4.58447	 4.73685	 0.89644	-1317.721339361	-14266.420183322	1089.206789707
1418	 5.24423	 4.39544	 4.45547	 0.93066	-1317.010513084	-14260.910639064	1090.805508220
1419	 5.05276	 4.70680	 4.27084	 0.90246	-1318.281938230	-14264.645659540	1081.826277244
1420	 4.91958	 4.52899	 4.11042	 0.90700	-1318.973426659	-14261.181475291	1071.447208706
1421	 4.89715	 4.81049	 3.94786	 0.87983	-1316.383242657	-14267.624948730	1103.792522157
1422	 4.90084	 4.81412	 4.07267	 0.87603	-1313.657564125	-14257.952647105	1121.377005860
1423	 5.01686	 4.66746	 3.91747	 0.89903	-1315.555535050	-14264.007921036	1108.452570536
1424	 5.23393	 4.75648	 3.67821	 0.92964	-1317.283566017	-14271.461253981	1098.625593813
1425	 5.09557	 4.63285	 3.66928	 0.94752	-1316.239710030	-14268.388521738	1105.991421442
1426	 5.26985	 4.41876	 3.84818	 0.92664	-1314.904267326	-14267.963966395	1118.921293136
1427	 5.50577	 4.43155	 4.03521	 0.89929	-1318.468175027	-14271.166432422	1086.484682151
1428	 5.72523	 4.44817	 3.86472	 0.93510	-1317.547175616	-14264.978723796	1089.506967631
1429	 5.35579	 4.26839	 3.71614	 0.89979	-1318.262593734	-14267.921085257	1085.295147917
1430	 5.11606	 4.09789	 3.53004	 0.93602	-1316.773921233	-14270.984524175	1103.245311844
1431	 5.19435	 4.17673	 3.65772	 0.91139	-1315.962089395	-14269.265142626	1109.644248672
1432	 4.94961	 4.37830	 3.58521	 0.86856	-1315.879246068	-14264.990030696	1106.197570020
1433	 4.74660	 4.17148	 3.74809	 0.86569	-1316.052695458	-14267.746725440	1107.219770860
1434	 4.54314	 4.07307	 3.68394	 0.83173	-1316.021128795	-14272.459012389	1112.247724442
1435	 4.32777	 4.14357	 3.48306	 0.82910	-1314.974694688	-14275.867921152	1126.120974271
1436	 4.16551	 4.28056	 3.68479	 0.77700	-1315.192625685	-14275.969959946	1124.043703100
1437	 4.30015	 4.19810	 3.59949	 0.80515	-1313.969179925	-14269.696469753	1130.004670500
1438	 4.14156	 4.33382	 3.50329	 0.81256	-1315.231671345	-14272.730227790	1120.413514337
1439	 3.92272	 4.46578	 3.50329	 0.78173	-1312.181510157	-14267.664411148	1145.849309575
1440	 4.11826	 4.24792	 3.34407	 0.80113	-1314.980247158	-14261.713664419	1111.911192842
1441	 3.92831	 4.11595	 3.35511	 0.80377	-1315.652611926	-14268.549575755	1112.023456497
1442	 4.11045	 3.99171	 3.50130	 0.83180	-1313.386403916	-14270.345935735	1136.481896575
1443	 3.89446	 3.87362	 3.55046	 0.85902	-1317.653569142	-14272.812060433	1096.276369013
1444	 4.01309	 3.97224	 3.55602	 0.86037	-1314.417442700	-14266.953198122	1122.778771124
1445	 4.15454	 4.06034	 3.66298	 0.88006	-1316.663694086	-14267.533234531	1100.896293666
1446	 4.03940	 4.24309	 3.65298	 0.85533	-1317.443706732	-14273.395303601	1098.958236276
1447	 3.82722	 4.31679	 3.64440	 0.85332	-1316.294369443	-14266.916925036	1103.973230607
1448	 3.99005	 4.18345	 3.46949	 0.83517	-1315.844932199	-14266.905133719	1108.455811725
1449	 3.80616	 4.07594	 3.64011	 0.79451	-1315.319575997	-14277.922023985	1124.726264018
1450	 3.79023	 3.83475	 3.47694	 0.83093	-1314.492156090	-14279.305768741	1134.384207837
1451	 3.95010	 4.00817	 3.32993	 0.88004	-1315.715434350	-14270.222276767	1113.067933265
1452	 3.83206	 4.22095	 3.27152	 0.85134	-1314.428822696	-14273.738483796	1129.450256833
1453	 3.95447	 4.12574	 3.21442	 0.80803	-1315.257022739	-14278.738046267	1126.167818874
1454	 3.86034	 4.04992	 3.09059	 0.83420	-1314.204918275	-14269.692464585	1127.643281836
1455	 3.67182	 3.87454	 3.28714	 0.78987	-1314.496178194	-14272.967234985	1128.005453042
1456	 3.50179	 4.05927	 3.19009	 0.80614	-1315.899403363	-14279.465252794	1120.471219168
1457	 3.64295	 4.28501	 3.34245	 0.80838	-1315.120853111	-14282.979345816	1131.770814702
1458	 3.55327	 4.45244	 3.43826	 0.76825	-1313.305178828	-14282.233296795	1149.181508519
1459	 3.43612	 4.65982	 3.61274	 0.76943	-1314.114528255	-14279.583962367	1138.438679822
1460	 3.44565	 4.44684	 3.46421	 0.74462	-1315.722197566	-14275.922701173	1118.700725513
1461	 3.55141	 4.68765	 3.61020	 0.76104	-1313.805685379	-14262.055242451	1123.998388659
1462	 3.72028	 4.80303	 3.70337	 0.78074	-1316.195446273	-14272.216056294	1110.261593567
1463	 3.73912	 4.69229	 3.85763	 0.75586	-1315.045469156	-14268.098551125	1117.643859565
1464	 3.63411	 4.93977	 3.94792	 0.75867	-1317.373440850	-14269.194191828	1095.459783329
1465	 3.82586	 4.75774	 3.88726	 0.72772	-1316.440161374	-14272.118194188	1107.716580452
1466	 3.67573	 4.67101	 3.75561	 0.72953	-1315.959474760	-14281.291401066	1121.696653463
1467	 3.58219	 4.48825	 3.67621	 0.76882	-1316.477264506	-14264.813676483	1100.041031421
1468	 3.53853	 4.38929	 3.75433	 0.78822	-1316.740350370	-14268.818930723	1101.415427027
1469	 3.63451	 4.55758	 3.60125	 0.75028	-1313.571500033	-14264.690775661	1128.975775327
1470	 3.48798	 4.38907	 3.76231	 0.77678	-1315.445549617	-14269.762323226	1115.306827052
1471	 3.55120	 4.13233	 3.71463	 0.75141	-1316.337452565	-14281.457882520	1118.083356869
1472	 3.42593	 3.99559	 3.84639	 0.73162	-1315.544873634	-14275.694724055	1120.245987715
1473	 3.58727	 4.16441	 3.64176	 0.75798	-1316.539716281	-14276.211582358	1110.814419544
1474	 3.50452	 3.92101	 3.64942	 0.75957	-1315.735134919	-14267.594129119	1110.242779924
1475	 3.51921	 3.93745	 3.52387	 0.71738	-1314.953221073	-14287.497456827	1137.965246099
1476	 3.74170	 3.76437	 3.67736	 0.71905	-1317.359598184	-14276.576142960	1102.980161116
1477	 3.60064	 3.91365	 3.82451	 0.73819	-1313.544844370	-14263.607926273	1128.159482577
1478	 3.61257	 4.08744	 3.96231	 0.74064	-1313.223231914	-14267.306064827	1135.073745685
1479	 3.54695	 3.90470	 4.08318	 0.76809	-1315.200282845	-14271.404483095	1119.401654645
1480	 3.68033	 4.04261	 4.15699	 0.79852	-1314.247985780	-14261.781178103	1119.301320298
1481	 3.58236	 3.85944	 4.03932	 0.77521	-1316.677838354	-14274.178113029	1107.399729485
1482	 3.48548	 4.02649	 3.91823	 0.77834	-1314.632741492	-14274.764647665	1128.437232746
1483	 3.61397	 4.31613	 3.90490	 0.77924	-1313.606822457	-14268.150695301	1132.082470729
1484	 3.81882	 4.54813	 3.98505	 0.75082	-1315.243682489	-14267.112570971	1114.675746082
1485	 3.81263	 4.58007	 4.12029	 0.74961	-1313.138067705	-14263.173419348	1131.792742296
1486	 3.75133	 4.81609	 3.89801	 0.72934	-1315.789062265	-14274.763177184	1116.872554532
1487	 3.73996	 4.65215	 3.70819	 0.69179	-1315.187291870	-14270.039762424	1118.166843720
1488	 3.62020	 4.80903	 3.86953	 0.71692	-1316.402565417	-14277.052399742	1113.026745575
1489	 3.53285	 5.01421	 4.09926	 0.73080	-1315.260551221	-14269.698510150	1117.092997941
1490	 3.44289	 4.87922	 4.24281	 0.77120	-1317.657229161	-14275.186435539	1098.614143927
1491	 3.26195	 4.93080	 4.41858	 0.74510	-1316.815901158	-14272.489337456	1104.330325878
1492	 3.35010	 5.26800	 4.43498	 0.69973	-1317.029081395	-14276.801707009	1106.510893056
1493	 3.34264	 5.46045	 4.61589	 0.66862	-1317.499050999	-14274.005187746	1099.014677752
1494	 3.54605	 5.25687	 4.60700	 0.66733	-1317.178143726	-14281.011072109	1109.229634854
1495	 3.46189	 4.98351	 4.67419	 0.70030	-1315.294912796	-14276.130966887	1123.181838927
1496	 3.64310	 5.17569	 4.54358	 0.70140	-1317.939288160	-14275.384110789	1095.991229192
1497	 3.81047	 4.90620	 4.41060	 0.66371	-1317.091282821	-14271.234967728	1100.322139515
1498	 4.04143	 5.05483	 4.72227	 0.67872	-1316.228786937	-14274.668453549	1112.380584174
1499	 3.90440	 4.83280	 4.62366	 0.72114	-1317.964345104	-14270.925168060	1091.281717020
1500	 3.89779	 5.04396	 4.78404	 0.70652	-1317.280409237	-14268.997070545	1096.192978173
1501	 4.07127	 5.21466	 4.87217	 0.67582	-1314.873757747	-14265.984989001	1117.247411529
1502	 3.92634	 5.03353	 4.73878	 0.70273	-1317.321637692	-14264.897609915	1091.681232992
1503	 3.75118	 5.28147	 4.57122	 0.73813	-1316.371563642	-14265.485281928	1101.769645505
1504	 3.97573	 5.04077	 4.46120	 0.76705	-1316.839776323	-14268.816922084	1100.419158850
1505	 3.96485	 4.95963	 4.72101	 0.74660	-1314.823130505	-14263.124686684	1114.893381633
1506	 3.82967	 5.09919	 4.98079	 0.74947	-1315.474243460	-14268.230718422	1113.488283825
1507	 3.66397	 4.91590	 4.69760	 0.72411	-1314.440549765	-14270.565780946	1126.160283296
1508	 3.81462	 5.07552	 4.97504	 0.68182	-1314.798348037	-14265.271450578	1117.287970212
1509	 3.94309	 5.25031	 4.66531	 0.70965	-1316.836580045	-14266.047735406	1097.681934959
1510	 3.82506	 5.26295	 4.48075	 0.67144	-1316.920596461	-14267.569871820	1098.363907213
1511	 4.08809	 5.40643	 4.30701	 0.67144	-1315.829140103	-14268.015786977	1109.724385952
1512	 3.93539	 5.62813	 4.02423	 0.69379	-1316.846493295	-14270.986479638	1102.521546691
1513	 4.19687	 5.50421	 4.22562	 0.67153	-1316.836927499	-14272.897456967	1104.528181978
1514	 4.06672	 5.72678	 4.03738	 0.70465	-1317.161247389	-14273.021058297	1101.408584404
1515	 3.96477	 5.40458	 4.05005	 0.69839	-1314.503974842	-14257.065176879	1112.025428463
1516	 4.11723	 5.66532	 4.03567	 0.69591	-1314.388856586	-14267.782664613	1123.894098754
1517	 4.30922	 5.64951	 3.87248	 0.67351	-1314.027694609	-14268.717090633	1128.440144544
1518	 4.49557	 5.66611	 4.01447	 0.67548	-1316.459356627	-14273.517329539	1108.923763267
1519	 4.36016	 5.68429	 3.91576	 0.65442	-1319.953260855	-14283.013308717	1083.480700167
1520	 4.14256	 5.42016	 3.89319	 0.65294	-1317.203377208	-14276.627037513	1104.593265430
1521	 4.38788	 5.55798	 4.01532	 0.65205	-1316.425146619	-14269.619816762	1105.368350577
1522	 4.26931	 5.30985	 3.89752	 0.67114	-1316.920379600	-14260.742572564	1091.538776565
1523	 4.19215	 5.62684	 3.71493	 0.69323	-1316.206575327	-14262.213839070	1100.148085799
1524	 4.40507	 5.50921	 3.96126	 0.72324	-1318.970142195	-14264.883400571	1075.181978619
1525	 4.14357	 5.68915	 4.18014	 0.69172	-1319.671334383	-14266.606459838	1069.893116010
1526	 4.04052	 5.47820	 4.35856	 0.72216	-1317.246020553	-14260.707925535	1088.247720004
1527	 4.12066	 5.71559	 4.48518	 0.74382	-1318.269265352	-14264.480325267	1081.787671743
1528	 3.94275	 6.01984	 4.75342	 0.77764	-1317.954309968	-14262.200741432	1082.657641749
1529	 3.71954	 5.69248	 4.73956	 0.74652	-1316.970463651	-14261.627174428	1091.922537923
1530	 3.58094	 5.36418	 4.85628	 0.74477	-1318.225703434	-14270.214366485	1087.957332142
1531	 3.42753	 5.56719	 5.05934	 0.72231	-1317.108283033	-14266.593580427	1095.510750095
1532	 3.34421	 5.58203	 4.83385	 0.70352	-1316.843210386	-14264.698427677	1096.266323814
1533	 3.49099	 5.39780	 4.67609	 0.68301	-1316.633769836	-14261.174897788	1094.837199423
1534	 3.36596	 5.19755	 4.86860	 0.72210	-1316.195357524	-14268.122184765	1106.168609521
1535	 3.46161	 4.88904	 5.13537	 0.73754	-1317.926416354	-14273.614826925	1094.350663386
1536	 3.38368	 4.99902	 5.35205	 0.76324	-1316.773625901	-14267.062819423	1099.326560415
1537	 3.46705	 5.20841	 5.13027	 0.76537	-1316.401643067	-14263.245192637	1099.228761971
1538	 3.33962	 5.06550	 5.36148	 0.79533	-1317.014738541	-14266.930644429	1096.783259022
1539	 3.14615	 5.25732	 5.53347	 0.75424	-1315.730292093	-14265.625948385	1108.323027453
1540	 3.17538	 5.06226	 5.69367	 0.77557	-1318.080001512	-14270.720517365	1089.920502242
1541	 3.08874	 5.03572	 5.49735	 0.77699	-1314.798082877	-14268.832368907	1120.851540140
1542	 3.21727	 4.81649	 5.33006	 0.73658	-1316.993241142	-14264.128511138	1094.196099717
1543	 3.02473	 4.57163	 5.43282	 0.76598	-1318.748509580	-14272.104805773	1084.619709972
1544	 3.12698	 4.40557	 5.66072	 0.76862	-1315.285200044	-14270.637299987	1117.785299545
1545	 3.00807	 4.38878	 5.63914	 0.72941	-1316.244293827	-14265.945699658	1103.502761391
1546	 3.15515	 4.37297	 5.37446	 0.70465	-1318.391632607	-14279.015921295	1095.099595227
1547	 3.24728	 4.16490	 5.44629	 0.70268	-1317.105528255	-14272.764658624	1101.709376074
1548	 3.35945	 4.25651	 5.61117	 0.70435	-1318.200526127	-14280.417270227	1098.412008961
1549	 3.49813	 4.36377	 5.62709	 0.72519	-1319.433349488	-14272.917756760	1078.584261883
1550	 3.34700	 4.48569	 5.79839	 0.70011	-1318.264358425	-14276.810170570	1094.166586321
1551	 3.46834	 4.28905	 6.00156	 0.71020	-1316.945288135	-14266.833562325	1097.380680974
1552	 3.59726	 4.45637	 5.74175	 0.72746	-1316.301526330	-14275.594265174	1112.579001871
1553	 3.58886	 4.26547	 6.00423	 0.69935	-1316.657139296	-14270.063267967	1103.491875003
1554	 3.74749	 4.37633	 5.62870	 0.68288	-1317.832157591	-14260.207290110	1081.885714197
1555	 3.88196	 4.21256	 5.81355	 0.65800	-1315.482004207	-14264.621090909	1109.801048837
1556	 3.86309	 4.36501	 5.93288	 0.63143	-1315.888422160	-14268.090648509	1109.206426909
1557	 3.87583	 4.59901	 5.77561	 0.63351	-1317.616591112	-14266.170017152	1090.004106036
1558	 3.80123	 4.68275	 5.75022	 0.61849	-1319.509818609	-14259.336452249	1064.238266156
1559	 3.59538	 4.79884	 5.73408	 0.57720	-1317.392544191	-14261.798736210	1087.873294302
1560	 3.52749	 4.63229	 5.54490	 0.57985	-1318.494052908	-14260.041000709	1075.100471627
1561	 3.61050	 4.82963	 5.52496	 0.60496	-1317.893749078	-14258.971562972	1080.034072195
1562	 3.59852	 4.95997	 5.42884	 0.60295	-1316.271232308	-14259.463313576	1096.750990492
1563	 3.58851	 4.82649	 5.41374	 0.60128	-1316.950740327	-14260.735013291	1091.227610024
1564	 3.57514	 4.69446	 5.48821	 0.59904	-1313.912360619	-14257.344219419	1118.220613233
1565	 3.48487	 4.71208	 5.50881	 0.60128	-1317.067688912	-14263.852905479	1093.176016355
1566	 3.31430	 4.87841	 5.77457	 0.57644	-1316.955051055	-14261.147517567	1091.597007020
1567	 3.16829	 4.67234	 5.49060	 0.61359	-1319.223069414	-14262.124893984	1069.894199845
1568	 3.18218	 4.96583	 5.30371	 0.61628	-1318.102066036	-14264.684748580	1083.664088225
1569	 3.18909	 4.76932	 5.47091	 0.63566	-1317.054413178	-14261.756791620	1091.212659835
1570	 3.32351	 4.63315	 5.45959	 0.62824	-1316.767210459	-14257.922777761	1090.250673168
1571	 3.15758	 4.88654	 5.71214	 0.62681	-1318.631899944	-14264.019851837	1077.700852398
1572	 3.21268	 4.67794	 5.47697	 0.61286	-1317.015941589	-14269.250924495	1099.091508606
1573	 3.05274	 4.81949	 5.75719	 0.59724	-1314.248552403	-14265.416276660	1122.930752635
1574	 3.06047	 4.63865	 5.55059	 0.59875	-1315.193850119	-14266.892666732	1114.954165543
1575	 2.87747	 4.83217	 5.52815	 0.59633	-1318.542301532	-14273.130839455	1087.707824137
1576	 2.71356	 4.72255	 5.35455	 0.57270	-1315.569796473	-14266.974251124	1111.276286389
1577	 2.61048	 4.86276	 5.24834	 0.53100	-1316.211019796	-14265.629962689	1103.519764734
1578	 2.71724	 4.67783	 5.24999	 0.54607	-1316.120729371	-14260.723869495	1099.516575789
1579	 2.83765	 4.79465	 5.45172	 0.52323	-1315.710538280	-14275.460380562	1118.354997758
1580	 2.75992	 4.62657	 5.42498	 0.49628	-1316.074575327	-14270.766166815	1110.020413548
1581	 2.68576	 4.63591	 5.43594	 0.47009	-1314.858698138	-14269.901685799	1121.314704418
1582	 2.90243	 4.46889	 5.75412	 0.49600	-1317.643491277	-14271.244239943	1094.809327175
1583	 2.90978	 4.72522	 5.94901	 0.51895	-1318.620509052	-14272.273441418	1086.068350893
1584	 3.05211	 4.86482	 5.73799	 0.53900	-1316.906534535	-14263.301579750	1094.236234402
1585	 2.98031	 4.70838	 5.53107	 0.56769	-1317.011622154	-14263.670139453	1093.553917909
1586	 2.82910	 4.64004	 5.77581	 0.57624	-1316.197363757	-14265.301395213	1103.327757640
1587	 2.67535	 4.46885	 5.54177	 0.57522	-1316.820648429	-14270.394761468	1102.188277181
1588	 2.74514	 4.62691	 5.76539	 0.54743	-1317.404221728	-14275.104897632	1101.062680350
1589	 2.80028	 4.48796	 5.96570	 0.50984	-1315.925999282	-14271.745754821	1112.485761997
