Sample	theta_A	theta_B	theta_C	theta_D	theta_AB	theta_ABC	theta_root	tau_AB	tau_ABC	tau_root	Data-ld-ln	Full-ld-ln	Gene-ld-ln
4116	 1.58560	 2.49796	 2.09633	 5.49539	 2.59327	 1.97096	 5.52699	 0.13976	 0.15488	 0.66260	-1347.984606498	-1401699.979031618	53715.372533184
4117	 1.54770	 2.50479	 2.20977	 5.51042	 2.50718	 2.06633	 5.70187	 0.14015	 0.15530	 0.66441	-1348.206311982	-1401741.026734479	53534.714752577
4118	 1.62380	 2.65830	 2.20664	 5.68640	 2.55754	 2.09513	 5.58787	 0.13995	 0.15508	 0.66347	-1348.158002555	-1401746.073718845	53588.071163861
4119	 1.55920	 2.56886	 2.15752	 5.82416	 2.43225	 2.08963	 5.57321	 0.13958	 0.15467	 0.66173	-1348.225474748	-1401750.115125458	53524.640377505
4120	 1.61664	 2.46075	 2.27560	 5.53683	 2.30813	 2.09675	 5.59217	 0.14006	 0.15520	 0.66398	-1348.144087302	-1401706.656198707	53562.568896497
4121	 1.68214	 2.37657	 2.26903	 5.56146	 2.40602	 1.98164	 5.57603	 0.13965	 0.15831	 0.66207	-1348.221904536	-1401763.448885292	53541.544349722
4122	 1.64965	 2.38353	 2.20538	 5.36711	 2.31390	 1.98744	 5.59236	 0.14006	 0.15877	 0.66401	-1347.998366236	-1401717.128000732	53718.761765122
4123	 1.70580	 2.48551	 2.29449	 5.50992	 2.40936	 1.98538	 5.58655	 0.13992	 0.15861	 0.66332	-1347.923246879	-1401701.620056079	53778.373177218
4124	 1.64529	 2.55857	 2.28742	 5.49292	 2.28258	 1.92904	 5.56931	 0.13948	 0.15812	 0.66127	-1347.805303262	-1401741.873242672	53936.569980407
4125	 1.61185	 2.48244	 2.24538	 5.53345	 2.20463	 1.91882	 5.56079	 0.13927	 0.15788	 0.66026	-1347.895655699	-1401690.702967291	53795.047268613
4126	 1.55686	 2.56619	 2.10381	 5.18769	 2.10685	 1.98030	 5.54589	 0.13890	 0.15745	 0.68251	-1347.947331311	-1401639.582253091	53692.250941708
4127	 1.61885	 2.45929	 2.05974	 5.38952	 2.01075	 1.97565	 5.38152	 0.13857	 0.15708	 0.68091	-1347.736882231	-1401611.883908693	53875.001677384
4128	 1.53596	 2.50635	 1.97486	 5.61602	 1.92831	 1.93343	 5.35771	 0.13796	 0.15639	 0.67789	-1347.500118262	-1401608.550758448	54108.432496538
4129	 1.53859	 2.43687	 2.01218	 5.62563	 1.82339	 1.93674	 5.36688	 0.13819	 0.15666	 0.67906	-1347.453247891	-1401602.497159625	54149.249268335
4130	 1.58266	 2.58258	 2.11356	 5.88810	 1.83085	 1.94467	 5.38884	 0.13876	 0.15730	 0.68183	-1347.653254796	-1401670.569068230	54017.314272427
4131	 1.63109	 2.64536	 2.17310	 5.76038	 1.76143	 1.99433	 5.59029	 0.13828	 0.15676	 0.67950	-1347.752423850	-1401759.111394847	54006.687544589
4132	 1.70362	 2.72268	 2.08776	 5.84390	 1.75465	 1.98665	 5.56876	 0.13775	 0.15615	 0.67688	-1347.877912912	-1401723.370442472	53845.457530687
4133	 1.78049	 2.61631	 2.16203	 6.25199	 1.81969	 1.98273	 5.55777	 0.13383	 0.15585	 0.67554	-1347.995253363	-1401723.550055008	53728.296692266
4134	 1.79301	 2.53889	 2.17804	 6.47927	 1.84300	 1.97789	 5.54420	 0.13350	 0.15546	 0.67390	-1347.988778732	-1401718.391824368	53729.613092270
4135	 1.85501	 2.61849	 2.23984	 6.65815	 1.80514	 1.98366	 5.71956	 0.13327	 0.15519	 0.67272	-1347.882100573	-1401681.405943135	53799.305369647
4136	 1.78026	 2.56037	 2.33631	 6.68146	 1.88720	 2.05841	 5.73959	 0.13373	 0.15574	 0.67507	-1348.184603626	-1401768.285902354	53583.682276228
4137	 1.81972	 2.42787	 2.23814	 6.53389	 1.83489	 2.04850	 5.71196	 0.13309	 0.15499	 0.67182	-1348.287736991	-1401745.129313801	53457.392322820
4138	 1.81372	 2.33594	 2.30358	 6.12871	 1.89117	 2.04175	 5.40570	 0.13265	 0.15448	 0.66961	-1348.149144638	-1401716.978913928	53567.834275941
4139	 1.80859	 2.40746	 2.17867	 6.44677	 1.90338	 2.03597	 5.39040	 0.13228	 0.15404	 0.66771	-1348.031128289	-1401721.047370090	53689.919081572
4140	 1.77887	 2.34022	 2.26851	 6.47453	 1.94586	 2.04473	 5.41361	 0.13285	 0.15323	 0.68813	-1348.023261969	-1401722.725508112	53699.463538949
4141	 1.84212	 2.41011	 2.26127	 6.57727	 1.99529	 2.03821	 5.69643	 0.13242	 0.15274	 0.68593	-1348.125488499	-1401752.616656214	53627.128156827
4142	 1.90523	 2.36482	 2.38513	 6.18296	 2.07855	 2.04310	 5.62223	 0.13274	 0.15310	 0.68758	-1347.990545135	-1401650.860628947	53660.315493982
4143	 1.90031	 2.43822	 2.48754	 6.16701	 1.99429	 2.03783	 5.60772	 0.13240	 0.15271	 0.68580	-1348.072474803	-1401721.978110840	53649.503307458
4144	 1.90577	 2.50028	 2.63168	 5.96057	 2.09394	 2.14473	 5.62383	 0.13278	 0.15315	 0.68777	-1348.080915418	-1401676.367320983	53595.451903352
4145	 1.81606	 2.43640	 2.68037	 6.23367	 2.10174	 2.08121	 5.64479	 0.13327	 0.15372	 0.69034	-1348.190082279	-1401709.780493783	53519.698215136
4146	 1.81404	 2.52996	 2.78657	 6.22672	 2.02829	 2.07889	 5.50789	 0.13312	 0.15355	 0.68957	-1347.994987710	-1401695.307296929	53700.319586736
4147	 1.81047	 2.45740	 2.92785	 6.48116	 2.07934	 2.07480	 5.49707	 0.13286	 0.15325	 0.68821	-1348.117865864	-1401733.942099268	53616.076234958
4148	 1.75336	 2.37918	 3.06196	 6.29521	 2.18068	 2.04464	 5.49745	 0.13287	 0.15326	 0.68826	-1348.144647049	-1401744.884002748	53600.236953610
4149	 1.76052	 2.38889	 2.89477	 6.61459	 2.30623	 2.05298	 5.37236	 0.12670	 0.15388	 0.69107	-1348.033212295	-1401726.798909530	53693.586614876
4150	 1.83880	 2.49160	 2.72719	 6.78710	 2.35495	 2.04787	 5.49782	 0.12638	 0.15350	 0.68935	-1348.108665443	-1401744.535371146	53635.869928330
4151	 1.79194	 2.60344	 2.72301	 6.77670	 2.35135	 2.04473	 5.39433	 0.13374	 0.15326	 0.68829	-1347.875354597	-1401675.659435576	53800.304838381
4152	 1.84619	 2.53331	 2.62911	 6.57235	 2.28069	 2.05265	 5.23677	 0.13426	 0.15386	 0.65988	-1347.741470196	-1401725.236335434	53983.766139192
4153	 1.84948	 2.61520	 2.54173	 6.58406	 2.16115	 2.05631	 5.46346	 0.13450	 0.15413	 0.66106	-1347.924685822	-1401706.652638977	53781.966817121
4154	 1.85398	 2.71633	 2.43515	 6.74036	 2.24481	 2.06131	 5.47674	 0.13482	 0.15451	 0.66266	-1348.031121522	-1401633.422938854	53602.301416832
4155	 1.90677	 2.71202	 2.33790	 6.72966	 2.13616	 2.05803	 5.46805	 0.13461	 0.15426	 0.67058	-1348.179858685	-1401685.972461059	53506.113776309
4156	 1.96512	 2.79112	 2.42782	 6.75629	 2.19205	 1.95346	 5.45239	 0.13422	 0.15382	 0.66866	-1347.908468942	-1401682.855483890	53774.386541897
4157	 1.90396	 2.67690	 2.55244	 6.97957	 2.08716	 2.07831	 5.43619	 0.13383	 0.15336	 0.66667	-1347.938530136	-1401720.471013208	53781.940876945
4158	 1.86145	 2.80382	 2.42870	 7.09197	 2.01455	 2.08154	 5.44464	 0.13403	 0.15360	 0.66771	-1348.091960888	-1401736.834570499	53644.873682435
4159	 1.92046	 2.88450	 2.43684	 7.37459	 2.07200	 2.16463	 5.46290	 0.13448	 0.15411	 0.66995	-1348.193193205	-1401697.788146596	53504.594942034
4160	 1.90098	 3.01038	 2.38173	 7.46648	 2.16176	 2.07536	 5.47442	 0.13477	 0.15444	 0.67136	-1348.196622965	-1401661.394514952	53464.771550352
4161	 1.81521	 2.87618	 2.49239	 7.05704	 2.06245	 1.99107	 5.53879	 0.13404	 0.15413	 0.67000	-1348.027224070	-1401702.313562148	53675.089491794
4162	 1.82078	 2.88500	 2.50003	 7.22096	 2.00200	 2.08309	 5.55579	 0.13445	 0.15460	 0.67206	-1347.969418811	-1401647.512211747	53678.093400908
4163	 1.80109	 2.89189	 2.42267	 7.07843	 1.93816	 2.08806	 5.56905	 0.13477	 0.15497	 0.67366	-1348.195126210	-1401700.266216891	53505.140007119
4164	 1.74682	 2.77171	 2.48773	 7.05407	 1.93149	 2.01617	 5.54988	 0.13431	 0.15444	 0.67135	-1348.053301230	-1401686.862608933	53633.561379278
4165	 1.80783	 2.75795	 2.56797	 7.05897	 1.97189	 2.01757	 5.39965	 0.13440	 0.15454	 0.67181	-1347.954833193	-1401662.735359339	53707.902166621
4166	 1.79135	 2.90210	 2.65947	 7.07272	 1.97573	 2.06217	 5.41017	 0.13466	 0.15484	 0.67312	-1348.026154870	-1401696.171548067	53670.016677592
4167	 1.72074	 3.13800	 2.74932	 7.39643	 1.91672	 2.06770	 5.19503	 0.13502	 0.15526	 0.66283	-1347.917398848	-1401726.302822254	53808.903974438
4168	 1.66013	 3.19964	 2.82711	 7.54037	 1.81158	 2.06428	 5.46061	 0.13480	 0.15500	 0.66173	-1348.033218645	-1401742.071008099	53708.852362790
4169	 1.58201	 3.32188	 2.97287	 7.31293	 1.77045	 2.06339	 5.48316	 0.13536	 0.15564	 0.66446	-1348.088091172	-1401718.960235072	53630.869062748
4170	 1.60161	 3.51080	 2.86576	 7.00757	 1.80782	 2.05681	 5.46568	 0.13492	 0.15515	 0.66235	-1347.855309237	-1401694.499429679	53839.190192857
4171	 1.68751	 3.62304	 2.80432	 7.30817	 1.77191	 2.06494	 5.48728	 0.13546	 0.15356	 0.66496	-1348.025417735	-1401674.422498276	53649.004763063
4172	 1.60635	 3.85064	 2.80100	 7.29952	 1.76981	 2.06249	 5.48078	 0.13530	 0.15505	 0.66418	-1347.908396631	-1401722.876349827	53814.479718860
4173	 1.57412	 3.77263	 2.84203	 7.32840	 1.85784	 2.07065	 5.77512	 0.13583	 0.15566	 0.66680	-1348.362167512	-1401757.928148336	53395.760636616
4174	 1.65261	 3.61158	 2.87270	 7.11698	 1.93222	 2.07739	 5.69118	 0.13627	 0.15617	 0.66897	-1348.200033039	-1401731.246089961	53531.213050659
4175	 1.72645	 3.45909	 2.97513	 7.47095	 1.89376	 2.08268	 5.70568	 0.13662	 0.15657	 0.67068	-1348.264407722	-1401767.608471489	53503.200749553
4176	 1.78839	 3.35211	 3.08096	 7.66797	 1.80086	 2.07743	 5.69128	 0.13628	 0.15617	 0.66898	-1348.307463679	-1401737.497746651	53430.034067317
4177	 1.73034	 3.35211	 3.09430	 7.66797	 1.72096	 2.07743	 5.53656	 0.13396	 0.15617	 0.66898	-1348.217542839	-1401737.316274964	53519.773436321
4178	 1.67543	 3.54102	 3.10288	 7.68922	 1.63569	 2.08318	 5.55190	 0.13433	 0.15660	 0.67084	-1348.186073846	-1401680.055841000	53493.981995008
4179	 1.72836	 3.40874	 3.02731	 7.51290	 1.56795	 2.12658	 5.56026	 0.13454	 0.15684	 0.67185	-1348.295115100	-1401686.527548534	53391.412448867
4180	 1.65865	 3.52881	 3.03267	 7.82591	 1.60618	 2.12079	 5.54511	 0.13302	 0.15641	 0.67002	-1348.128522830	-1401690.140050984	53561.617220612
4181	 1.66068	 3.35336	 3.14343	 7.68129	 1.53217	 2.12338	 5.29677	 0.13318	 0.15660	 0.67084	-1348.291788641	-1401727.437789022	53435.649147748
4182	 1.57500	 3.49425	 3.25922	 7.94536	 1.47745	 2.11536	 5.27677	 0.13268	 0.15819	 0.66830	-1348.049687848	-1401698.424205788	53648.736357548
4183	 1.64369	 3.35563	 3.46454	 7.57790	 1.53760	 2.20517	 5.25445	 0.13212	 0.15752	 0.66548	-1348.069996322	-1401723.181695097	53653.185372816
4184	 1.67801	 3.26986	 3.34574	 7.32400	 1.53009	 2.19440	 5.32678	 0.13382	 0.15156	 0.66223	-1348.242917376	-1401732.858720149	53489.941343952
4185	 1.67338	 3.26082	 3.33649	 7.30376	 1.47280	 2.18834	 5.31206	 0.13345	 0.15114	 0.66040	-1348.182729771	-1401664.596369562	53481.866598838
4186	 1.58683	 3.44298	 3.45168	 7.22891	 1.42141	 2.18647	 5.43424	 0.13334	 0.15101	 0.65983	-1348.144919695	-1401647.321376292	53502.401680846
4187	 1.59296	 3.29243	 3.37724	 7.25681	 1.49772	 2.27277	 5.45522	 0.13385	 0.15160	 0.66238	-1348.207511182	-1401661.741012098	53454.229829654
4188	 1.66340	 3.13719	 3.36559	 7.68242	 1.45242	 2.26493	 5.43640	 0.13339	 0.15107	 0.66010	-1348.267408422	-1401691.470643684	53424.062222148
4189	 1.70196	 3.12946	 3.18058	 7.50631	 1.39584	 2.22532	 5.42300	 0.13939	 0.15070	 0.63674	-1348.258222704	-1401718.978050708	53460.755346280
4190	 1.69507	 3.01295	 3.16769	 7.67057	 1.44915	 2.25854	 5.40104	 0.13883	 0.15009	 0.63416	-1348.369632434	-1401728.666360953	53359.033927069
4191	 1.79011	 3.18740	 3.29223	 7.31160	 1.50732	 2.25515	 5.39293	 0.13862	 0.14986	 0.63321	-1348.561900177	-1401692.521144035	53130.620967127
4192	 1.87039	 3.01368	 3.30094	 7.57807	 1.55702	 2.26112	 5.40720	 0.13898	 0.15026	 0.65051	-1348.496880698	-1401688.810265202	53191.929567395
4193	 1.77925	 3.16754	 3.15994	 7.54335	 1.49645	 2.38122	 5.38244	 0.13835	 0.14957	 0.64753	-1348.538651341	-1401756.457680556	53217.806339462
4194	 1.77327	 3.34945	 3.33065	 7.84733	 1.46045	 2.37322	 5.36435	 0.14058	 0.14907	 0.64535	-1348.667863016	-1401708.000178462	53040.137162850
4195	 1.72358	 3.62111	 3.20893	 8.21081	 1.51116	 2.37708	 5.24661	 0.13657	 0.14422	 0.64640	-1348.632584820	-1401701.658969532	53069.074149397
4196	 1.80638	 3.48363	 3.10298	 8.41746	 1.46388	 2.37352	 5.46157	 0.13636	 0.14401	 0.64543	-1348.652169289	-1401717.963647079	53065.794357827
4197	 1.71930	 3.39109	 3.28749	 8.16425	 1.48139	 2.39988	 5.46157	 0.13636	 0.14401	 0.64543	-1348.551610737	-1401740.963612408	53189.352875124
4198	 1.68643	 3.55591	 3.42758	 7.86283	 1.45952	 2.40885	 5.48198	 0.13687	 0.14455	 0.64784	-1348.734251913	-1401747.116581255	53012.864668665
4199	 1.61058	 3.54618	 3.26440	 7.54559	 1.41375	 2.33405	 5.46699	 0.13650	 0.14415	 0.64607	-1348.627162259	-1401748.009184507	53120.846925625
4200	 1.67826	 3.41378	 3.15939	 7.84785	 1.47347	 2.34221	 5.25717	 0.13741	 0.14465	 0.64833	-1348.542223321	-1401682.488330832	53140.265009559
4201	 1.73404	 3.27642	 3.23800	 7.64931	 1.36608	 2.27141	 5.36886	 0.13676	 0.14397	 0.64526	-1348.492932206	-1401739.406109136	53246.473903462
4202	 1.69521	 3.12348	 3.06945	 7.61845	 1.44398	 2.26225	 5.34720	 0.13621	 0.14339	 0.64265	-1348.489032687	-1401692.122178091	53203.089491396
4203	 1.75209	 3.19221	 3.06135	 7.43606	 1.36401	 2.25427	 5.48004	 0.13573	 0.14288	 0.64039	-1348.439094404	-1401693.464976995	53254.370572593
4204	 1.71818	 3.25358	 3.15861	 7.42601	 1.43778	 2.25123	 5.47264	 0.13555	 0.14269	 0.63952	-1348.552903802	-1401705.512309064	53152.608506802
4205	 1.78296	 3.10743	 3.26410	 7.15893	 1.47417	 2.25410	 5.54849	 0.13572	 0.14287	 0.62860	-1348.396681206	-1401688.074971395	53291.393765609
4206	 1.73700	 3.09665	 3.37818	 7.18036	 1.47858	 2.17319	 5.41199	 0.13613	 0.14330	 0.63048	-1348.336992156	-1401657.558606216	53320.566450686
4207	 1.74152	 3.06526	 3.31480	 6.97474	 1.40764	 2.17884	 5.42606	 0.13648	 0.14367	 0.63212	-1348.214619914	-1401630.425743025	53415.805829293
4208	 1.73895	 3.06076	 3.40212	 6.96448	 1.35021	 2.17563	 5.41808	 0.13628	 0.14380	 0.63119	-1348.410258917	-1401658.700147736	53248.441230257
4209	 1.65861	 2.87667	 3.29950	 6.54069	 1.26866	 2.16949	 5.40277	 0.13589	 0.14340	 0.62940	-1348.228667703	-1401662.088818701	53433.421115367
4210	 1.75936	 2.76711	 3.22687	 6.80481	 1.31568	 2.17899	 5.42644	 0.13814	 0.14402	 0.63216	-1348.212053125	-1401654.917655034	53442.864530312
4211	 1.71531	 2.69460	 3.06657	 6.34678	 1.27364	 2.17011	 5.40432	 0.13757	 0.14344	 0.62958	-1348.120022235	-1401608.672153203	53488.649917846
4212	 1.77387	 2.80407	 3.21079	 6.66285	 1.22912	 2.17617	 5.41941	 0.13796	 0.14384	 0.63134	-1348.307321294	-1401626.365319190	53319.044025643
4213	 1.70976	 2.63833	 3.20189	 6.84580	 1.28656	 2.17013	 5.31217	 0.13758	 0.14344	 0.62959	-1348.046518517	-1401612.659778798	53566.141261808
4214	 1.78088	 2.56228	 3.09766	 7.08636	 1.28334	 2.16469	 5.29885	 0.13723	 0.14308	 0.62801	-1348.119780558	-1401635.391880445	53515.611322807
4215	 1.74578	 2.69741	 3.10872	 7.44954	 1.28792	 2.17242	 5.31777	 0.13772	 0.14359	 0.63026	-1348.185912553	-1401598.322267110	53412.409714000
4216	 1.75251	 2.64653	 3.04570	 7.77830	 1.22045	 2.18079	 5.33826	 0.13825	 0.14414	 0.63268	-1348.286165005	-1401657.843923402	53371.678918684
4217	 1.83354	 2.60619	 2.92606	 7.37617	 1.26381	 2.12360	 5.55374	 0.13874	 0.14465	 0.63491	-1348.253916627	-1401665.904862132	53411.988235373
4218	 1.84083	 2.54709	 3.11543	 7.40208	 1.23774	 2.13203	 5.57580	 0.13929	 0.14523	 0.66106	-1348.377898463	-1401677.217855580	53299.319392566
4219	 1.84083	 2.41795	 3.22661	 7.40208	 1.28590	 2.13203	 5.85033	 0.13929	 0.14523	 0.66106	-1348.345076563	-1401671.366475325	53326.289912774
4220	 1.78457	 2.28859	 3.14598	 7.06039	 1.28074	 2.05617	 5.82685	 0.13873	 0.14464	 0.65841	-1348.215101352	-1401710.841998795	53495.740646544
4221	 1.72246	 2.35186	 3.31076	 6.92119	 1.22711	 2.05044	 5.81060	 0.13834	 0.14424	 0.65657	-1348.105836901	-1401661.786054938	53555.949154362
4222	 1.78184	 2.21019	 3.24749	 6.66713	 1.27008	 2.05148	 5.81354	 0.13841	 0.14431	 0.65690	-1348.091039173	-1401723.872024744	53632.832851923
4223	 1.68667	 2.21638	 3.08032	 6.97077	 1.21042	 2.10768	 5.58519	 0.13880	 0.14472	 0.65874	-1348.204276486	-1401711.092601437	53506.816115104
4224	 1.69092	 2.33402	 3.22680	 7.20665	 1.28345	 2.11300	 5.59928	 0.13915	 0.14508	 0.66041	-1348.186712292	-1401694.887761390	53508.175469459
4225	 1.77986	 2.43904	 3.17086	 6.80477	 1.22467	 2.02669	 5.61325	 0.13950	 0.14544	 0.66205	-1348.145508492	-1401752.277083036	53606.768591136
4226	 1.77485	 2.51268	 3.00101	 6.78563	 1.14572	 2.02098	 5.59745	 0.13911	 0.14503	 0.66019	-1347.972706119	-1401660.555544750	53687.849425543
4227	 1.67665	 2.38441	 3.13453	 6.30387	 1.14282	 2.01588	 5.58332	 0.14053	 0.14467	 0.65852	-1347.981110119	-1401728.708562050	53747.598442759
4228	 1.72710	 2.29159	 3.24214	 5.95685	 1.11121	 1.95589	 5.60216	 0.14214	 0.14516	 0.66075	-1347.934453681	-1401691.990301303	53757.536620203
4229	 1.73152	 2.40423	 3.38708	 5.77959	 1.08639	 1.96089	 5.61648	 0.14250	 0.14553	 0.66243	-1347.933020894	-1401656.616179985	53723.595286061
4230	 1.77337	 2.34616	 3.16729	 5.76329	 1.13333	 1.95536	 5.35262	 0.14210	 0.14654	 0.66057	-1347.827267026	-1401695.792720116	53868.525694316
4231	 1.70516	 2.37517	 3.15083	 5.77786	 1.06965	 2.03691	 5.36614	 0.14246	 0.14691	 0.66224	-1347.947485497	-1401744.001139785	53796.515643054
4232	 1.70886	 2.51502	 2.98333	 5.66479	 1.14447	 2.04133	 5.37780	 0.14277	 0.14723	 0.66367	-1348.180256086	-1401738.050511603	53557.794425730
4233	 1.78286	 2.59345	 2.85879	 5.67710	 1.10274	 2.04577	 5.38949	 0.14308	 0.14755	 0.66512	-1348.024869390	-1401684.900709028	53660.031319340
4234	 1.68529	 2.54413	 3.02399	 5.58752	 1.07038	 1.98529	 5.30293	 0.14370	 0.14819	 0.66797	-1347.851776573	-1401661.554298775	53809.777725776
4235	 1.59013	 2.71870	 3.21244	 5.25127	 1.11457	 1.98896	 5.31271	 0.14396	 0.14846	 0.66920	-1347.792901558	-1401739.619021029	53946.717463382
4236	 1.65861	 2.56533	 3.20081	 5.05703	 1.14559	 2.03429	 5.29348	 0.14344	 0.14792	 0.66678	-1347.835108195	-1401717.997697926	53882.889502505
4237	 1.66350	 2.57290	 3.05376	 5.23879	 1.19127	 2.04029	 5.30910	 0.14386	 0.14836	 0.66875	-1347.780271867	-1401684.978951616	53904.707084177
4238	 1.62688	 2.70081	 3.06399	 5.11153	 1.16997	 1.98092	 5.32688	 0.14465	 0.14885	 0.67099	-1347.782592727	-1401700.657914951	53918.065187871
4239	 1.58358	 2.62763	 3.35328	 5.03368	 1.12474	 2.06710	 5.33613	 0.14409	 0.14911	 0.67215	-1347.750338975	-1401710.743471663	53960.404497074
4240	 1.63574	 2.62144	 3.34538	 4.93680	 1.06552	 2.06223	 5.32356	 0.14376	 0.14876	 0.67057	-1347.789701336	-1401670.209766651	53880.508430919
4241	 1.63322	 2.75802	 3.51100	 4.67716	 1.09767	 2.05905	 5.12771	 0.14353	 0.14853	 0.66954	-1347.754672858	-1401678.568414606	53923.895556663
4242	 1.66573	 2.61073	 3.51849	 4.68714	 1.09878	 2.06344	 5.13864	 0.14384	 0.14885	 0.67097	-1347.902816538	-1401687.223821190	53784.407283549
4243	 1.67018	 2.73733	 3.52788	 4.69965	 1.07833	 2.06895	 5.15236	 0.14422	 0.14925	 0.67276	-1347.697713223	-1401699.259633922	54001.546410787
4244	 1.59227	 2.88862	 3.42550	 4.94500	 1.08182	 2.07565	 5.16904	 0.14469	 0.14973	 0.67493	-1348.043888371	-1401756.357278048	53712.468907048
4245	 1.58832	 2.75839	 3.49193	 5.08971	 1.07148	 2.07051	 5.15623	 0.14433	 0.14936	 0.67326	-1347.883338418	-1401659.664579646	53776.326161386
4246	 1.59331	 2.84948	 3.65344	 5.10570	 1.03258	 2.07701	 5.17243	 0.14479	 0.14983	 0.67538	-1347.842837694	-1401654.652783557	53811.815089727
4247	 1.51168	 2.80649	 3.49766	 4.82893	 1.07590	 2.22078	 5.18810	 0.14522	 0.15028	 0.67742	-1347.937555903	-1401648.861268859	53711.305366033
4248	 1.44103	 2.69121	 3.70044	 4.60963	 1.05635	 2.22719	 5.20310	 0.14564	 0.15072	 0.67938	-1348.158526332	-1401738.625430171	53580.099098048
4249	 1.49660	 2.69897	 3.58791	 4.76439	 1.03518	 2.17552	 5.06119	 0.14606	 0.15115	 0.68134	-1348.041924396	-1401775.429012358	53733.504616183
4250	 1.55053	 2.77789	 3.46335	 4.89540	 1.03518	 2.17552	 5.06119	 0.14606	 0.15115	 0.68134	-1348.003462644	-1401708.888845302	53705.426201269
4251	 1.51405	 2.86146	 3.31530	 4.88104	 0.98995	 2.16913	 5.04633	 0.14564	 0.15071	 0.67934	-1348.215951639	-1401731.669601311	53515.717962211
4252	 1.54568	 2.94223	 3.44059	 4.65421	 0.98384	 2.17276	 5.05477	 0.14588	 0.15096	 0.70260	-1348.066360923	-1401664.019437840	53597.658515299
4253	 1.54059	 3.00468	 3.55405	 4.75284	 0.93387	 2.19807	 5.03812	 0.14540	 0.15046	 0.70029	-1347.834318502	-1401654.199551270	53819.881049612
4254	 1.54730	 2.95332	 3.46006	 4.97837	 0.88867	 2.13076	 5.06005	 0.14603	 0.15112	 0.70333	-1347.697964998	-1401654.459306516	53956.494308916
4255	 1.50561	 2.88381	 3.60353	 5.13470	 0.91225	 2.22636	 5.20190	 0.14641	 0.15151	 0.70517	-1347.941172450	-1401668.483757088	53727.311307348
4256	 1.58385	 2.75959	 3.47711	 5.33947	 0.88699	 2.21982	 5.35980	 0.14598	 0.15107	 0.70310	-1348.273589785	-1401733.853015076	53460.263230245
4257	 1.48416	 2.69882	 3.46216	 5.67254	 0.90239	 2.21028	 5.33676	 0.14546	 0.15042	 0.70008	-1348.177617449	-1401708.802168155	53531.184718951
4258	 1.51976	 2.54820	 3.23316	 5.45739	 0.93801	 2.20233	 5.31756	 0.14494	 0.14988	 0.69756	-1348.078509455	-1401699.031422035	53620.521966781
4259	 1.59092	 2.43715	 3.40190	 5.44633	 0.98354	 2.19787	 5.30678	 0.14465	 0.14957	 0.69614	-1348.125137133	-1401723.638027234	53598.500894062
4260	 1.63683	 2.37214	 3.46816	 5.59354	 0.98051	 2.19111	 5.29046	 0.14420	 0.14911	 0.69400	-1347.979080092	-1401676.997799819	53697.917707844
4261	 1.58700	 2.37806	 3.62478	 5.71127	 1.01491	 2.19657	 5.30365	 0.14456	 0.14948	 0.69573	-1348.084659741	-1401686.947086215	53602.287345188
4262	 1.53279	 2.27432	 3.47764	 5.55384	 1.01203	 2.19034	 5.28861	 0.14415	 0.14906	 0.69376	-1348.190956833	-1401711.035342389	53520.078508900
4263	 1.61544	 2.19855	 3.33035	 5.78754	 0.97844	 2.18389	 5.27305	 0.14373	 0.14786	 0.69172	-1348.237879403	-1401736.832180897	53498.952778152
4264	 1.59189	 2.30284	 3.43817	 5.80405	 1.01828	 2.17764	 5.28809	 0.14414	 0.14828	 0.69369	-1348.189482504	-1401755.395784107	53565.913279890
4265	 1.59189	 2.39236	 3.32544	 6.06159	 1.08052	 2.26373	 5.52923	 0.14457	 0.14828	 0.71516	-1348.594078718	-1401747.704827947	53153.626109773
