iteration	A_coal_stats_total	A_num_coals_total	B_coal_stats_total	B_num_coals_total	C_coal_stats_total	C_num_coals_total	D_coal_stats_total	D_num_coals_total	AB_coal_stats_total	AB_num_coals_total	ABC_coal_stats_total	ABC_num_coals_total	root_coal_stats_total	root_num_coals_total	A__pop_coal_stats_total	A__pop_num_coals_total	B__pop_coal_stats_total	B__pop_num_coals_total	C__pop_coal_stats_total	C__pop_num_coals_total	D__pop_coal_stats_total	D__pop_num_coals_total	AB__pop_coal_stats_total	AB__pop_num_coals_total	ABC__pop_coal_stats_total	ABC__pop_num_coals_total	root__pop_coal_stats_total	root__pop_num_coals_total	D->B__mig_stats	D->B__num_migs	
10	0.01076341083909238688365306302330282	103	0.01093627191055240865935616056958679	82	0.01869841047887900800650307076011813	140	0.08633739428795625392432100397854811	505	0.10878991869241576295745943525616894	545	0.68457374128906600674326909938827157	3846	1.91829260506013321574414476344827563	7000	0.01076341083909237474058873118565316	103	0.01093627191055238437322749689428747	82	0.01869841047888020149625454280339909	140	0.08633739428795647596892592900985619	505	0.04366533502122363352704326189268613	360	0.40954063290179021361581135352025740	3161	0.39111982773243325617329446686198935	2649	0.01116639318521330838385186012828854	4	
11	0.01088448226627015263945352785412979	87	0.01080579969847436476448887532342269	101	0.01870085736921681812683360135451949	149	0.08513022890963725664015271377138561	525	0.10855644397098059006356862710163114	572	0.69468460221452554836929493831121363	3835	1.94713916502070283343073242576792836	7000	0.01088448226627014223111267199328722	87	0.01080579969847433353946630774089499	101	0.01870085736921803243326678511948558	149	0.08513022890963725664015271377138561	525	0.04345592329745080056868644646783650	384	0.42001099583205553367193374469934497	3114	0.40623195302490627822677993208344560	2640	0.01110115707917430465101471526168098	3	
12	0.01095012489610661977901262531531756	84	0.01090156256078067716075441495604537	94	0.01876302355920177189485542612601421	144	0.08402258522030330023522282090198132	539	0.10955535393738984051292817412104341	557	0.70253209196791976953733183108852245	3808	1.95728094617461056969887067680247128	7000	0.01095012489610687131391664195234625	84	0.01090156256078090440952976791777473	94	0.01876302355920297232350080207652354	144	0.08402258522030521536994029929701355	539	0.04396624220565821528072802948372555	379	0.42588141469258500304562176097533666	3107	0.40677599373711953445464928336150479	2653	0.01116322941138300772756508649763418	1	
13	0.01088383419439502980408107646326243	88	0.01088880636590868269952814273437980	94	0.01869161601435426547923590590016829	157	0.08523835255745570993468618326005526	500	0.10876679426462884658910468260728521	594	0.69256891282150934152639365493087098	3782	1.97736440266692348188826144905760884	7000	0.01088383419439526572647380930902727	88	0.01088880636590891168302697167291626	94	0.01869161601435552488847946506211883	157	0.08523835255745758343604023821171722	500	0.04342668868762998568566757739972672	412	0.41748647563415858252611201351101045	3031	0.43550474673128419800249844229256269	2718	0.01115685131394698187401459676948434	2	
14	0.01233321115831046387023572918906211	94	0.01233168932217176133603331322774466	99	0.01891011550007047625765466136726900	142	0.08514410938840068221455936736674630	530	0.11097171418029526390736094754174701	552	0.70954588519207295593815842948970385	3817	2.01114985983325622598272275354247540	7000	0.01233321115831097734838461832396206	94	0.01233168932217226614056482247860913	99	0.01891011550007214506163855105569382	142	0.08514410938840122344828387213055976	530	0.03695729269676437112046585298230639	359	0.42978442886409284895421478722710162	3123	0.44488326853424964291150445205857977	2653	0.01262689621079926549640504163107835	1	
15	0.01234797242117801133187704465399293	94	0.01226446420374874453351754510777027	98	0.01884663226053187590203208401362645	145	0.08416870607830397033044533827705891	518	0.11090224778002318040126539244738524	535	0.71621490215892835706767982628662139	3779	2.02214591832656909176080262113828212	7000	0.01234797242117786041093463467177571	94	0.01226446420374860055146903903278144	98	0.01884663226053152201844298474497919	145	0.08416870607830392869708191483368864	518	0.03703424024875521386457322137175652	343	0.43686727689984627964747687656199560	3099	0.44969061590972619901762641347886529	2703	0.01258170520869245252726376094187799	2	
16	0.01230467135747291378133905226377465	88	0.01228339533721307073876882753893369	93	0.01884343929210331378132359247956629	160	0.08742942644749403247050878462687251	486	0.11117771084204033926745580629358301	501	0.74174891420192312629922071209875867	3731	2.10457093244696302747342997463420033	7000	0.01230467135747279408541920986408513	88	0.01228339533721294930812550916243708	93	0.01884343929210281765040946311273728	160	0.08742942644749428227068932528709411	486	0.03740125318211946769952902513978188	320	0.46198241068932788255807508903671987	3070	0.47781275641963227851505280341370963	2783	0.01260685847507594069261127600611871	1	
17	0.01088834870105640992288265067600150	69	0.01067554543342701979524722588621444	90	0.01899474023662474711504621893709555	137	0.08858295289526862958950914617162198	489	0.11068979236592527137794661484804237	491	0.74403581712233146649992931997985579	3724	2.12493559926742969778956648951862007	7000	0.01088834870105641339232960262961569	69	0.01067554543342701112162984600217897	90	0.01899474023662427180081380129195168	137	0.08858295289526908755650680404869490	489	0.04599131105964260335383642086526379	332	0.46429423744173403676427369646262378	3096	0.48703479946553823731747456804441754	2787	0.01097875241050174505152980941602436	1	
18	0.01089328780904840095200558636179267	75	0.01074596205842048325662663188495571	92	0.01918224254510925153027756095980294	137	0.08694044453997003263356901925362763	513	0.11076639522255872505329676869223476	517	0.75562820105168182482913152853143401	3699	2.14149519397784882102087067323736846	7000	0.01089328780904842523813425003709199	75	0.01074596205842049019552053579218409	92	0.01918224254510924806083060900618875	137	0.08694044453997097632313995063668699	513	0.04584153461746896113249150062074477	350	0.47484704499857549597763295423646923	3045	0.49392591959229736886527462047524750	2788	0.01102829338245008006236247410924989	5	
19	0.01092248059245802191408181158749358	82	0.01084506259757034470070369280847444	83	0.01890982643190897843910036613124248	157	0.08802051933735927091717599068942945	498	0.11149574040161627785927578315749997	509	0.74562406397834257720802497715339996	3703	2.14906104510434570187271674512885511	7000	0.01092248059245801497518790768026520	82	0.01084506259757032041457502913317512	83	0.01890982643190884313066923994028912	157	0.08802051933735900723920764221475110	498	0.04616608997922393847757049911706417	344	0.46498157933756045778750376484822482	3037	0.51333405974833867801976339251268655	2799	0.01108734629898917335710795128989048	3	
20	0.01079920371016483693349385930559947	96	0.01088432480544814645595508295627951	89	0.01905960443436832685293325084785465	143	0.08976871395398930419951000203582225	474	0.11052944924859364750346912842360325	527	0.74034708051147413154779997057630681	3717	2.16619237300669587042989405745174736	7000	0.01079920371016515785733691501491194	96	0.01088432480544846911452161464239907	89	0.01905960443436799378602586330089252	143	0.08976871395399098341183474758508964	474	0.04544207060937856257343270272031077	342	0.46067957216920168983520511574170087	3047	0.53073351411182012604683677636785433	2809	0.01112088026322141480484173570175699	2	
21	0.01082464186338081245375430938793215	89	0.01087278494119926774974516092697741	83	0.01924805018174417445275814486649324	121	0.09160806672402370398611282098499942	478	0.11145390063353742549079328227890073	491	0.75749684843935272127168900624383241	3683	2.25044878727390473827085770608391613	7000	0.01082464186338112817342693716682334	89	0.01087278494119957132635345686821893	83	0.01924805018174388648866113271651557	121	0.09160806672402077577288537213462405	478	0.04634428624038986616051616351796838	319	0.47542621835487036685563566607015673	3071	0.57642694445148412452084585311240517	2839	0.01111511033109699626841848640879107	2	
22	0.01099242142920682334394921753073504	77	0.01088521499608781709089733169548708	73	0.01905706333234920626940045451647165	136	0.09240195696686734350144831751094898	461	0.11265336052943664135739254561485723	481	0.75179578095420462879872047778917477	3711	2.26272730261340848656459456833545119	7000	0.01099242142920719977894350449787453	77	0.01088521499608820046478552256985495	73	0.01905706333234944219179318736223649	136	0.09240195696686533122221618441471946	461	0.04699689507592814258218893996854604	331	0.46840084477409121843649586480751168	3094	0.59508838557667653734739587889635004	2828	0.01113573733970715969043840942731549	2	
23	0.01098946833875915317368932022645822	77	0.01096072977817196501815200093687963	77	0.01900529743902535512178886278888967	150	0.09279620252189374474127703251724597	448	0.11215092269831766769172531894582789	498	0.74901776266362440903634478672756813	3719	2.26181362511518502245166928332764655	7000	0.01098946833875923297096921515958456	77	0.01096072977817205522377275173084854	77	0.01900529743902550430800779679429979	150	0.09279620252189121898389601028611651	448	0.04628984531168527094546760736193391	344	0.46677511310349228956795286649139598	3071	0.59900088530344741677424735826207325	2833	0.01117564230287742231551018079471760	1	
24	0.01106223417151857256468527879178509	68	0.01099429062988106602094529051782956	73	0.01842229256922384497685563076174731	135	0.09470069596981216253350766010044026	438	0.10865698094328964107280199868910131	489	0.76016003670009224535419889434706420	3686	2.29305171086021708504176785936579108	7000	0.01106223417151892818299785403723945	68	0.01099429062988143898649262553135486	73	0.01842229256922329680423722209070547	135	0.09470069596981051107675853018008638	438	0.04245418735420414257930588064482436	348	0.48669608178275791665612359793158248	3062	0.60551543669190854846107185949222185	2876	0.01121226679412777073319151810437688	4	
25	0.01105135376980952328918039739846790	70	0.01099430838403824516047446735456106	73	0.01830967233647650543870710748706188	145	0.09340347772178021756861454605314066	451	0.10813443027766288240254510810700594	507	0.77723843247756041474616495179361664	3610	2.32293148189656228908006596611812711	7000	0.01105135376980951114611606556081824	70	0.01099430838403824516047446735456106	73	0.01830967233647641870253330864670716	145	0.09340347772178046736879508671336225	451	0.04198383788243646025373223551468982	364	0.50524026718503800559290084493113682	2958	0.61063341228652545655819494641036727	2939	0.01121227567120604111383652679023726	3	
26	0.01100281686001132464003404720642720	70	0.01095622488448766418400737165939063	83	0.01840240623385867857475517439524992	150	0.09355290588170396548495233446374186	454	0.10821335303996869325882101975366822	472	0.77249615462228682361001119716092944	3623	2.32784939115329692072009493131190538	7000	0.01100281686001131249696971536877754	70	0.01095622488448765897983694372896935	83	0.01840240623385856061355880797236750	150	0.09355290588170410426283041260830942	454	0.04231657070196880726653532178715977	319	0.49990477180861514483467544778250158	3001	0.62239715234365800000659874058328569	2923	0.01119323392143077924854033255996910	2	
27	0.01105206875970764224259568209163263	71	0.01097390332056446225761359158923369	77	0.01756371173647551520158316407105303	135	0.09710465460852535368729832043754868	438	0.10351335994037698384762080650034477	465	0.78809935258589014495100855128839612	3632	2.42350782679263154761883924948051572	7000	0.01105206875970765612038348990608938	71	0.01097390332056446746178401951965498	77	0.01756371173647637909387420052098605	135	0.09710465460852681085501814095550799	438	0.03741003899735341475807359756799997	317	0.52769101884093849719192803604528308	3032	0.67802487909110797925649194439756684	2930	0.01121404248669550379746695512039878	4	
28	0.01250552992536949591106942847318351	78	0.01246967150924271038048285475952071	85	0.01752459085242517519698246530879260	133	0.09978341996515477374529723419982474	423	0.10467796186588625151347997643824783	430	0.79499804530699935689597168675391003	3603	2.44261339608254157695910180336795747	7000	0.01250552992536896335096230359340552	78	0.01246967150924218649399310976377819	85	0.01752459085242609113097778106293845	133	0.09978341996515606437956336094430299	423	0.02974132452183314914706535603272641	267	0.53280438934784468685279534838628024	3040	0.67571616734616879451635895748040639	2974	0.01273121930757816454293784858009531	6	
29	0.01243366606689562045562347236682399	84	0.01233598442713081284882736810004644	91	0.01757126396208473842475150661357475	124	0.09765787371772464975361316419366631	408	0.10419858747270532850492941179254558	416	0.81159253697291722229323340798146091	3580	2.44150365246709943889413807482924312	7000	0.01243366606689513126360324690722337	84	0.01233598442713031671791323873321744	91	0.01757126396208569599211024581109086	124	0.09765787371772605141018175345379859	408	0.02983225425401735131369918008203967	241	0.54998788518938479530362428704393096	3040	0.65841864741367861491028179443674162	3012	0.01266437576652218455208753766783047	3	
30	0.01238613706190662758221954220516636	89	0.01234584066819907274825673937357351	96	0.01762472926077058785199191959236487	132	0.10226679820851747315657576109515503	386	0.10406627898804512999397786643385189	418	0.83318214094748244136212633748073131	3567	2.54824105997123506739399090292863548	7000	0.01238613706190687217822965493496667	89	0.01234584066819929826230861635849578	96	0.01762472926077093826613406690739794	132	0.10226679820852269120479149933089502	386	0.02984251505134835266708215328890219	233	0.57142666451084145329275543190306053	3017	0.70463760620784732235932779076392762	3047	0.01268880302714367296068598278679929	1	
31	0.01239850203649232179836658929161786	99	0.01257548956919208628379980297040674	83	0.01770575267278923572988880152934144	136	0.10354805900473042223897124358700239	391	0.10483374693270035293846120794114540	426	0.81169840129635617564929361833492294	3590	2.54453376137068199014379388245288283	7000	0.01239850203649281792928071865844686	99	0.01257548956919259976194869210530669	83	0.01770575267278950287730410195763397	136	0.10354805900473720847720926485635573	391	0.02986473354173758282259498741950665	244	0.54837932923438281740402544528478757	3028	0.72988202113911837543014371476601809	3019	0.01283333464761107940710349595292428	3	
32	0.01254622146336513248410238219321400	77	0.01242587052047111964570014208675275	101	0.01749382859107833504408446856359660	155	0.10337850855451781451055381921833032	380	0.10481753372675774171884910401786328	401	0.80639674330252963940779409313108772	3628	2.52666953747194922286212204198818654	7000	0.01254622146336557136914180432540888	77	0.01242587052047156546963346812617601	101	0.01749382859107849116919730647623510	155	0.10337850855452175580229123852404882	380	0.02988214674735745549072341020746535	223	0.54401643600216020857374132901895791	3072	0.72122499274983475903155749620054848	2992	0.01273754283927795022401951996471325	3	
33	0.01251958235323838430907983365614200	80	0.01251323126563396240240599865956028	83	0.01875176997068609893726254256307584	115	0.10493907222831160008791329119048896	393	0.11075064093744108051353691735130269	410	0.83495971672631985605050886078970507	3575	2.62660956858250260737008829892147332	7000	0.01251958235323880411216102004345885	80	0.01251323126563440822633932469898355	83	0.01875176997068596709827836832573666	115	0.10493907222831594383549713711545337	393	0.03559728568036362589266374811813876	247	0.55656153712083089590834106274996884	3050	0.76955189263805523491868143537431024	3032	0.01278122321185933170373250078455385	3	
34	0.01251156553950094098281997645472075	90	0.01252659580399987857002308544451807	77	0.01841018095864827008867337099218275	155	0.10181379257169947960548483933962416	401	0.11055809248967581048805897125930642	428	0.82941509834372439957661526932497509	3545	2.60339185237250969606748185469768941	7000	0.01251156553950130354002645560740348	90	0.01252659580400027755642256011014979	77	0.01841018095864796477734159907413414	155	0.10181379257170670993293271067159367	401	0.03543016230330100352352573622738419	261	0.55282747456445824330018012915388681	2962	0.76599032835916369688078475519432686	3054	0.01281195387869022220272974266208621	1	
35	0.01252133233460447914175972528028069	91	0.01266492730525801101160165984538253	67	0.01856272773958355867818248441381002	149	0.10274149315737740595366744855709840	412	0.11143660635404875614007380590919638	425	0.83049064777486703015085822698893026	3601	2.58154738130182792588129814248532057	7000	0.01252133233460450516261186493238711	91	0.01266492730525802662411294363664638	67	0.01856272773958346153366782971261273	149	0.10274149315737429732919849811878521	412	0.03585301568839878438854640307908994	267	0.55173789721721822054689710057573393	3027	0.73901500058879288079793923316174187	2987	0.01290071447391076368826912101894777	1	
36	0.01260458926744693897159521611683886	96	0.01264375667256187850406856654217336	80	0.01875726448369320967235474029166653	131	0.10736541685148699720731002571483259	365	0.11064401030184592422678235834609950	459	0.82568838013344025839046480541583151	3588	2.61978359506895808195281460939440876	7000	0.01260458926744673427422505085360172	96	0.01264375667256164778584626162682980	80	0.01875726448369213761324658662488218	131	0.10736541685148576208419513022818137	365	0.03486731161820558200226116696285317	283	0.54736904163811961332442024286137894	2998	0.76347040794675025132676182693103328	3047	0.01290682425028566969460452895646085	3	
37	0.01261987745800103970228445149359686	83	0.01275367696315294827047459591540246	66	0.01872098473550296710010698575388233	139	0.10868478231835507208380420252069598	375	0.11157253042025112865776037551768241	425	0.84958495734175598634863035840680823	3621	2.69001753567862600391435989877209067	7000	0.01261987745800106051896616321528199	83	0.01275367696315292224962245626329604	66	0.01872098473550186034652931255095609	139	0.10868478231835231040403044744380168	375	0.03542094141716215643933551859845466	276	0.56988467839772782852492127858567983	3057	0.79043344281523253425092434554244392	3004	0.01297415562436130681556178956270742	1	
38	0.01276423491732709726564909402668491	78	0.01272431913535432106143741037840300	68	0.01881648749996302910636458705084806	141	0.11014584398459548175708277994999662	384	0.11214450762368505243316008090914693	401	0.85876805028126856900172469977405854	3626	2.72048183778134822219385569042060524	7000	0.01276423491732693593636582818362513	78	0.01272431913535412503768462499920133	68	0.01881648749996189806665825017262250	141	0.11014584398459065228692566051904578	384	0.03566311534622702839048002942945459	255	0.57759612550513117490424974675988778	3084	0.79885157601053957687753381833317690	2990	0.01297379990476671407506614741578232	1	
39	0.01259371127943800794390938335709507	82	0.01269512024479636791429726372371078	68	0.01846990262828492393443191588175978	158	0.10778023402738082237029004772921326	389	0.11141006075456716395422063214937225	418	0.84253421661759009264613951017963700	3639	2.68408400610619635173748065426480025	7000	0.01259371127943790039105387279505521	82	0.01269512024479620485029052190384391	68	0.01846990262828373044468044383847882	158	0.10778023402737625657810127677294076	389	0.03552464974614054360468884397050715	268	0.56417152580224116942275713881826960	3063	0.80134923303427574303725577919976786	2972	0.01295920045948771234800567242473335	4	
40	0.01264517918130262166820365621333622	84	0.01282439504901059998398515915596363	63	0.01879746259936245292299084042042523	128	0.11282726493406572410016508456465090	362	0.11196794090079924266500910334798391	429	0.87011106592942832893555760165327229	3624	2.79197875367880365971018363779876381	7000	0.01264517918130265636267317574947810	84	0.01282439504901064682151901052975518	63	0.01879746259936235230902923376561375	128	0.11282726493406314283163283107569441	362	0.03551285783378312077562810600284138	282	0.58940628201469169589188368263421580	3067	0.83973447557445324296310218414873816	3014	0.01302383786159494807876946254054928	3	
41	0.01260949399958420820422322350395916	88	0.01281088506162057251425157033963842	63	0.01864435373294245912312305790692335	136	0.11294617512861387931266676787345205	369	0.11193326335807332605476460685167694	394	0.87380789918504642166396934044314548	3613	2.78872444274192154978209146065637469	7000	0.01260949399958428626677964246027841	88	0.01281088506162065751570189320318605	63	0.01864435373294227177298765241175715	136	0.11294617512861142294422478471460636	369	0.03565905470532045734577408779841790	243	0.59386379508008380057049180322792381	3083	0.82982979042141358227979708317434415	3018	0.01301708286789990745568879049187672	3	
42	0.01276203736963153756445166209232411	75	0.01274361427927719024599806374453692	65	0.01881667137699508107751000807184028	136	0.11709695598473372768477673844245146	335	0.11237800746478877889078518137466745	387	0.87488525225777624694245560021954589	3604	2.85009221994050943038701007026247680	7000	0.01276203736963166072981845644562782	75	0.01274361427927730647247095419061225	65	0.01881667137699485556345813108691800	136	0.11709695598473185418342268349078950	335	0.03583725042992908643713079186454706	247	0.59331894798247364342103082890389487	3081	0.87012219742795993138173571423976682	3061	0.01298344747672819377015684949583374	3	
43	0.01257323183099178301458387352340651	96	0.01285765823015222117375877530776052	57	0.01968746027656035832431591359181766	121	0.11509293675017769065238582015808788	341	0.11661248685485536835670927757746540	413	0.89309685170641928131374243093887344	3560	2.89798779693532226886532043863553554	7000	0.01257323183099217853153639623542404	96	0.01285765823015262016015824997339223	57	0.01968746027655956382096391621416842	121	0.11509293675017565061757807143294485	341	0.04029852285440003317740220722953381	260	0.60019684123798000552341136426548474	3026	0.89728768421856186510154884672374465	3099	0.01305003672006960040163914271715839	4	
44	0.01260414553311579345662440942987814	94	0.01288646051870656963900252378607547	60	0.01968786559825429563486132167327014	134	0.11612521753913368494082192228233907	345	0.11656376694687595185762063465517713	453	0.89471906349984287043497488411958329	3578	2.87162642892340258526928664650768042	7000	0.01260414553311590794837382389914637	94	0.01288646051870666678351717848727276	60	0.01968786559825365031772825830103102	134	0.11612521753913111755007747660783934	345	0.04004753580656172234908396490027371	299	0.60182113693712446789163550420198590	2991	0.86771378160957624015026112829218619	3077	0.01308553312185669129097398410976894	3	
45	0.01262713749376858166084680590302014	87	0.01289302465275743957151544094585915	53	0.01968732483818421211130278436485241	133	0.11688256891256799951950284821577952	330	0.11688208992491160020943397057635593	440	0.88285339966106368692067007941659540	3626	2.86849553845656490835835938923992217	7000	0.01262713749376857298722942601898467	87	0.01289302465275741702011025324736693	53	0.01968732483818426762245401562267944	133	0.11688256891256805503065407947360654	330	0.04029775701669911780467003836747608	300	0.58943019403975538406115219913772307	3053	0.87951890815770328302392044861335307	3044	0.01308881518888229018859892249793120	3	
46	0.01271660920196574298679514924970135	96	0.01294582686983172283012866188300904	58	0.01948923238942815855390122692369914	151	0.11464195627150099154878404306145967	357	0.11720479106677555991566919146862347	433	0.87746638250673802961188130211667158	3651	2.84863435434857992234469747927505523	7000	0.01271660920196571696594300959759494	96	0.01294582686983168466621219039325297	58	0.01948923238942825222896892967128224	151	0.11464195627150093603763281180363265	357	0.04019873892073690807569263938603399	279	0.58443646977887142579533019670634530	3067	0.87329822625774811140075826187967323	2992	0.01311521629741943875679943687373452	2	
47	0.01266830085429815344610915417433716	102	0.01298103771725026694960902773345879	54	0.01967217102420774563209526775153790	143	0.11471582472419773746086235632901662	339	0.11752208274023678846731399971758947	420	0.89990493668336302146570915283518843	3573	2.90203782094714046735361989703960717	7000	0.01266830085429845355327049816196450	102	0.01298103771725060348596336723403510	54	0.01967217102420791910444286543224734	143	0.11471582472419597498181076389300870	339	0.04055553406922362408293381008661527	264	0.60546416251937140717842567028128542	3010	0.89148399479642093101716682213009335	3088	0.01315536801803435067170777728051689	0	
48	0.01272567906616558532084670929407366	102	0.01300031241190751675473880055733389	52	0.01971767641582757024654171118527302	137	0.11360019040963643954800232904744917	364	0.11783605184505044349840829909226159	439	0.91504926411659748275440051656914875	3493	2.95237388063977324037523430888541043	7000	0.01272567906616583338630377397748816	102	0.01300031241190779951466538477689028	52	0.01971767641582776800501797254128178	137	0.11360019040963741099314887605942204	364	0.04062873275551602547661644848631113	285	0.61991114478394193643140397398383357	2917	0.92127706772050088623871033632894978	3143	0.01318794829604495386088380826095090	0	
49	0.01270891184554948614982006205309517	87	0.01289979420619984454288164954505191	66	0.01995777631422704020969227656223666	135	0.12069411653521826266466376864627819	332	0.11751100399628944259688978490885347	412	0.93876972778220169058016608687466942	3513	3.04653758272651664640306989895179868	7000	0.01270891184554978799170488201752960	87	0.01289979420620017934451251306882114	66	0.01995777631422747389056127076401026	135	0.12069411653521934513211277817390510	332	0.04066909387270296188932050540643104	259	0.64308221962153622186519896786194295	2966	0.94559041761154638550124218454584479	3155	0.01312958679194214245411487240744464	1	
