Sample	theta_A	theta_B	theta_C	theta_AB	theta_root	tau_AB	tau_root	Data-ld-ln	Full-ld-ln	Gene-ld-ln
0	1.04345411421508837968019633990479633	1.01337247865740209817886352539062500	0.93644532262851010173676513659302145	1.06241366743238607739385770400986075	1.03873590479088528937268165464047343	0.49987477678962322080735702911624685	2.88184747342811142800655943574383855	-1073.94624327878182157292030751705169678	-7367736.85099801607429981231689453125000000	1998005.63460410665720701217651367187500000
1	1.04663806438688999911335031356429681	1.06044916023853375008911825716495514	0.96722086279553431964473020343575627	1.06565546995428261922711499209981412	1.04190545802514833440000074915587902	0.50826237129030793493456030773813836	2.89064101655868732621001981897279620	-1047.29476579167203453835099935531616211	-7230323.81860867794603109359741210937500000	1993849.98965031746774911880493164062500000
2	1.08484703888991917963835476257372648	1.06368037487777011840250906971050426	0.97016800852247953024232174357166514	1.06890254834710618503379464527824894	1.04508016954824833888437751738820225	0.50981105922016289877518602224881761	2.92552315946195884421854316315148026	-1034.22992208460777874279301613569259644	-7162221.48067665752023458480834960937500000	1991071.87025361880660057067871093750000000
3	1.08484703888991917963835476257372648	1.10428876655718055666000054770847782	0.97016800852247953024232174357166514	1.09001487956881470964276559243444353	1.01549779872101297861775037745246664	0.50981105922016289877518602224881761	2.94974846977796190117260266561061144	-1027.05103395828177781368140131235122681	-7124271.37348845321685075759887695312500000	1989016.20369704440236091613769531250000000
4	1.08918186741947398132879243348725140	1.10870128028357384231128435203572735	0.97404460292799854848055929323891178	1.09437035774058433190702999127097428	0.97816111950043727052417352751945145	0.51184816071462924114143788756337017	2.97784396666369355344272662478033453	-1023.34534184968674708215985447168350220	-7102525.27506447117775678634643554687500000	1985798.56581603735685348510742187500000000
5	1.09199988783864299080050841439515352	1.11156980292433393842088662495370954	1.03154873988610851220926178939407691	1.09720180224631502774457203486235812	0.98069189795942901533010171988280490	0.49950213010124494550368012824037578	3.02037788773291415722610508964862674	-1020.28640100382119726418750360608100891	-7088501.69196461420506238937377929687500000	1987069.68694550823420286178588867187500000
6	1.09199988783864299080050841439515352	1.11156980292433393842088662495370954	1.03154873988610851220926178939407691	1.09720180224631502774457203486235812	0.98069189795942901533010171988280490	0.49950213010124494550368012824037578	3.02037788773291415722610508964862674	-1019.86944813038508073077537119388580322	-7080608.50074701849371194839477539062500000	1981261.26009509339928627014160156250000000
7	1.11183446878779301769668563792947680	1.11361567923114490596958603418897837	1.05097849692850897618257022259058431	1.13031854801469777704880925739416853	0.98249688970447124347629141993820667	0.50042147818940574399704246388864703	3.02593698041595748904342144669499248	-1018.85766836517143474338809028267860413	-7074946.69354426767677068710327148437500000	1980658.35171841084957122802734375000000000
8	1.11183446878779301769668563792947680	1.11361567923114490596958603418897837	1.05097849692850875413796529755927622	1.17062596242111527367057988158194348	0.98249688970447124347629141993820667	0.48894897843989271191134093896835111	3.05611405987638384829097049077972770	-1018.16705360415483028191374614834785461	-7070632.55535069387406110763549804687500000	1979797.28732991963624954223632812500000000
9	1.12724551634119385390420120529597625	1.11361567923114490596958603418897837	1.05097849692850875413796529755927622	1.23812077156061084437510544375982136	0.93248394609394857912576526359771378	0.47971043733948043330528321348538157	3.08996502588070809380837999924551696	-1017.72100152203461220778990536928176880	-7067485.71024084184318780899047851562500000	1978880.70263066887855529785156250000000000
