iteration	A_coal_stats_total	A_num_coals_total	B_coal_stats_total	B_num_coals_total	C_coal_stats_total	C_num_coals_total	AB_coal_stats_total	AB_num_coals_total	root_coal_stats_total	root_num_coals_total	A__pop_coal_stats_total	A__pop_num_coals_total	B__pop_coal_stats_total	B__pop_num_coals_total	C__pop_coal_stats_total	C__pop_num_coals_total	AB__pop_coal_stats_total	AB__pop_num_coals_total	root__pop_coal_stats_total	root__pop_num_coals_total	
0	7.33194860874249165760829782811924815	68784	6.29572319896922127924199230619706213	58838	7.05119891891241845627291695564053953	74984	30.84982476224122294183871417772024870	144903	73.25304235682359887960046762600541115	225000	7.33194860874280696094729137257672846	68784	6.29572319896914134318421929492615163	58838	7.05119891891245131887444586027413607	74984	1.86766942575245575852704860153608024	17281	0.51783704520010243044225717312656343	5113	
1	7.40855784035858455638390296371653676	68590	6.26796452421833194534883659798651934	58871	7.33567468979039105647643737029284239	74962	31.04486072892448689231059688609093428	144861	74.51652864826412780985265271738171577	225000	7.40855784035860676084439546684734523	68590	6.26796452421807970267764176242053509	58871	7.33567468979047099253421038156375289	74962	1.95852713288083690734708852687617764	17400	0.51259579860259518735432493485859595	5177	
2	7.34817416435519010775578863103874028	68571	6.34392798230462329200918247806839645	58726	7.50230251032599237959175297874026000	74957	31.19498426973818183682851667981594801	144857	75.31472074601533961413224460557103157	225000	7.34817416435523629303361303755082190	68571	6.34392798230427157335498122847639024	58726	7.50230251032619221973618550691753626	74957	2.04125472999946921959235623944550753	17560	0.53004603731357180507188786577899009	5186	
3	7.48933156936307486972737024188973010	68414	6.35782641115273960963349964004009962	58682	7.53435628782060806685194620513357222	74949	31.56043153699864234340566326864063740	144848	75.96089153848248542999499477446079254	225000	7.48933156936313526585990985040552914	68414	6.35782641115244029350606069783680141	58682	7.53435628782073862907964212354272604	74949	2.09751267310517075515008400543592870	17752	0.51001673820249837643103774098563008	5203	
4	7.57146907778925815080128813860937953	68350	6.50504887411159060661702824290841818	58362	7.56764031217701838016864712699316442	74939	32.13625043028137895362306153401732445	144819	77.00601291223895827897649724036455154	225000	7.57146907778938427213688555639237165	68350	6.50504887411118648543606468592770398	58362	7.56764031217704147280755933024920523	74939	2.19018000619089114877624524524435401	18107	0.50712896180897071296556077868444845	5242	
5	7.38579660571412599523455355665646493	68220	6.44259868487096198919061862397938967	58204	7.60746501666406427233368958695791662	74942	31.70266957061654977678699651733040810	144809	76.50604784598613150592427700757980347	225000	7.38579660571423168846649787155911326	68220	6.44259868487101616807422033161856234	58204	7.60746501666418861731244760449044406	74942	2.27730286051237973410366066673304886	18385	0.49280458569125124013154959357052576	5249	
6	7.52697179781259606556886865291744471	68016	6.56612972541381800795079470844939351	58015	7.91505541912190846431940371985547245	74933	32.30550657066360287217321456409990788	144799	78.39070536351277951325755566358566284	225000	7.52697179781264846809563096030615270	68016	6.56612972541389616765172831946983933	58015	7.91505541912221755040945936343632638	74933	2.33072757379772887986746354727074504	18768	0.48678423802678910670138634486647788	5268	
7	7.54254505053484436416511016432195902	68114	6.54751297755639072306621528696268797	57990	8.00363711321899451434092043200507760	74914	32.25967317830615144202965893782675266	144758	78.59641011540550437075580703094601631	225000	7.54254505053474666453894315054640174	68114	6.54751297755631700425738017656840384	57990	8.00363711321932669306988827884197235	74914	2.30409525320479424692621250869706273	18654	0.49878873272650797732197247569274623	5328	
8	7.50169329000017004460687530809082091	67858	6.39445173890628737467523023951798677	58052	8.15431951947118527357361017493531108	74905	31.99305121662969142448673665057867765	144747	78.70015085528027043437759857624769211	225000	7.50169328999992846007671687402762473	67858	6.39445173890618434597854502499103546	58052	8.15431951947090460919298493536189198	74905	2.45010342528754465618590074882376939	18837	0.49511887867118092865226230969710741	5348	
9	7.44709647410404862455379770835861564	67669	6.42177462686335509545187960611656308	57912	8.19134396323156899200057523557916284	74906	32.02535507189918462245259433984756470	144733	78.89393637829851968490402214229106903	225000	7.44709647410372355125218746252357960	67669	6.42177462686312505724117727368138731	57912	8.19134396323146418694705062080174685	74906	2.54639214436546224007429373159538954	19152	0.50251734399056013913309470808599144	5361	
10	7.71373802965013499743918146123178303	67407	6.56280520294601199537964930641464889	57708	8.28746540978633561280730646103620529	74884	32.99552620248041279182871221564710140	144672	80.74302052604654988954280270263552666	225000	7.71373802965002663967197804595343769	67407	6.56280520294609814868636021856218576	57708	8.28746540978595369608683540718629956	74884	2.67953836252307064924593760224524885	19557	0.48281372774115216550683271634625271	5444	
11	7.75569218324004960862794177955947816	67409	6.55206075760716366573888080893084407	57805	8.45620505703138114483863319037482142	74869	33.08093610313445509518714970909059048	144669	81.36655599469696653613937087357044220	225000	7.75569218324005493769845998031087220	67409	6.55206075760734218960124053410254419	57805	8.45620505703106495332121994579210877	74869	2.71136202933944270299093659559730440	19455	0.46778412841454736215140997046546545	5462	
12	7.74373079135201969336321781156584620	67415	6.59743911404694927114178426563739777	57648	8.70965761177362551848091243300586939	74839	33.15962494493404477680087438784539700	144646	82.21672373090270014017733046784996986	225000	7.74373079135192199373705079779028893	67415	6.59743911404715799307041379506699741	57648	8.70965761177341946108754200395196676	74839	2.70918671009770184454623631609138101	19583	0.46688877246783377916727886258740909	5515	
13	7.72558610496925890487318611121736467	67420	6.57418843897970806011699096416123211	57732	8.82830901403435674978936731349676847	74835	33.12649224834004968442968674935400486	144660	82.53695042405686876918480265885591507	225000	7.72558610496906084108559298329055309	67420	6.57418843897998517178393740323372185	57732	8.82830901403428747187263070372864604	74835	2.75659118021337956605520957964472473	19508	0.45565460142647962182849141754559241	5505	
14	7.78528935002691202527103087049908936	67405	6.58352278108392052757835699594579637	57706	8.96506284688601340349123347550630569	74799	33.29259021176978450284877908416092396	144622	83.24114297856750965820538112893700600	225000	7.78528935002662159092778892954811454	67405	6.58352278108428912162253254791721702	57706	8.96506284688624965895087370881810784	74799	2.76860016139076003938157555239740759	19511	0.46607424749862674806522022663557436	5579	
15	7.81949390645081798822957352967932820	67364	6.61368317613529654863668838515877724	57723	8.95925196030821169301816553343087435	74793	33.43640425222896084278545458801090717	144598	83.42152932929818121010612230747938156	225000	7.81949390645083930451164633268490434	67364	6.61368317613536227383974619442597032	57723	8.95925196030821879844552313443273306	74793	2.79028906311674118612131678673904389	19511	0.46147883933586220095435237453784794	5609	
16	7.67936254117927674656129966024309397	67394	6.48295552963784249556056238361634314	57645	8.98743642781851015399752213852480054	74785	32.92605752363945725846861023455858231	144584	82.77302690740833668314735405147075653	225000	7.67936254117936289986801057239063084	67394	6.48295552963793308975937179639004171	57645	8.98743642781894358506633579963818192	74785	2.85178114088805356729494633327703923	19545	0.46322856819831842445367442451242823	5631	
17	7.75180003191454858324505039490759373	67335	6.58872101594583892136824943008832633	57472	9.02460191721021764976740087149664760	74764	33.33600588523155749953730264678597450	144566	83.54518753697283273140783421695232391	225000	7.75180003191458144584657929954119027	67335	6.58872101594594550277861344511620700	57472	9.02460191721097793049466417869552970	74764	2.88962888579600818417247864999808371	19759	0.47150769967344696720346064466866665	5670	
18	7.75170578233445972671233903383836150	67335	6.78760488996463262623137779883109033	57229	9.44532090585315842190539115108549595	74731	33.79829164007037434203084558248519897	144543	85.48949106889395466168934945017099380	225000	7.75170578233458229533425765112042427	67335	6.78760488996475253031803731573745608	57229	9.44532090585376948865814483724534512	74731	2.94198857068162000771849307056982070	19979	0.46246953022792436360788315141689964	5726	
19	7.82456426304774410596110101323574781	67200	6.78251157195567078161957397242076695	57304	9.50970790961683931641346134711056948	74724	33.98297560365205072230310179293155670	144497	86.01896133042600922635756433010101318	225000	7.82456426304787466818879693164490163	67200	6.78251157195592835336128700873814523	57304	9.50970790961716971878558979369699955	74724	2.97500850063156185854040813865140080	19993	0.48189873522032194985698083655734081	5779	
20	7.79741838120380137411302712280303240	67203	6.83574140764685900251151906559243798	57211	9.45536264765815026578366087051108479	74728	34.14481077894663485494675114750862122	144476	86.18342189569574429697240702807903290	225000	7.79741838120378183418779372004792094	67203	6.83574140764708282347328349715098739	57211	9.45536264765834033596547669731080532	74728	3.08517592899251491544987402448896319	20062	0.48867492606427465062779447180218995	5796	
